"Table 1c: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01009600,,339,,6,4,5,3,5,4,6,4,1,3,2,0,10,4,3,3,1,2,1,7,4,2,7,3,4,3,3,2,1,4,1,3,5,9,9,3,9,5,1,5,4,0,2,7,4,1,4,5,4,5,4,2,8,7,5,6,11,5,3,4,2,4,3,1,2,4,7,2,4,3,7,3,2,7,1,3,3,2,3,3,4,2,0,6,1,3,0,1,0,1,7
S01009601,,318,,7,0,4,2,3,1,2,4,2,1,3,4,5,4,7,6,2,3,2,5,0,4,0,1,4,1,6,8,6,2,6,2,7,8,0,5,3,4,4,2,4,2,7,4,2,6,1,10,7,6,7,12,2,7,2,7,6,7,4,5,8,6,6,3,7,4,4,3,5,2,1,1,1,2,4,2,0,0,2,1,3,1,0,1,0,0,0,0,0,2,1
S01009602,,371,,3,0,2,3,5,1,2,5,6,2,5,1,4,2,7,5,5,2,3,8,3,4,5,5,7,4,0,5,0,5,3,3,3,5,4,2,3,2,4,6,5,6,5,4,4,8,9,7,12,9,14,7,5,6,9,8,11,8,9,7,5,0,7,5,6,1,5,1,6,4,1,4,1,4,5,0,3,2,2,1,2,1,1,1,1,3,1,0,0,0,1
S01009603,,264,,4,2,3,2,2,0,1,4,4,4,1,1,2,0,4,3,6,2,0,2,1,2,4,4,1,3,3,3,0,2,1,1,0,1,1,2,2,2,0,0,3,5,4,2,6,2,5,6,5,5,8,9,3,8,9,3,11,9,8,3,2,5,7,7,5,3,2,0,7,1,2,0,3,1,1,2,1,6,2,3,1,0,1,0,2,2,2,0,1,0,1
S01009604,,411,,10,2,2,1,5,3,10,9,8,4,4,2,5,0,4,1,7,3,5,2,3,3,2,0,0,4,5,2,3,3,12,7,1,5,12,7,4,7,6,7,5,5,3,4,4,6,4,7,7,4,8,2,6,6,7,5,9,6,6,8,8,3,12,6,8,10,6,5,7,8,4,6,4,7,1,5,0,5,3,1,0,2,2,0,1,1,1,1,1,1,0
S01009605,,391,,4,1,3,3,2,7,1,0,6,5,4,5,4,5,2,2,4,5,5,2,3,3,4,6,5,1,9,5,8,1,4,5,2,1,1,7,6,2,6,7,8,3,2,3,1,5,7,8,9,8,7,8,3,6,3,6,13,9,4,4,6,2,7,8,5,6,11,4,9,1,2,5,5,9,3,4,2,3,0,3,2,1,1,4,1,4,1,4,2,1,2
S01009606,,371,,9,5,7,5,7,6,8,3,4,3,1,5,5,1,4,4,2,5,5,0,3,2,1,4,4,4,2,1,3,2,8,6,7,9,10,9,10,7,4,5,5,2,9,6,8,8,2,7,7,7,7,3,5,6,2,3,5,2,1,4,4,3,7,1,2,1,2,4,2,0,2,2,2,0,4,2,0,0,1,3,4,0,1,1,4,2,1,5,3,6,13
S01009607,,355,,4,1,2,1,8,4,3,7,1,5,1,2,2,3,2,2,5,2,4,3,4,4,3,1,2,5,1,3,0,0,3,3,4,5,5,3,7,5,4,3,1,3,4,6,5,8,3,6,6,3,4,4,3,7,5,5,9,6,3,6,4,4,7,4,7,5,4,6,5,4,6,2,4,7,4,4,7,1,0,0,4,2,4,6,2,0,2,3,1,3,19
S01009608,,320,,3,5,6,3,4,3,1,8,4,4,10,3,5,6,1,2,1,4,0,2,3,2,1,4,7,5,5,0,1,5,1,1,3,6,6,2,4,1,5,5,6,4,10,7,6,3,8,4,5,4,6,3,4,1,5,4,5,7,4,3,0,3,8,1,1,4,4,5,3,1,4,2,1,3,1,4,0,0,4,4,3,2,3,3,2,1,3,0,2,2,5
S01009609,,405,,3,1,2,3,4,10,3,6,4,5,7,4,3,7,2,8,5,5,4,4,2,3,4,6,3,1,3,2,2,1,5,5,4,2,2,4,3,8,5,12,9,5,10,7,9,7,7,5,8,4,8,5,7,6,2,6,2,5,8,5,8,6,5,1,2,7,6,6,4,3,5,3,3,9,4,2,4,3,6,3,3,4,3,2,3,2,0,1,0,0,5
S01009610,,512,,3,7,8,2,6,5,7,6,7,8,2,6,0,5,2,4,6,5,5,0,3,6,1,6,10,9,6,7,7,4,0,4,10,11,8,7,1,7,3,7,6,0,8,7,2,11,3,5,4,7,11,8,7,9,7,3,9,5,7,6,5,7,6,9,9,8,7,16,8,9,11,3,6,9,6,8,5,5,3,3,2,7,2,3,2,1,5,1,1,4,5
S01009611,,263,,2,2,2,2,4,4,0,1,0,1,2,1,0,2,4,1,1,8,2,4,0,4,1,1,3,1,0,2,1,1,1,1,2,3,2,3,0,3,1,4,5,4,4,2,4,7,2,6,4,9,2,6,4,11,1,9,7,4,5,4,6,6,4,1,2,5,6,5,6,3,3,4,0,9,3,0,2,2,1,6,3,0,1,3,1,1,0,2,1,0,0
S01009612,,265,,0,2,3,2,0,4,2,3,2,0,2,1,3,1,4,2,1,0,2,1,0,3,3,2,0,2,4,0,2,5,5,3,1,3,6,4,5,1,1,0,1,4,2,5,9,6,12,5,5,4,6,6,6,4,7,5,9,2,4,3,3,4,3,2,1,3,2,2,1,3,4,3,4,5,3,3,5,5,0,1,3,4,2,1,3,0,0,2,2,1,0
S01009613,,225,,2,2,0,1,2,2,1,3,4,4,1,6,4,2,2,4,3,0,2,5,3,2,0,0,4,1,1,2,2,4,2,2,0,0,3,1,3,1,0,2,2,4,3,1,3,4,2,4,3,4,6,1,4,2,4,9,4,0,2,5,7,5,4,5,5,8,8,4,2,2,3,4,1,2,3,0,1,0,1,1,0,0,0,3,1,0,0,0,0,1,4
S01009614,,275,,2,2,2,3,2,2,2,2,2,1,2,5,2,7,1,3,5,5,2,2,8,6,2,2,2,1,3,2,3,5,4,4,0,1,4,3,0,0,1,1,2,3,1,0,2,4,4,5,6,3,4,8,5,7,5,5,7,2,8,5,6,7,3,4,4,4,3,8,3,4,1,1,3,1,3,2,1,1,5,4,2,2,1,0,1,1,3,0,1,1,3
S01009615,,187,,1,1,1,1,1,1,2,0,2,0,1,1,0,2,0,3,1,4,0,3,1,0,1,1,1,2,1,0,1,3,2,1,2,3,2,0,3,1,2,1,0,0,3,4,5,1,2,4,7,4,3,2,2,5,4,4,4,4,5,3,0,3,2,1,6,4,1,2,3,5,5,1,4,4,2,0,7,2,1,2,2,2,0,1,0,0,1,0,0,2,5
S01009616,,365,,5,7,2,1,3,5,4,1,4,5,2,2,2,2,3,5,5,4,4,5,8,3,3,3,6,5,3,7,6,0,3,6,5,7,2,6,4,9,3,4,3,4,3,3,2,3,2,6,8,7,8,7,7,14,4,4,10,12,3,6,3,6,1,4,5,4,9,3,7,3,4,2,3,5,0,2,3,1,3,1,0,1,1,1,1,1,3,3,1,0,4
S01009617,,373,,2,6,8,3,3,4,2,4,2,8,5,0,4,2,5,4,4,1,4,3,3,4,2,4,1,2,4,1,4,2,4,5,6,5,9,3,4,1,5,5,4,2,8,5,7,5,6,4,12,7,8,3,6,16,4,9,6,10,6,5,4,5,3,5,6,5,6,7,5,4,6,7,3,4,3,1,4,1,0,1,2,2,1,3,0,0,0,2,0,1,1
S01009618,,368,,6,9,6,2,8,2,3,6,1,0,2,3,5,0,1,1,3,2,9,9,3,1,2,4,5,7,10,10,5,7,6,3,4,2,5,3,8,8,1,3,4,3,7,5,5,6,7,8,4,0,4,8,6,4,9,4,7,3,6,3,4,5,9,3,4,8,3,3,3,1,3,5,2,4,4,2,3,5,1,1,4,1,0,3,1,0,1,2,0,0,5
S01009619,,310,,1,3,4,4,3,5,3,4,7,4,0,0,1,5,0,1,5,5,6,1,2,1,3,2,3,4,6,7,1,2,3,6,2,2,3,4,8,3,5,1,6,1,1,2,3,5,6,4,5,0,2,5,3,4,5,7,5,4,4,7,3,3,4,5,5,11,3,2,6,4,2,2,4,3,4,7,7,2,2,1,3,3,3,2,1,3,0,0,2,2,2
S01009620,,412,,4,4,8,5,3,8,5,4,10,2,3,3,3,3,0,0,3,4,0,7,4,2,0,5,3,7,11,4,7,3,7,5,8,4,5,1,1,5,3,3,6,1,11,4,9,10,4,8,8,7,1,3,6,6,3,8,6,3,2,8,9,5,4,5,2,9,8,2,6,4,8,7,1,8,7,5,2,2,5,2,2,4,3,2,3,1,5,2,2,2,4
S01009621,,390,,3,5,4,4,3,0,5,8,10,3,5,1,2,4,4,4,5,4,4,2,5,8,6,3,3,6,5,6,7,3,5,4,5,0,4,4,5,0,3,3,4,4,4,5,8,4,5,3,2,4,7,5,4,10,7,11,4,7,6,7,6,7,4,7,5,9,8,7,4,6,9,5,3,8,2,5,1,2,3,2,0,2,1,1,3,0,1,0,1,1,1
S01009622,,309,,9,2,0,6,4,4,0,5,5,3,1,4,0,2,1,6,5,2,5,9,1,1,3,6,10,5,4,6,8,2,6,1,6,0,2,4,2,3,4,4,3,2,4,9,1,3,6,3,0,2,6,12,10,7,2,2,2,2,4,3,8,1,4,4,3,5,2,6,1,4,1,0,3,4,1,2,4,2,0,0,2,4,1,2,4,1,0,0,0,0,6
S01009623,,259,,2,5,1,5,0,1,0,4,2,3,2,0,2,3,2,4,3,1,4,4,2,3,2,4,1,5,3,2,1,0,6,1,5,2,4,1,4,1,3,3,4,2,3,2,5,3,6,4,0,3,6,3,4,6,5,3,3,1,1,8,5,4,6,6,0,2,3,2,9,2,4,2,2,5,5,4,2,0,1,5,4,5,2,0,0,1,0,1,1,1,2
S01009624,,439,,3,3,5,4,6,0,4,3,5,2,5,4,5,3,2,0,8,8,5,3,9,7,8,5,5,0,5,3,4,5,6,4,4,1,8,2,2,5,4,7,3,1,0,2,9,9,6,9,8,14,6,7,10,8,4,11,5,7,7,6,8,7,10,10,15,6,7,7,8,4,4,4,1,4,4,4,5,1,3,5,3,0,4,3,2,0,2,1,0,1,2
S01009625,,448,,4,4,6,4,8,7,11,2,6,5,1,5,4,7,7,2,12,5,6,4,4,5,8,6,5,9,3,2,3,5,1,1,7,7,3,8,5,4,9,3,5,6,9,5,1,4,7,11,8,12,9,7,6,7,7,4,5,6,6,12,6,4,2,5,4,1,5,5,2,8,1,5,1,1,0,3,4,3,7,6,4,7,7,2,4,1,1,0,0,0,4
S01009626,,326,,6,4,6,1,3,7,7,3,8,3,5,2,2,6,7,6,5,9,5,5,7,6,0,4,5,8,7,2,4,2,0,3,1,3,2,2,4,4,2,2,1,2,7,6,2,5,4,6,8,4,4,3,8,5,6,1,7,2,3,0,3,4,4,7,2,2,2,3,4,3,4,7,2,2,4,2,3,0,3,1,1,1,1,3,1,0,0,1,1,1,2
S01009627,,428,,3,0,9,4,1,4,6,1,5,10,4,5,5,5,9,4,7,7,4,4,4,6,0,9,6,6,5,4,5,5,0,5,3,0,5,5,4,6,10,5,5,1,6,4,5,9,6,9,6,10,7,11,10,10,6,6,7,9,7,3,4,1,5,4,4,6,2,5,2,3,3,6,5,3,4,5,1,2,5,3,4,2,1,2,5,4,3,3,0,1,3
S01009628,,290,,2,2,2,3,1,0,3,3,2,1,0,1,1,3,2,2,3,3,2,3,3,0,2,3,4,2,0,4,2,0,1,1,1,1,0,2,3,2,3,1,3,2,3,3,5,0,0,0,2,1,5,5,1,3,5,3,2,0,4,4,3,1,5,4,5,7,5,3,8,5,7,8,9,6,2,10,7,10,10,10,4,4,2,4,4,0,4,2,2,1,13
S01009629,,538,,6,7,5,5,8,3,4,6,8,6,6,10,8,12,7,12,6,10,7,9,4,6,6,8,3,9,8,4,3,13,7,4,6,7,13,4,7,6,5,7,8,1,9,6,14,13,5,8,5,15,10,13,7,8,5,10,10,9,1,8,8,5,3,5,3,3,3,2,4,4,7,7,5,2,1,3,6,4,3,5,2,4,0,2,1,0,1,2,1,2,0
S01009630,,410,,6,2,2,9,9,1,5,7,5,2,4,5,2,1,11,9,5,5,5,8,4,7,7,7,5,4,6,9,11,6,5,3,2,9,0,7,6,4,7,3,7,6,9,4,6,7,6,9,3,1,8,5,4,10,8,4,3,6,12,3,2,2,5,4,2,3,8,4,6,3,2,2,4,2,4,3,2,2,2,2,3,1,0,1,1,1,0,1,0,1,1
S01009631,,304,,3,4,1,6,5,7,3,6,0,3,1,2,6,2,0,4,2,2,4,1,4,4,2,4,4,5,7,4,6,0,1,10,0,1,2,1,2,1,1,2,3,0,4,8,10,5,4,7,2,5,2,3,0,4,7,5,9,9,9,4,6,6,6,5,8,1,7,3,2,2,3,1,4,4,5,3,0,0,2,1,0,0,2,0,1,1,1,0,4,3,0
S01009632,,262,,3,6,8,3,3,5,6,2,0,3,0,2,0,1,1,1,1,3,2,1,2,4,0,4,2,9,6,8,6,5,4,6,3,2,4,1,1,4,3,1,1,3,4,4,4,1,3,3,3,1,2,7,1,4,3,5,1,5,1,5,3,2,4,6,2,3,4,2,3,2,2,7,4,2,1,2,3,2,2,5,1,1,1,0,3,2,1,2,1,2,0
S01009633,,358,,2,5,2,11,3,6,6,9,1,9,5,10,7,5,10,1,2,9,5,9,3,6,3,3,2,8,4,4,11,3,5,5,5,3,3,5,4,7,3,3,2,9,0,4,1,7,6,11,4,4,0,11,2,4,3,5,4,5,1,4,1,6,3,6,1,9,3,4,2,4,0,4,1,0,3,1,0,1,4,2,1,0,0,1,1,0,1,1,0,0,4
S01009634,,261,,1,1,4,4,0,1,4,0,1,3,0,1,2,0,2,1,0,1,2,0,3,1,6,0,2,5,1,2,2,5,0,1,2,6,0,2,1,4,1,3,0,5,2,2,4,2,3,3,6,1,4,5,4,0,0,2,1,3,6,2,2,4,3,4,4,7,5,3,5,5,5,3,2,5,1,8,5,6,3,6,6,3,2,6,0,7,0,4,1,5,11
S01009635,,440,,6,2,4,9,8,7,3,3,9,0,5,4,5,0,5,5,4,10,4,4,5,0,2,7,7,2,7,3,3,1,8,3,1,5,6,7,5,3,3,5,4,7,3,2,8,10,6,6,6,10,4,7,9,4,11,6,6,11,6,3,10,10,4,6,9,9,7,6,4,5,2,6,9,4,4,6,2,3,3,3,3,3,0,4,2,1,4,1,1,0,0
S01009636,,466,,6,8,6,9,7,4,4,8,7,2,4,0,4,5,2,2,2,2,6,8,7,11,9,12,9,17,9,4,13,9,7,9,4,5,0,2,0,8,8,4,5,0,4,5,3,3,8,6,6,9,8,5,4,13,7,7,8,11,5,5,10,6,3,2,7,3,7,8,3,6,5,0,7,7,1,0,2,3,2,3,3,2,1,0,2,0,1,2,1,0,4
S01009637,,397,,5,7,2,0,4,3,2,2,9,9,6,5,2,4,1,2,5,3,2,4,5,4,1,5,5,7,8,9,4,5,1,8,5,2,4,2,1,4,2,3,5,1,6,3,8,8,7,4,5,9,7,4,11,9,1,11,7,3,3,6,11,7,0,5,4,5,0,5,3,1,1,2,5,4,3,3,4,5,5,6,7,1,2,4,1,0,2,3,3,0,15
S01009638,,392,,4,8,5,9,6,2,6,8,12,7,11,3,0,6,0,16,6,9,8,6,5,0,5,7,3,2,0,1,0,11,7,0,4,3,6,7,6,5,9,7,3,4,9,7,4,6,7,6,4,5,8,8,1,5,2,6,4,2,4,1,3,2,3,3,2,8,5,4,4,0,4,3,3,1,4,2,0,4,4,4,2,1,2,0,1,0,3,2,0,0,2
S01009639,,422,,1,1,2,2,5,4,6,3,4,3,3,5,3,5,1,2,4,6,2,5,0,1,4,4,5,7,4,2,0,2,2,1,1,5,5,6,2,4,4,3,3,2,8,5,2,4,3,4,12,6,9,3,8,9,5,5,7,8,6,7,1,5,6,3,6,8,8,8,6,8,7,4,6,4,3,7,5,9,3,5,7,8,8,6,6,0,5,6,3,4,12
S01009640,,270,,1,2,2,1,2,0,1,2,2,1,2,3,3,0,2,0,2,1,4,1,3,4,5,5,8,2,5,1,4,2,1,3,4,5,2,5,0,0,2,8,2,4,0,0,6,4,4,3,6,6,5,7,3,4,5,3,1,4,2,2,5,5,2,1,4,0,1,7,4,3,5,5,2,1,5,3,2,11,3,1,2,2,2,2,4,5,3,1,0,3,4
S01009641,,425,,1,5,6,6,0,2,5,0,3,6,5,3,1,7,2,0,2,2,6,5,2,1,3,7,11,3,7,1,4,10,3,10,6,1,3,0,4,4,1,1,7,3,0,4,5,4,5,4,7,4,8,10,5,8,4,8,10,2,7,3,3,7,9,3,11,4,11,9,3,1,3,7,6,10,9,7,6,0,6,5,6,2,3,8,3,3,4,1,5,4,9
S01009642,,449,,6,1,6,2,4,5,4,1,4,0,4,2,4,2,4,5,5,3,4,8,7,8,7,6,5,9,0,13,5,6,9,3,7,15,6,7,3,3,0,5,5,3,4,1,7,3,4,7,5,9,7,11,11,10,5,7,9,10,3,8,7,6,4,4,6,5,7,5,4,4,6,4,4,8,0,5,1,4,6,1,4,6,3,0,2,7,1,4,2,0,2
S01009643,,425,,8,10,6,5,9,8,12,4,8,7,4,3,5,4,5,5,9,3,0,4,5,2,3,4,4,8,8,9,8,5,6,8,8,10,8,9,8,9,7,5,4,9,8,5,7,7,11,8,8,4,7,8,7,7,10,6,3,5,3,2,3,2,4,4,1,0,2,1,2,5,4,3,1,1,0,1,1,1,3,2,0,0,0,1,0,1,0,0,0,0,0
S01009644,,432,,7,9,5,7,6,6,4,7,5,5,4,5,3,4,7,4,4,5,10,10,2,3,4,4,3,6,2,7,4,8,4,0,7,7,7,1,6,4,5,3,5,8,5,5,4,6,8,3,7,8,5,3,10,8,6,4,5,6,4,5,4,5,6,4,5,6,5,3,10,8,9,9,3,6,1,3,7,4,1,4,3,1,2,1,1,0,0,0,1,1,0
S01009645,,346,,3,4,2,2,3,3,4,3,4,4,4,3,9,3,2,4,3,3,4,2,2,4,2,2,2,1,0,1,9,5,4,4,1,6,7,3,5,6,4,5,3,5,5,3,4,4,7,4,2,8,8,3,2,6,4,8,1,3,8,4,2,5,3,5,3,7,9,4,4,3,10,3,9,4,3,4,3,3,4,3,4,0,1,3,0,3,4,1,1,0,4
S01009646,,298,,1,6,6,3,5,6,6,5,0,1,3,4,0,1,1,3,4,3,1,6,3,3,2,5,7,6,3,2,5,4,2,1,4,4,4,1,5,4,1,2,2,0,4,6,2,6,10,6,7,4,8,7,5,3,2,4,5,7,4,2,6,2,0,3,3,1,3,3,3,3,1,4,8,4,3,3,4,0,3,3,1,2,1,2,0,1,1,2,0,1,0
S01009647,,294,,4,4,3,8,5,7,2,1,2,2,0,3,0,1,0,1,2,0,5,1,4,2,6,4,3,3,2,5,5,4,7,0,5,5,5,0,0,3,4,1,3,2,1,2,2,2,1,2,3,3,8,3,6,3,6,3,4,7,3,5,4,4,3,5,0,0,1,5,4,4,0,2,2,4,3,4,4,5,5,4,1,3,4,2,4,4,1,3,3,0,18
S01009648,,466,,11,5,5,6,7,9,2,1,3,9,5,3,12,2,11,3,5,3,6,5,1,12,5,4,2,3,5,7,2,4,2,4,8,7,6,9,4,4,10,5,5,6,3,6,11,9,13,2,8,7,6,8,2,10,6,10,5,6,7,3,2,2,5,2,6,6,7,7,0,4,8,5,3,4,4,6,3,4,5,5,5,5,1,2,2,6,2,1,1,0,3
S01009649,,537,,5,6,6,6,8,5,10,8,6,4,2,3,1,7,8,3,11,5,10,4,6,7,12,9,3,8,8,9,5,3,2,7,8,7,9,8,5,5,4,6,7,5,4,7,12,3,8,5,20,12,16,4,6,17,6,5,4,11,7,5,9,1,6,7,5,5,5,4,13,7,8,6,10,3,3,5,3,1,1,4,3,1,3,2,2,1,2,1,1,1,1
S01009650,,386,,1,1,3,0,2,3,5,3,2,2,3,2,1,0,0,4,4,3,8,2,2,3,3,1,0,1,4,1,2,2,3,1,2,6,1,1,2,2,2,2,3,4,3,4,10,1,3,6,5,4,3,4,7,6,8,6,15,6,9,5,6,2,5,10,4,7,9,10,17,7,6,4,7,5,10,6,3,4,7,3,7,4,7,4,2,3,3,4,1,7,10
S01009651,,467,,2,3,3,2,5,3,4,1,4,6,2,7,8,2,5,2,5,8,2,4,2,4,5,6,1,2,6,7,2,4,3,0,5,0,4,3,3,1,5,5,5,7,10,9,6,1,3,5,6,7,17,9,12,5,12,10,8,7,7,7,6,13,7,8,8,3,4,7,6,12,6,4,9,3,3,7,5,10,7,5,7,6,2,3,6,4,2,1,1,1,2
S01009652,,448,,1,0,0,0,3,2,1,2,3,2,3,3,4,1,7,2,4,6,5,6,0,1,0,2,0,1,2,4,1,2,0,2,0,0,1,1,4,2,2,3,4,4,4,3,4,5,7,4,9,3,6,8,9,6,4,4,5,11,4,15,7,8,7,6,6,13,7,6,10,6,8,8,6,9,4,9,5,6,11,9,8,3,8,5,8,8,3,4,3,5,40
S01009653,,265,,4,1,2,1,1,3,4,1,1,0,1,2,3,1,1,2,5,3,4,2,4,1,4,0,1,0,5,0,1,0,1,1,0,2,2,0,3,5,3,1,5,4,6,5,1,0,3,5,7,6,7,8,7,4,6,10,0,2,3,7,8,3,3,4,3,5,5,4,6,0,5,4,4,1,1,2,3,4,5,3,2,2,1,2,3,1,4,0,1,1,3
S01009654,,319,,2,5,2,1,5,4,2,3,2,3,5,4,2,4,2,5,4,4,2,4,4,1,6,1,2,0,3,0,1,3,3,1,2,2,2,6,5,4,5,4,1,4,5,5,5,6,4,2,3,4,6,6,7,3,6,7,2,6,1,5,3,3,4,9,2,5,12,7,4,4,7,1,6,1,2,3,1,5,3,1,1,3,4,2,1,4,2,3,4,1,3
S01009655,,428,,0,2,5,2,8,7,9,5,4,5,4,5,5,3,6,3,5,5,6,6,4,9,3,1,7,5,0,6,0,1,9,6,7,0,6,3,3,7,2,7,8,9,2,6,6,6,5,6,4,9,11,2,6,9,7,5,3,8,11,10,7,4,7,8,2,5,2,5,6,8,3,8,7,4,1,5,2,10,5,3,0,1,1,2,0,1,3,2,0,2,0
S01009656,,341,,5,5,3,4,2,6,0,3,6,4,1,4,3,0,5,3,4,3,3,3,0,1,5,3,3,1,7,2,7,3,6,2,4,4,1,1,7,2,2,2,1,2,9,5,1,1,3,0,4,3,3,8,7,2,6,3,2,7,7,6,2,7,5,13,8,4,6,6,5,3,6,4,5,3,7,5,3,4,4,2,2,1,4,0,5,4,2,3,2,0,6
S01009657,,370,,3,1,2,3,0,4,4,2,4,5,0,6,2,3,4,4,5,4,6,6,3,6,3,5,4,3,2,5,2,0,3,2,1,6,5,4,6,2,3,3,1,4,1,10,7,4,5,6,8,8,10,9,9,3,6,6,2,8,9,10,6,5,8,5,5,4,7,10,4,6,2,4,2,3,1,1,7,2,4,4,5,2,3,2,2,0,0,1,0,0,3
S01009658,,415,,4,4,3,5,3,4,8,4,3,7,8,12,11,6,4,5,9,10,8,2,3,2,0,5,5,3,9,7,4,6,6,6,3,4,9,8,6,3,8,9,6,6,0,4,3,6,8,3,4,6,3,7,3,7,4,3,9,5,7,5,10,10,6,8,5,8,4,3,5,1,3,3,2,4,1,1,1,0,3,4,1,1,0,1,1,1,0,0,0,0,3
S01009659,,228,,2,2,3,4,3,0,1,2,4,4,3,3,0,1,2,0,3,1,2,3,9,5,2,2,0,4,6,1,2,5,1,2,3,1,4,1,1,4,1,0,4,2,3,6,4,3,5,6,1,2,2,3,4,4,4,6,3,2,3,3,0,3,0,1,5,8,2,3,2,5,1,3,3,3,4,1,1,1,2,1,2,1,0,2,1,0,1,0,0,3,2
S01009660,,547,,4,3,6,7,2,8,4,7,7,4,10,6,2,4,5,11,7,7,9,11,8,10,3,3,5,3,7,9,2,9,2,5,6,8,9,10,8,7,3,6,7,4,13,9,14,10,11,7,12,4,14,9,7,5,8,7,10,6,8,6,5,5,11,6,8,11,9,5,7,2,6,3,9,5,3,9,0,5,0,3,1,3,4,0,1,1,2,2,2,0,1
S01009661,,420,,2,4,1,1,2,2,7,2,4,4,3,7,4,7,2,1,2,3,4,9,4,2,1,1,2,4,0,2,1,5,1,0,6,3,5,8,4,1,2,5,2,7,4,5,5,10,5,7,7,11,19,9,11,8,4,7,6,9,8,7,9,9,13,7,3,13,2,8,6,4,1,13,4,1,7,3,5,2,3,2,4,2,0,1,0,2,3,1,1,1,11
S01009662,,389,,5,6,0,3,6,3,3,2,5,6,5,3,4,4,3,7,5,5,6,5,2,3,4,3,8,1,5,6,3,0,2,1,5,3,7,5,0,3,5,4,4,2,6,6,2,7,7,7,7,3,6,6,10,10,4,13,6,6,8,9,2,3,7,2,4,6,10,7,5,6,6,7,3,5,4,3,6,0,2,1,0,1,0,4,0,2,2,0,1,1,4
S01009663,,330,,3,1,4,2,7,4,4,2,4,1,3,6,1,1,4,5,6,5,2,7,2,1,0,2,2,3,3,4,4,3,8,2,2,4,6,2,1,6,0,5,0,4,2,0,9,5,2,3,3,7,11,10,7,3,8,4,5,3,6,3,5,6,4,7,1,7,8,9,7,6,3,6,3,2,6,2,3,2,0,0,1,1,3,3,0,1,1,0,1,0,5
S01009664,,469,,4,1,4,2,2,8,9,5,3,5,1,4,5,5,5,5,6,4,2,7,2,2,0,5,7,0,4,5,5,2,3,1,5,5,5,3,5,7,4,5,5,17,9,7,7,3,10,15,11,9,9,10,7,10,10,13,4,2,8,0,13,3,6,11,6,3,8,12,9,9,3,9,3,3,2,5,4,11,5,2,2,2,1,3,2,0,2,0,1,0,1
S01009665,,341,,1,1,1,4,9,3,3,2,2,5,2,3,6,7,1,2,5,7,3,3,3,4,4,1,1,4,2,5,2,3,1,1,0,3,6,8,6,4,3,6,5,3,5,5,4,3,6,5,5,6,3,10,10,2,5,5,9,7,6,1,4,1,4,2,8,3,4,4,6,6,3,7,1,5,7,1,2,1,5,7,0,2,4,2,1,4,2,2,0,1,0
S01009666,,352,,5,5,5,5,1,3,2,7,2,2,1,2,5,6,4,5,1,1,2,2,4,2,2,0,1,7,2,3,1,6,2,1,5,4,6,5,2,5,2,0,7,2,5,1,1,6,7,8,0,7,4,6,9,6,8,4,7,4,3,6,0,4,4,6,7,3,6,6,6,2,8,1,5,5,4,6,3,5,4,2,9,4,2,3,2,2,2,3,1,4,6
S01009667,,280,,0,2,1,2,3,1,4,3,1,5,7,4,1,1,1,2,3,2,4,5,1,1,7,4,2,1,0,0,2,2,1,0,4,0,1,8,1,2,5,1,2,4,2,5,7,2,3,6,8,4,8,11,10,4,2,5,1,1,5,2,4,3,3,7,1,8,5,7,7,2,6,4,5,6,3,1,3,1,1,3,3,3,1,0,2,0,1,1,1,0,1
S01009668,,313,,4,3,2,4,6,1,3,0,3,2,2,5,7,2,3,2,6,7,2,3,0,4,1,3,3,0,4,1,4,4,5,1,3,4,1,4,4,8,5,5,2,6,5,5,6,7,2,7,7,7,9,6,4,4,7,5,6,4,3,4,1,6,4,5,3,3,5,3,6,2,6,3,5,0,1,0,4,0,2,2,1,3,1,4,2,0,2,0,2,0,0
