"Table 1c: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01008326,,545,,6,9,4,5,5,12,18,3,7,6,9,13,6,6,11,2,7,3,8,6,9,14,10,7,16,8,10,6,10,9,10,4,5,5,3,17,8,5,6,6,8,7,9,7,5,8,18,7,6,12,0,5,2,9,4,6,4,5,4,5,3,6,6,5,6,7,3,3,2,3,3,5,8,5,3,4,4,2,8,2,3,1,2,2,0,0,0,2,0,0,2
S01008327,,458,,2,3,5,3,7,8,4,2,3,2,7,7,5,5,5,6,7,8,2,3,4,2,10,6,2,4,8,3,11,6,3,4,8,5,6,7,5,4,4,4,2,4,7,8,8,7,5,10,9,6,4,14,13,8,4,3,7,6,2,1,5,13,7,7,8,4,3,8,4,2,3,5,4,3,6,0,7,3,2,8,2,3,7,3,1,2,4,1,0,2,3
S01008328,,913,,25,30,32,19,28,15,14,17,14,17,14,12,14,8,12,5,5,7,13,5,4,10,3,15,12,7,6,10,7,18,17,11,16,23,23,20,19,18,30,15,12,12,16,18,17,17,6,13,10,11,13,7,10,10,6,9,6,5,7,10,10,6,3,3,7,5,3,2,5,4,5,0,8,3,3,6,2,8,0,2,3,2,1,0,2,1,3,1,3,2,5
S01008329,,439,,4,4,7,5,10,4,7,7,7,0,2,7,9,4,5,8,7,3,7,7,9,10,4,4,4,4,6,3,8,3,3,4,6,6,4,9,6,8,8,3,4,4,8,7,10,4,5,6,11,7,9,4,11,5,7,5,3,7,8,9,6,7,8,4,2,5,2,7,5,6,2,4,3,4,2,2,0,0,0,2,2,3,0,1,0,0,1,1,0,0,0
S01008330,,430,,7,2,2,3,3,8,6,7,2,7,6,5,6,0,6,5,10,4,4,4,6,10,3,11,8,5,5,6,0,2,4,6,4,4,6,3,8,6,4,5,3,5,6,4,5,7,9,8,8,7,7,10,12,8,7,11,7,7,4,3,9,8,7,8,5,3,4,6,4,5,3,2,5,1,4,3,2,0,2,2,0,0,1,1,2,0,0,0,0,1,1
S01008331,,305,,3,4,4,3,10,4,5,1,4,3,4,5,3,4,0,4,3,3,2,4,3,1,3,3,3,6,8,2,4,4,1,2,5,1,1,10,4,5,6,3,2,0,3,8,4,6,6,1,3,5,2,4,9,9,9,6,5,7,8,1,2,2,4,5,4,7,4,4,3,2,3,2,0,0,6,1,0,1,0,1,1,1,2,0,0,1,0,1,0,0,2
S01008332,,530,,3,2,3,3,3,4,1,1,5,4,3,7,8,2,2,3,6,7,4,6,8,1,7,1,7,6,7,5,3,0,1,1,2,7,3,4,5,1,3,6,8,5,8,10,6,6,5,2,6,2,2,11,7,9,3,7,7,10,13,7,6,4,11,9,10,9,8,6,4,6,7,9,8,6,7,6,7,2,7,4,6,5,7,4,9,6,10,7,8,6,37
S01008333,,548,,3,2,3,7,7,4,3,7,2,3,3,6,3,1,9,3,0,1,8,2,4,2,3,1,3,2,4,2,7,4,4,2,4,2,2,3,5,3,4,4,1,4,6,8,10,7,5,7,8,10,2,6,6,12,8,9,1,5,9,6,11,6,5,13,8,2,9,9,12,9,9,6,10,7,9,9,7,8,6,2,8,10,8,13,7,3,4,8,7,7,44
S01008334,,512,,2,5,7,8,5,15,2,6,1,4,6,7,6,6,4,6,13,3,7,3,9,7,1,3,3,9,4,5,1,2,2,7,6,4,9,7,4,4,7,3,9,7,7,15,9,9,10,4,10,8,3,11,11,9,5,3,10,6,8,9,7,10,13,7,3,4,2,5,4,4,3,9,5,6,6,6,3,6,4,2,2,5,2,3,2,2,2,0,1,0,8
S01008335,,381,,2,5,4,1,11,0,8,8,8,10,5,10,3,4,6,3,1,6,1,3,5,2,2,3,3,1,2,2,4,3,2,3,4,6,3,9,4,4,6,8,6,3,8,5,2,6,6,6,3,6,4,5,6,5,2,5,6,5,4,3,8,3,6,7,3,3,6,4,4,2,5,1,3,3,5,4,6,1,1,7,4,4,8,1,2,0,2,0,6,0,1
S01008336,,366,,2,1,3,2,5,5,4,2,9,5,11,9,5,9,7,2,5,4,7,5,1,2,3,3,2,2,0,4,2,2,0,4,4,1,2,3,5,8,5,6,5,4,6,3,8,4,9,2,8,5,8,8,4,1,4,12,5,7,0,3,5,6,7,3,5,7,2,5,3,4,6,3,3,2,1,3,0,4,2,4,3,3,1,2,4,0,3,4,2,0,2
S01008337,,494,,6,7,6,6,7,12,11,9,4,13,5,8,3,5,7,7,4,20,6,6,4,6,1,3,2,5,1,6,12,0,5,5,2,4,15,16,15,3,13,7,6,9,6,3,13,14,9,2,10,10,6,5,5,6,10,7,8,6,7,8,6,1,8,1,5,2,2,2,5,0,3,2,2,3,2,0,2,2,0,1,1,5,1,3,1,0,0,2,1,1,3
S01008338,,493,,6,5,7,5,12,13,4,5,10,10,9,10,8,12,14,9,8,9,7,5,7,3,6,4,0,2,3,4,2,3,5,3,1,5,11,9,5,11,10,5,5,12,7,7,11,15,10,10,12,13,10,4,5,8,13,8,4,3,5,3,0,3,1,1,1,3,1,3,0,0,3,4,1,2,1,0,0,3,0,0,0,2,3,1,3,0,2,2,0,1,20
S01008339,,288,,3,1,2,6,5,10,4,4,2,5,2,6,5,5,2,4,1,1,2,3,0,2,8,2,3,6,8,3,0,5,3,0,1,2,0,2,4,7,8,8,2,3,2,9,7,4,5,6,5,9,7,5,1,3,2,10,7,5,5,1,1,6,0,1,4,5,3,5,2,0,1,2,0,4,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,4
S01008340,,437,,8,4,5,5,5,4,4,6,4,2,2,7,6,9,2,8,7,5,6,4,4,8,8,8,4,5,8,3,2,4,3,5,5,3,0,6,5,6,6,6,5,9,10,6,6,6,8,10,10,8,4,9,11,6,4,11,12,5,6,3,9,6,1,6,6,9,10,2,4,4,2,5,2,4,1,1,2,1,2,2,1,0,0,2,2,0,0,1,0,1,0
S01008341,,331,,3,2,3,4,6,1,3,3,7,3,4,4,7,8,12,8,8,7,6,0,0,5,6,3,5,5,6,0,2,0,1,1,3,5,6,3,5,3,4,4,6,0,6,6,7,5,9,14,7,8,6,4,8,10,4,6,5,4,8,5,4,3,2,4,0,2,6,2,1,1,3,1,2,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
S01008342,,413,,1,3,4,3,4,3,7,6,6,4,3,7,1,5,5,6,9,5,3,6,4,0,10,7,1,7,5,4,3,5,1,0,1,4,2,8,6,7,4,6,5,3,5,6,5,1,7,6,10,7,7,13,4,10,7,10,4,9,3,13,8,3,3,8,5,6,0,11,6,6,6,7,2,1,3,5,3,0,1,5,0,3,0,2,1,1,1,2,0,3,0
S01008343,,456,,3,3,2,3,2,4,7,3,6,7,3,6,6,10,4,4,9,7,8,5,6,0,7,13,5,8,3,3,0,0,1,2,3,1,3,4,3,6,6,4,3,4,7,9,6,7,12,8,6,11,5,9,7,15,8,5,6,7,8,3,4,2,5,2,9,4,4,11,7,5,9,6,6,6,0,2,5,1,6,2,4,5,6,3,2,5,2,2,0,2,3
S01008344,,470,,2,6,3,3,4,3,4,10,6,7,6,5,4,7,3,10,11,11,2,1,5,8,0,0,5,4,2,4,4,3,2,4,1,1,3,7,6,5,6,3,2,9,3,4,1,8,11,8,12,5,7,5,15,6,11,7,12,2,5,6,8,8,8,6,5,7,9,6,6,4,6,7,3,7,2,5,6,5,1,5,4,4,6,5,4,2,1,1,4,1,4
S01008345,,491,,3,5,8,6,1,7,3,5,7,5,0,10,4,4,0,4,6,9,3,1,0,4,7,0,7,4,10,5,3,1,3,1,5,6,8,1,4,3,7,8,7,7,3,6,9,5,8,3,12,7,3,10,4,6,6,13,9,9,11,6,10,5,7,0,6,11,9,4,9,7,9,8,7,8,11,8,3,6,4,3,6,2,6,4,2,4,2,3,2,0,3
S01008346,,530,,5,1,3,4,7,5,9,9,10,7,9,10,6,10,9,5,15,4,7,5,6,9,10,4,3,5,4,0,2,1,1,5,4,2,3,4,3,4,4,5,4,6,8,8,16,10,12,8,8,11,4,10,10,8,5,7,6,5,9,9,3,7,11,3,7,6,12,4,9,4,5,13,6,2,4,5,3,2,1,6,4,1,3,5,2,5,3,2,2,1,6
S01008347,,568,,4,4,9,0,6,8,4,8,7,2,5,10,6,9,8,6,7,5,6,12,2,2,2,6,4,2,2,5,1,0,1,6,5,3,5,6,5,6,1,5,8,9,3,7,5,4,6,18,7,8,11,6,6,10,5,10,5,5,3,10,7,3,9,4,10,5,8,12,11,7,8,10,5,4,5,10,11,10,4,2,3,8,3,10,11,7,10,5,5,3,17
S01008348,,418,,1,3,3,3,5,5,6,7,7,6,5,8,6,6,12,6,4,8,0,3,3,2,5,3,1,1,1,1,2,1,5,0,0,5,3,9,5,6,8,6,3,4,6,5,2,10,5,10,3,10,6,7,0,9,5,9,4,1,5,1,6,4,9,4,3,5,6,6,8,4,5,0,8,5,5,3,4,7,7,11,5,1,4,6,3,1,3,0,2,0,7
S01008349,,440,,3,6,2,3,1,7,6,6,9,11,4,13,9,6,15,11,11,9,8,4,6,6,5,0,1,0,3,0,0,0,0,2,3,2,4,5,5,0,7,3,7,4,8,5,9,9,7,10,12,11,9,9,13,1,3,10,6,3,4,8,3,6,3,4,3,3,5,6,5,6,6,7,8,2,5,0,3,6,2,6,3,0,0,0,3,0,0,0,1,0,0
S01008350,,293,,0,1,3,3,4,1,4,2,2,2,0,3,3,4,5,1,1,4,0,2,2,4,2,4,2,3,0,1,1,0,0,1,0,2,1,2,7,2,0,4,2,0,4,6,3,3,7,5,5,4,3,2,7,6,2,2,5,7,3,1,3,7,3,6,10,3,4,5,12,4,4,6,9,7,7,6,2,7,2,2,5,4,4,1,2,2,1,2,1,1,1
S01008351,,464,,2,1,5,6,4,4,3,5,2,6,9,4,4,4,6,5,8,9,6,3,7,1,1,8,2,4,4,4,4,4,3,3,1,5,2,2,10,7,3,2,5,6,7,6,8,4,10,12,10,5,14,11,5,9,4,12,6,11,6,8,6,8,5,3,5,7,10,5,5,3,8,7,5,4,2,3,3,0,3,1,3,9,4,2,4,4,1,6,3,0,3
S01008352,,343,,4,4,2,7,8,2,1,6,4,2,5,8,5,7,4,2,7,1,8,2,3,4,3,4,0,3,2,2,1,5,1,2,2,0,1,2,7,1,5,4,3,4,3,3,9,7,5,6,1,8,13,6,2,5,10,2,4,6,6,0,3,3,2,4,4,9,1,3,9,3,3,3,6,7,1,7,2,3,2,2,3,4,2,1,1,2,2,2,2,2,1
S01008353,,297,,1,4,3,1,3,7,1,3,2,3,4,8,7,11,5,0,5,6,3,3,1,4,2,0,4,3,1,1,0,0,0,1,1,2,3,3,4,4,3,2,2,8,3,1,4,5,6,6,10,4,6,6,5,8,6,5,3,1,2,4,2,4,3,1,2,4,5,2,1,2,5,2,5,3,8,4,2,0,1,5,2,2,1,4,2,2,6,0,1,2,0
S01008354,,489,,3,6,10,7,5,4,8,12,9,13,6,0,8,8,5,6,11,8,9,3,5,3,7,0,2,4,5,6,8,7,6,8,8,5,6,5,6,7,6,9,6,3,5,5,5,6,9,7,8,2,3,14,5,4,7,2,5,1,7,9,6,7,5,8,2,3,1,6,6,6,10,9,3,4,1,3,0,5,3,8,1,5,2,3,3,3,1,1,1,2,4
S01008355,,354,,2,4,1,2,5,3,9,3,2,7,6,2,6,6,4,2,5,2,3,4,3,5,1,1,3,0,4,2,1,3,5,6,7,4,3,4,6,7,3,7,5,2,7,7,2,2,8,4,2,7,5,1,3,8,3,5,6,0,3,5,6,6,1,5,7,7,2,6,4,6,4,3,7,3,4,4,6,2,4,3,3,4,4,3,1,3,0,1,1,4,2
S01008356,,310,,1,4,5,4,8,5,4,4,8,6,3,2,3,3,4,5,1,4,4,4,2,2,4,6,4,0,3,8,1,4,5,2,4,4,0,3,2,3,4,4,3,9,3,10,9,2,5,7,8,5,2,7,5,4,2,9,4,3,6,5,3,6,6,1,2,2,3,2,4,0,3,2,1,2,0,1,2,1,4,0,2,4,0,0,0,0,0,0,2,0,2
S01008357,,379,,3,2,3,4,2,6,1,2,7,1,1,5,6,5,2,7,4,4,10,5,8,4,3,4,8,5,1,7,4,1,2,3,1,4,3,0,5,3,2,6,4,3,9,4,9,8,4,6,6,7,4,10,4,8,4,2,6,3,7,3,4,9,5,5,7,5,7,5,4,3,4,6,2,7,4,3,5,5,3,2,3,1,0,1,3,1,4,1,1,1,3
S01008358,,336,,3,5,2,4,4,5,3,0,4,6,2,2,6,0,3,4,3,3,0,0,2,0,1,3,2,2,3,3,4,3,2,4,1,6,6,2,5,6,5,5,5,5,0,3,2,4,6,5,1,7,5,2,6,4,6,5,9,3,5,5,3,2,4,2,7,7,9,6,4,5,5,3,9,2,4,9,4,4,5,3,0,2,5,2,5,4,3,4,1,1,0
S01008359,,355,,0,4,6,7,10,7,5,7,0,8,3,4,1,2,5,7,6,6,3,3,2,6,2,5,2,5,3,5,2,5,3,2,2,2,6,3,7,7,4,4,7,7,4,9,9,4,3,11,6,5,2,3,5,8,4,2,4,4,1,4,3,1,1,1,3,4,5,5,7,7,6,5,0,4,4,4,2,3,3,1,2,3,2,0,0,0,1,1,1,1,2
S01008360,,421,,0,3,5,1,3,4,7,2,3,5,7,3,10,5,8,2,4,2,7,8,5,3,2,1,10,5,4,8,9,2,1,8,1,3,4,1,1,5,5,7,4,6,2,2,9,3,6,8,4,11,10,12,5,5,9,4,7,9,7,7,8,3,2,8,6,5,6,9,5,3,9,6,4,2,8,6,4,1,3,5,0,2,1,2,3,2,1,0,0,0,3
S01008361,,339,,5,5,4,7,5,8,5,5,5,3,4,6,3,6,2,6,3,6,2,3,1,4,5,2,4,6,1,3,1,1,6,3,7,5,7,2,6,8,4,7,6,5,7,2,6,3,1,6,4,5,5,4,5,8,4,3,1,8,5,3,6,6,3,4,3,2,2,10,3,2,2,1,1,1,4,3,1,1,0,1,1,3,3,2,2,0,2,0,1,0,2
S01008362,,525,,3,5,7,2,8,6,3,5,8,6,10,8,5,8,6,8,9,9,4,7,4,3,3,10,0,8,3,6,4,4,3,3,7,6,10,5,8,7,5,4,6,3,11,14,16,8,15,13,11,10,10,17,9,5,11,9,8,14,4,5,3,5,6,3,4,3,4,5,8,3,3,3,4,2,5,4,6,2,2,3,2,4,0,2,2,4,0,0,0,1,3
S01008363,,378,,4,4,8,6,2,6,6,5,5,3,11,4,2,7,2,8,2,1,3,3,2,2,4,3,7,0,3,4,3,4,6,3,3,2,2,3,3,10,0,8,7,1,7,5,13,8,6,6,9,7,4,8,4,3,3,2,4,3,0,7,4,8,10,4,3,1,11,5,9,8,3,7,4,2,3,2,0,3,0,3,2,1,2,5,0,0,2,2,2,0,1
S01008364,,402,,2,4,3,3,3,3,1,4,4,4,6,7,7,3,4,9,4,6,3,5,0,4,7,2,6,5,4,4,8,1,0,3,5,3,6,2,5,0,6,4,2,6,7,3,5,7,8,10,10,4,5,12,8,4,5,6,6,6,9,5,4,6,2,7,6,2,8,2,7,4,3,2,6,7,7,3,2,7,2,4,3,3,2,3,2,2,1,0,0,4,3
S01008365,,368,,3,6,3,3,3,5,2,2,2,4,4,1,3,9,7,3,7,1,5,4,6,3,2,5,1,3,4,3,0,1,2,0,1,3,4,3,4,5,3,5,6,1,1,6,6,4,1,2,4,7,7,7,8,6,4,4,5,5,6,8,7,2,5,8,5,7,8,10,6,9,9,8,5,4,7,1,3,3,2,5,2,4,0,4,2,0,2,2,1,2,2
S01008366,,537,,2,1,5,8,3,5,3,5,6,9,8,7,4,5,11,6,5,8,7,7,2,4,16,4,0,3,7,2,6,4,4,8,5,3,2,7,6,3,6,3,4,4,15,6,3,6,7,6,9,7,2,7,6,6,10,8,4,8,5,6,10,8,6,9,1,6,3,5,7,7,5,4,0,3,7,5,7,8,6,4,9,9,8,10,6,3,6,6,2,3,25
S01008367,,382,,0,3,6,6,1,2,4,3,6,1,3,3,2,5,4,1,4,5,6,3,0,3,17,8,6,0,5,4,0,1,3,1,4,0,12,4,6,6,9,3,1,5,6,5,11,7,9,5,6,6,4,7,6,6,7,4,2,5,3,9,4,7,5,3,4,8,6,5,7,5,4,1,2,1,5,2,7,3,1,5,3,4,2,7,1,3,0,2,0,0,1
S01008368,,357,,3,9,6,3,8,1,4,2,2,3,7,2,3,4,7,9,4,4,1,4,3,2,1,6,4,4,4,3,0,2,8,1,4,4,1,2,2,2,3,3,5,2,6,0,4,6,5,4,7,8,6,8,7,7,8,7,4,6,9,4,3,4,4,7,5,3,3,6,6,4,2,2,2,5,4,1,4,4,8,2,4,2,1,2,1,2,1,1,4,1,1
S01008369,,282,,1,0,1,2,3,0,7,3,5,1,5,3,5,4,4,6,2,2,6,1,1,2,9,3,2,3,4,3,6,0,6,3,3,4,6,1,4,1,2,2,5,4,3,6,6,6,5,7,1,3,7,5,3,3,2,3,6,7,6,5,2,3,3,3,3,4,2,4,2,1,3,1,3,0,5,3,0,2,5,0,1,2,2,1,0,1,0,0,1,2,4
S01008370,,381,,2,5,2,6,8,2,5,7,5,9,5,3,4,8,6,11,3,5,2,1,0,4,4,11,0,3,6,2,2,0,5,3,4,4,6,8,4,3,6,11,3,1,5,11,3,6,9,7,9,5,12,7,7,4,8,4,3,5,5,5,5,4,1,3,2,2,4,5,3,4,3,3,5,3,2,4,1,2,4,3,4,0,1,4,1,1,0,1,1,0,1
S01008371,,420,,1,2,3,3,8,11,9,9,3,7,9,9,11,13,1,7,6,7,5,5,7,6,2,6,1,3,3,2,1,2,0,0,1,1,5,3,2,8,7,8,8,8,7,9,4,3,10,7,7,6,6,11,4,7,6,3,5,7,6,5,5,7,4,2,6,4,10,6,2,3,0,3,2,3,1,5,1,1,8,3,5,3,3,0,0,2,2,1,0,1,1
S01008372,,419,,2,5,6,5,5,3,8,10,5,8,3,6,12,9,5,6,5,4,8,4,1,3,0,1,3,4,4,4,4,3,3,1,4,3,4,3,5,6,7,9,9,5,7,12,7,3,10,6,1,6,4,6,5,8,3,6,5,5,5,10,1,3,3,10,2,4,5,8,10,3,7,4,8,1,5,2,8,6,3,1,4,1,1,0,0,2,0,0,0,1,2
S01008373,,402,,2,2,4,7,5,6,4,5,7,4,5,6,10,6,6,5,3,10,3,8,6,11,0,2,3,4,5,4,0,2,4,1,5,4,3,5,4,3,9,3,10,4,6,3,15,11,8,6,8,5,7,8,8,7,10,7,5,3,1,5,3,3,6,1,7,4,5,4,3,2,2,6,5,3,3,1,3,1,2,3,0,2,1,2,0,4,2,0,0,0,1
S01008374,,382,,4,3,3,7,8,4,1,4,6,11,6,4,8,5,4,3,5,4,2,2,0,2,5,2,7,3,4,2,0,5,2,4,4,3,2,6,3,0,0,8,6,5,7,5,7,3,3,6,5,5,14,8,6,7,3,9,4,5,5,14,5,4,5,7,2,3,4,6,7,4,2,3,3,6,8,2,1,3,3,4,3,4,1,1,0,0,4,2,0,0,2
S01008375,,409,,1,3,12,3,4,9,5,11,7,5,2,4,4,2,7,4,6,2,6,6,8,1,4,7,2,3,9,3,4,1,3,3,1,3,3,2,1,7,2,5,3,11,9,7,7,5,8,12,9,6,7,8,5,2,10,8,5,5,6,7,7,3,5,1,6,3,2,3,10,5,2,4,6,2,3,1,3,2,4,1,4,4,0,2,1,1,2,2,0,1,4
S01008376,,280,,2,2,4,1,8,5,6,4,6,4,7,5,2,4,2,4,2,3,4,0,3,3,2,2,1,2,3,0,4,3,1,2,3,5,8,4,1,1,2,2,7,4,2,4,9,7,9,5,4,2,5,3,7,2,5,4,5,9,3,1,3,5,3,0,0,3,4,3,3,0,3,3,2,3,3,1,2,3,0,1,0,4,0,3,1,1,1,0,0,0,1
S01008377,,378,,5,4,3,8,5,7,6,5,1,6,7,7,6,0,2,4,5,7,4,7,5,3,5,0,5,1,3,6,2,4,2,8,4,2,7,4,1,4,5,9,8,5,4,6,3,7,6,6,4,6,6,12,10,7,3,6,6,7,6,5,3,4,4,1,5,3,2,1,5,1,0,4,4,3,2,4,3,2,2,3,2,3,2,3,1,1,1,1,2,1,3
S01008378,,546,,4,1,11,12,3,7,4,12,5,6,4,5,4,5,7,6,1,10,8,6,13,5,1,5,3,3,5,1,3,2,2,6,4,2,6,8,14,10,6,5,7,2,2,8,6,5,8,7,7,10,6,3,8,19,5,9,8,6,4,9,1,13,1,5,5,6,8,6,2,7,4,3,8,3,2,3,7,4,9,8,11,8,1,3,7,7,9,12,8,1,10
S01008379,,284,,2,0,0,1,3,8,5,2,4,2,4,7,4,4,5,4,4,4,5,0,2,2,6,6,1,0,2,6,2,2,2,0,2,3,3,3,1,8,1,4,2,1,4,6,4,2,1,5,5,6,4,1,4,0,2,5,8,3,4,3,4,10,1,5,4,4,4,4,5,7,6,0,3,2,1,4,2,5,3,3,1,3,0,4,3,0,1,0,0,0,1
S01008380,,326,,2,7,4,6,8,3,6,2,1,9,3,1,7,5,1,6,2,3,5,2,5,2,2,2,4,0,4,0,5,1,0,2,4,2,8,8,1,7,3,4,5,7,4,3,9,7,10,5,3,6,5,7,7,4,8,3,9,8,1,5,6,3,6,2,1,0,4,2,7,2,4,2,1,3,5,4,0,2,2,0,1,0,2,0,1,1,0,0,0,0,2
S01008381,,330,,5,4,6,7,7,6,5,8,1,5,10,7,2,1,6,5,2,2,7,4,1,5,0,1,3,0,0,5,2,2,4,1,1,2,7,4,5,4,4,15,10,11,6,7,5,6,3,5,2,5,2,2,2,9,9,10,1,4,3,9,3,1,1,7,2,3,5,5,2,1,0,5,3,1,1,1,1,3,1,1,1,0,1,1,0,1,2,0,0,0,0
S01008382,,427,,8,5,12,8,8,7,10,5,2,2,11,4,6,8,3,4,7,2,4,3,5,3,3,5,1,5,4,2,4,2,5,4,6,0,3,9,14,9,11,7,8,10,4,1,6,4,11,3,7,4,5,12,6,6,4,3,5,2,9,3,4,6,2,3,4,2,7,4,6,5,5,4,1,4,3,3,4,1,1,7,2,0,3,1,2,2,1,2,0,1,3
S01008383,,244,,3,4,4,2,4,3,8,4,7,1,2,3,0,2,4,3,6,4,5,0,0,4,7,2,0,0,4,4,1,2,0,3,1,2,2,3,2,1,2,6,4,2,5,5,3,2,3,3,5,3,7,4,5,3,1,7,7,2,2,7,2,1,2,2,3,1,3,3,7,3,1,1,2,1,0,2,0,3,1,3,1,0,0,1,2,0,1,0,1,0,2
S01008384,,498,,9,5,2,7,6,5,3,2,12,7,1,3,9,5,9,6,8,6,8,4,7,4,4,5,3,2,5,3,5,0,5,4,2,12,10,5,5,3,7,8,1,8,9,9,5,10,5,8,8,7,12,9,10,12,7,3,8,12,12,7,16,2,7,7,3,4,2,6,9,8,9,4,5,5,2,2,0,1,4,3,3,4,0,3,3,1,3,0,0,2,2
S01008385,,345,,1,4,3,8,8,4,5,4,7,4,6,7,8,3,3,2,4,6,2,3,0,5,3,2,1,1,4,2,1,2,1,0,0,0,1,6,5,5,1,1,4,8,4,9,5,5,0,8,8,3,3,5,4,9,8,5,3,5,5,6,4,2,3,6,2,1,8,2,6,4,10,3,2,9,3,2,3,4,3,5,4,4,3,1,3,5,0,0,0,1,2
S01008386,,468,,5,7,12,8,4,3,3,9,4,3,4,2,3,5,3,5,3,3,4,3,6,1,3,5,4,3,5,3,0,4,4,11,7,4,4,6,1,8,6,1,7,4,3,6,2,7,12,8,3,3,6,10,6,7,8,9,8,7,6,5,5,3,9,2,4,3,8,3,7,5,6,5,4,5,5,4,3,6,8,4,7,5,5,6,4,5,6,5,3,3,14
S01008387,,316,,6,4,3,4,4,1,5,1,4,5,1,5,4,6,3,2,4,8,7,4,6,5,1,2,2,0,2,4,1,7,7,2,1,3,2,4,6,2,3,6,6,6,2,4,8,9,7,7,6,3,4,5,10,7,7,3,3,5,2,2,1,5,5,1,2,4,2,3,3,2,2,5,2,4,0,2,0,3,3,1,4,1,3,2,1,0,0,0,0,1,1
S01008388,,347,,5,4,6,3,4,6,7,3,2,10,8,4,4,6,3,4,2,5,2,5,6,9,3,2,4,2,1,5,8,5,4,2,7,2,1,3,5,5,0,6,7,5,9,4,5,1,5,5,7,6,6,10,6,8,7,7,9,6,5,7,6,7,4,4,3,2,3,3,0,1,2,1,2,0,2,2,1,1,0,0,0,0,1,0,0,0,3,0,1,0,0
S01008389,,395,,1,3,2,1,2,5,3,2,5,3,0,4,4,6,3,2,4,2,4,2,3,3,2,2,3,2,0,3,5,0,0,5,1,2,0,1,1,3,6,0,0,0,3,3,1,5,7,1,9,8,5,5,2,3,2,3,2,5,1,4,5,2,4,2,8,6,9,8,10,8,9,9,7,6,5,5,3,5,9,9,9,7,12,10,7,9,7,7,6,5,18
S01008390,,325,,3,5,6,1,6,5,5,4,6,3,2,3,5,6,1,4,1,3,8,2,2,1,1,1,4,3,3,2,3,2,0,2,0,3,2,3,3,6,1,4,2,5,3,3,11,3,7,5,5,6,7,3,8,4,0,9,6,3,6,5,4,7,3,9,3,2,3,7,3,7,2,6,2,2,9,3,1,3,3,2,1,3,2,1,2,1,2,1,1,4,0
S01008391,,422,,1,4,5,1,6,3,5,6,5,4,4,5,8,7,8,4,6,4,4,4,7,0,0,1,3,4,0,3,3,1,1,4,3,5,4,2,5,8,1,4,2,3,3,2,4,6,6,8,7,2,5,0,7,3,7,4,8,7,7,8,4,4,7,4,3,6,7,5,6,6,4,5,3,10,4,2,8,13,6,1,9,5,2,7,2,4,7,3,3,4,16
S01008392,,458,,2,8,7,7,10,8,11,5,5,7,4,3,11,5,5,9,7,6,6,5,4,1,2,5,5,3,2,2,1,3,2,3,1,6,12,1,5,7,10,6,5,9,8,5,9,11,9,4,6,9,12,8,16,9,11,8,3,3,5,1,8,10,7,2,6,4,3,6,3,8,0,7,5,2,2,1,3,2,1,4,1,3,0,2,2,1,2,0,0,0,0
S01008393,,454,,2,8,0,7,6,3,3,1,5,5,9,7,3,7,3,3,4,8,3,6,3,5,5,6,1,2,5,3,2,3,2,2,4,2,3,5,3,6,2,5,1,3,9,9,2,3,6,12,6,2,4,9,5,13,5,4,5,5,5,8,6,7,8,7,8,3,7,11,11,1,3,6,7,3,7,4,4,3,5,9,1,9,4,6,5,11,2,7,4,2,5
S01008394,,454,,4,3,8,12,10,7,17,14,11,13,9,3,9,15,10,3,4,6,2,4,4,3,2,2,1,3,3,2,4,2,0,1,3,5,6,5,7,5,10,7,9,8,15,16,6,5,6,8,11,2,7,8,7,6,6,6,7,5,7,4,1,4,2,8,7,2,3,0,3,3,3,2,2,3,1,2,0,4,3,3,2,4,0,0,0,0,0,1,0,0,3
