"Table 1c: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,FEMALES,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01007078,,438,,5,6,4,2,2,5,1,3,4,6,2,1,6,6,4,7,6,4,4,4,4,6,4,6,12,8,6,5,7,6,3,5,5,1,5,3,8,4,1,7,6,6,3,9,9,2,7,5,4,4,7,6,7,4,1,9,3,6,3,5,12,7,9,6,6,6,3,5,5,9,11,5,6,8,8,2,4,1,2,2,9,5,1,3,1,0,1,4,0,2,1
S01007079,,512,,2,3,6,2,4,1,3,4,6,3,3,5,4,4,6,8,0,5,6,9,9,8,3,8,8,6,6,5,6,8,4,6,9,6,3,6,6,6,5,7,6,7,7,5,5,7,13,8,8,3,5,2,6,2,4,5,2,6,6,3,5,9,4,11,9,8,11,6,7,9,9,7,5,7,5,7,3,7,8,7,1,6,3,11,5,5,2,4,2,4,6
S01007080,,397,,3,5,4,3,3,1,4,4,1,1,2,2,5,2,3,9,2,4,7,8,3,6,5,3,2,1,3,4,7,6,2,5,1,6,5,1,5,4,3,6,7,7,14,4,9,6,4,6,4,6,5,3,7,5,1,5,5,1,6,5,6,3,5,7,6,2,4,4,6,8,4,3,9,5,10,7,2,5,3,6,2,1,3,7,5,4,1,3,2,0,3
S01007081,,488,,12,8,9,6,5,10,8,5,6,7,2,7,6,6,5,2,11,2,5,5,6,9,8,12,9,10,7,3,10,12,10,8,4,3,5,3,5,2,9,6,6,13,5,8,8,4,7,13,9,5,7,6,9,5,6,9,6,6,1,5,2,5,4,3,4,3,3,5,2,3,3,4,5,3,4,0,3,4,5,3,2,1,4,0,0,1,3,1,1,0,1
S01007082,,277,,3,7,4,2,2,5,0,2,7,2,0,1,1,1,3,7,0,3,3,3,3,2,4,4,8,6,3,5,4,3,5,4,5,7,3,3,1,4,3,2,4,5,5,4,4,8,6,7,4,4,5,3,3,5,1,8,2,6,4,4,4,2,4,2,2,1,4,3,2,5,1,2,2,1,3,2,0,0,0,3,0,3,0,0,0,0,1,0,1,1,1
S01007083,,450,,5,8,8,6,5,4,3,2,1,1,3,2,4,1,2,1,2,5,4,9,1,14,4,13,16,12,11,8,3,3,12,3,3,6,3,3,2,4,7,4,2,5,7,4,5,10,4,3,7,7,4,3,6,4,8,2,4,5,8,1,8,6,8,4,9,5,7,7,3,10,3,5,7,4,1,8,4,5,9,2,5,3,1,2,4,3,2,5,1,0,2
S01007084,,344,,1,3,1,3,0,4,1,0,1,3,2,2,2,0,1,2,5,2,2,3,2,5,3,2,2,7,3,4,3,2,2,4,3,5,1,3,5,1,4,4,1,2,7,2,4,6,4,10,5,8,3,5,4,2,2,4,3,1,3,1,4,7,4,8,6,2,7,3,3,5,4,3,7,6,8,5,5,1,5,7,5,4,4,7,12,3,3,2,6,4,14
S01007085,,389,,1,6,5,4,4,6,9,2,3,2,1,2,1,5,1,3,13,6,5,2,10,8,6,0,9,9,9,9,12,8,3,6,3,4,8,3,7,3,6,5,5,5,5,11,3,7,5,5,11,3,3,5,7,8,2,5,6,2,7,4,3,1,1,5,3,3,4,1,5,3,4,5,3,2,1,1,4,3,5,1,2,3,1,1,2,0,1,0,2,0,1
S01007086,,540,,14,7,10,9,5,0,5,4,3,4,3,5,2,4,4,7,8,14,12,13,12,14,15,17,12,17,12,9,11,9,10,7,11,14,6,5,7,15,8,9,9,12,3,4,9,10,4,11,6,6,5,10,4,5,7,4,3,4,2,3,4,6,2,5,5,4,2,1,0,3,0,2,2,2,1,1,1,7,2,0,3,1,1,2,1,1,1,2,1,2,1
S01007087,,446,,6,5,8,5,3,2,5,3,4,4,9,1,4,5,3,2,4,10,3,3,8,10,8,8,5,10,11,4,10,8,8,4,4,8,5,5,8,5,4,7,4,5,6,8,4,10,2,5,7,5,2,7,4,3,6,3,3,4,5,7,3,5,8,6,8,3,5,4,3,4,2,4,2,3,5,3,3,2,4,3,5,4,1,3,2,5,1,1,1,3,11
S01007088,,267,,0,2,3,5,7,2,3,1,4,3,4,0,5,4,2,4,0,3,1,3,4,2,4,2,4,6,5,4,9,7,1,6,2,2,3,4,4,5,3,1,3,5,2,9,2,6,5,7,2,5,5,5,4,6,8,6,2,5,1,4,0,3,2,3,3,1,1,2,1,2,1,0,3,1,2,2,2,3,2,2,1,0,0,0,0,1,0,0,1,0,2
S01007089,,253,,5,1,5,2,1,1,4,1,6,1,1,2,4,3,2,5,2,1,2,4,0,3,1,3,1,5,2,3,0,1,3,0,3,4,4,8,1,0,3,2,6,5,3,3,7,3,3,6,3,4,1,3,4,3,3,4,7,5,3,6,2,4,5,4,7,6,4,3,8,2,4,3,2,5,1,2,2,3,1,0,1,0,0,0,0,1,0,0,0,1,0
S01007090,,253,,2,1,3,4,7,1,2,3,1,1,4,2,3,2,4,2,3,2,3,1,4,2,2,7,12,9,2,4,3,4,1,2,2,1,1,9,4,1,3,3,4,4,5,3,3,6,5,1,7,5,5,4,3,4,5,2,1,2,2,3,3,2,1,5,2,2,2,4,2,3,0,4,1,1,1,0,3,7,3,0,1,2,0,1,0,1,0,1,0,0,0
S01007091,,439,,4,3,14,9,8,7,6,5,9,5,10,8,13,8,10,6,7,10,10,7,7,9,12,9,6,4,2,4,3,12,6,11,4,5,5,5,4,11,6,12,14,8,10,3,14,8,17,10,3,8,4,3,5,0,2,1,6,1,0,4,3,2,1,1,1,0,1,0,0,1,1,0,1,3,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
S01007092,,356,,7,2,1,3,1,4,1,6,1,1,2,4,2,4,2,1,5,4,4,4,2,7,1,8,5,6,4,4,3,3,7,4,1,6,3,1,5,6,0,0,1,5,2,4,6,4,4,2,5,10,5,3,6,4,7,8,5,6,2,4,7,2,6,8,5,3,10,4,2,3,1,4,0,4,10,6,3,2,3,6,6,3,2,5,4,5,1,3,3,0,7
S01007093,,503,,3,1,5,4,3,3,2,2,2,3,2,9,4,8,11,7,4,4,5,5,4,6,2,8,4,8,6,2,3,8,2,3,4,3,1,5,2,6,1,7,5,8,13,8,9,11,6,10,8,7,13,3,15,8,8,6,11,5,6,5,8,7,6,2,10,5,4,10,2,8,10,7,7,7,8,9,3,7,2,5,2,2,2,3,4,5,2,7,3,0,9
S01007094,,438,,4,2,2,6,4,6,4,2,3,4,2,4,7,4,1,4,6,4,8,1,8,2,6,8,2,0,7,1,2,3,6,7,3,2,5,4,3,5,4,4,5,6,8,5,12,4,11,13,10,7,3,10,11,7,4,8,6,4,9,6,6,15,2,4,6,5,8,6,4,4,3,3,7,4,4,5,6,6,3,7,5,2,2,2,0,3,2,2,0,0,3
S01007095,,269,,2,2,4,1,0,2,2,4,5,3,2,6,5,2,8,0,3,3,2,6,0,3,1,1,2,1,1,4,3,3,6,2,2,1,2,4,4,2,10,4,3,8,2,6,6,6,4,5,7,5,2,4,5,5,6,7,5,3,1,5,3,3,2,2,3,3,4,0,9,1,3,6,4,1,1,1,1,0,1,1,2,0,2,1,2,0,0,0,0,0,0
S01007096,,428,,5,5,13,10,13,12,7,4,7,6,6,4,4,2,4,6,2,5,6,6,2,4,6,5,7,6,4,4,10,1,2,7,3,10,6,5,12,6,4,5,6,9,4,5,8,5,15,8,5,2,5,5,8,4,6,4,2,8,5,7,6,3,5,5,6,2,5,5,4,1,1,1,2,2,2,1,4,1,1,2,2,2,0,1,1,2,0,0,1,1,2
S01007097,,251,,6,3,3,3,2,3,3,5,1,0,1,2,5,3,3,4,6,5,2,0,1,2,2,2,2,3,1,6,4,2,2,7,1,2,2,4,2,6,1,4,4,8,6,6,7,5,3,2,5,0,2,7,5,5,0,7,4,3,7,2,2,4,3,4,4,5,0,4,1,2,2,0,3,1,2,1,2,1,1,1,0,0,1,2,0,0,0,1,0,0,0
S01007098,,428,,6,6,10,4,7,9,2,4,11,2,6,5,2,3,7,13,3,3,9,3,5,4,4,3,2,1,3,5,5,2,3,9,5,4,4,12,9,9,13,9,5,6,8,6,6,6,9,3,5,7,6,8,6,7,7,8,5,7,6,1,3,9,5,6,8,6,9,6,2,5,4,4,2,1,0,1,0,0,0,1,2,0,1,1,2,1,0,1,0,0,0
S01007099,,426,,4,4,7,5,4,3,8,6,11,4,5,4,4,2,7,6,8,1,7,6,5,4,3,7,6,3,4,2,9,2,5,7,7,11,4,3,7,7,8,6,7,8,12,7,6,8,8,8,7,9,9,3,9,2,7,5,1,5,6,4,4,5,6,2,1,2,4,9,0,3,4,1,6,2,4,3,2,2,3,2,3,2,0,1,1,2,0,1,0,2,2
S01007100,,354,,0,6,2,3,3,3,4,4,5,2,3,2,8,11,5,5,7,2,1,3,3,1,5,4,1,3,2,2,2,0,2,1,3,3,3,5,7,3,3,4,5,5,8,7,3,12,7,6,9,4,6,9,5,9,9,5,9,5,6,3,6,5,8,7,4,6,2,3,5,4,4,5,6,0,3,1,0,1,0,2,2,1,4,1,2,0,0,1,0,0,3
S01007101,,442,,5,3,9,7,3,1,4,5,3,7,3,6,6,4,3,2,4,8,4,5,2,7,3,6,7,3,6,4,8,3,6,9,3,6,6,6,5,6,1,10,7,4,8,6,3,7,3,3,4,9,6,8,7,4,6,6,6,8,7,3,7,7,7,5,5,7,2,5,5,6,6,3,3,5,2,2,1,4,0,2,4,2,6,9,5,2,4,1,1,0,10
S01007102,,347,,0,2,6,6,2,0,3,3,4,5,1,4,5,2,2,8,11,2,9,2,5,6,2,1,2,2,4,1,3,2,5,1,4,2,2,1,2,2,10,2,3,9,4,5,5,3,8,7,11,3,8,5,9,10,7,3,7,5,2,5,3,10,8,7,10,5,4,6,4,1,2,4,0,3,1,4,0,5,2,3,0,0,2,1,0,0,1,0,2,1,3
S01007103,,427,,2,5,10,4,1,4,7,4,4,4,3,5,8,8,9,5,9,6,6,3,3,6,5,7,3,5,3,3,2,1,6,4,1,4,4,6,7,6,8,8,6,3,11,10,7,8,4,6,4,4,5,5,4,4,5,4,10,5,7,7,9,4,3,12,5,2,6,6,6,2,2,0,1,3,1,6,12,3,4,2,2,3,4,2,0,4,1,1,0,2,1
S01007104,,240,,2,4,2,0,1,5,3,3,4,0,3,3,4,4,4,1,5,1,3,2,0,0,2,3,1,1,2,1,2,3,4,3,2,2,2,4,0,5,1,8,4,3,4,5,5,2,3,4,7,5,3,2,8,4,1,4,3,6,4,5,2,2,4,5,9,4,5,5,3,2,2,3,1,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,4
S01007105,,288,,3,3,2,5,3,4,4,4,2,3,3,0,1,3,3,2,3,5,5,5,2,4,3,4,0,3,5,5,3,3,4,3,1,2,3,4,9,1,3,4,3,2,2,2,8,6,4,4,2,0,3,3,3,5,4,3,2,9,3,2,7,1,1,3,5,2,2,4,5,4,1,5,4,0,5,2,2,3,6,3,6,5,2,2,1,2,1,3,0,1,1
S01007106,,366,,2,2,4,1,4,6,5,2,4,7,3,4,5,0,3,3,8,3,3,1,8,4,3,7,2,3,4,7,1,0,3,7,0,2,5,2,6,1,4,1,5,4,5,6,4,6,4,6,4,6,3,11,6,10,3,2,10,6,6,7,4,5,9,6,6,10,3,4,5,4,2,2,3,6,3,4,6,3,4,4,4,3,0,1,1,0,3,0,0,2,5
S01007107,,347,,4,3,5,5,3,5,6,3,3,6,1,6,9,6,8,2,6,5,3,1,2,4,5,3,1,3,5,2,0,1,3,7,3,5,1,8,2,4,3,6,7,7,11,5,3,7,5,5,4,4,6,5,5,11,5,7,8,4,6,1,4,6,7,5,6,3,3,1,2,4,2,2,2,3,3,4,0,1,3,0,3,1,0,0,1,1,1,2,0,1,2
S01007108,,274,,4,4,2,4,2,0,2,4,3,3,2,6,5,4,4,5,3,2,5,2,3,3,7,3,2,1,1,0,2,2,3,3,5,6,1,0,1,4,2,7,6,3,6,3,4,4,5,0,7,3,6,2,7,3,5,3,2,9,6,3,5,2,4,4,7,4,3,5,0,2,1,3,2,5,1,4,1,1,4,0,2,1,0,1,0,0,0,0,0,1,2
S01007109,,403,,8,2,3,1,5,10,1,6,4,3,4,11,2,0,2,3,5,5,5,4,5,0,8,5,6,4,4,5,7,8,8,6,5,2,6,6,4,9,4,3,11,2,6,3,4,5,6,6,7,6,0,9,8,5,4,4,7,6,5,2,4,7,5,3,9,10,5,4,7,1,3,6,4,7,3,3,1,4,6,2,1,2,2,0,1,2,2,0,1,1,2
S01007110,,413,,8,6,7,4,6,3,6,4,6,5,4,10,9,6,3,6,8,1,10,7,7,2,6,9,10,4,5,5,8,9,6,3,5,2,6,7,6,8,5,5,5,10,8,3,4,6,5,2,4,3,3,1,5,1,9,4,2,5,4,5,2,8,5,5,3,3,5,3,3,6,5,4,2,4,2,1,0,6,5,2,2,2,1,0,2,1,1,0,0,0,4
S01007111,,268,,2,4,3,3,3,2,2,4,5,4,2,4,5,2,3,4,5,4,7,2,7,5,3,1,1,0,1,5,1,3,1,0,5,4,1,4,2,2,5,3,6,3,2,3,7,1,4,5,10,2,4,6,4,3,2,1,4,3,2,5,2,2,2,7,2,7,0,4,4,4,2,5,1,3,1,2,2,2,5,4,0,1,0,0,0,1,1,1,0,0,2
S01007112,,265,,2,4,2,2,2,0,1,2,3,0,1,2,2,1,2,3,3,5,4,2,3,1,2,6,3,2,0,1,5,2,4,0,2,1,2,4,2,3,3,1,2,2,5,2,3,7,5,2,3,1,3,2,3,2,5,5,5,9,0,4,5,8,5,8,8,8,4,3,7,5,2,8,4,3,4,2,6,2,2,1,2,3,0,1,0,0,1,2,0,0,1
S01007113,,279,,1,1,1,2,1,2,1,0,3,2,2,5,0,1,2,3,3,3,1,2,2,3,4,4,3,3,5,2,7,2,4,0,1,5,3,1,2,2,2,2,2,2,3,4,0,2,4,9,4,4,2,3,3,3,1,9,4,5,2,4,2,4,4,2,5,3,6,4,4,4,2,4,3,3,5,5,2,6,4,3,4,1,1,1,5,2,2,1,3,3,18
S01007114,,449,,5,5,7,7,5,2,3,2,5,3,5,2,3,6,2,8,3,11,6,3,3,4,7,9,5,5,3,4,4,2,9,1,5,4,4,3,6,10,9,6,3,10,8,12,7,8,6,5,4,6,5,5,4,4,1,5,9,6,6,6,6,5,3,8,8,3,5,2,4,4,7,6,12,6,1,6,5,4,5,7,6,0,4,3,1,2,0,4,0,1,5
S01007115,,344,,0,2,0,2,1,6,2,3,5,2,3,2,3,4,7,4,3,8,5,1,5,2,1,2,1,3,2,3,0,2,3,5,4,3,5,2,2,1,5,6,2,5,7,6,6,5,9,7,2,3,4,2,5,9,6,9,7,2,8,8,5,7,3,4,3,4,4,4,7,4,3,3,4,0,2,6,1,0,4,5,0,1,2,3,5,2,5,3,3,2,13
S01007116,,489,,8,6,13,3,12,5,7,7,5,12,11,5,6,8,9,6,14,9,5,2,3,6,1,6,4,4,2,3,8,10,12,5,3,14,7,11,10,10,5,17,9,14,18,9,8,7,8,9,8,4,6,8,6,1,5,6,5,2,6,6,4,2,4,5,6,4,2,4,3,2,1,1,0,3,2,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1
S01007117,,240,,1,3,1,0,2,3,2,2,2,2,1,7,3,0,4,3,3,8,5,2,5,4,3,2,0,3,1,2,0,2,0,2,1,2,5,1,1,0,1,1,3,7,4,6,4,2,1,6,9,3,7,5,4,6,4,2,10,3,3,2,2,3,3,3,3,3,2,6,4,3,0,5,1,2,1,4,2,1,1,2,1,2,1,0,0,1,0,0,0,0,3
S01007118,,346,,7,10,4,7,5,2,3,4,3,7,3,5,5,4,2,3,4,3,4,2,8,5,1,4,6,9,5,8,7,7,5,8,4,5,4,4,6,1,5,7,2,4,11,5,8,7,5,6,3,5,4,2,4,5,6,2,3,3,2,4,5,4,3,8,5,6,3,1,5,1,0,4,3,2,2,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
S01007119,,406,,12,5,2,4,2,7,3,4,4,2,6,3,7,4,4,3,6,4,6,4,9,3,6,9,3,8,2,2,6,6,7,8,6,6,8,3,4,2,6,4,10,2,5,6,8,3,7,6,9,4,9,3,6,4,9,7,4,7,5,13,5,8,4,7,10,5,4,2,1,2,5,1,1,4,2,3,2,1,3,1,1,0,1,1,0,3,0,0,0,1,1
S01007120,,556,,11,6,7,5,3,9,5,10,2,1,1,5,4,3,5,10,13,7,5,17,14,5,8,9,5,9,5,7,12,7,8,9,9,3,12,6,11,6,6,7,11,10,9,10,6,8,3,13,10,4,8,6,4,10,10,9,4,6,7,4,8,5,11,12,6,6,4,6,11,4,3,5,2,5,3,5,0,3,3,1,2,1,2,2,1,0,2,0,1,1,2
S01007121,,286,,1,3,1,1,0,1,4,2,1,3,3,1,1,4,2,3,1,3,3,5,4,6,0,3,0,5,4,0,4,4,4,0,3,1,3,2,2,1,2,2,2,3,3,0,4,1,4,2,5,6,1,3,5,6,4,1,2,3,1,1,1,4,4,2,3,4,3,0,4,2,3,3,5,1,5,6,7,4,8,9,2,8,6,5,5,8,6,1,1,2,14
S01007122,,307,,2,5,2,2,3,5,2,0,1,3,1,3,5,1,5,3,2,6,6,1,5,2,0,2,4,3,7,2,7,5,3,1,6,3,2,3,4,4,4,4,5,4,8,6,7,6,3,3,4,6,3,5,7,3,4,5,4,5,5,5,5,4,5,3,2,1,3,4,5,0,4,4,0,4,3,0,4,2,2,4,3,2,0,3,0,4,2,1,0,1,5
S01007123,,360,,3,4,4,1,5,5,3,1,4,6,7,6,2,3,0,5,4,2,5,4,3,2,4,1,5,8,5,4,2,4,6,6,2,3,3,6,4,4,4,5,4,3,4,2,3,4,1,3,4,3,6,8,5,7,3,3,7,5,2,6,3,2,4,5,3,3,3,7,7,5,3,2,5,5,2,4,5,1,4,3,3,3,5,4,1,4,2,4,1,3,16
S01007124,,485,,8,8,4,5,3,5,10,4,2,8,7,5,6,4,3,6,5,4,6,5,5,5,6,9,8,6,6,8,2,4,4,10,7,11,6,3,5,7,4,8,13,7,7,6,4,6,8,7,4,6,10,8,4,5,7,12,3,5,4,7,4,6,5,6,7,8,2,2,4,6,3,6,3,5,4,2,2,5,4,2,4,7,3,3,0,6,2,2,2,2,3
S01007125,,433,,3,8,8,6,4,3,3,4,7,4,6,4,6,3,12,6,3,12,6,7,3,5,6,10,5,4,6,9,7,1,2,9,4,5,10,8,7,6,9,10,5,5,4,4,5,3,7,4,6,3,4,9,2,5,4,8,8,3,4,4,3,3,6,3,7,3,6,7,9,4,5,3,1,3,1,7,3,3,5,2,2,1,1,1,0,1,0,2,0,1,2
S01007126,,470,,10,9,6,11,6,10,4,6,3,2,2,2,6,8,6,3,4,3,4,8,9,11,11,7,7,14,8,9,4,6,7,11,6,9,9,7,4,7,8,7,5,3,10,12,5,10,5,4,7,7,5,4,9,5,4,11,3,6,7,5,6,3,5,2,5,3,3,3,0,1,3,6,1,1,3,1,1,4,2,3,3,1,1,2,1,2,0,1,0,1,1
S01007127,,497,,8,6,4,8,7,5,3,3,7,8,7,8,7,5,8,6,6,3,10,6,8,7,8,5,6,12,11,17,14,7,12,9,12,6,8,4,5,6,5,9,8,7,6,6,13,8,3,7,7,10,5,6,8,8,2,5,2,7,5,5,0,10,3,3,6,3,2,3,3,1,0,1,2,2,3,7,1,4,1,1,2,4,1,0,4,0,1,3,0,1,1
S01007128,,455,,9,10,6,8,2,5,4,4,5,3,4,1,1,2,3,7,4,6,6,7,6,4,8,4,5,9,4,9,5,7,6,8,5,5,5,8,3,7,4,3,3,5,2,5,4,2,6,3,5,6,2,9,10,4,6,6,6,3,1,5,2,7,7,13,7,5,10,4,8,11,8,3,5,5,8,3,3,3,4,2,3,5,2,4,3,4,2,4,0,1,4
S01007129,,492,,4,8,0,4,7,6,9,8,9,7,6,9,9,7,8,6,7,4,4,2,3,0,5,5,2,3,2,2,3,1,3,2,7,8,5,3,10,6,9,8,13,9,16,9,5,15,10,14,7,15,8,7,2,8,11,6,8,1,2,10,4,7,7,11,9,4,10,7,6,3,2,4,4,3,3,1,4,1,0,0,1,4,0,1,2,1,0,0,1,1,4
S01007130,,321,,0,6,4,6,2,4,2,2,3,1,2,1,1,1,3,2,5,5,1,1,2,2,7,4,9,3,3,1,6,4,2,4,0,4,4,6,3,4,0,3,5,5,1,6,6,1,6,8,7,6,4,3,4,7,5,6,2,10,4,1,3,2,2,5,4,2,1,7,9,5,4,6,3,0,3,2,2,3,4,6,8,2,3,1,2,3,2,0,1,1,5
S01007131,,400,,0,3,3,3,3,3,0,4,2,8,4,2,4,5,4,8,7,3,3,2,3,3,2,3,4,3,0,1,1,1,3,7,2,4,3,3,6,8,6,3,10,2,3,7,10,3,6,7,7,7,6,8,8,4,7,6,11,8,3,9,8,6,8,5,10,4,3,8,2,8,6,6,4,4,2,3,8,5,3,3,1,3,1,2,1,2,6,3,2,1,3
S01007132,,374,,1,1,2,0,3,1,4,2,7,1,5,5,3,5,5,6,5,10,2,0,5,5,3,7,2,4,1,1,3,3,3,1,2,3,2,0,1,2,6,6,2,2,5,10,9,7,9,9,4,7,8,5,6,7,7,8,7,4,6,8,4,11,5,8,6,2,4,4,6,2,6,8,3,5,2,1,6,6,2,4,6,2,4,1,1,2,2,2,1,0,0
S01007133,,343,,2,2,2,5,4,4,5,2,4,3,4,4,5,2,6,6,5,4,7,6,1,4,2,4,5,2,3,3,1,3,2,6,2,4,4,2,2,4,3,3,6,4,5,2,8,11,8,8,8,6,8,2,4,4,11,1,7,2,7,7,2,4,7,8,7,1,2,5,6,3,5,2,4,2,2,1,5,2,1,3,2,1,1,2,1,1,0,1,0,0,1
S01007134,,376,,5,7,2,8,1,3,6,0,0,0,4,4,3,4,9,3,4,5,5,0,0,3,2,4,2,5,5,1,5,4,1,4,2,4,3,4,1,5,5,6,6,2,6,7,10,6,9,4,10,5,10,9,3,9,9,12,9,7,4,6,3,2,5,4,6,7,1,5,2,4,4,1,2,3,3,5,4,2,2,2,3,2,0,5,6,2,3,1,1,1,3
S01007135,,271,,2,3,3,3,1,4,3,5,5,2,5,2,6,1,6,3,1,3,3,1,1,2,1,2,3,0,2,5,1,2,1,4,7,2,0,6,3,1,5,1,6,3,1,8,3,7,8,3,2,6,3,6,3,6,2,3,6,4,6,5,2,8,6,4,10,1,4,2,3,3,2,2,0,1,1,1,2,1,1,3,1,2,2,4,1,0,1,1,0,0,0
S01007136,,273,,4,3,1,6,5,1,4,4,1,6,4,10,5,6,4,5,1,2,4,0,3,2,2,5,0,2,0,2,2,0,1,1,2,2,4,2,7,4,2,7,7,5,6,8,8,6,5,3,5,7,1,3,7,7,7,3,4,5,0,3,2,3,4,4,4,2,1,1,2,4,0,1,4,1,4,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,4
S01007137,,359,,7,5,4,9,7,10,3,9,7,7,5,3,8,7,9,8,6,1,2,1,5,2,3,1,0,4,1,3,1,2,0,3,9,14,6,10,7,9,10,17,6,13,11,11,0,6,7,6,8,5,5,8,5,4,2,3,2,6,4,1,2,0,2,4,1,3,1,1,0,0,2,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
S01007138,,298,,4,1,4,7,5,4,3,4,2,3,2,3,2,7,4,3,4,5,1,4,3,3,0,2,1,0,2,1,2,4,3,4,5,2,1,4,2,2,3,4,5,3,4,9,4,4,7,8,3,7,4,5,4,5,8,5,6,4,10,4,5,0,2,6,5,5,5,3,4,5,3,3,2,2,1,1,0,5,1,1,1,2,0,1,2,2,0,1,0,0,1
S01007139,,388,,3,3,2,2,1,7,1,6,5,5,5,6,4,6,6,5,4,3,4,6,0,3,2,1,3,4,2,2,4,1,4,1,5,1,4,2,4,5,11,3,7,7,11,11,8,8,5,9,5,8,4,8,4,6,4,2,8,5,7,4,8,8,7,8,7,2,4,5,6,2,4,4,5,3,6,5,6,3,0,2,2,2,4,0,0,1,3,1,0,1,2
S01007140,,542,,4,4,9,6,7,5,13,11,2,13,9,5,6,7,7,10,5,10,4,2,5,6,6,4,1,8,2,5,2,3,4,7,3,3,2,1,10,7,5,6,6,11,8,3,17,6,13,12,6,18,13,10,6,4,9,8,8,6,8,8,17,6,7,9,12,4,8,9,6,5,8,3,7,3,7,0,4,1,4,2,1,2,2,0,1,2,1,0,1,0,1
S01007141,,348,,3,7,5,3,8,4,4,8,2,4,1,4,1,9,7,5,8,5,6,4,3,2,4,3,1,0,0,2,6,0,5,1,6,6,4,3,4,4,5,4,4,8,2,6,5,1,8,5,7,6,8,8,5,7,4,4,3,5,7,7,2,3,9,6,8,5,2,4,4,3,0,2,3,2,3,2,1,1,2,1,2,3,1,1,1,1,2,1,0,1,1
S01007142,,327,,2,1,7,2,7,9,5,8,8,3,11,8,7,9,3,7,5,8,2,8,6,0,2,1,0,2,1,0,1,1,0,6,3,3,4,10,1,8,9,9,13,9,8,6,4,6,2,6,7,3,7,4,0,4,3,2,1,2,2,0,1,2,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,3,2,2,1,5,1,1,5,3,4,2,9
S01007143,,346,,5,14,7,11,8,5,10,10,6,8,6,5,7,7,5,8,2,4,2,3,3,0,2,0,3,2,2,4,5,7,14,5,8,8,5,9,11,9,12,7,11,9,6,7,5,8,4,4,3,4,2,0,2,0,5,1,2,4,1,2,0,4,2,2,1,0,1,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S01007144,,353,,0,3,3,2,3,4,3,2,2,5,5,3,5,3,8,3,1,4,5,7,3,2,4,0,1,4,5,1,3,4,3,1,1,3,2,4,2,11,6,2,2,3,7,6,4,6,6,9,6,4,5,7,5,4,4,11,6,7,8,7,8,6,3,6,18,7,3,9,4,3,6,4,2,3,2,1,2,2,1,4,2,1,2,1,2,0,0,0,0,0,1
S01007145,,474,,5,3,8,4,3,1,2,2,3,4,2,3,6,2,3,4,4,4,2,5,4,8,4,0,3,2,2,4,1,2,6,1,5,2,7,4,4,3,4,7,7,3,7,7,2,5,10,6,6,5,6,6,7,3,4,7,8,9,12,6,9,9,11,11,6,6,8,8,7,9,11,4,4,9,7,8,11,4,4,5,8,6,9,8,5,4,2,3,2,2,5
S01007146,,383,,1,2,5,6,4,5,4,8,7,4,4,1,1,7,5,1,2,2,0,3,2,2,1,2,0,5,1,4,3,0,2,4,6,6,5,4,4,8,4,4,6,7,9,3,6,3,5,4,7,6,5,4,6,6,6,4,3,8,3,1,5,12,11,5,6,8,7,5,3,6,3,6,4,4,3,7,3,6,4,6,4,6,1,4,1,2,1,1,1,0,7
