"Table 1c: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,,,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
S01009652,,449,,0,0,0,2,2,1,2,3,2,3,3,5,2,7,3,4,5,5,6,0,1,2,1,0,2,3,2,2,3,0,2,1,0,1,2,4,2,2,3,4,3,4,3,4,4,7,3,9,4,5,9,9,7,4,4,4,11,5,13,7,7,5,6,6,12,7,7,10,6,8,8,6,9,4,9,4,7,10,9,6,4,8,4,7,7,2,6,3,7,7,37
S01009653,,266,,0,2,1,1,4,3,1,1,0,1,2,2,0,1,2,5,5,6,3,3,1,4,0,1,1,4,0,0,0,1,1,0,2,2,0,3,5,4,1,5,4,4,4,1,2,2,5,7,6,11,8,6,2,6,10,0,2,4,7,8,3,4,4,3,5,5,4,5,0,5,4,4,2,2,2,3,4,5,3,2,2,1,2,3,1,4,0,1,1,1,4
S01009654,,321,,4,2,1,5,4,2,3,2,4,4,4,3,4,2,5,4,4,3,4,5,0,4,1,1,0,2,0,0,2,3,0,3,3,2,5,4,5,5,4,1,5,5,5,5,4,5,1,3,3,4,6,8,4,6,7,2,6,1,5,3,3,4,10,3,5,12,7,5,4,8,2,6,1,2,3,1,5,3,1,2,2,4,2,4,4,2,3,4,1,1,5
S01009655,,434,,2,4,2,8,5,8,5,5,5,5,4,7,3,6,4,6,6,7,7,4,8,3,2,7,3,0,3,0,1,9,5,6,3,8,4,3,7,3,5,8,8,4,6,6,8,5,7,4,9,11,2,7,9,6,5,3,8,9,10,8,4,7,8,2,5,2,5,6,7,3,8,7,4,1,5,2,10,5,3,0,1,1,2,0,1,3,2,0,2,1,1
S01009656,,345,,5,3,5,2,5,0,3,6,4,2,3,3,0,4,3,4,3,4,2,2,2,7,3,3,0,5,3,6,4,6,3,4,4,1,2,8,3,0,2,1,3,9,5,1,1,3,0,4,3,3,8,6,1,4,4,3,8,6,7,2,7,5,13,9,4,7,6,5,3,6,3,5,3,5,5,5,4,4,2,2,1,4,2,6,4,2,3,2,0,2,5
S01009657,,373,,1,2,2,0,4,3,2,4,5,0,6,2,3,4,3,5,3,6,7,4,6,3,5,6,4,3,4,2,0,3,2,0,7,3,4,8,2,2,3,1,4,1,10,7,4,5,6,9,8,10,9,10,3,7,6,2,8,9,9,6,6,8,5,5,4,7,10,4,6,2,4,2,3,1,1,6,2,4,4,7,2,4,2,2,0,0,1,1,0,1,2
S01009658,,403,,2,3,4,4,4,8,4,3,7,8,12,10,6,4,4,9,4,9,0,3,0,0,7,4,5,5,6,4,8,8,6,4,5,9,8,7,2,8,10,5,6,0,4,3,7,9,3,4,5,3,7,3,7,4,3,9,5,7,5,9,10,5,9,5,8,4,3,5,1,3,3,2,4,1,1,0,0,3,4,1,1,1,1,1,2,0,0,0,0,1,2
S01009659,,236,,3,5,4,3,0,1,0,4,3,4,4,0,1,2,0,3,1,1,2,11,4,3,2,3,5,6,0,1,5,1,2,2,2,4,0,2,4,1,1,4,2,3,6,5,3,5,7,1,2,2,3,4,5,4,6,3,2,2,4,0,3,0,1,5,7,3,3,2,5,1,3,3,4,4,1,1,1,2,1,2,1,0,2,1,0,2,0,0,3,0,2
S01009660,,540,,5,6,7,3,7,4,9,6,5,9,7,1,4,6,10,6,7,7,13,9,11,2,2,5,1,6,9,4,7,4,5,7,7,8,9,6,7,3,6,7,4,13,9,14,11,11,5,13,3,12,9,6,6,7,8,10,6,8,6,5,5,10,6,8,12,8,4,7,2,6,3,8,5,4,9,1,5,0,4,2,3,4,1,1,1,2,2,3,0,0,1
S01009661,,420,,2,1,4,1,3,6,2,4,4,3,7,5,7,2,2,2,4,6,8,4,3,0,0,1,3,0,1,1,5,0,0,6,2,2,8,4,1,2,3,3,7,4,4,5,9,5,8,7,9,19,10,12,8,4,8,6,9,10,8,8,9,13,10,3,12,2,7,7,4,1,13,6,0,7,4,5,2,3,2,4,2,0,1,0,2,3,1,1,1,0,13
S01009662,,385,,6,0,4,6,3,3,2,4,6,5,3,3,4,3,7,5,5,6,5,2,2,3,3,7,2,7,5,4,1,1,1,4,3,7,5,0,3,5,5,4,2,5,6,2,6,7,7,7,4,6,6,9,10,3,12,6,8,8,9,3,3,7,3,5,6,10,7,5,6,6,8,3,5,4,3,6,0,2,1,0,1,0,4,0,2,2,0,1,1,1,3
S01009663,,325,,1,4,2,5,3,3,2,4,1,3,6,1,1,5,5,6,5,2,6,2,0,1,1,1,4,6,4,4,2,8,2,2,4,5,1,1,7,0,4,0,4,2,1,9,5,3,3,3,5,11,10,7,3,8,5,4,2,6,3,5,7,5,7,1,8,8,8,7,5,3,6,4,2,6,3,3,2,0,0,1,1,3,4,0,1,1,0,1,0,1,4
S01009664,,475,,2,7,2,1,9,9,5,3,5,3,4,6,5,5,6,7,5,2,7,2,2,0,5,4,1,3,5,5,2,3,1,5,5,4,3,6,7,4,7,5,18,8,6,7,3,10,14,10,8,8,9,7,10,9,13,4,2,8,0,14,3,7,12,6,3,9,12,10,8,4,10,3,3,2,5,5,11,5,2,2,2,1,3,2,1,2,1,1,0,0,0
S01009665,,347,,1,1,3,10,3,3,2,2,5,2,3,6,7,1,3,5,6,4,3,3,3,3,1,0,3,2,6,3,3,1,1,0,1,6,8,6,4,4,5,5,3,5,5,4,4,6,5,6,8,4,10,10,2,5,5,9,7,5,2,4,3,4,2,8,3,4,5,6,6,3,7,1,4,7,2,3,1,5,7,0,2,4,2,1,5,2,2,0,1,0,0
S01009666,,361,,4,3,4,2,2,4,6,2,2,1,2,5,6,6,6,2,1,5,3,6,3,2,0,2,8,2,3,1,7,1,2,4,3,5,4,3,4,3,1,5,2,5,1,2,6,9,8,0,7,5,6,9,5,8,4,7,4,3,5,0,5,5,6,7,4,6,4,6,2,8,2,5,7,4,6,2,5,4,2,9,4,2,4,2,2,2,3,1,4,0,7
S01009667,,293,,3,1,3,4,1,3,3,0,6,6,4,3,1,1,2,3,2,4,6,0,1,7,4,2,4,0,0,2,1,0,2,3,0,3,9,1,1,5,1,1,4,2,5,7,3,3,5,7,6,8,10,11,4,2,5,1,1,5,4,4,3,2,7,1,8,5,7,7,2,6,4,5,6,3,1,4,1,1,3,3,4,1,0,2,0,2,2,1,0,0,2
S01009668,,318,,3,2,3,5,1,3,1,3,2,2,5,7,3,2,2,5,7,3,3,1,8,1,2,3,1,3,0,3,5,6,3,4,4,1,4,4,9,5,5,2,7,5,4,6,7,2,7,7,6,9,6,4,4,9,5,6,4,3,4,3,6,3,4,3,3,5,4,6,2,6,3,5,0,1,0,5,1,1,2,0,3,1,4,2,0,2,0,1,0,0,1
S01009669,,261,,4,1,4,2,5,1,1,1,0,3,1,3,2,1,3,3,2,1,4,1,2,3,0,2,1,5,0,2,0,0,2,0,2,0,7,5,2,2,2,2,5,2,1,2,2,2,7,3,8,5,0,4,4,4,5,5,4,1,5,4,2,6,6,3,6,6,5,4,4,5,8,3,4,1,1,4,1,7,5,5,3,6,1,2,3,1,2,1,1,0,0
S01009670,,408,,1,4,6,4,5,3,3,2,1,4,3,3,4,6,5,5,10,6,4,2,5,6,3,7,1,6,2,4,0,2,0,4,2,0,4,2,5,4,4,2,7,6,4,7,4,8,6,5,8,7,5,8,5,4,13,6,3,8,7,4,4,6,8,3,6,7,11,6,3,4,9,2,5,2,3,5,4,4,2,6,5,3,5,3,4,1,3,1,2,3,9
S01009671,,338,,5,3,1,4,2,4,2,5,5,1,6,3,4,2,2,4,5,5,2,4,5,3,2,6,1,4,4,4,4,4,4,2,4,1,0,5,1,6,4,2,4,4,5,9,11,3,8,4,6,3,7,8,11,7,10,5,6,5,5,4,3,3,3,5,4,5,6,3,4,6,4,1,2,2,5,1,4,3,5,2,0,0,0,1,1,1,1,2,0,1,0
S01009672,,422,,3,8,3,9,6,10,10,4,10,3,0,4,6,3,6,2,6,7,2,0,1,5,3,3,2,5,6,4,5,4,5,1,7,7,8,2,9,3,2,9,1,8,7,10,7,3,5,2,5,2,5,6,6,6,7,6,10,8,7,8,6,4,4,13,5,5,2,6,5,6,4,5,5,3,3,0,1,3,6,1,5,4,3,0,2,2,3,0,0,0,4
S01009673,,421,,5,6,5,0,4,3,2,8,5,9,9,0,4,8,3,3,2,4,9,5,8,1,3,1,7,3,0,0,1,4,1,5,3,4,4,3,5,6,3,6,6,7,8,2,7,2,8,7,5,5,3,7,5,6,9,10,10,5,8,6,5,3,7,7,8,6,4,4,5,4,4,9,5,4,3,3,5,5,7,2,4,2,2,1,5,5,1,1,1,2,9
S01009674,,457,,4,7,3,5,5,4,3,7,5,6,4,9,4,7,2,6,2,5,5,2,1,1,3,4,5,1,3,1,5,1,6,5,7,6,4,3,6,5,4,8,3,8,9,3,6,8,8,8,6,8,5,9,7,11,6,10,6,9,7,11,6,6,8,5,5,8,8,6,8,6,8,3,6,5,8,7,1,3,3,4,1,5,4,4,3,1,0,1,2,0,0
S01009675,,455,,0,1,3,5,7,3,5,5,6,6,5,7,5,3,7,5,5,3,8,2,6,6,4,6,4,0,3,3,3,5,2,0,1,2,4,3,3,3,6,4,1,7,7,8,9,2,15,8,12,7,5,17,5,4,8,7,10,9,11,4,5,6,11,9,4,4,4,10,15,1,14,4,2,5,5,4,6,2,3,2,3,3,4,3,1,3,0,1,2,2,2
S01009676,,419,,7,3,0,2,6,3,5,4,6,8,6,4,5,3,7,7,8,7,3,3,3,3,5,3,4,5,1,2,3,1,1,7,3,1,1,4,3,3,6,7,5,7,5,5,6,6,10,10,5,4,7,5,9,8,11,8,8,7,3,4,4,6,8,5,8,6,8,6,7,7,6,9,1,1,2,3,2,4,3,2,0,4,4,2,4,0,5,2,0,0,4
S01009677,,309,,0,4,3,5,3,4,4,3,7,4,2,7,3,0,0,3,3,2,3,2,3,1,0,3,1,2,2,5,3,2,2,1,1,5,5,4,3,1,7,6,1,1,1,4,3,6,4,9,10,7,5,9,7,5,1,5,4,8,3,8,2,7,5,4,8,7,5,3,4,5,3,0,7,3,1,2,4,1,6,2,0,2,0,0,0,2,1,1,2,0,2
S01009678,,288,,3,5,1,3,3,3,5,0,1,2,2,2,0,3,0,3,2,8,2,0,3,2,4,2,6,1,3,0,0,0,2,4,1,1,0,2,1,0,5,4,1,2,6,5,3,3,7,4,3,5,9,7,5,6,5,7,7,3,2,5,6,2,7,5,5,4,4,4,5,7,3,0,3,6,2,3,2,4,8,3,2,3,2,6,3,0,1,3,0,0,1
S01009679,,451,,2,5,2,3,3,3,7,6,2,0,2,3,9,2,6,4,6,8,6,7,2,5,3,3,1,5,4,2,4,6,8,5,7,9,5,11,3,2,0,10,4,1,5,12,5,10,1,4,9,6,5,9,5,2,8,11,3,6,14,4,8,4,9,6,6,6,7,11,5,4,5,8,9,3,7,5,3,6,3,5,6,5,5,2,3,2,0,1,1,0,1
S01009680,,395,,6,3,0,5,4,8,6,4,2,2,3,2,5,2,1,1,7,3,2,5,3,3,10,6,6,9,7,7,5,10,4,1,1,3,6,5,5,3,2,6,3,4,7,7,5,6,6,6,5,12,4,12,9,4,1,12,9,0,1,3,6,8,6,4,4,8,4,7,3,5,5,8,4,0,2,3,4,3,5,1,5,0,1,1,1,2,2,1,0,2,1
S01009681,,340,,2,3,2,5,1,2,4,2,5,1,3,3,4,5,3,3,4,7,0,2,5,5,3,6,1,1,1,4,2,1,3,2,3,2,3,10,4,6,2,5,4,6,9,4,6,6,4,6,5,7,7,7,11,4,8,5,3,5,3,6,7,5,7,5,7,8,2,5,3,3,1,3,4,4,1,4,2,3,5,3,2,4,0,1,0,0,0,1,0,1,3
S01009682,,335,,0,1,6,9,3,5,9,3,5,4,2,3,2,4,7,1,3,6,1,2,1,7,0,0,1,4,2,2,5,5,7,2,2,2,6,4,6,4,6,4,2,1,12,8,6,1,5,4,2,3,3,2,3,6,2,1,10,1,3,5,8,4,10,5,3,7,4,3,8,5,7,6,3,1,6,1,2,2,4,4,2,4,2,1,1,1,0,2,3,0,0
S01009683,,455,,2,0,2,3,0,5,4,3,3,5,3,3,4,3,5,4,6,6,12,5,0,9,3,4,3,8,4,0,3,1,0,1,3,5,6,4,1,1,2,7,9,2,6,4,6,3,10,2,9,3,6,6,13,6,7,11,9,5,4,4,5,8,5,9,11,4,6,4,4,4,10,2,8,6,5,3,5,12,6,4,4,6,1,7,4,5,2,4,7,7,19
S01009684,,539,,2,5,8,0,7,5,10,9,3,6,11,9,6,10,10,5,16,13,1,0,8,2,3,8,0,7,4,4,6,5,8,7,6,3,2,4,2,5,8,10,6,13,5,10,4,9,9,7,22,13,11,10,11,20,11,17,5,6,11,0,6,3,3,4,3,7,14,10,4,6,3,4,6,0,5,4,0,3,3,2,3,1,4,0,0,0,1,0,0,0,2
S01009685,,347,,2,2,3,4,3,3,3,3,3,3,3,3,7,4,1,3,2,4,6,5,4,1,1,3,7,7,1,1,2,3,3,0,4,6,5,3,7,7,5,3,4,5,7,6,11,2,4,4,4,2,2,7,1,2,10,3,5,6,4,7,8,6,4,5,5,8,5,3,1,3,1,3,4,1,4,3,5,4,2,1,1,2,0,3,2,1,1,3,2,2,18
S01009686,,606,,8,5,7,6,9,8,6,7,3,1,6,1,8,9,4,9,11,11,6,3,7,7,10,8,5,17,11,13,6,11,1,7,6,6,9,10,11,8,13,10,4,11,11,7,7,5,7,10,8,7,10,11,14,11,6,4,5,6,5,4,9,6,5,3,7,6,5,6,3,6,4,5,6,5,3,6,6,10,5,8,2,3,3,2,5,1,2,6,3,1,7
S01009687,,341,,3,5,5,5,4,6,1,5,1,4,3,4,5,3,1,3,6,5,6,4,0,0,0,4,3,1,7,6,3,5,2,8,8,3,4,2,5,4,5,5,2,7,6,9,6,7,4,6,5,7,5,7,3,3,8,1,3,4,2,8,5,7,6,6,1,1,5,7,2,4,0,4,3,3,3,4,4,1,4,1,2,2,1,0,1,1,2,1,0,0,3
S01009688,,467,,9,12,5,8,8,6,8,7,5,7,3,4,0,4,4,4,7,3,5,6,8,13,8,9,8,13,11,2,9,8,11,2,3,9,9,9,4,2,5,7,6,8,8,4,6,1,14,5,3,7,8,7,5,8,4,3,3,4,2,3,2,1,6,1,2,2,3,6,1,3,5,4,7,0,7,4,4,5,2,4,3,1,1,2,3,5,1,1,1,1,5
S01009689,,336,,2,4,8,7,2,1,1,1,5,5,3,0,2,4,3,2,0,4,6,2,4,3,3,7,9,4,7,6,13,6,4,3,9,8,5,4,2,3,2,5,3,4,8,1,3,5,3,1,8,3,7,4,12,5,1,4,5,0,1,4,4,3,7,4,6,3,3,4,3,1,2,6,2,0,6,1,5,2,2,0,0,3,1,4,0,2,2,0,2,3,4
S01009690,,362,,0,3,6,7,4,4,4,8,7,3,4,5,2,7,3,2,6,2,1,3,1,0,6,1,0,6,4,1,6,3,5,3,2,2,10,6,1,0,5,8,4,5,5,7,5,4,8,9,5,6,6,8,10,7,2,7,3,5,5,6,5,4,3,2,7,3,5,9,3,4,0,3,2,4,3,3,5,1,3,5,0,1,0,4,2,1,1,3,3,1,4
S01009691,,312,,3,3,2,1,2,3,1,3,1,4,1,2,0,3,1,3,2,3,5,3,4,1,4,2,2,6,6,3,0,5,2,4,1,2,2,2,1,3,7,0,6,1,8,6,5,8,3,5,2,1,6,5,6,7,2,9,6,3,3,4,2,5,4,2,5,6,6,6,4,8,4,2,2,2,7,3,2,5,3,4,2,2,10,2,1,1,3,2,1,5,2
S01009692,,553,,6,2,1,4,11,3,4,3,4,6,2,4,10,0,5,2,4,2,4,5,1,4,2,1,7,0,4,2,2,1,6,5,4,4,0,6,0,4,7,4,8,6,10,2,2,3,12,7,6,7,8,12,10,5,6,5,10,5,13,4,10,8,12,12,11,5,15,17,5,15,12,8,7,10,7,12,17,4,6,7,4,9,6,6,6,3,4,6,4,1,17
S01009693,,315,,4,2,2,2,1,3,1,5,1,0,8,6,4,2,5,1,3,1,1,8,3,0,3,2,2,2,6,0,1,1,1,0,5,4,3,4,3,5,2,2,2,4,9,2,5,6,7,2,5,10,6,8,3,2,8,3,6,4,4,4,6,5,4,4,1,7,2,7,6,5,4,3,1,6,4,4,3,2,5,3,5,4,2,0,2,2,2,2,2,1,2
S01009694,,510,,4,2,3,5,2,0,5,4,3,1,4,3,4,4,6,4,6,3,3,3,2,5,1,1,2,0,0,0,1,0,1,2,3,4,6,0,5,3,6,7,3,0,5,7,6,9,7,9,13,9,1,4,11,10,15,3,5,5,5,8,7,6,9,12,0,11,11,14,5,13,8,12,14,6,6,8,5,11,11,7,10,9,5,6,9,10,5,5,2,2,18
S01009695,,322,,2,3,2,1,2,6,2,5,2,4,4,2,2,3,5,4,2,4,1,4,2,0,3,1,4,3,0,2,0,3,2,2,5,0,2,2,2,2,3,4,3,7,3,7,4,1,7,6,14,5,8,6,6,1,6,5,7,4,3,7,2,6,3,6,5,4,6,1,4,8,11,3,10,3,1,4,8,4,1,3,1,1,5,2,1,3,1,1,0,0,2
S01009696,,505,,4,5,3,2,4,5,7,5,2,6,5,1,4,7,4,8,7,5,8,7,0,2,2,4,1,4,8,5,3,1,2,3,11,3,6,4,1,3,3,8,4,6,4,7,12,15,6,8,7,6,11,12,5,7,9,7,11,8,5,9,3,7,9,8,6,10,8,11,6,7,8,8,6,9,2,4,3,6,4,7,3,4,5,4,5,1,5,3,2,2,7
S01009697,,382,,5,4,5,7,1,4,7,3,2,5,2,4,3,5,3,6,2,5,3,5,1,7,2,1,1,0,1,4,4,2,4,5,0,5,7,5,7,5,1,6,5,2,4,3,10,6,5,10,6,6,3,5,7,3,6,6,11,5,7,9,7,5,6,6,4,3,10,2,3,3,6,3,5,7,4,3,7,2,2,7,2,1,4,1,2,1,1,2,1,0,4
S01009698,,316,,2,2,3,2,1,2,3,1,7,4,5,3,6,2,6,2,3,3,4,10,3,3,6,1,0,3,5,2,5,0,2,2,2,1,3,7,0,5,3,6,1,3,14,6,1,7,8,4,3,8,3,5,7,9,7,8,6,9,7,6,6,4,3,5,2,5,2,6,2,4,3,2,3,2,1,1,0,3,1,0,2,0,2,2,2,0,0,0,0,0,1
S01009699,,251,,2,2,2,1,0,2,0,3,1,1,3,2,3,3,3,1,1,2,3,1,1,2,0,0,3,2,1,2,2,2,0,4,3,0,0,5,2,1,3,3,2,1,5,4,1,1,3,4,3,5,6,8,3,3,2,1,1,2,5,4,2,5,7,1,3,5,4,9,5,4,5,6,5,3,6,5,3,0,4,4,3,3,1,4,1,3,3,3,4,0,4
S01009700,,336,,3,2,5,3,1,5,6,2,2,5,1,2,3,3,5,4,1,3,2,0,6,4,1,1,7,0,4,5,3,5,0,1,0,1,3,3,3,3,4,2,2,1,2,9,7,5,7,8,6,6,4,7,6,7,4,9,4,3,5,7,10,4,4,5,6,2,5,3,4,6,8,1,5,4,1,5,4,5,5,4,2,2,2,3,5,2,1,1,1,0,3
S01009701,,228,,1,1,0,1,0,0,0,0,0,0,2,0,3,2,1,1,3,2,0,1,0,0,0,0,1,0,0,1,2,0,0,2,2,1,1,1,0,3,2,1,2,0,2,4,0,3,1,0,7,2,1,2,2,1,3,2,4,1,2,3,6,6,0,2,4,6,4,5,2,7,9,1,2,4,3,5,5,6,6,5,10,6,7,3,4,4,6,3,3,4,13
S01009702,,285,,1,4,2,1,0,2,1,0,1,6,1,3,2,5,2,0,5,5,12,1,1,3,5,1,1,2,1,0,2,4,5,1,2,2,6,4,5,1,0,6,5,0,5,4,6,9,9,3,3,8,7,4,6,4,5,7,8,0,7,0,4,2,3,2,1,3,3,1,6,3,11,3,6,3,1,2,3,3,5,1,2,1,1,1,2,0,0,0,2,2,2
S01009703,,322,,1,4,3,6,1,3,4,4,3,3,1,0,3,0,3,5,1,3,6,0,4,1,5,3,5,6,4,2,3,1,5,5,4,3,1,4,5,1,7,7,3,3,2,4,3,7,4,4,5,2,4,8,3,4,6,5,4,6,6,4,5,4,6,4,2,11,4,8,7,1,2,5,5,2,5,2,4,4,3,1,3,5,2,0,0,1,2,2,3,2,0
S01009704,,499,,4,8,1,3,6,6,2,4,5,4,5,5,4,7,2,2,5,6,4,6,4,3,3,6,5,7,6,3,3,9,1,5,7,3,0,5,1,6,12,4,9,7,8,5,6,6,9,5,10,2,11,4,11,13,5,2,4,9,5,10,10,8,6,4,10,9,11,15,8,6,11,5,8,6,8,3,6,9,2,4,1,2,2,4,1,4,4,1,1,2,5
S01009705,,361,,6,5,3,3,2,3,3,2,3,1,3,2,5,4,2,6,5,1,4,7,1,5,5,0,4,6,3,2,6,1,6,4,2,5,6,6,3,4,6,3,2,4,2,3,5,8,4,4,4,2,8,1,14,7,5,5,6,3,3,8,10,3,5,5,4,5,6,4,3,6,6,2,9,3,4,4,2,3,4,3,3,0,0,2,7,2,1,1,1,3,4
S01009706,,293,,3,4,2,5,2,1,2,2,2,6,2,5,3,4,7,5,4,3,1,3,4,0,4,0,0,9,1,0,3,3,3,0,4,2,1,3,2,4,2,4,2,5,2,5,4,4,6,7,3,3,8,3,4,9,3,6,5,2,5,3,2,5,5,1,4,5,4,2,4,3,1,1,3,7,2,5,5,1,3,5,3,3,0,4,1,4,1,3,1,0,1
S01009707,,284,,2,6,2,1,1,5,3,0,2,2,5,1,1,3,3,4,5,5,7,0,3,1,4,3,3,0,3,2,1,2,3,4,8,5,8,7,3,0,4,3,3,3,4,4,5,12,8,3,10,2,2,2,2,9,5,2,6,1,4,5,6,1,3,7,1,5,7,2,2,2,3,0,0,1,1,2,2,1,2,0,3,2,4,2,1,3,0,1,0,0,3
S01009708,,411,,9,9,6,2,3,1,6,3,3,5,5,4,7,3,2,6,7,3,2,7,0,5,4,6,6,4,12,1,4,6,4,0,3,3,3,6,4,7,3,12,2,0,2,7,1,7,12,7,2,3,2,5,4,4,3,5,2,4,4,4,13,8,6,4,4,12,7,5,2,5,8,5,2,4,5,3,7,7,0,2,3,3,1,2,4,5,2,1,0,3,12
S01009709,,412,,1,5,7,4,0,5,3,6,0,4,0,4,4,4,5,0,7,2,1,2,0,2,4,5,3,8,4,3,3,0,5,6,2,8,4,0,6,4,4,2,1,0,9,8,8,4,6,4,6,3,4,8,5,5,4,4,4,4,7,5,12,7,5,10,8,9,9,8,8,9,10,6,7,9,9,4,6,2,6,6,3,2,2,3,3,3,3,0,1,3,3
S01009710,,271,,2,1,3,4,3,2,3,3,3,7,3,2,3,0,3,2,6,2,8,3,5,3,6,8,1,1,2,3,0,1,2,2,1,4,0,2,3,0,5,8,3,3,7,5,4,6,7,5,10,3,6,5,5,9,4,4,1,7,0,2,0,4,0,3,1,2,0,3,3,1,1,3,1,4,1,2,3,2,3,2,2,0,3,0,2,2,1,1,0,2,3
S01009711,,412,,2,6,2,8,3,8,5,5,5,2,3,4,3,4,4,2,3,6,3,11,5,6,4,2,4,5,6,7,2,5,3,2,3,2,8,3,2,2,6,3,7,5,4,4,6,5,6,3,5,6,3,5,0,9,8,4,5,4,9,5,9,9,0,5,5,6,6,10,2,5,6,6,4,2,2,3,2,7,3,2,0,3,4,4,2,4,4,5,3,2,15
S01009712,,292,,2,0,2,2,3,3,2,0,7,5,0,0,3,1,3,5,1,7,1,2,2,1,0,3,4,0,1,3,3,2,1,6,2,4,3,3,2,0,1,5,6,2,1,3,6,4,7,6,3,8,5,2,4,2,3,9,5,6,5,2,5,6,7,8,3,5,5,10,5,6,8,4,5,0,3,3,4,0,5,1,4,0,2,4,1,0,2,0,1,1,0
S01009713,,468,,3,0,7,2,2,1,6,4,5,4,3,5,3,3,3,3,7,5,3,1,3,1,6,1,6,2,1,3,1,5,4,5,4,2,0,3,1,2,5,11,7,5,4,8,4,6,4,10,4,8,15,9,9,12,9,9,7,6,6,8,7,5,3,5,8,5,11,11,7,8,6,8,5,3,8,9,5,9,6,4,6,6,5,9,4,3,2,5,2,0,7
S01009714,,469,,2,2,1,0,4,8,3,7,1,8,5,1,5,3,4,4,2,4,7,1,3,3,0,7,2,2,10,10,3,1,3,3,2,0,1,0,3,1,6,7,1,3,3,8,5,6,12,11,3,3,10,8,8,6,6,7,4,4,5,13,4,8,10,9,15,3,9,13,10,10,8,10,8,5,6,3,4,3,3,5,7,2,5,5,6,9,3,5,2,3,11
S01009715,,312,,1,1,0,0,0,3,1,0,1,1,1,2,3,1,2,2,5,3,2,4,2,0,0,3,2,5,7,3,9,2,1,1,3,2,1,1,0,1,2,4,5,4,7,3,3,9,3,3,4,4,3,6,4,10,7,7,8,2,2,3,7,7,8,2,6,10,4,9,4,5,11,8,1,5,3,4,5,4,4,3,3,2,2,3,2,4,1,0,1,0,5
S01009716,,397,,1,1,3,0,3,1,7,3,1,6,4,0,2,2,3,3,4,0,4,6,12,13,12,22,0,10,0,8,5,2,2,4,0,2,0,7,0,1,1,1,4,7,5,1,4,9,4,3,6,3,4,4,6,1,6,10,5,4,1,5,4,4,6,9,6,8,5,6,4,4,5,5,3,5,8,6,6,2,10,2,4,7,3,4,7,3,3,1,3,3,3
S01009717,,539,,1,0,4,3,4,4,4,3,4,3,1,4,4,2,1,3,7,4,9,32,47,47,52,28,26,18,14,6,3,8,6,4,8,2,2,4,4,3,2,5,6,4,7,4,4,6,3,7,3,3,5,7,7,1,7,4,3,4,4,1,3,4,0,0,2,1,2,1,4,7,1,6,2,1,4,3,4,0,1,6,0,0,1,0,0,1,2,3,1,0,3
S01009718,,385,,1,8,0,3,6,0,1,2,0,0,1,5,3,1,4,2,7,3,2,11,18,27,15,10,6,3,3,3,0,19,4,5,7,9,8,3,2,3,5,2,0,1,3,4,2,4,6,6,5,6,1,8,4,4,4,3,4,9,1,8,3,3,1,4,9,2,4,5,3,2,4,2,4,4,3,1,1,3,4,1,3,2,2,2,2,2,6,1,2,3,2
S01009719,,402,,1,1,6,2,7,4,5,0,4,2,2,5,4,4,1,3,2,0,4,8,18,11,4,5,11,13,0,4,3,7,8,4,3,7,4,2,4,3,3,3,3,2,4,6,3,5,4,4,8,12,6,5,4,3,3,6,5,1,5,7,5,7,8,7,2,5,4,8,7,5,2,9,5,4,5,7,3,2,2,2,3,3,2,1,4,4,2,2,1,1,2
S01009720,,444,,2,2,7,2,7,5,3,1,0,5,4,4,0,1,3,1,1,2,5,5,11,13,13,3,23,9,13,11,5,7,5,9,3,6,4,8,4,6,1,2,7,3,3,7,4,7,4,2,2,2,6,4,2,5,3,5,7,6,6,4,2,5,3,7,7,10,5,5,7,7,3,6,3,8,3,9,6,2,3,3,5,7,9,2,4,2,1,0,0,1,4
