"Table 1c: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,,,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
S01007541,,408,,4,3,2,1,4,2,2,1,2,2,5,3,5,1,7,4,3,2,2,1,1,3,3,2,1,1,5,0,3,4,2,0,2,3,2,2,3,5,1,3,7,3,6,9,4,5,7,4,3,5,6,7,3,4,3,7,4,8,8,5,4,5,12,9,5,3,2,11,9,6,6,10,3,3,8,9,2,4,5,3,3,3,6,9,1,10,6,3,5,1,32
S01007542,,432,,1,3,7,3,3,0,3,2,8,3,7,3,9,8,9,5,7,5,2,3,5,5,4,3,4,3,7,3,3,3,5,2,7,4,4,5,9,5,4,5,6,4,1,5,7,4,6,9,12,7,9,7,6,6,9,6,11,5,8,4,7,6,5,9,3,5,8,5,7,5,3,5,4,6,2,4,0,0,0,3,7,3,2,4,0,4,2,2,1,1,6
S01007543,,534,,6,6,5,6,7,5,7,5,3,11,6,2,5,6,9,7,3,7,10,1,2,5,4,4,2,2,3,9,8,10,4,7,5,5,5,10,1,8,1,10,4,6,15,4,9,9,9,6,13,6,7,9,10,14,11,9,10,7,9,2,11,8,8,14,7,5,6,5,10,4,5,7,9,4,7,3,2,4,0,5,3,8,1,0,3,0,1,1,0,0,2
S01007544,,534,,2,3,2,5,2,5,2,4,3,2,5,8,3,6,3,4,6,2,0,4,2,4,3,5,3,5,0,1,1,3,1,1,3,4,2,4,1,1,7,0,7,0,5,5,6,11,7,7,9,5,8,10,7,12,9,13,10,6,12,12,10,10,6,9,5,16,7,15,14,12,18,3,9,7,5,8,13,7,10,10,6,8,9,3,10,2,3,3,3,1,9
S01007545,,424,,1,2,0,7,3,2,1,6,6,4,3,7,3,7,5,5,4,6,5,3,6,3,0,0,0,0,4,5,5,6,2,1,0,1,4,3,5,5,6,4,5,2,3,7,8,7,6,9,5,3,10,11,6,9,8,5,2,8,8,7,5,8,9,5,5,7,11,9,11,3,8,2,5,4,6,7,2,10,3,7,2,2,5,2,3,0,1,2,3,2,6
S01007546,,279,,4,3,1,3,4,1,5,3,10,0,2,2,4,4,2,0,5,2,1,3,4,2,3,5,1,1,0,1,1,2,0,6,1,1,1,6,1,2,4,0,7,2,7,3,8,6,6,6,3,5,6,3,5,4,4,4,3,3,8,7,1,5,6,1,3,2,7,4,3,3,5,5,2,4,5,3,2,1,2,5,1,1,3,0,2,0,0,0,0,0,2
S01007547,,268,,2,2,3,3,2,3,0,5,0,3,6,0,3,3,5,2,4,2,0,3,2,2,4,2,2,3,1,2,0,1,7,2,2,1,0,2,0,5,1,2,3,8,3,4,5,7,2,7,3,7,10,1,4,5,3,8,4,4,5,3,3,6,5,7,5,5,4,4,4,6,8,4,4,2,2,2,1,1,1,3,0,0,1,2,0,0,0,0,0,0,0
S01007548,,390,,6,4,8,3,7,1,10,4,9,2,3,5,3,6,1,3,8,4,6,0,0,8,9,4,4,1,4,5,5,4,3,6,6,2,3,4,4,3,3,3,5,7,6,7,3,7,6,0,7,5,10,2,3,7,6,4,9,8,4,3,4,3,6,4,7,1,12,9,4,4,3,7,3,1,4,4,4,6,1,1,6,2,0,2,2,5,1,0,0,1,0
S01007549,,349,,1,1,4,0,6,1,2,2,2,3,8,1,6,0,7,2,5,2,3,3,3,0,1,1,1,1,0,1,1,0,1,2,5,5,5,2,4,8,2,2,4,3,0,6,5,7,5,4,3,8,4,3,6,6,13,7,4,6,7,9,9,13,3,5,6,10,4,6,9,4,8,11,1,3,4,3,3,6,4,2,3,1,0,3,3,3,1,3,2,0,2
S01007550,,480,,5,2,5,10,4,2,1,8,2,2,3,2,7,3,3,8,6,5,1,3,0,3,0,1,4,8,2,0,5,4,1,7,4,8,3,7,2,2,5,3,2,4,7,5,8,6,6,3,10,8,7,5,9,8,6,7,9,9,9,7,7,9,10,10,5,12,9,11,10,7,4,10,7,9,2,5,8,7,6,7,8,3,1,7,6,6,1,4,0,2,1
S01007551,,440,,2,1,0,3,3,5,3,4,4,3,6,4,2,6,3,2,0,3,5,5,1,2,2,5,6,4,5,6,5,0,0,6,4,2,2,3,1,0,4,10,7,1,6,11,7,2,12,7,8,10,14,6,7,9,12,11,3,10,3,9,6,11,12,9,8,14,7,13,4,4,6,6,5,5,3,4,3,4,3,3,7,2,5,1,1,1,0,0,0,1,5
S01007552,,441,,6,7,6,3,6,6,8,6,6,6,5,7,3,3,6,6,3,2,11,9,0,5,1,4,5,6,8,4,0,8,4,3,11,5,5,7,8,3,1,3,4,2,4,9,5,0,16,9,4,4,12,5,4,6,6,13,6,5,3,8,7,4,8,5,6,3,4,6,2,7,5,2,8,4,6,4,1,7,1,3,3,2,0,3,1,2,0,0,1,2,3
S01007553,,449,,2,4,1,5,0,5,7,3,5,7,6,2,8,3,9,7,6,8,8,3,5,9,7,3,11,7,5,0,4,4,4,5,4,1,9,4,4,3,4,3,6,5,4,8,4,3,7,8,6,9,6,5,8,5,8,6,5,10,9,5,5,10,7,3,5,6,2,7,5,8,6,9,6,5,5,5,2,4,4,1,2,2,1,2,1,3,3,3,3,0,2
S01007554,,194,,3,0,0,0,0,3,3,0,2,0,2,0,0,2,0,0,2,2,1,4,3,0,6,0,4,0,1,3,2,0,2,0,1,4,5,4,0,3,0,3,0,2,1,6,3,3,3,0,4,5,5,4,1,4,2,5,1,0,5,1,3,6,1,2,7,5,2,3,1,4,3,5,3,1,7,3,2,1,2,3,2,1,1,1,0,2,1,0,1,0,1
S01007555,,248,,0,0,2,3,1,2,2,2,3,2,5,3,0,3,3,0,2,2,1,3,0,0,3,3,0,0,5,5,0,0,1,4,2,0,3,1,3,1,3,4,0,3,5,6,0,5,3,4,4,3,7,6,4,4,4,2,6,5,7,3,4,6,3,3,2,4,2,8,4,1,2,4,4,5,5,1,2,3,4,1,7,3,2,2,0,1,2,2,0,1,2
S01007556,,268,,2,1,0,4,1,2,1,2,2,2,4,2,2,1,3,1,5,4,2,2,0,8,7,4,4,1,1,1,3,0,0,3,1,2,0,4,0,5,1,3,2,3,3,3,2,0,2,5,3,5,9,4,6,2,6,2,2,2,4,3,4,9,1,5,0,7,4,2,5,2,4,1,4,4,5,2,3,0,2,8,1,3,1,1,6,0,5,2,1,4,13
S01007557,,576,,5,8,2,0,8,11,4,5,11,11,5,9,7,6,8,8,12,8,9,4,12,1,8,5,9,4,0,8,10,4,8,5,4,9,8,6,7,3,7,6,4,11,9,8,9,12,9,5,11,8,14,8,4,2,4,2,9,12,9,8,8,6,8,7,6,2,7,5,9,5,12,10,7,7,7,3,1,4,6,7,3,1,4,1,3,2,3,2,0,0,7
S01007558,,203,,0,0,2,7,2,1,1,3,1,1,1,2,0,5,2,1,3,3,2,1,6,1,1,2,0,1,0,1,0,1,1,1,0,2,1,0,0,2,5,2,0,5,0,5,2,4,3,2,5,5,7,6,2,7,4,2,5,2,4,4,4,7,3,1,4,3,1,6,3,3,4,2,2,0,1,3,4,3,2,1,0,1,2,0,1,0,0,1,0,0,2
S01007559,,352,,2,3,3,3,2,1,4,3,9,3,4,12,3,4,3,4,6,4,4,4,0,4,4,0,4,0,2,2,1,0,2,4,1,4,3,0,3,3,3,1,2,3,4,6,3,17,8,9,11,12,7,9,8,2,4,6,7,2,4,3,3,6,6,9,4,11,4,9,3,3,7,4,1,0,2,2,3,0,1,4,2,5,0,2,2,1,1,1,2,1,4
S01007560,,464,,2,4,4,4,4,4,3,1,3,4,10,6,2,10,6,7,3,7,1,2,2,5,5,1,4,1,3,2,4,0,3,3,6,2,3,2,4,5,5,5,1,7,6,5,7,4,4,10,4,8,8,5,9,2,3,12,6,4,10,8,8,5,7,7,11,13,8,11,7,6,5,3,5,8,4,9,5,5,2,11,7,8,6,2,5,8,7,0,1,1,4
S01007561,,393,,2,3,3,2,6,2,4,3,3,5,1,2,3,3,4,3,5,0,2,6,1,5,1,4,3,6,5,4,4,5,0,0,4,2,5,1,4,3,6,2,0,6,2,5,6,12,4,0,7,6,7,5,2,4,4,5,2,4,2,4,2,3,6,6,2,8,11,10,7,5,9,7,5,8,10,7,3,4,6,4,3,5,3,7,3,3,4,9,4,4,11
S01007562,,428,,2,2,1,2,4,0,1,0,8,0,2,9,11,6,4,4,8,6,8,8,3,5,2,5,4,5,5,4,7,1,2,7,2,3,0,1,4,3,4,6,6,9,7,9,2,7,11,9,9,11,9,6,6,6,4,7,9,7,6,5,5,3,8,9,2,10,6,6,5,6,9,6,6,4,3,5,5,4,1,5,0,2,0,2,5,0,0,0,0,1,6
S01007563,,461,,3,6,5,5,4,5,5,6,5,5,5,7,9,10,6,6,3,3,5,3,4,5,1,2,2,1,4,3,0,1,2,8,2,3,2,2,5,5,7,4,7,4,9,3,7,4,6,10,7,8,8,9,6,5,4,3,8,4,13,7,10,3,5,9,6,6,10,15,7,7,6,9,4,5,3,8,4,3,4,7,5,4,2,3,0,2,2,3,5,0,3
S01007564,,376,,3,4,2,4,2,6,6,1,5,8,3,4,5,1,3,5,3,5,1,3,5,4,2,1,5,3,3,4,2,2,3,2,2,2,2,3,3,4,1,2,3,3,5,7,5,3,8,5,6,4,6,14,3,7,7,2,5,5,11,7,8,12,9,6,8,2,7,7,7,5,2,2,4,9,4,3,5,6,2,3,3,1,3,1,2,2,1,2,1,0,4
S01007565,,482,,2,4,3,4,1,4,4,2,8,3,3,1,4,11,4,1,5,11,6,3,2,9,9,7,4,0,6,5,3,4,6,7,3,3,6,5,3,2,2,7,6,3,5,2,6,8,4,9,17,5,9,20,14,8,6,10,7,10,8,6,8,8,6,10,12,5,3,16,5,8,5,3,7,2,4,4,0,3,2,1,3,2,5,2,5,2,3,0,0,1,7
S01007566,,354,,1,5,0,3,3,3,3,3,7,6,4,8,4,4,1,0,4,0,4,9,7,2,4,2,6,2,4,0,2,3,0,7,2,1,3,7,1,2,0,4,7,5,5,3,5,5,11,5,5,6,3,4,8,5,7,5,4,1,7,4,7,6,4,6,2,8,7,2,3,3,9,4,2,4,5,5,5,4,5,2,2,2,4,3,1,3,2,3,1,2,2
S01007567,,272,,3,0,2,3,1,2,5,3,3,2,1,2,1,2,2,4,3,5,6,4,2,0,1,1,1,1,0,1,2,4,1,1,2,0,2,4,2,4,2,0,1,6,4,2,7,7,9,10,7,5,8,11,4,5,10,5,2,5,6,9,7,1,1,3,4,1,8,6,5,3,3,2,3,5,0,1,0,2,1,0,2,0,2,1,0,0,2,0,0,0,1
S01007568,,303,,1,2,2,2,2,3,2,2,3,1,4,2,1,3,5,2,1,1,1,7,4,0,2,3,1,1,2,1,0,3,7,2,5,2,0,10,2,4,5,2,0,6,7,7,6,3,6,5,4,6,6,1,4,3,5,6,11,9,3,8,0,9,7,5,7,3,8,8,6,4,3,4,5,3,4,3,3,1,0,2,2,0,0,1,2,0,0,2,1,0,1
S01007569,,395,,0,5,3,3,4,3,4,5,1,2,2,4,1,4,9,6,4,6,1,0,4,0,3,2,2,7,1,1,0,1,2,2,2,5,3,1,3,1,2,7,8,6,6,4,9,8,7,8,3,6,4,5,9,7,10,8,4,7,10,3,7,8,6,3,4,4,6,9,5,7,6,4,6,6,9,3,1,4,4,0,3,4,5,2,9,4,6,1,0,1,10
S01007570,,437,,4,5,3,8,4,5,4,7,6,6,11,4,2,4,12,6,5,6,4,2,2,3,4,6,3,2,6,9,1,10,7,7,10,3,4,6,3,3,4,5,3,2,3,5,3,8,4,7,7,7,3,6,10,4,6,4,4,8,9,5,9,2,6,10,12,6,4,6,5,3,3,5,10,4,4,5,3,4,1,2,2,0,3,1,1,1,5,1,2,0,3
S01007571,,283,,1,4,4,0,2,5,6,3,0,4,2,0,2,1,3,2,5,5,1,1,4,1,2,1,3,4,0,1,4,6,2,2,0,2,4,6,0,3,1,1,1,5,3,5,3,4,8,8,0,3,5,6,7,4,5,4,6,7,6,6,11,8,3,2,6,2,3,6,6,2,5,3,3,1,3,3,4,1,0,1,4,3,1,0,2,1,2,0,0,0,3
S01007572,,548,,4,3,5,8,11,3,3,7,2,9,8,4,6,3,6,2,5,6,4,8,5,3,6,4,8,3,1,1,4,3,3,1,10,4,5,4,13,4,2,5,3,6,5,9,5,10,9,10,11,8,11,8,14,9,6,5,4,4,12,5,8,2,8,6,4,7,6,11,7,9,0,6,5,7,5,10,5,5,10,4,5,7,9,8,4,4,4,4,7,2,19
S01007573,,491,,11,9,5,14,4,17,13,14,9,11,8,3,4,5,4,5,6,11,7,8,4,3,5,5,8,7,8,6,6,6,10,6,12,12,8,13,5,7,11,12,9,12,7,9,8,11,9,7,6,6,9,3,5,6,3,2,4,5,2,1,4,1,5,2,5,1,2,3,1,2,3,3,5,3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
S01007574,,529,,4,3,9,8,12,9,14,4,7,9,3,7,6,5,2,5,7,5,1,8,4,8,8,5,8,2,6,10,8,9,4,0,11,6,5,1,2,6,7,6,5,6,10,9,1,11,9,7,10,9,4,9,6,1,5,6,7,5,5,8,9,9,5,7,10,6,9,6,3,10,6,7,5,7,4,3,6,5,8,7,7,6,0,4,0,0,1,0,0,0,2
S01007575,,425,,5,8,5,5,3,6,5,4,2,3,7,4,3,4,3,0,5,9,6,2,8,8,7,12,4,8,8,7,5,1,6,4,8,1,7,3,4,7,2,5,2,4,2,2,8,0,7,7,4,4,5,7,3,2,5,9,7,3,1,5,3,4,5,7,1,6,7,7,9,5,2,6,5,3,5,9,8,1,5,4,6,4,4,2,3,4,2,3,1,0,3
S01007576,,406,,6,4,5,11,6,9,9,12,5,3,7,8,5,6,2,7,4,1,9,6,5,0,13,9,11,5,3,6,5,5,6,13,12,5,1,10,4,4,5,2,0,8,6,5,8,7,3,4,7,5,4,1,5,4,2,3,5,2,7,3,3,0,5,5,1,2,4,1,2,5,3,3,5,4,1,1,4,2,1,2,1,2,3,0,1,0,2,2,2,1,0
S01007577,,407,,7,8,7,5,10,3,4,8,7,7,1,5,7,5,5,7,7,3,7,4,3,14,14,8,5,5,10,9,6,7,7,3,7,5,2,4,3,4,2,6,9,5,6,7,4,3,5,10,7,5,2,5,3,6,3,5,4,9,1,3,4,4,4,5,1,3,2,1,0,0,4,3,2,3,0,5,5,3,2,0,1,2,2,3,3,1,0,0,1,0,0
S01007578,,329,,2,5,6,3,4,5,4,5,5,10,3,0,3,1,2,3,6,4,2,8,4,3,6,2,11,1,11,6,7,4,2,3,4,4,2,4,3,2,4,1,5,8,5,5,2,6,4,4,3,5,3,2,4,3,8,4,8,4,5,4,2,3,2,1,1,2,5,9,4,2,4,3,3,0,2,0,4,0,4,5,1,1,5,3,4,2,0,0,0,0,0
S01007579,,321,,5,3,5,3,5,3,10,4,5,5,0,1,1,6,3,3,2,4,2,8,4,9,2,0,6,1,8,5,4,5,6,5,9,7,0,3,7,5,5,3,4,5,7,7,6,3,6,5,4,8,4,10,2,3,3,2,3,2,7,3,4,2,2,2,2,0,0,4,1,2,2,1,2,1,4,2,3,4,5,2,1,2,1,3,0,2,0,0,0,0,1
S01007580,,406,,4,4,14,5,2,0,9,6,10,6,0,6,7,6,5,12,7,1,7,4,8,6,6,5,4,1,5,5,4,6,6,8,9,2,5,6,6,3,3,4,5,15,1,3,7,1,6,11,7,8,6,9,10,4,5,4,3,4,0,3,2,4,4,2,5,2,2,7,1,5,3,6,4,4,1,0,4,1,2,1,4,1,1,1,4,0,0,1,1,1,3
S01007581,,270,,3,3,5,3,1,3,2,3,4,0,6,6,2,3,2,5,2,8,5,4,3,2,1,1,0,4,5,1,0,2,4,5,5,3,5,5,3,4,0,5,8,2,5,5,6,5,5,3,4,1,5,1,5,5,3,1,7,1,4,3,5,1,5,5,2,1,6,3,2,1,1,6,2,3,0,4,3,2,0,4,1,3,0,0,0,1,0,0,2,0,0
S01007582,,341,,2,5,4,8,7,3,2,10,4,7,1,0,3,5,5,3,5,6,5,3,9,0,1,4,2,5,9,4,4,4,6,4,4,2,0,3,3,5,6,1,4,7,5,6,4,5,4,4,1,6,6,8,6,10,5,9,5,6,3,3,5,3,6,1,5,5,2,5,2,1,1,6,4,2,2,1,1,2,2,0,0,3,3,0,1,0,1,3,1,0,2
S01007583,,545,,7,7,9,6,5,4,9,7,6,7,3,6,7,6,7,7,2,8,5,9,3,3,12,12,10,10,6,10,6,3,9,7,8,14,9,11,10,8,10,8,1,9,4,8,7,14,12,10,7,11,5,9,4,8,4,8,4,12,4,4,5,6,4,3,13,4,4,3,5,4,8,5,2,3,2,1,2,0,5,2,6,5,2,1,2,3,0,1,1,1,1
S01007584,,290,,3,2,4,2,5,1,4,2,4,5,1,1,5,5,0,2,4,4,2,7,4,1,3,2,6,2,2,5,2,0,5,1,5,3,2,10,2,2,5,4,5,3,5,8,7,6,8,4,2,3,4,3,4,4,4,5,4,2,2,0,6,4,5,5,3,1,7,5,2,1,3,5,0,0,1,3,1,3,1,0,3,3,1,2,1,1,1,1,1,5,3
S01007585,,472,,1,6,6,3,4,6,1,4,1,0,6,4,2,4,2,3,2,3,3,7,4,2,3,10,3,3,2,7,3,6,4,4,2,6,3,4,1,3,3,0,7,4,3,3,2,4,9,10,12,10,3,4,6,6,10,5,7,8,7,7,4,5,4,5,7,9,9,10,4,8,5,9,10,9,8,11,6,3,10,6,6,6,10,7,9,6,6,3,3,3,3
S01007586,,433,,5,5,6,6,4,9,8,5,4,6,1,5,1,4,5,5,9,6,4,8,4,5,5,6,9,8,10,6,2,1,7,6,8,8,1,2,6,3,5,7,2,1,4,6,10,8,6,4,9,9,6,2,5,7,8,10,9,3,3,3,8,4,5,7,6,6,3,7,1,4,5,4,2,3,0,2,2,3,4,2,2,3,2,6,0,2,1,2,1,0,6
S01007587,,364,,1,0,5,3,4,3,2,3,3,2,4,8,3,3,0,4,3,6,3,2,3,2,0,6,3,4,3,3,4,2,4,5,10,5,4,7,2,1,3,3,1,2,2,7,0,1,6,11,2,2,6,7,5,7,4,6,3,8,8,3,5,7,4,5,4,2,6,4,5,4,3,4,5,4,5,3,3,5,4,4,3,4,3,4,3,5,5,6,4,1,13
S01007588,,472,,2,2,0,6,6,1,6,0,4,5,3,4,1,7,5,5,4,7,2,3,9,6,1,4,5,0,2,1,0,1,4,1,2,3,2,2,4,3,3,5,2,2,3,9,9,11,2,10,6,10,13,5,6,10,11,6,8,7,9,0,2,8,8,5,7,10,7,8,4,7,4,9,6,4,11,6,5,6,7,3,7,4,10,6,5,9,3,2,2,4,23
S01007589,,366,,1,0,1,5,3,2,2,2,6,0,1,3,2,2,5,2,0,3,4,7,5,1,5,7,12,6,7,8,9,7,3,6,2,4,3,1,1,6,3,2,1,5,3,2,4,6,4,6,5,9,6,11,6,7,8,4,8,8,8,8,2,2,6,3,8,1,7,6,4,2,3,3,5,1,4,4,4,5,1,1,4,2,2,2,2,4,4,1,0,2,3
S01007590,,366,,3,3,2,4,5,1,5,5,4,9,4,3,3,1,4,3,5,6,2,0,6,3,6,4,1,1,0,2,4,4,1,1,9,2,2,3,1,1,1,6,2,6,5,7,3,6,2,6,9,2,10,8,4,3,7,4,9,7,3,1,6,5,8,3,2,5,5,5,6,5,8,7,2,3,5,3,10,3,1,7,4,6,3,1,3,4,2,0,3,3,4
S01007591,,303,,2,3,4,3,2,3,6,4,1,1,2,1,3,2,2,3,2,3,2,4,5,5,9,6,10,4,7,4,3,0,3,0,0,1,2,3,4,4,3,6,7,8,2,2,3,4,7,5,7,3,1,3,4,5,8,11,4,4,5,2,4,2,10,6,3,4,5,4,3,3,3,2,2,0,3,2,5,2,0,0,1,0,3,1,0,1,0,0,1,0,6
S01007592,,351,,4,5,2,3,5,1,4,5,1,3,5,1,4,7,3,2,2,5,2,3,3,5,0,5,4,6,6,6,5,8,6,6,4,6,6,5,4,5,7,3,7,3,5,4,5,3,2,3,8,2,10,4,8,14,6,6,1,4,3,1,1,4,5,3,3,6,8,7,2,1,3,3,3,2,2,3,0,3,2,1,4,3,2,0,1,1,2,0,1,0,9
S01007593,,592,,6,2,5,12,8,9,5,8,5,17,3,1,2,2,4,4,10,6,6,8,2,9,0,6,2,8,9,6,9,8,5,3,8,7,10,5,5,6,10,2,6,0,6,12,8,16,8,6,5,7,7,11,5,6,8,9,7,8,5,7,6,4,9,6,8,16,9,9,5,13,8,11,5,8,3,8,6,5,10,3,2,3,6,5,4,5,2,3,3,6,11
S01007594,,411,,5,5,4,3,3,2,6,6,4,3,2,5,5,2,4,1,4,4,9,6,4,8,5,2,7,2,3,3,2,3,12,1,5,4,7,2,7,3,0,2,3,5,7,2,2,2,10,5,6,1,7,7,5,12,9,11,6,4,6,6,7,12,11,8,7,8,6,4,7,4,7,6,4,4,3,2,4,3,6,3,4,0,1,3,2,2,0,0,1,1,0
S01007595,,538,,5,1,4,2,5,4,5,6,2,2,5,8,8,5,3,2,7,4,6,7,7,7,3,11,7,8,6,3,9,3,9,7,3,2,5,4,2,3,4,7,2,6,7,8,4,6,11,9,8,14,17,10,11,11,8,13,7,9,9,9,10,9,6,15,8,3,10,5,10,6,2,6,3,5,14,6,1,4,6,0,4,4,5,3,3,3,1,3,3,0,0
S01007596,,272,,1,1,0,2,1,0,2,5,1,2,6,4,2,3,2,5,2,2,3,2,6,1,5,0,1,1,1,0,0,1,2,0,0,1,1,2,4,2,5,1,3,1,3,0,2,4,6,5,8,1,2,10,6,4,7,5,6,2,2,9,4,3,3,11,3,4,4,6,4,3,4,7,2,3,3,5,1,3,9,4,3,0,6,2,4,0,1,1,0,0,3
S01007597,,312,,1,3,2,5,0,4,6,2,3,2,3,2,2,3,5,7,2,5,4,4,6,6,0,3,2,1,1,5,4,0,2,3,4,2,2,4,4,0,3,3,3,3,4,6,7,5,6,6,8,3,6,7,5,5,5,8,7,0,6,3,2,3,6,5,5,7,5,1,7,3,4,5,3,3,2,0,5,5,2,2,3,2,0,0,2,0,3,1,2,1,0
S01007598,,316,,4,3,1,1,3,1,3,0,3,3,1,2,1,4,0,2,3,6,7,5,7,0,6,5,2,3,4,5,5,4,2,2,1,0,6,3,0,4,0,3,0,1,7,2,4,8,3,3,12,11,7,7,2,5,2,2,6,10,1,8,7,6,3,4,4,10,9,6,2,8,3,5,6,6,4,4,2,1,1,0,2,1,1,0,2,1,0,0,0,0,2
S01007599,,449,,4,6,5,6,7,6,0,4,11,7,1,4,3,1,3,6,5,4,4,6,6,9,14,6,1,3,8,3,1,4,8,4,7,9,5,5,5,13,7,6,7,5,6,8,7,5,2,8,9,8,6,7,12,2,12,9,10,8,9,7,4,6,4,3,5,2,8,5,2,3,3,3,5,5,0,4,3,3,1,4,2,1,0,1,1,2,0,0,2,0,3
S01007600,,524,,2,1,6,2,1,5,4,0,3,3,5,7,3,6,1,1,5,4,3,6,2,3,8,3,3,7,4,12,12,0,5,11,4,7,3,6,4,4,1,13,6,8,4,10,6,10,11,12,9,7,6,12,6,6,5,8,7,5,7,11,7,5,1,4,9,12,4,8,9,9,4,3,9,6,8,6,5,9,8,2,5,4,8,5,3,5,6,6,3,5,10
S01007601,,317,,4,3,2,2,2,6,3,7,5,7,2,3,1,1,1,2,3,1,2,4,4,5,5,2,6,0,9,8,12,5,2,5,4,8,11,8,7,4,1,3,4,7,1,9,3,2,5,4,3,8,3,8,4,5,4,7,3,4,5,4,6,6,8,3,1,3,5,1,3,3,1,1,1,3,0,0,0,0,0,1,0,1,0,0,1,2,2,1,0,1,0
S01007602,,319,,2,1,2,3,7,0,3,6,2,5,8,2,4,4,2,2,2,2,5,3,5,1,4,3,3,3,5,2,2,3,8,4,6,4,2,7,1,5,0,3,6,1,6,2,4,2,5,2,3,7,5,6,3,4,6,7,9,7,11,4,4,7,8,5,8,8,9,4,1,2,0,3,3,1,2,1,0,2,2,1,3,1,0,3,0,2,1,0,1,0,1
S01007603,,382,,4,8,5,3,5,3,1,4,6,2,4,2,4,2,3,5,7,2,4,7,3,2,3,7,9,8,4,6,6,3,4,4,1,1,6,6,6,2,5,8,1,3,6,1,3,6,10,8,4,8,4,6,7,10,10,7,8,8,8,8,6,7,14,4,5,3,3,2,2,2,2,4,2,1,3,1,3,3,1,1,3,2,0,1,3,0,1,0,1,0,1
S01007604,,438,,2,4,1,1,3,4,4,3,4,5,2,4,5,5,4,3,7,5,9,6,0,0,3,2,5,1,6,7,2,1,2,0,6,0,3,3,8,1,5,1,2,5,6,4,0,6,7,6,9,6,12,9,12,14,7,9,7,7,8,8,8,7,4,6,9,9,6,14,4,11,8,3,6,4,6,3,3,6,4,2,4,4,4,4,4,3,4,1,3,0,3
S01007605,,416,,3,4,7,5,1,5,2,2,1,2,3,4,0,3,3,6,8,0,4,1,6,5,3,3,4,6,6,6,8,4,4,1,10,0,6,2,4,5,3,4,5,3,5,8,8,6,4,5,9,4,10,13,3,6,5,7,3,3,7,7,6,12,5,6,5,6,2,8,6,6,6,12,4,6,3,3,6,7,6,1,2,4,2,2,3,4,2,1,4,0,1
S01007606,,310,,5,1,3,5,2,0,2,0,3,3,0,1,2,7,0,4,5,3,0,3,3,0,4,4,2,6,3,4,5,4,11,5,3,1,0,5,4,0,3,3,3,6,2,4,6,2,4,3,5,5,6,4,4,6,5,2,5,4,8,5,0,9,4,4,5,3,5,9,1,5,4,5,4,4,4,2,3,4,2,1,2,1,1,1,0,3,1,2,1,4,8
S01007607,,350,,4,0,2,2,7,5,3,2,3,3,3,2,2,4,5,2,5,4,4,5,2,3,0,2,3,2,5,6,1,4,2,6,6,3,2,1,4,2,4,6,2,3,2,4,6,5,6,7,6,7,8,5,8,8,5,7,3,9,4,8,5,4,0,3,5,7,2,8,3,9,2,5,2,7,4,6,4,4,1,4,2,1,4,2,1,1,3,0,1,3,3
S01007608,,358,,4,3,0,1,2,4,1,3,0,4,6,3,3,0,1,4,1,7,0,10,3,3,2,7,2,2,6,3,1,0,2,2,6,4,2,6,3,3,3,3,4,7,5,5,4,5,8,5,4,9,9,9,14,7,8,8,5,5,3,6,10,3,7,7,7,3,2,3,5,6,5,2,5,2,4,0,3,1,0,5,5,9,3,2,3,0,1,1,0,1,3
S01007609,,483,,6,4,8,5,4,8,7,6,6,4,1,5,8,3,6,5,2,8,5,4,9,3,1,6,11,9,2,7,8,0,8,9,11,4,8,2,7,5,10,2,6,11,13,9,5,5,9,9,14,7,2,3,5,5,9,1,4,9,6,6,5,10,6,6,4,3,6,7,7,7,3,4,5,5,5,2,4,3,3,1,3,2,2,2,5,5,1,0,0,1,1
