"Table 1b: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
S01008604,,460,,1,5,1,0,6,2,4,4,3,3,5,3,6,3,3,2,4,5,3,6,12,23,19,19,19,16,8,15,13,11,11,13,9,10,10,1,0,5,10,4,6,8,5,9,4,3,2,6,4,3,2,9,6,5,3,5,3,3,3,4,5,4,5,5,5,8,4,5,4,4,2,1,3,0,3,2,1,0,2,1,3,1,0,0,1,0,0,1,0,0,0
S01008605,,336,,2,0,1,3,3,4,5,3,3,2,2,1,1,2,1,3,3,2,2,7,18,11,18,13,18,10,7,8,12,6,7,6,5,2,2,7,7,5,7,3,2,6,3,5,3,3,5,4,10,5,1,3,4,6,3,4,6,4,2,4,2,3,0,5,1,1,2,1,2,0,2,2,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
S01008606,,408,,4,3,5,7,6,9,7,4,6,4,6,6,5,5,11,9,6,3,6,3,1,5,19,13,6,9,4,9,5,3,2,4,2,6,3,7,3,4,4,8,5,6,7,5,1,8,6,4,3,7,6,9,2,3,11,5,5,2,4,2,2,2,7,8,5,2,2,6,3,4,5,4,4,4,3,2,0,2,2,0,3,1,0,0,0,0,0,0,2,0,2
S01008607,,305,,5,1,5,4,6,1,4,5,5,8,4,3,2,5,5,2,4,3,4,3,2,1,2,2,3,3,1,6,2,3,0,0,0,1,3,1,0,0,3,3,0,4,6,3,2,8,7,1,4,4,4,9,3,4,4,4,1,4,1,3,5,9,5,6,11,5,3,6,8,5,6,6,1,5,1,3,4,1,2,4,2,2,3,1,4,3,2,1,0,0,0
S01008608,,337,,1,6,2,2,4,5,4,5,5,3,3,1,5,3,2,2,6,3,6,1,1,4,5,6,10,9,7,3,0,5,0,2,6,1,3,3,5,2,4,6,1,2,6,4,3,3,4,5,3,5,6,5,7,7,3,3,7,1,3,8,3,7,6,5,4,7,4,5,3,0,3,8,2,2,4,2,4,7,3,2,1,3,1,2,0,2,2,2,0,2,4
S01008609,,424,,2,7,8,8,0,6,3,8,7,7,9,7,3,6,6,1,9,6,1,1,4,6,2,2,5,4,3,5,6,3,4,2,3,6,4,1,6,5,5,8,1,7,6,10,5,3,3,0,4,5,6,7,5,8,6,7,9,4,7,5,6,5,4,5,4,11,2,2,9,5,2,4,2,7,4,4,3,4,4,0,3,4,1,5,3,4,3,0,3,3,11
S01008610,,349,,0,4,1,4,4,2,4,2,3,2,2,4,2,4,4,2,4,5,1,10,3,18,7,11,15,7,8,0,8,1,4,0,0,2,4,5,5,3,2,3,4,10,0,0,6,8,4,2,7,7,7,5,4,2,4,1,3,5,4,5,2,3,8,6,5,5,3,5,3,3,3,4,3,2,2,2,1,1,2,5,3,1,3,1,2,3,4,2,2,2,0
S01008611,,622,,2,3,2,3,8,6,3,4,2,3,3,5,4,0,1,1,2,1,18,40,46,37,33,26,39,23,21,27,15,15,18,16,9,7,9,6,2,5,2,3,4,7,6,6,9,8,4,6,3,9,3,4,7,2,4,2,4,4,7,4,3,3,4,3,1,5,2,1,4,3,1,0,3,2,1,3,0,1,1,0,0,3,1,1,0,0,0,0,3,0,0
S01008612,,369,,0,0,4,1,3,1,4,4,0,2,1,2,1,0,3,3,2,2,1,6,25,31,25,20,15,12,9,9,11,10,10,9,10,6,10,8,11,14,6,3,4,1,4,3,6,4,3,1,3,4,4,1,2,0,4,2,3,6,2,2,0,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,1
S01008613,,380,,0,4,2,2,1,8,2,3,2,2,5,3,4,4,4,1,6,2,8,2,19,27,21,17,9,11,10,7,5,4,12,6,2,2,9,4,3,6,4,2,4,3,3,6,8,3,3,4,3,1,1,1,5,4,8,6,2,4,3,5,3,0,2,2,3,7,2,3,5,2,2,1,3,0,2,1,2,2,2,1,1,2,2,0,1,1,1,0,4,0,1
S01008614,,351,,2,1,4,2,0,0,3,2,1,1,2,0,2,0,2,1,1,1,2,7,19,40,36,9,17,19,24,12,8,6,5,13,4,5,4,5,3,0,4,3,1,4,2,2,2,3,3,2,2,4,3,1,4,0,1,2,1,0,0,4,2,4,2,3,1,1,1,3,0,1,4,2,1,2,3,3,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3
S01008615,,375,,2,1,4,4,3,2,2,4,2,0,1,3,2,1,0,8,2,1,3,11,22,32,42,21,10,9,5,8,2,8,5,5,7,7,1,5,5,7,1,8,6,4,0,0,5,4,7,1,8,3,7,2,5,4,5,4,0,1,4,5,3,1,4,3,1,2,2,0,1,4,0,0,0,1,0,0,1,1,1,0,0,2,2,1,0,0,0,1,0,1,2
S01008616,,302,,0,5,1,3,0,2,1,3,1,1,2,4,3,1,0,5,4,2,1,4,20,46,24,19,14,6,6,8,6,9,5,3,3,5,7,3,3,3,3,1,8,2,3,0,1,4,5,2,0,2,2,3,3,2,2,1,1,1,2,3,1,0,0,2,2,0,2,0,2,1,0,0,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
S01008617,,394,,3,5,1,5,0,1,2,3,3,0,1,1,3,7,4,3,2,1,4,13,37,56,47,31,11,17,8,2,10,3,6,2,5,3,4,4,5,2,3,1,7,2,2,6,2,3,2,3,0,5,2,5,1,0,1,1,1,0,2,2,0,3,4,4,2,4,0,0,1,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1
S01008618,,352,,1,1,0,6,3,2,5,2,0,2,1,2,0,1,5,0,2,2,2,11,45,50,27,24,20,17,11,6,7,7,5,10,1,2,3,2,0,5,1,5,1,5,3,5,0,4,0,3,4,4,1,3,0,1,1,0,1,1,2,3,0,1,0,0,2,0,0,3,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
S01008619,,212,,5,1,0,3,3,1,0,0,0,1,0,1,1,0,0,3,0,1,2,3,17,22,13,14,8,4,4,5,4,6,5,2,1,3,1,5,5,1,10,3,1,1,2,3,1,3,0,0,2,4,2,3,2,2,3,1,2,0,5,1,0,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,1,0,0,0,0,0
S01008620,,349,,2,2,2,1,3,2,2,5,1,2,1,2,3,3,1,2,1,3,1,7,26,36,24,26,14,10,12,13,12,6,8,9,12,4,4,2,3,7,5,4,0,6,5,5,7,1,0,0,3,2,1,6,1,0,1,3,1,3,3,1,0,1,3,1,1,1,3,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
S01008621,,375,,3,1,3,0,3,3,2,4,3,2,2,3,3,1,4,5,0,1,2,7,35,59,36,28,17,7,6,6,4,12,7,6,8,6,5,2,1,3,0,1,4,2,0,7,4,1,1,2,5,2,1,2,0,2,4,3,2,2,0,0,3,2,1,3,3,1,0,2,4,0,1,1,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1
S01008622,,266,,1,2,3,1,4,0,2,2,1,1,0,1,0,0,2,4,2,2,5,8,23,18,13,8,13,12,4,9,5,9,5,7,3,4,4,3,2,3,1,1,4,1,3,0,6,3,3,2,5,2,8,1,2,2,1,2,2,4,0,2,4,1,3,2,1,1,3,1,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
S01008623,,428,,2,0,2,5,1,2,1,3,4,0,6,0,6,5,2,7,2,1,2,12,24,32,28,18,21,16,10,6,10,1,6,11,7,3,3,4,3,3,1,1,2,2,9,4,8,1,7,2,5,3,2,3,7,5,0,4,1,3,2,8,3,9,3,2,4,6,4,2,2,2,1,3,3,2,0,6,2,2,1,1,3,3,2,1,1,5,1,1,0,2,2
S01008624,,370,,2,6,2,1,5,1,3,2,7,0,8,3,4,8,5,2,2,3,4,0,1,0,1,3,2,6,3,2,1,1,4,3,5,4,3,2,4,3,3,1,3,2,0,8,8,6,0,8,12,7,8,5,2,4,4,2,1,5,5,5,2,8,3,7,5,10,7,10,6,7,7,4,3,3,4,6,6,7,6,1,1,7,2,4,1,6,3,2,5,0,12
S01008625,,257,,0,2,4,6,2,4,3,2,1,3,1,4,3,6,3,8,3,4,4,4,1,1,1,1,0,1,5,2,1,0,5,0,2,0,1,0,1,3,4,4,3,3,0,0,5,4,3,5,3,6,5,8,7,6,4,8,2,7,4,4,3,2,9,3,6,6,0,4,4,6,2,2,0,0,1,4,1,3,2,0,3,2,1,1,3,0,1,0,0,0,1
S01008626,,449,,3,8,8,7,6,6,5,3,4,7,5,9,6,6,6,7,2,8,4,4,0,6,3,6,9,3,14,9,5,8,8,1,9,9,5,10,1,11,10,6,6,7,9,6,3,10,4,4,5,6,6,6,5,9,7,6,3,8,3,9,3,5,6,3,6,6,5,6,2,3,2,2,3,2,4,0,2,6,1,2,2,0,1,0,1,3,0,0,1,0,3
S01008627,,370,,7,5,7,5,6,6,3,5,5,6,10,6,6,5,9,6,10,9,2,0,2,0,2,6,3,1,9,4,2,1,4,1,1,4,3,4,3,9,1,2,2,7,6,4,3,9,9,6,3,7,6,6,4,5,4,8,4,4,6,4,7,6,4,4,3,2,4,3,4,1,2,1,2,1,2,2,1,2,4,2,1,4,0,3,1,0,3,3,2,0,9
S01008628,,310,,6,3,2,1,3,1,1,2,0,3,0,1,2,2,0,3,8,4,1,3,7,10,11,7,12,2,5,11,7,9,5,5,5,11,9,5,4,1,5,8,4,8,1,3,2,7,7,7,3,1,5,7,2,3,0,1,5,3,0,0,4,2,1,3,1,3,3,3,2,3,2,3,2,1,3,1,3,1,2,1,1,0,3,4,1,0,1,0,1,0,1
S01008629,,262,,3,2,1,3,3,3,3,6,1,2,5,0,2,1,3,2,0,2,1,2,5,8,5,14,11,2,3,1,0,1,6,2,2,7,5,0,6,5,5,2,6,5,2,1,3,3,6,5,5,5,4,9,3,4,1,2,6,9,7,0,3,3,5,2,1,6,1,2,1,0,1,2,2,1,0,0,2,2,2,0,0,1,2,0,0,1,0,1,0,0,0
S01008630,,296,,0,2,3,2,2,1,2,4,2,1,1,0,2,1,0,2,1,3,2,7,7,19,14,15,13,14,8,9,6,11,9,14,6,6,6,5,6,6,0,4,10,5,1,1,4,0,2,2,2,2,1,3,1,4,1,1,3,1,1,1,5,0,0,0,2,0,2,1,1,3,2,2,1,1,3,1,0,1,0,1,0,2,1,0,2,0,0,1,0,0,2
S01008631,,404,,2,5,4,4,4,4,7,3,1,1,1,0,1,1,2,4,1,3,3,1,6,4,7,13,14,15,9,17,14,15,21,16,15,14,12,9,8,12,4,8,1,9,1,4,4,4,7,4,1,6,2,4,7,4,5,3,1,4,5,0,4,2,4,4,2,2,3,5,4,4,4,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
S01008632,,458,,5,3,2,5,0,1,0,0,1,2,4,1,1,0,2,0,3,2,0,4,1,4,8,9,4,13,10,16,18,17,16,16,12,7,19,10,2,2,5,13,11,10,10,12,12,9,2,7,6,9,7,5,5,8,6,11,7,4,6,7,3,6,3,3,4,5,4,2,3,5,0,1,3,1,0,3,3,2,0,6,1,1,2,1,1,1,0,2,0,0,0
S01008633,,466,,4,2,2,4,6,6,6,6,6,10,4,7,6,7,10,4,8,7,1,5,3,4,12,12,13,3,4,4,3,7,3,3,1,2,5,4,2,4,2,7,6,5,5,10,0,8,3,13,8,3,7,8,7,4,2,8,9,4,5,5,5,10,6,3,4,4,4,9,5,7,4,7,1,7,2,14,7,1,3,2,1,5,3,3,4,4,2,1,0,1,8
S01008634,,386,,3,3,3,5,7,6,6,9,4,6,4,3,4,1,4,2,5,7,3,4,6,16,21,17,21,7,11,8,3,3,3,2,2,7,4,2,4,0,4,4,2,1,4,6,4,4,4,2,3,4,3,7,9,4,5,4,3,3,7,8,4,4,3,5,3,4,2,3,2,6,1,2,4,3,1,1,4,0,2,1,4,0,0,0,3,0,2,1,0,0,0
S01008635,,386,,6,3,5,6,1,5,1,2,6,3,0,3,2,4,3,1,7,3,1,6,14,17,10,8,8,12,7,11,8,3,5,4,7,8,4,9,10,9,5,3,6,9,6,3,5,4,5,2,2,2,6,7,2,6,5,9,7,5,3,5,8,6,3,3,2,4,1,2,4,0,2,2,2,2,1,0,1,0,2,0,0,0,1,3,4,1,0,0,0,0,3
S01008636,,360,,2,0,3,4,10,3,5,0,0,0,1,2,4,2,0,8,4,7,2,3,10,12,6,17,9,10,9,9,5,5,3,6,6,4,4,5,8,4,4,3,2,5,7,0,3,5,3,3,9,8,1,4,7,4,1,6,5,4,9,6,2,4,1,4,6,6,3,1,1,6,1,3,3,1,6,4,0,4,0,0,0,0,2,3,1,1,0,1,0,2,3
S01008637,,330,,7,4,2,4,1,5,2,7,9,2,5,3,4,3,3,0,2,1,3,5,3,7,2,2,6,4,10,15,9,6,9,3,6,7,2,3,7,3,6,0,2,4,5,6,4,8,6,6,0,7,3,6,5,3,3,4,7,7,1,3,2,1,3,3,0,4,4,4,4,2,0,2,3,0,2,4,2,1,1,2,4,2,2,0,0,1,1,1,0,2,1
S01008638,,385,,1,3,2,2,4,2,2,0,3,4,2,2,0,2,0,1,3,2,5,11,16,19,17,12,12,8,11,8,11,11,9,5,3,8,5,2,0,0,16,1,0,0,4,1,4,5,4,5,7,2,10,4,2,2,3,5,3,2,3,3,1,2,3,1,6,4,3,3,3,6,3,6,2,3,2,0,1,5,1,4,5,0,5,4,1,2,2,1,5,0,7
S01008639,,464,,5,2,6,4,3,5,2,1,6,3,3,2,4,1,3,3,2,3,3,3,8,15,23,8,10,9,18,12,15,24,15,3,23,17,14,13,9,2,3,13,2,7,12,7,6,6,4,8,4,5,4,6,4,5,3,4,2,2,4,2,1,7,1,1,7,4,2,2,2,2,1,2,1,0,1,0,1,3,2,1,1,1,0,1,0,2,0,0,1,0,2
S01008640,,390,,3,1,4,0,4,6,0,2,3,3,2,0,1,0,4,0,3,5,5,4,6,25,27,23,14,16,27,16,14,5,6,17,10,12,6,3,4,2,2,5,5,2,6,1,11,2,5,6,3,3,2,2,1,1,1,5,4,4,7,2,0,1,4,2,1,2,1,1,0,1,4,1,0,1,0,0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
S01008641,,389,,3,3,2,1,2,1,1,2,1,0,2,1,1,1,1,2,2,1,8,15,24,22,21,26,24,20,21,8,18,5,11,8,15,9,7,5,8,3,3,7,4,7,3,2,3,4,1,0,2,5,2,4,2,2,1,4,3,1,1,3,0,1,4,0,2,2,1,2,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1
S01008642,,479,,2,5,4,5,5,4,3,0,2,3,6,6,2,2,2,3,2,4,2,14,19,17,29,26,18,20,14,13,12,8,10,15,6,14,17,8,11,11,9,2,7,4,8,2,5,0,5,4,6,4,4,5,4,1,3,5,3,2,4,2,3,3,4,4,3,6,1,3,3,3,4,0,1,2,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
S01008643,,344,,7,8,4,3,5,2,2,4,2,0,5,1,3,5,1,3,2,0,4,0,2,13,6,6,11,5,7,5,12,6,11,4,11,13,6,14,10,3,4,8,2,6,1,5,11,6,7,3,5,3,6,5,5,6,1,5,6,3,3,6,0,2,1,4,2,4,4,1,0,0,0,1,0,2,1,0,1,1,0,1,0,0,0,1,3,0,0,1,0,0,1
S01008644,,406,,5,8,4,3,4,2,1,1,3,3,2,2,1,1,1,2,2,1,2,9,25,25,34,17,13,11,8,18,7,8,14,12,6,2,9,3,5,4,0,7,4,7,6,4,7,5,3,3,1,4,3,5,4,3,0,0,3,5,1,3,5,1,3,6,0,2,2,1,2,0,0,0,0,0,4,0,1,2,1,2,4,0,5,3,2,1,1,2,0,0,0
S01008645,,409,,7,8,8,1,3,5,2,3,3,5,3,2,5,4,1,4,2,2,2,11,18,21,18,20,18,16,11,10,16,12,7,12,9,8,7,5,4,6,5,4,3,15,4,4,2,0,7,2,4,4,3,3,5,1,3,2,1,3,3,2,0,2,0,0,2,0,1,1,5,0,1,1,0,1,1,2,0,4,0,3,0,1,0,0,1,0,1,2,1,0,0
S01008646,,437,,5,10,3,4,4,2,1,4,2,1,2,2,2,3,2,2,2,1,3,1,11,12,22,27,10,16,22,21,15,10,13,14,13,12,9,1,12,6,7,1,5,8,7,3,2,8,5,10,3,7,4,2,6,2,2,0,7,3,2,1,2,0,0,0,2,2,4,1,4,0,1,2,2,2,3,3,0,1,2,1,3,1,0,1,1,1,1,0,0,0,0
S01008647,,376,,3,5,1,5,6,2,0,1,0,0,0,0,1,0,2,1,0,0,0,4,20,17,21,37,13,8,10,14,22,14,16,15,7,10,6,6,10,6,11,5,10,3,2,1,3,4,5,3,5,5,3,1,1,1,2,2,0,2,2,2,2,2,1,2,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
S01008648,,274,,3,1,6,1,1,2,0,1,0,1,2,1,3,0,0,1,0,0,1,4,1,14,22,13,13,3,13,8,12,17,9,3,12,5,3,8,7,9,6,7,3,5,3,2,0,1,2,3,2,0,0,1,1,3,2,2,1,1,2,0,2,4,1,3,1,1,0,1,1,0,2,0,1,2,1,1,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0
S01008649,,459,,2,4,4,0,0,1,1,1,0,1,0,0,0,0,0,1,0,2,3,3,8,9,7,19,19,12,15,20,20,18,18,19,20,20,11,24,14,11,9,13,3,5,5,10,7,3,3,4,4,5,2,4,7,3,4,2,7,0,1,2,6,2,3,1,1,3,1,1,1,1,1,0,3,2,1,0,1,2,2,0,1,5,0,1,1,3,2,0,1,0,3
S01008650,,367,,1,2,1,3,0,0,1,0,1,1,0,0,0,3,0,1,2,0,2,0,8,5,4,16,14,20,13,22,20,11,22,27,9,14,15,10,7,3,1,5,7,1,17,4,1,2,3,7,2,8,7,4,3,3,3,2,2,0,3,1,2,0,3,1,3,1,1,0,0,1,0,1,1,0,3,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0
S01008651,,569,,0,1,0,1,2,0,1,0,1,0,0,0,1,0,0,0,3,1,8,39,44,16,28,35,40,18,16,21,18,26,18,26,10,16,9,11,10,7,14,8,4,10,0,5,10,7,7,6,4,2,8,8,5,1,5,5,1,0,5,1,4,1,6,0,2,3,0,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1
S01008652,,318,,6,2,2,2,1,1,1,2,1,1,0,1,1,0,2,0,1,1,0,1,0,9,8,7,11,11,9,17,13,16,14,0,9,8,7,1,5,14,4,16,5,4,10,7,7,14,2,6,7,1,7,5,2,4,3,3,2,0,0,1,2,2,1,0,1,2,0,2,1,1,1,0,2,0,0,0,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0
S01008653,,425,,4,1,4,1,4,4,2,1,0,1,1,0,0,3,3,3,2,1,5,16,17,15,30,11,14,16,16,24,18,20,9,18,13,8,8,3,3,6,11,10,3,5,2,8,3,3,2,2,6,2,2,4,5,6,4,3,0,0,1,3,4,1,2,1,5,3,0,2,0,0,3,2,0,0,0,0,3,2,1,1,2,0,2,0,0,0,0,0,0,0,1
S01008654,,546,,4,5,3,3,1,1,4,2,1,3,0,1,0,0,1,0,2,2,1,1,20,20,21,14,22,17,30,26,33,19,11,17,13,18,17,20,21,6,14,10,7,4,4,11,6,11,3,7,2,2,11,8,3,1,1,2,8,6,6,4,3,4,4,2,2,1,1,3,0,2,1,2,0,0,0,1,1,2,1,2,0,0,1,0,0,0,1,0,0,0,1
S01008655,,476,,0,2,3,3,1,1,0,2,0,0,1,1,1,0,5,3,1,1,2,16,26,11,20,16,18,19,19,35,29,31,26,21,12,5,18,8,6,8,4,2,12,6,1,0,2,4,5,2,3,1,5,3,4,0,4,3,5,3,2,2,2,1,4,1,6,2,0,2,0,3,1,0,2,1,0,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0
S01008656,,404,,4,1,2,2,0,2,1,2,2,1,1,0,1,0,0,0,1,1,3,5,4,22,19,15,9,10,22,15,27,17,13,15,13,5,7,2,14,9,1,8,7,13,7,6,3,6,6,1,7,3,5,9,6,3,4,1,5,2,4,3,3,0,1,2,2,3,2,0,1,1,1,0,2,2,0,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0
S01008657,,350,,7,5,8,0,0,0,1,3,0,0,4,1,3,3,2,0,0,1,2,11,11,12,12,17,5,17,14,6,23,10,14,14,7,8,5,5,4,7,5,9,3,5,1,5,5,2,0,3,4,4,4,2,0,6,2,2,0,5,0,3,5,2,0,4,3,3,1,2,2,4,1,1,0,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1
S01008658,,641,,4,2,2,2,4,1,2,4,2,1,0,0,2,3,1,0,1,4,19,26,31,38,29,42,30,23,28,17,17,18,16,15,17,13,12,13,12,14,0,5,12,5,7,8,11,9,6,8,6,10,6,5,4,6,2,6,2,7,6,5,5,0,2,1,2,4,0,2,4,1,0,2,1,1,1,0,2,2,0,5,1,4,0,0,0,0,0,0,0,0,0
S01008659,,410,,3,0,2,4,0,2,2,1,0,0,2,0,3,4,2,5,0,1,3,19,22,32,28,19,15,14,15,12,12,15,9,7,3,13,4,8,6,2,12,2,10,0,4,4,5,2,12,6,0,3,7,3,2,0,1,1,4,1,2,3,0,3,4,2,2,2,2,2,3,2,2,4,1,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,2
S01008660,,510,,3,5,4,0,7,1,3,1,2,1,1,2,0,2,1,0,2,1,3,13,28,37,31,27,21,22,21,18,10,19,16,10,14,4,14,10,10,8,4,6,4,11,3,6,6,2,6,1,3,4,7,2,0,11,9,5,2,0,4,3,8,4,2,3,2,3,4,0,1,2,1,1,0,3,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0
S01008661,,498,,1,3,0,1,0,3,3,1,2,2,1,0,1,2,2,3,3,1,10,17,44,23,23,21,16,19,21,19,12,22,9,18,13,6,4,6,4,8,2,5,6,5,3,5,7,6,3,6,3,7,7,6,5,7,3,2,0,5,4,5,5,3,0,1,5,5,5,3,1,0,3,4,0,1,1,2,1,1,0,4,1,2,1,0,0,1,0,0,1,0,1
S01008662,,394,,2,3,1,0,1,0,0,2,2,1,1,0,4,1,0,0,2,2,25,35,45,44,28,21,6,20,9,10,18,7,9,10,3,2,6,4,3,3,1,5,5,7,1,1,3,0,1,2,2,3,0,1,3,1,3,5,2,1,1,1,2,0,1,1,1,2,0,1,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S01008663,,422,,3,1,1,0,2,0,0,1,0,0,1,0,1,0,1,1,0,1,2,3,19,30,29,23,15,18,19,23,11,9,16,13,11,6,4,7,9,9,9,5,1,7,7,5,10,10,2,4,3,5,6,3,0,0,7,3,2,0,4,0,3,1,0,5,3,2,4,4,2,2,2,3,0,1,0,0,0,1,0,1,0,2,1,1,2,0,0,0,0,0,0
S01008664,,356,,2,4,1,0,1,2,0,2,0,0,1,2,0,0,0,3,1,5,1,7,10,21,27,22,7,10,15,12,14,15,11,15,6,4,12,4,5,6,7,8,9,0,0,4,4,6,4,4,1,3,2,2,2,6,2,2,6,5,3,4,3,3,4,3,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0
S01008665,,629,,3,4,1,6,1,2,2,1,2,4,5,4,3,1,1,1,4,4,25,39,45,37,20,23,27,18,19,12,17,17,11,14,18,21,12,12,10,7,15,12,9,3,11,2,3,0,6,8,7,8,7,4,3,2,5,5,12,3,8,6,0,3,2,5,3,3,0,4,1,0,0,0,4,4,1,1,0,0,1,0,0,2,0,0,0,1,1,0,0,0,1
S01008666,,467,,2,3,4,8,2,2,5,2,1,0,1,2,1,3,1,3,1,1,7,9,32,43,42,38,41,31,16,9,18,7,10,7,9,6,5,4,2,3,6,3,4,6,1,1,5,1,2,1,2,4,3,0,7,0,3,4,2,4,3,1,3,1,1,2,1,1,1,0,0,2,0,3,1,1,0,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0
S01008667,,415,,2,4,0,0,0,1,1,1,0,1,1,1,0,2,1,5,3,3,9,29,29,37,46,20,19,26,20,14,8,3,3,3,6,4,3,4,3,3,0,3,3,1,2,3,3,3,2,4,5,6,3,2,2,4,1,5,1,4,4,3,2,4,2,4,2,1,2,2,2,3,1,1,1,0,0,1,1,1,0,1,0,0,2,0,0,0,0,1,1,1,0
S01008668,,330,,2,3,5,0,0,2,0,2,1,1,0,1,0,1,0,0,1,1,1,10,19,34,27,26,16,9,10,12,13,12,10,13,7,5,4,7,5,2,1,3,0,6,2,0,5,2,2,2,3,2,1,2,2,0,2,6,4,2,0,0,1,3,1,1,0,0,0,0,1,1,0,0,0,0,2,2,2,0,0,1,1,0,0,1,1,1,1,0,0,0,1
S01008669,,255,,1,1,2,0,1,0,0,4,0,3,0,1,1,3,0,1,0,1,3,19,47,37,22,24,18,12,4,1,5,6,9,3,0,2,1,2,1,1,0,2,0,0,2,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S01008670,,404,,0,1,4,0,3,0,1,1,3,0,0,0,0,0,0,1,2,1,6,33,49,71,43,43,18,10,13,17,5,5,2,6,3,1,1,2,2,3,1,3,4,2,3,1,0,1,2,0,0,0,3,1,2,1,1,0,2,1,2,3,0,1,1,3,1,0,2,2,1,0,1,0,0,0,0,0,1,0,2,0,3,0,1,0,1,0,0,0,0,0,1
S01008671,,391,,1,1,0,1,0,0,0,2,2,0,1,0,0,1,0,0,0,3,1,20,46,42,50,25,25,12,12,14,9,7,7,7,5,6,6,2,2,12,1,4,6,3,2,2,0,6,0,3,4,2,1,0,1,0,2,3,3,1,0,0,2,2,1,1,1,1,1,1,2,2,2,0,1,0,1,0,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0
S01008672,,332,,1,1,1,4,2,3,1,1,1,0,0,0,0,4,0,0,0,2,3,18,18,28,14,30,12,15,15,7,12,8,7,7,12,10,9,3,2,5,2,0,1,1,4,1,2,4,0,2,4,2,1,4,5,3,1,3,4,3,2,1,4,0,3,1,2,1,2,0,0,3,1,0,1,0,0,1,0,2,1,0,0,1,1,0,0,0,1,0,1,0,0
