"Table 1b: Estimated population by sex, single year of age, 2011 Data Zone area, and council area: 30 June 2016 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,Council Areas,All Ages,,,,,MALES,,,,,,,,,,,,MALES,,,,,,,,,,,,,MALES,,,,,,,,,,,,,MALES,,,,,,,,,,,,,MALES,,,,,,,,,,,,,MALES,,,,,,,,,,,,,MALES,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01008103,East Dunbartonshire,311,,4,3,2,5,4,5,4,2,5,1,4,0,4,5,4,6,0,3,2,2,6,4,0,3,8,12,0,4,4,6,2,4,3,4,9,6,4,6,1,0,4,6,3,7,8,4,5,5,7,6,6,5,8,4,8,4,3,3,5,6,3,0,4,1,3,5,4,4,5,0,0,0,4,2,1,2,0,1,3,0,3,1,1,1,2,0,0,1,0,0,2
S01008104,East Dunbartonshire,394,,3,11,2,7,5,4,9,5,5,4,3,4,1,4,3,3,7,6,5,0,4,8,5,13,2,4,9,7,6,7,1,3,2,1,7,9,8,2,8,6,4,3,6,6,1,3,5,2,2,4,5,7,4,8,4,5,6,14,3,5,6,2,4,7,3,2,8,3,3,0,2,6,6,4,2,4,5,2,2,9,3,1,1,2,2,1,0,1,1,0,2
S01008105,East Dunbartonshire,534,,8,3,7,9,6,5,7,9,11,7,5,9,4,3,6,11,7,4,10,12,17,9,10,7,8,7,8,6,7,4,7,4,6,3,12,9,6,11,0,5,6,5,3,2,7,5,11,7,3,13,6,7,10,4,8,8,8,11,7,11,4,1,4,11,6,9,2,9,4,6,5,3,4,7,7,4,2,4,0,0,2,3,2,0,0,1,0,0,2,0,1
S01008106,East Dunbartonshire,341,,3,3,7,3,4,5,3,4,0,7,5,5,1,2,3,6,6,6,5,1,4,2,3,2,3,6,2,7,7,1,6,9,4,5,0,4,0,4,1,3,3,4,1,0,2,5,5,5,15,12,0,7,4,0,9,6,4,7,10,2,6,4,10,3,5,2,5,3,5,4,6,4,2,4,3,2,2,1,4,2,2,0,0,0,4,1,2,2,0,0,0
S01008107,East Dunbartonshire,626,,17,8,8,6,9,9,5,12,11,12,16,15,12,13,6,18,11,14,10,7,7,9,10,12,8,5,6,3,3,3,6,4,5,4,10,7,11,15,13,6,19,9,7,14,12,20,11,4,22,10,8,11,14,8,8,5,8,7,11,10,3,4,3,3,5,5,0,2,0,3,2,1,0,0,2,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1
S01008108,East Dunbartonshire,335,,3,2,6,5,3,9,4,2,10,4,3,7,2,3,2,5,7,5,2,1,5,0,5,5,0,6,4,6,3,2,7,7,0,4,3,0,5,4,10,3,2,6,8,5,4,4,3,4,6,1,4,0,8,2,4,5,2,8,9,5,5,12,7,9,2,5,3,6,5,4,4,2,3,3,2,2,2,0,3,0,1,0,0,0,0,0,0,0,0,0,1
S01008109,East Dunbartonshire,416,,1,2,3,3,5,8,8,2,6,6,6,4,8,4,5,4,5,8,6,8,6,7,3,7,4,5,8,5,5,4,8,8,0,2,0,3,0,1,10,0,4,4,0,7,0,3,5,3,0,8,5,5,7,10,11,11,7,9,8,8,5,7,8,8,6,6,0,5,4,8,4,6,4,4,2,5,4,4,5,7,2,1,3,0,3,0,1,1,0,0,0
S01008110,East Dunbartonshire,401,,4,4,4,5,6,6,5,5,3,4,5,5,5,6,5,5,5,5,9,11,4,12,4,5,7,5,0,8,4,3,3,2,2,4,5,1,5,6,1,2,8,4,1,4,4,6,9,3,5,7,8,5,14,6,10,8,6,8,4,9,3,3,6,5,4,2,0,2,8,3,4,2,4,4,0,3,2,4,5,1,4,2,4,0,1,1,2,0,1,0,2
S01008111,East Dunbartonshire,420,,1,0,0,3,4,2,5,5,2,1,5,2,4,1,5,3,5,2,3,9,3,12,7,4,7,11,11,6,7,5,3,4,4,4,5,4,4,3,0,2,7,3,0,1,4,2,1,4,9,2,9,6,6,7,14,7,6,4,5,1,2,9,9,6,7,6,2,12,9,10,6,10,2,7,2,3,5,5,3,8,3,3,2,3,7,0,0,4,3,4,2
S01008112,East Dunbartonshire,369,,3,6,3,1,3,2,6,2,1,3,2,4,4,4,4,4,7,3,4,2,3,5,2,5,11,6,8,4,3,4,8,2,2,3,3,2,4,1,0,1,2,4,2,1,10,5,0,6,6,5,4,6,5,4,5,8,7,9,12,6,6,1,8,1,4,2,6,1,9,2,3,8,5,3,3,5,5,3,5,4,6,5,8,2,5,0,2,2,2,0,1
S01008113,East Dunbartonshire,445,,2,2,1,4,3,5,2,2,5,3,6,5,3,3,6,5,1,8,8,12,7,4,7,6,10,7,14,6,4,1,3,3,3,6,5,5,1,6,1,0,5,4,4,3,1,5,5,4,8,8,3,7,6,7,11,6,13,3,9,2,10,3,10,10,4,5,2,12,7,8,1,3,2,5,7,4,7,2,5,6,8,3,5,4,1,7,3,1,0,0,1
S01008114,East Dunbartonshire,316,,3,4,2,4,3,9,3,5,2,1,0,4,2,5,3,5,1,5,4,5,2,7,5,3,6,4,1,1,1,2,1,3,3,3,2,5,4,0,4,6,4,2,4,4,1,4,3,3,6,8,6,3,9,4,4,4,2,13,10,3,7,3,3,7,2,3,3,1,2,3,2,2,2,3,5,7,3,3,5,3,2,2,3,6,2,0,0,0,0,1,1
S01008115,East Dunbartonshire,388,,6,2,4,0,5,2,0,2,1,2,6,3,2,3,7,9,8,4,5,4,9,8,6,12,5,13,11,4,6,4,8,3,4,3,11,6,2,1,2,0,3,4,1,2,3,4,2,5,4,7,4,8,9,8,12,9,7,4,7,5,11,6,8,5,6,7,6,3,3,6,3,3,2,0,4,2,1,0,1,2,4,0,1,2,0,0,0,1,0,0,0
S01008116,East Dunbartonshire,421,,6,2,7,5,5,9,5,2,4,5,7,3,12,5,3,3,6,5,9,8,4,3,9,1,3,7,4,1,2,0,5,2,0,12,5,4,9,2,2,9,4,3,8,6,1,5,4,9,5,6,4,8,12,3,8,7,5,5,3,4,8,7,4,5,6,3,6,8,5,11,7,5,5,2,3,4,0,4,3,4,3,0,2,1,2,1,2,1,3,1,0
S01008117,East Dunbartonshire,361,,4,0,5,10,2,4,3,7,2,2,4,3,4,2,4,7,0,6,3,1,7,6,2,5,3,1,5,1,6,4,3,3,5,0,1,5,2,2,0,0,3,3,7,1,7,3,6,6,5,3,2,4,9,6,6,8,5,4,12,5,6,6,3,4,3,6,4,8,13,7,6,5,6,3,0,1,8,2,5,6,1,4,1,5,4,2,2,0,1,0,0
S01008118,East Dunbartonshire,434,,4,3,3,4,5,6,8,5,6,8,13,7,7,12,8,6,8,7,7,6,5,5,1,3,8,4,1,3,3,6,3,5,13,2,4,4,6,9,5,3,4,1,4,5,7,13,3,9,4,12,12,6,2,3,2,3,6,5,1,7,9,6,5,7,2,6,4,3,7,3,0,4,2,4,2,3,2,1,5,1,2,0,6,1,3,2,1,0,2,0,6
S01008119,East Dunbartonshire,318,,5,0,8,6,7,4,5,8,3,5,7,4,7,7,2,7,4,1,6,1,4,3,10,4,6,2,4,3,6,3,2,5,4,3,3,4,2,4,0,2,1,4,3,6,3,2,7,4,0,3,2,4,0,5,4,7,3,2,7,2,8,7,0,9,2,1,3,4,5,1,3,1,4,0,6,1,2,3,2,4,0,3,2,0,1,0,3,2,0,0,1
S01008120,East Dunbartonshire,286,,4,4,1,4,4,5,1,5,6,7,4,0,7,1,4,4,2,4,1,3,4,2,3,4,4,7,0,2,7,2,2,2,2,4,4,4,1,2,3,0,9,5,4,3,3,1,0,4,0,4,8,5,5,0,3,2,6,1,6,5,4,3,6,3,0,3,4,5,5,2,4,2,6,5,2,1,2,1,3,1,3,4,2,0,2,1,2,0,0,0,6
S01008121,East Dunbartonshire,326,,2,3,4,1,6,5,2,2,3,6,2,3,4,6,2,5,9,3,2,6,5,9,3,1,0,2,4,4,0,1,3,2,1,1,1,1,2,6,4,5,4,1,4,3,6,6,2,5,5,5,1,8,5,6,6,5,4,2,1,3,6,4,4,10,3,5,4,5,5,7,1,5,5,5,3,5,4,5,4,0,2,4,2,2,3,0,2,2,2,1,3
S01008122,East Dunbartonshire,358,,1,2,5,2,2,7,5,7,2,10,2,3,4,2,6,6,9,5,11,2,8,2,7,2,0,5,4,7,5,1,6,3,0,1,2,1,0,1,7,3,11,7,6,7,3,6,3,0,0,8,6,14,6,1,8,7,4,6,1,6,6,2,7,3,0,7,3,6,4,6,6,2,2,5,2,4,1,3,3,2,0,1,2,1,1,2,1,2,1,2,3
S01008123,East Dunbartonshire,423,,5,1,4,4,6,1,1,1,7,5,5,4,7,2,4,7,5,5,6,5,4,13,8,9,6,1,5,2,1,5,7,0,4,4,7,1,6,8,3,7,0,2,3,6,0,3,3,1,5,4,9,5,7,5,10,11,5,8,7,5,6,1,9,3,4,7,9,4,4,7,8,8,9,10,8,5,3,1,6,6,5,1,1,1,0,2,2,0,1,1,6
S01008124,East Dunbartonshire,399,,5,4,1,7,2,4,1,1,4,8,4,11,2,2,4,5,6,5,10,9,2,12,7,9,1,0,2,6,2,0,1,4,5,2,9,1,2,2,1,3,1,6,3,9,1,3,10,7,4,7,9,5,7,12,11,8,7,0,4,8,4,9,8,3,3,4,5,8,4,9,6,9,5,2,3,8,6,2,2,3,1,0,2,1,2,0,1,1,0,0,0
S01008125,East Dunbartonshire,408,,3,9,4,5,6,8,6,4,5,4,5,4,6,1,1,4,4,6,5,0,4,5,5,7,4,2,8,4,6,4,5,3,4,0,4,2,5,9,1,3,4,4,4,10,0,7,8,6,3,3,7,4,6,6,8,3,8,10,5,6,6,5,8,8,5,8,3,8,7,5,2,6,5,3,4,5,3,4,1,1,3,5,4,3,1,2,0,2,1,0,3
S01008126,East Dunbartonshire,353,,7,4,2,3,4,5,2,0,3,0,6,5,2,2,4,2,5,4,4,4,8,7,4,6,2,3,4,7,3,0,1,2,6,6,1,0,6,4,0,4,0,0,4,2,3,5,3,6,7,9,3,6,6,8,6,6,5,2,3,5,8,4,6,13,11,8,8,7,6,10,6,8,4,5,2,1,1,3,2,1,0,0,1,0,0,0,2,1,1,0,3
S01008127,East Dunbartonshire,379,,6,6,21,8,11,2,11,5,4,3,2,10,5,3,2,3,2,2,4,4,6,4,5,6,5,4,2,1,1,0,5,1,2,8,5,9,1,9,6,9,7,5,7,5,7,5,8,7,8,8,6,7,3,2,0,3,8,6,3,7,1,5,2,6,2,5,4,0,3,8,2,0,1,7,1,1,1,0,0,3,4,2,2,1,1,0,1,0,1,0,0
S01008128,East Dunbartonshire,421,,6,2,3,5,4,2,6,1,5,6,2,3,3,4,4,7,5,3,6,4,7,14,5,10,11,1,4,7,7,5,2,1,3,6,0,2,4,5,4,1,7,1,4,1,0,4,7,8,8,5,4,8,8,8,8,4,8,7,7,4,7,6,11,5,5,9,7,6,8,5,10,4,7,3,3,3,3,2,3,5,2,3,2,1,2,4,1,1,0,2,0
S01008129,East Dunbartonshire,447,,3,0,5,4,6,5,8,7,8,3,10,2,4,7,4,6,3,3,7,4,4,10,3,8,9,6,5,6,10,10,3,4,2,8,7,3,12,2,7,1,4,14,5,3,7,8,8,6,6,3,6,10,12,8,7,7,11,9,7,9,9,0,4,3,1,5,11,4,4,1,6,4,0,2,1,0,4,2,0,1,4,1,1,1,1,3,0,1,1,0,3
S01008130,East Dunbartonshire,484,,9,4,3,8,3,4,6,3,3,4,5,3,3,9,7,7,4,9,2,7,7,12,4,8,7,11,14,14,10,5,13,1,7,5,4,7,0,0,3,5,6,4,7,1,8,9,8,6,5,11,10,11,1,16,5,2,6,14,5,11,4,11,7,2,6,4,2,7,3,6,4,0,5,3,2,4,3,4,2,2,2,6,2,2,1,0,1,2,0,0,1
S01008131,East Dunbartonshire,410,,7,6,4,7,4,1,3,6,4,4,3,6,10,4,4,2,4,3,4,5,3,4,5,2,6,3,5,7,4,4,10,5,8,7,6,5,5,5,5,5,10,3,7,6,8,0,7,11,4,6,5,15,7,6,6,7,2,2,5,6,8,5,4,8,4,2,2,7,5,3,6,7,4,1,0,4,1,4,3,1,3,1,2,2,2,0,1,0,0,0,2
S01008132,East Dunbartonshire,529,,7,3,6,2,3,6,7,8,4,10,7,8,5,7,4,10,4,1,12,7,8,8,4,8,0,2,2,1,3,3,3,4,6,3,2,1,5,2,7,2,10,6,6,5,7,8,9,7,9,13,10,6,10,9,8,7,6,6,7,9,12,8,9,3,7,6,8,4,5,8,7,6,7,3,7,8,5,5,9,7,1,11,7,1,3,3,4,2,2,2,6
S01008133,East Dunbartonshire,292,,0,2,4,3,1,3,3,1,3,1,6,3,2,4,3,4,4,0,3,2,5,2,0,1,6,5,3,0,3,3,6,4,4,2,5,2,3,7,4,1,2,5,0,3,1,6,2,3,7,7,5,1,5,6,5,5,5,4,4,5,4,4,3,6,3,2,6,4,6,5,2,5,4,2,3,3,7,5,2,2,0,2,2,2,1,0,3,0,0,2,3
S01008134,East Dunbartonshire,269,,0,1,2,2,0,1,2,1,1,4,2,0,4,2,0,2,1,1,5,5,2,3,0,0,5,4,2,4,5,9,3,7,14,2,5,8,2,2,2,1,0,3,3,0,1,11,1,4,6,8,6,5,11,9,1,3,1,4,5,4,5,8,3,2,3,5,2,4,3,3,0,3,5,3,1,0,3,2,2,2,1,0,1,2,0,0,0,1,0,0,3
S01008135,East Dunbartonshire,536,,3,4,3,4,9,14,9,9,13,1,9,14,7,6,7,2,13,5,4,5,2,8,2,7,8,3,11,4,0,5,11,14,5,0,8,4,9,8,9,7,10,4,10,6,9,7,10,3,12,9,8,12,15,6,11,8,7,8,8,1,3,12,5,6,2,3,2,4,8,8,2,0,3,2,2,1,6,3,2,1,1,4,3,2,1,0,0,1,3,4,12
S01008136,East Dunbartonshire,402,,0,5,4,0,5,4,3,5,6,2,6,8,5,7,3,6,3,1,5,6,1,3,3,9,2,5,8,6,3,1,5,6,11,1,8,3,0,4,5,11,3,7,5,6,6,4,7,9,7,3,2,4,8,6,7,3,7,11,7,5,10,6,6,3,8,3,1,6,8,9,4,1,1,4,3,6,3,1,3,5,6,3,0,0,0,2,0,0,0,1,3
S01008137,East Dunbartonshire,387,,8,10,10,6,4,11,6,12,4,11,9,6,0,4,9,4,3,8,7,4,6,7,7,5,2,1,7,4,1,11,0,4,7,2,5,3,10,3,9,4,9,1,1,8,6,5,3,1,6,7,4,5,1,3,3,9,1,10,9,1,5,4,7,5,5,3,1,2,3,5,4,2,2,3,2,1,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0
S01008138,East Dunbartonshire,427,,5,2,4,5,5,4,5,10,6,5,3,4,6,3,7,10,6,7,7,6,12,12,15,4,7,4,3,8,5,0,3,5,0,3,8,7,5,9,2,5,6,4,5,5,6,10,8,10,5,5,0,7,7,15,8,5,4,5,3,4,8,3,4,9,3,6,10,3,3,3,2,4,0,2,1,2,3,1,1,1,2,1,1,1,0,0,0,1,2,0,1
S01008139,East Dunbartonshire,434,,5,11,7,11,2,8,1,4,7,4,5,1,11,7,5,6,8,6,11,6,2,8,6,7,2,13,3,5,13,3,8,4,0,5,0,6,4,1,3,1,4,6,8,2,3,10,7,4,5,2,11,15,7,5,8,4,6,10,9,5,5,4,4,4,3,7,4,4,0,4,2,2,3,3,3,4,3,4,2,3,3,2,0,2,0,2,1,0,0,2,3
S01008140,East Dunbartonshire,302,,4,1,5,1,5,12,5,5,7,5,6,1,5,5,4,7,4,4,1,0,3,4,9,3,2,0,10,3,5,10,7,3,2,6,5,6,0,1,3,3,0,2,0,4,10,1,3,2,1,2,6,1,12,3,10,3,3,6,6,2,4,2,1,0,3,1,6,1,5,1,2,0,3,2,2,0,0,2,0,2,1,3,1,0,2,4,1,2,0,0,2
S01008141,East Dunbartonshire,357,,3,3,4,2,3,4,7,2,5,3,4,6,4,4,3,6,9,6,4,2,0,2,5,4,4,3,6,3,4,2,5,1,6,0,5,1,2,0,2,1,1,6,4,6,3,9,3,0,4,6,11,2,9,6,8,8,2,9,9,7,7,3,5,3,3,10,6,6,4,6,3,4,7,2,5,3,0,3,7,4,3,2,0,2,2,2,1,0,1,0,0
S01008142,East Dunbartonshire,394,,6,1,5,1,4,2,4,8,4,4,5,2,7,7,6,4,10,4,2,7,4,6,2,6,7,9,5,7,3,4,9,3,3,4,4,8,3,5,5,0,0,1,3,7,3,4,6,8,3,4,7,8,11,2,6,5,6,9,7,9,6,7,10,11,4,7,3,5,3,7,4,3,4,1,1,1,2,4,2,1,0,3,4,0,1,1,0,0,0,0,0
S01008143,East Dunbartonshire,429,,11,5,5,4,0,6,9,9,3,1,7,7,3,2,5,9,1,6,6,5,5,10,9,10,4,0,2,5,5,7,3,5,7,1,1,9,4,10,3,15,4,11,5,3,5,6,0,2,5,10,7,3,5,12,6,10,8,7,3,7,11,3,9,0,3,4,5,3,4,4,0,6,3,0,4,2,3,3,3,0,7,4,4,0,4,0,0,0,1,0,1
S01008144,East Dunbartonshire,"1,075",,19,31,18,25,23,29,17,25,24,12,14,17,9,10,10,8,7,11,14,7,8,12,13,8,7,9,9,7,11,15,11,25,12,20,28,25,28,20,13,28,33,19,21,31,18,16,17,19,11,19,3,11,13,22,9,12,13,11,7,7,6,6,6,4,6,9,12,5,6,8,5,7,2,2,8,2,1,7,1,2,6,3,3,2,0,4,0,0,0,1,0
S01008145,East Dunbartonshire,396,,4,3,8,7,3,2,6,3,8,1,8,4,7,6,2,6,7,4,5,5,7,2,2,8,3,6,9,1,2,4,11,3,4,5,5,0,5,2,1,8,4,9,8,4,6,4,5,1,9,6,4,10,5,4,8,3,4,5,6,14,8,11,2,2,4,10,0,3,2,6,5,5,3,4,3,0,4,5,3,2,1,1,3,0,1,2,0,0,0,0,0
S01008146,East Dunbartonshire,250,,1,3,2,2,1,5,5,5,2,3,0,2,2,4,5,4,1,6,2,3,5,5,7,5,7,2,3,7,8,4,1,3,4,3,1,2,3,0,3,1,2,1,4,6,1,3,0,7,1,2,1,6,3,3,1,4,6,5,2,7,1,4,3,0,5,0,2,0,5,2,0,6,4,0,2,1,0,1,3,2,2,1,0,1,1,1,2,0,0,0,4
S01008147,East Dunbartonshire,377,,2,0,6,8,4,6,7,2,3,2,2,5,5,0,7,6,2,6,6,3,5,6,3,4,3,10,5,11,5,1,7,3,2,8,7,9,0,9,3,4,3,4,3,3,2,5,3,7,10,6,4,5,5,3,7,0,7,2,8,5,8,3,3,6,6,9,7,7,7,8,1,3,3,3,4,3,2,2,0,0,2,1,4,5,0,0,0,0,0,0,1
S01008148,East Dunbartonshire,361,,2,3,1,0,2,5,3,2,5,8,0,7,4,1,4,4,1,1,2,1,2,6,3,7,3,3,6,1,6,10,6,10,2,5,3,5,5,2,2,6,6,1,6,3,8,13,0,6,6,6,2,9,11,6,7,9,6,9,7,5,3,4,4,1,3,9,6,8,5,8,6,0,4,2,3,0,3,1,0,3,3,4,0,0,1,2,0,1,0,0,2
S01008149,East Dunbartonshire,332,,4,3,4,6,4,7,1,5,2,2,4,2,5,7,4,1,6,5,5,1,7,11,5,3,6,5,7,4,4,3,8,9,2,0,2,11,3,2,1,3,1,6,1,5,4,6,3,4,7,6,6,7,3,9,9,3,2,3,6,1,1,7,3,6,2,2,4,6,2,4,4,1,1,0,2,3,3,1,1,2,1,1,2,2,1,0,3,0,0,0,1
S01008150,East Dunbartonshire,413,,6,7,4,6,5,6,10,6,10,1,4,8,5,3,6,3,5,5,8,4,3,4,8,6,3,6,3,3,6,4,7,3,2,2,9,8,4,1,9,7,5,5,3,1,4,10,4,0,0,3,9,12,7,11,5,5,4,5,7,4,4,4,3,1,6,7,3,3,7,7,3,5,4,1,5,2,5,6,2,5,1,2,2,2,1,1,0,5,0,1,1
S01008151,East Dunbartonshire,332,,4,1,4,1,2,4,5,4,2,3,5,6,2,3,4,1,0,9,10,6,4,8,6,4,6,5,0,4,9,2,3,3,4,5,4,2,0,3,2,1,2,8,5,3,0,5,6,4,13,4,7,10,8,7,7,4,4,4,1,4,5,3,4,3,1,4,3,2,4,2,0,1,4,4,1,2,1,0,4,5,2,3,2,1,0,0,3,3,2,1,5
S01008152,East Dunbartonshire,467,,5,5,6,7,4,4,7,8,5,6,2,8,6,7,3,2,4,13,1,3,11,1,4,6,7,3,5,7,9,3,0,6,3,9,9,2,1,4,2,5,1,7,10,4,4,9,1,4,7,7,3,8,7,7,9,10,9,6,4,4,3,8,6,8,9,1,7,2,7,7,3,10,5,5,3,7,3,4,1,5,5,2,9,7,0,3,1,3,1,2,6
S01008153,East Dunbartonshire,423,,7,6,2,8,4,10,3,3,1,2,0,2,1,2,3,4,3,0,9,3,2,3,8,7,6,4,8,3,6,6,4,3,3,7,1,3,0,4,4,7,8,0,6,3,6,2,4,7,1,0,5,10,5,9,6,10,7,8,9,6,4,4,7,3,10,8,9,10,5,3,7,8,2,3,0,6,7,4,4,3,4,4,4,1,9,1,6,1,3,1,8
S01008154,East Dunbartonshire,368,,2,4,4,2,5,2,6,1,5,4,0,4,4,4,2,3,4,3,4,2,2,7,8,5,7,0,0,6,4,5,2,4,2,3,0,4,1,2,4,0,7,5,3,2,5,5,3,3,4,3,4,2,7,5,5,5,2,6,3,8,11,10,6,3,2,7,10,6,4,16,4,7,5,7,3,3,5,6,4,8,2,4,1,0,4,2,1,2,1,3,3
S01008155,East Dunbartonshire,318,,4,2,1,6,6,1,6,4,0,2,7,1,2,0,1,3,2,1,5,5,5,4,4,4,5,2,2,1,4,7,1,6,2,4,3,8,3,2,1,5,2,1,0,6,0,9,6,1,4,5,3,3,7,3,5,7,3,6,1,9,6,7,5,13,4,7,5,1,5,4,3,3,1,5,6,3,4,2,1,6,2,2,1,2,2,1,0,3,0,0,1
S01008156,East Dunbartonshire,412,,4,5,6,4,3,5,5,12,4,2,8,2,2,4,3,5,8,2,8,8,4,6,5,6,7,3,9,3,5,6,2,8,0,1,8,2,2,1,6,10,2,3,4,8,8,5,0,8,12,3,11,4,3,3,7,8,9,4,10,9,4,8,9,4,5,3,10,3,6,10,3,4,8,4,7,2,0,2,1,0,1,0,1,0,0,0,1,0,0,1,0
S01008157,East Dunbartonshire,360,,2,6,7,2,4,5,5,2,7,1,7,5,4,5,2,7,7,10,2,6,5,4,5,2,6,8,3,9,2,9,0,4,5,8,11,3,3,0,3,6,6,4,2,2,0,4,3,7,7,3,8,6,5,4,6,5,3,4,4,5,8,6,1,7,6,7,5,3,7,4,3,3,2,0,2,3,1,1,2,4,1,0,1,0,1,0,1,0,0,0,1
S01008158,East Dunbartonshire,306,,2,4,2,2,3,0,0,2,4,0,1,4,1,3,5,4,0,3,1,4,3,2,4,6,6,9,0,6,7,2,9,3,1,2,1,0,4,8,3,2,3,5,1,1,7,2,4,4,3,8,3,7,3,3,10,5,2,10,7,12,9,5,9,5,6,11,4,2,5,4,3,1,2,2,2,1,1,1,1,1,1,0,1,2,0,2,0,2,0,0,0
S01008159,East Dunbartonshire,451,,4,6,4,8,5,0,4,5,7,4,9,6,11,3,0,7,2,7,9,5,7,10,5,5,6,7,9,7,5,8,5,7,0,4,4,6,4,6,5,6,6,6,0,3,3,4,6,6,8,3,7,1,9,7,7,3,9,13,6,6,9,8,1,7,5,5,4,7,8,7,1,4,3,5,3,3,4,5,2,1,3,1,5,1,3,1,4,2,0,1,3
S01008160,East Dunbartonshire,467,,7,7,8,4,9,4,9,7,4,5,7,6,6,3,11,7,7,5,15,9,14,9,6,10,1,5,1,8,5,6,1,4,3,5,6,1,6,5,2,0,3,3,4,11,9,5,7,7,7,1,10,8,6,12,3,14,4,10,6,4,0,6,5,1,3,3,2,3,9,10,3,3,4,2,1,4,3,2,4,2,1,3,1,2,1,2,4,4,1,0,6
S01008161,East Dunbartonshire,485,,4,4,4,4,3,4,10,4,9,6,5,4,11,5,8,7,6,5,6,7,12,5,9,6,2,10,5,0,6,0,2,10,0,6,4,5,7,11,0,9,4,3,5,5,11,8,11,14,9,15,11,12,10,11,6,14,11,8,4,0,13,5,2,2,4,8,9,2,4,4,2,1,3,8,0,2,3,0,1,5,4,1,0,0,3,0,0,0,0,1,1
S01008162,East Dunbartonshire,531,,4,5,3,7,6,6,8,8,8,6,6,4,2,3,4,7,9,7,2,7,6,5,5,7,3,6,4,4,7,10,7,1,5,11,6,4,6,2,7,10,3,8,6,12,7,13,12,4,9,14,13,9,10,10,16,2,10,5,11,8,2,6,6,10,8,4,8,3,3,4,2,8,5,5,4,8,6,3,4,4,0,3,0,0,5,1,3,1,0,1,4
S01008163,East Lothian,374,,5,4,10,7,4,4,4,5,3,8,1,7,4,1,3,9,4,3,4,2,5,8,1,4,7,3,6,4,1,7,9,7,7,5,7,2,8,9,4,1,3,7,5,7,6,3,6,10,5,5,2,9,2,5,4,6,3,7,2,4,4,4,0,3,4,7,6,5,4,3,5,2,0,3,4,2,3,1,4,0,2,1,1,3,2,0,1,1,0,1,0
S01008164,East Lothian,623,,5,0,6,4,4,4,4,3,3,12,2,0,1,1,4,6,1,16,33,69,57,26,26,33,14,16,13,13,4,9,8,3,8,8,1,3,2,3,4,3,1,5,7,9,6,4,4,4,4,6,10,10,3,7,9,8,7,11,1,9,4,3,2,8,1,3,9,5,0,3,2,1,3,4,0,2,1,5,1,2,0,0,1,1,1,1,0,0,0,0,3
S01008165,East Lothian,523,,11,14,13,6,15,11,10,9,11,6,6,6,10,12,4,10,9,5,3,0,5,9,2,4,1,0,3,6,4,6,4,8,13,10,15,10,17,13,6,10,12,8,12,12,11,8,12,3,10,4,8,8,2,7,13,4,2,8,3,8,1,0,7,6,1,1,3,1,1,4,2,2,1,0,1,1,1,1,4,1,5,1,0,0,0,2,1,1,1,0,1
S01008166,East Lothian,272,,5,4,2,3,2,5,3,4,6,3,5,2,4,1,2,1,7,3,6,6,7,8,3,2,4,2,4,3,3,4,5,2,4,2,1,4,0,2,4,1,3,4,2,4,4,1,6,3,1,4,9,1,4,2,4,7,1,4,5,3,2,5,8,2,3,3,3,3,5,2,1,2,0,2,0,4,0,1,1,1,1,3,1,0,2,0,1,0,0,0,5
S01008167,East Lothian,359,,6,5,2,8,4,6,7,4,3,9,0,6,11,7,0,7,9,4,8,8,5,2,7,8,7,11,1,9,4,4,5,4,0,6,6,3,2,5,8,3,3,4,2,3,2,6,3,3,2,2,5,4,5,9,8,6,6,5,5,1,3,5,0,2,3,4,4,2,2,4,2,0,3,4,3,2,4,3,1,1,1,0,1,0,2,0,0,0,1,1,3
