"Table 1b: Estimated population by sex, single year of age, 2011 Data Zone area, and council area: 30 June 2016 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,Council Areas,All Ages,,,,,MALES,,,,,,,,,,,,MALES,,,,,,,,,,,,,MALES,,,,,,,,,,,,,MALES,,,,,,,,,,,,,MALES,,,,,,,,,,,,,MALES,,,,,,,,,,,,,MALES,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01010119,Glasgow City,263,,2,2,3,6,4,4,1,6,1,8,7,5,1,4,6,4,4,4,10,3,2,3,0,4,6,9,5,2,9,3,7,9,3,4,2,9,6,5,3,1,0,5,3,1,3,1,3,0,0,3,10,9,7,5,0,1,2,1,3,5,2,2,5,3,0,2,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1
S01010120,Glasgow City,480,,1,5,11,9,10,8,4,0,5,9,7,3,6,6,5,14,16,15,9,10,13,14,9,7,7,14,10,5,13,8,2,7,13,7,5,7,7,7,3,2,2,1,5,9,11,3,3,6,3,1,11,7,9,9,7,7,2,9,7,7,2,6,2,2,2,1,3,4,5,2,2,1,0,1,0,1,3,1,2,1,1,1,1,0,1,0,0,2,1,0,0
S01010121,Glasgow City,269,,2,7,2,10,6,5,4,0,5,4,2,1,1,5,1,5,10,4,5,10,4,3,2,0,2,10,7,7,0,3,7,0,4,3,0,0,7,2,0,1,2,2,0,0,3,4,2,3,0,11,1,4,6,4,7,9,3,1,4,3,6,4,0,5,3,6,1,4,1,2,2,5,3,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1
S01010122,Glasgow City,266,,1,3,7,3,5,3,0,1,4,0,4,6,2,0,5,4,1,2,3,6,4,6,3,7,12,5,1,5,1,8,1,3,7,8,10,4,3,3,4,0,6,3,2,2,0,3,7,3,0,2,4,8,3,5,5,1,7,1,6,9,0,4,2,1,2,4,3,3,0,1,2,1,0,0,1,1,0,1,0,2,3,1,0,0,0,1,1,0,0,0,0
S01010123,Glasgow City,309,,3,8,10,5,7,8,9,2,4,6,2,12,11,4,3,9,7,2,1,6,4,0,4,4,2,6,3,4,7,5,1,8,0,5,4,4,12,6,7,0,4,2,9,3,3,8,2,0,2,3,4,7,2,3,0,2,2,0,2,3,1,4,3,7,0,2,3,3,0,2,3,0,0,0,0,3,1,2,5,0,0,1,0,0,1,1,0,0,1,0,0
S01010124,Glasgow City,281,,6,1,5,6,4,6,7,9,5,3,3,3,1,1,6,7,0,0,5,3,2,6,3,4,4,5,3,2,6,1,8,8,11,8,8,10,5,0,3,3,4,4,2,3,1,1,6,4,3,1,2,5,0,7,7,4,5,5,0,7,4,0,3,1,0,3,1,3,0,2,1,2,3,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
S01010125,Glasgow City,212,,7,5,0,3,3,2,1,4,6,4,6,2,1,6,5,1,1,1,3,3,3,1,0,1,1,0,5,3,1,3,6,3,0,1,3,1,4,9,5,4,2,0,6,2,6,2,2,6,7,1,5,5,0,1,6,1,6,0,3,3,2,1,2,4,1,1,0,2,1,3,0,2,1,2,1,0,0,2,0,2,0,1,0,0,0,0,2,0,0,0,0
S01010126,Glasgow City,325,,6,2,5,9,2,5,3,3,5,4,9,6,2,4,6,2,3,3,2,3,5,4,7,5,5,5,5,3,5,5,2,8,10,1,0,5,3,6,2,7,1,5,4,1,1,7,4,7,5,4,1,9,6,5,14,3,9,2,6,8,4,3,4,7,2,2,1,3,1,4,0,2,3,2,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1
S01010127,Glasgow City,312,,0,3,2,3,5,5,2,3,7,3,3,4,3,4,2,6,2,6,7,3,5,3,2,4,3,0,3,10,4,5,2,6,3,2,0,3,2,7,2,4,0,7,4,6,4,0,2,4,3,4,7,3,14,6,6,0,7,4,6,14,5,3,1,7,4,2,2,3,2,7,2,2,2,2,4,4,1,3,2,5,1,0,1,0,0,1,0,0,0,0,2
S01010128,Glasgow City,232,,4,5,6,8,4,5,2,0,3,7,0,2,2,7,6,2,6,5,3,3,3,4,4,6,10,2,2,9,2,1,5,3,0,6,3,1,3,2,1,5,0,3,3,4,3,0,6,5,5,8,0,1,5,2,0,2,1,1,2,1,2,1,0,3,0,4,2,3,0,1,1,1,0,0,0,2,1,3,1,1,0,0,0,1,0,1,0,0,0,0,0
S01010129,Glasgow City,342,,11,5,9,8,8,12,5,1,2,9,1,12,8,3,4,4,0,2,7,7,3,8,0,5,6,9,11,9,5,6,8,11,7,8,4,11,5,2,5,6,7,5,5,1,2,3,8,5,0,2,5,5,3,5,2,6,2,4,2,4,0,0,1,0,0,0,1,2,0,3,0,5,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
S01010130,Glasgow City,180,,1,3,1,3,0,3,7,1,2,2,4,1,3,1,2,3,3,2,3,1,3,2,6,2,6,7,0,2,3,3,2,0,0,2,1,3,1,0,3,1,5,2,1,2,0,3,3,2,3,2,2,4,0,6,0,3,3,3,2,3,1,3,3,0,0,1,2,2,2,1,1,1,5,1,3,1,2,2,0,0,3,4,0,0,0,0,0,0,0,0,0
S01010131,Glasgow City,428,,2,3,1,2,1,1,1,1,3,2,8,0,3,5,3,3,6,6,2,5,7,3,10,4,14,3,8,6,6,3,1,2,4,2,2,2,2,9,1,0,0,0,5,1,3,2,9,4,9,8,9,11,10,5,6,10,16,10,10,5,8,3,9,8,10,4,8,6,7,7,4,3,6,7,7,10,2,6,1,5,4,6,2,2,6,0,1,0,0,3,3
S01010132,Glasgow City,436,,2,5,6,2,5,3,2,2,9,7,5,3,5,2,5,9,10,7,1,8,3,5,8,8,10,10,7,14,11,1,3,8,9,15,9,2,1,2,3,1,5,5,6,2,3,0,5,4,15,7,3,7,9,10,5,7,6,4,3,3,2,7,2,3,6,4,1,5,7,5,6,6,5,2,1,4,4,3,3,6,4,1,3,3,0,2,1,0,1,2,0
S01010133,Glasgow City,327,,3,7,3,3,1,3,5,4,5,6,4,4,5,1,6,2,3,7,0,5,2,4,1,11,3,5,1,13,4,1,8,4,6,4,6,0,2,5,6,1,1,5,8,1,0,4,1,12,5,6,6,6,7,8,5,8,6,0,0,3,4,2,4,3,2,3,3,3,5,2,2,4,3,3,3,2,1,3,1,3,2,3,0,2,3,1,0,0,0,0,4
S01010134,Glasgow City,484,,3,5,3,5,3,5,5,7,5,8,7,5,0,4,4,4,6,3,5,3,8,5,10,6,9,8,13,6,7,7,5,12,2,6,8,5,7,11,3,7,0,5,6,6,6,10,0,4,6,0,11,15,8,0,10,12,12,6,11,0,5,7,6,4,4,9,4,10,5,2,7,7,0,6,5,8,7,4,4,3,2,0,1,3,5,0,1,0,1,0,1
S01010135,Glasgow City,341,,2,3,3,3,5,4,3,4,2,7,6,3,4,4,2,11,4,0,4,6,3,1,1,5,4,10,6,1,6,4,3,6,4,0,1,1,8,2,3,5,0,5,5,2,5,7,7,1,6,5,5,6,6,5,5,5,0,9,6,10,2,1,5,4,8,0,4,6,4,8,7,4,2,2,1,3,4,3,1,1,3,4,1,2,1,1,1,1,0,3,0
S01010136,Glasgow City,381,,7,4,7,5,0,4,2,4,8,5,4,3,3,4,4,3,7,5,3,3,7,2,5,5,3,8,5,13,3,1,2,1,1,6,3,1,6,9,5,4,2,2,4,9,6,8,4,6,3,8,10,10,8,9,6,6,8,14,8,5,3,6,3,4,8,4,2,4,2,4,6,2,3,0,1,2,3,0,2,0,1,1,0,2,1,0,0,0,2,0,4
S01010137,Glasgow City,441,,5,10,3,5,5,5,4,1,5,5,1,2,3,1,11,5,6,4,3,0,2,6,0,6,11,17,13,1,4,4,2,3,4,8,7,7,7,8,6,3,5,5,2,4,0,6,4,11,7,6,9,15,7,7,10,5,6,6,6,8,6,2,9,1,5,5,5,2,2,2,7,1,7,10,1,4,7,4,2,1,4,2,3,5,3,3,2,0,2,0,2
S01010138,Glasgow City,534,,5,6,4,10,0,3,5,0,2,0,0,0,4,3,4,1,0,1,2,2,1,14,10,12,10,13,15,2,9,3,11,4,17,13,6,9,7,6,2,5,7,8,9,8,5,12,8,19,10,10,6,4,3,6,11,13,8,12,8,14,11,12,6,7,12,6,12,5,10,8,4,3,3,2,6,2,5,0,2,4,2,3,2,3,0,1,0,1,0,0,0
S01010139,Glasgow City,483,,2,1,3,7,9,5,12,2,7,0,4,4,2,3,7,8,2,3,4,3,9,3,6,10,5,9,8,11,5,6,8,8,5,8,8,9,6,9,7,3,6,5,5,4,6,9,9,7,6,3,8,3,12,12,3,11,5,4,4,13,10,6,7,3,2,2,7,3,7,7,5,7,6,8,5,3,3,0,8,0,2,2,0,2,1,2,2,1,1,1,4
S01010140,Glasgow City,399,,4,3,3,4,5,9,4,3,2,7,1,4,0,3,4,8,2,1,1,5,5,8,15,6,8,17,4,9,12,15,9,14,5,6,8,5,11,8,1,6,2,5,8,19,9,10,0,2,10,5,8,2,7,1,1,7,6,6,3,9,0,3,3,5,2,1,3,3,0,0,2,0,1,0,1,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,2
S01010141,Glasgow City,468,,7,7,12,9,3,7,8,4,9,12,8,4,5,5,10,3,6,6,8,7,5,6,4,5,10,10,6,9,10,9,9,10,9,6,10,6,5,13,9,5,3,5,5,2,2,4,3,0,9,7,4,9,6,5,9,7,8,0,4,4,9,6,5,3,4,1,2,4,2,5,3,2,1,3,2,0,4,3,4,1,3,1,1,0,2,2,2,0,0,1,0
S01010142,Glasgow City,321,,6,5,4,4,5,0,3,8,1,2,1,5,0,0,4,0,6,9,6,2,0,7,8,10,10,2,11,13,5,8,3,6,5,3,3,10,3,1,2,3,6,0,0,0,3,5,6,8,2,2,2,6,7,3,6,4,7,10,2,9,6,2,4,3,1,2,3,2,3,7,1,4,1,0,1,1,0,0,3,0,1,0,0,1,0,0,0,2,0,1,0
S01010143,Glasgow City,359,,2,5,5,6,5,7,4,7,6,5,4,4,4,4,1,3,7,3,3,6,0,0,1,3,6,5,2,5,5,6,6,9,1,6,6,1,0,1,4,3,8,5,7,5,3,8,0,2,2,3,3,5,7,11,4,4,8,4,5,6,7,6,6,5,1,1,0,5,2,6,3,4,6,3,4,5,2,5,3,3,5,3,0,2,2,1,1,3,1,0,3
S01010144,Glasgow City,379,,7,7,7,9,8,3,4,4,10,4,6,7,3,4,5,4,4,6,5,6,1,3,4,2,8,10,15,8,5,7,8,7,9,5,6,10,5,4,11,8,1,3,0,8,7,2,11,9,7,6,1,5,1,5,4,1,5,1,3,5,7,5,2,0,3,4,3,3,1,0,3,2,4,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
S01010145,Glasgow City,415,,9,8,1,3,7,4,0,7,8,5,8,0,3,5,3,2,9,2,7,6,6,5,12,2,7,10,17,3,13,2,5,5,5,6,4,2,16,6,15,3,3,4,5,7,1,5,11,6,4,0,8,0,5,5,10,6,3,6,7,2,4,8,3,8,2,7,0,2,5,2,5,4,3,2,3,2,3,1,1,1,1,2,0,2,0,1,0,2,1,0,1
S01010146,Glasgow City,406,,4,5,8,4,3,2,4,8,1,2,1,2,2,1,5,1,5,5,1,11,3,3,3,9,6,4,11,15,13,11,11,16,12,6,6,9,7,4,0,9,9,16,4,6,6,7,8,0,2,4,3,10,4,5,7,6,5,1,3,10,9,8,4,7,5,3,0,3,7,3,1,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
S01010147,Glasgow City,461,,6,4,8,12,4,3,8,4,10,4,6,3,3,11,8,4,7,7,13,9,3,5,9,6,11,8,10,0,5,7,13,7,0,15,5,2,8,8,3,7,6,6,7,0,10,7,7,11,9,5,3,7,3,4,4,8,6,13,8,3,4,4,5,1,2,4,1,0,3,5,2,6,8,5,3,1,0,0,3,2,0,3,0,2,0,0,0,0,2,0,2
S01010148,Glasgow City,420,,7,17,13,6,9,7,12,8,5,0,0,6,4,6,5,6,4,7,14,4,6,0,8,11,7,17,7,3,14,9,12,11,9,10,9,6,1,3,5,6,0,9,8,4,5,6,1,6,2,4,0,4,8,5,0,8,4,0,6,1,4,1,3,0,2,1,2,1,1,8,3,4,0,1,2,0,2,3,1,0,0,0,0,0,1,1,3,0,1,0,0
S01010149,Glasgow City,474,,5,6,16,9,8,10,4,1,1,7,6,7,6,5,6,2,3,0,5,1,1,3,4,5,4,8,7,5,14,11,14,10,16,19,25,14,16,9,9,4,3,7,9,3,11,7,11,4,3,6,5,5,7,4,10,3,7,4,3,5,2,1,1,4,3,4,0,1,5,3,2,1,1,4,5,0,0,4,1,0,0,1,0,1,2,0,0,2,1,2,0
S01010150,Glasgow City,318,,3,5,3,8,5,7,2,6,2,1,5,8,1,5,4,5,4,1,3,1,1,4,4,3,3,6,5,2,6,3,3,5,4,7,1,7,3,1,2,1,1,1,2,2,6,0,8,4,5,1,5,9,5,6,10,2,7,3,12,5,4,2,1,0,7,1,1,2,6,5,5,3,3,3,6,0,2,1,4,2,1,6,1,0,0,2,2,1,1,2,0
S01010151,Glasgow City,266,,1,5,4,3,2,2,0,5,4,6,4,0,2,2,2,2,1,3,0,2,2,5,3,2,1,6,6,2,9,5,8,5,3,3,3,2,1,4,3,2,1,7,3,3,5,3,0,3,0,5,2,3,5,0,5,5,5,7,3,2,5,1,3,4,1,1,5,1,6,4,1,3,2,3,2,5,3,3,1,2,4,1,1,3,2,4,0,0,1,0,2
S01010152,Glasgow City,398,,7,4,7,6,4,5,3,8,8,4,2,1,4,4,0,2,7,5,1,3,0,5,0,6,3,3,8,4,11,6,7,19,9,10,5,0,7,2,2,1,4,0,4,2,5,3,4,6,7,11,7,3,4,6,8,3,9,7,4,5,3,3,6,5,5,4,1,3,7,6,4,3,3,4,2,4,6,7,6,2,7,0,2,2,0,3,0,2,1,1,1
S01010153,Glasgow City,430,,4,9,6,5,1,5,8,4,5,4,5,5,4,2,5,6,2,4,6,6,6,1,7,5,8,10,13,7,11,10,3,1,4,2,6,5,6,6,6,8,2,1,1,3,0,4,7,7,6,18,8,4,10,2,10,3,8,1,12,6,7,4,5,1,9,6,1,0,10,9,5,2,3,2,2,3,5,3,0,3,6,5,2,1,1,0,0,0,1,0,0
S01010154,Glasgow City,434,,3,3,4,2,12,2,4,6,6,8,4,10,6,3,7,5,1,4,3,6,7,2,4,3,2,5,7,4,0,7,6,2,3,6,2,3,3,4,0,2,4,11,6,0,1,1,8,9,2,6,13,1,3,12,8,7,3,12,6,8,7,6,4,10,11,8,1,7,5,11,4,3,9,7,5,5,5,3,5,4,0,1,4,4,0,3,3,0,0,3,4
S01010155,Glasgow City,321,,2,2,4,2,2,7,2,5,3,5,1,1,2,1,1,4,6,4,2,5,3,4,4,0,0,2,4,3,9,3,4,8,6,5,6,0,8,5,0,4,2,3,3,4,7,1,6,6,5,6,5,10,6,1,4,2,4,3,3,1,8,5,8,8,5,8,3,4,3,8,3,3,3,3,1,3,4,3,0,0,5,2,1,0,0,1,2,0,0,1,5
S01010156,Glasgow City,245,,2,0,3,0,3,4,4,4,9,2,0,2,2,4,2,3,0,4,1,4,2,4,2,3,6,1,3,5,4,9,9,0,1,2,0,0,3,3,6,2,2,1,4,2,4,3,3,3,2,1,3,2,2,4,7,4,5,4,6,3,2,4,1,5,0,7,4,5,5,2,0,3,3,0,2,1,2,3,1,0,1,0,0,1,2,0,0,4,1,0,3
S01010157,Glasgow City,240,,1,3,4,4,5,4,5,5,1,0,5,2,2,5,7,2,2,7,3,3,3,3,3,7,7,0,2,3,5,6,1,1,0,1,5,0,2,0,2,5,6,1,3,2,1,0,1,3,5,9,4,1,0,4,3,4,1,2,3,3,5,1,2,3,0,5,4,4,4,1,3,1,1,1,2,2,0,0,3,2,3,1,2,3,1,2,0,1,0,0,1
S01010158,Glasgow City,370,,8,5,3,1,3,3,6,4,6,8,7,8,9,2,1,0,3,2,0,1,4,1,7,1,5,11,10,5,3,6,9,8,1,5,3,2,3,6,5,6,9,3,3,2,5,5,4,8,1,5,4,5,0,1,8,6,6,8,6,6,4,1,8,8,5,7,6,2,2,4,5,0,5,3,5,2,4,7,5,2,0,1,0,1,2,1,2,0,0,1,1
S01010159,Glasgow City,345,,5,4,6,0,2,0,5,3,0,4,5,10,3,4,4,3,4,3,6,6,4,3,4,3,2,3,5,9,4,1,4,5,4,4,4,8,3,8,0,0,6,3,6,0,5,4,7,4,8,6,2,3,5,4,3,10,5,6,3,3,7,5,6,1,1,0,4,6,8,1,5,3,4,3,3,0,2,4,1,5,5,4,5,4,0,2,2,1,0,1,4
S01010160,Glasgow City,335,,4,2,6,7,8,2,3,3,3,1,4,1,1,0,2,2,5,0,3,2,8,6,7,1,4,7,12,9,6,14,2,6,1,5,9,10,4,8,16,5,3,3,11,3,6,7,1,7,6,5,3,4,6,4,8,5,4,4,2,4,6,4,6,1,0,0,3,4,2,2,3,2,0,0,0,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0
S01010161,Glasgow City,295,,3,2,2,6,8,1,6,1,2,0,3,1,5,4,3,8,6,5,7,9,5,1,5,2,5,9,0,8,4,8,4,2,2,6,7,4,0,6,3,2,3,5,4,1,3,5,5,11,6,5,4,9,3,7,7,7,3,3,5,3,0,2,3,5,2,0,3,2,0,1,2,2,1,1,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0
S01010162,Glasgow City,359,,5,12,8,6,3,9,3,7,4,8,16,9,6,5,6,2,2,7,3,5,6,3,9,5,6,5,4,6,4,3,10,5,4,2,9,3,0,9,0,0,1,1,0,0,2,3,5,8,3,5,3,5,0,1,0,1,1,1,6,5,2,3,2,2,1,1,2,0,0,3,3,0,0,1,3,1,2,4,6,2,7,5,6,6,6,5,4,2,0,1,9
S01010163,Glasgow City,343,,4,3,6,6,4,6,5,5,0,1,7,2,7,4,3,3,5,3,7,4,3,3,3,7,10,2,12,7,7,5,3,3,4,8,8,2,3,6,2,7,3,3,4,4,6,4,6,4,7,5,6,4,6,4,8,1,7,12,4,7,2,1,3,5,4,2,1,2,2,1,1,2,0,1,1,5,2,2,3,2,1,1,0,2,0,0,1,0,0,0,1
S01010164,Glasgow City,378,,5,9,3,2,4,6,1,9,7,8,7,3,7,8,8,7,5,7,7,10,3,4,8,6,2,6,2,8,5,4,0,6,1,9,3,8,6,2,8,4,2,1,3,5,4,6,8,0,2,5,3,4,1,6,6,1,3,5,3,4,3,3,9,3,0,9,3,3,4,6,1,0,2,3,3,1,1,4,2,2,2,3,6,3,2,0,0,1,1,0,8
S01010165,Glasgow City,328,,11,4,4,0,2,11,7,3,6,5,4,5,4,3,5,10,5,1,9,6,2,2,3,13,6,9,8,8,12,5,6,1,2,5,3,5,4,4,0,3,0,2,7,2,1,3,5,8,2,5,4,4,10,5,0,4,1,4,3,2,3,5,0,2,1,2,2,5,1,7,3,1,0,1,3,1,1,0,2,1,2,1,1,1,0,2,0,0,1,1,0
S01010166,Glasgow City,496,,15,13,9,10,9,11,9,11,4,9,8,6,0,9,2,3,3,8,9,3,8,3,1,5,7,8,5,7,10,8,8,11,8,5,10,7,10,11,9,4,6,3,1,5,6,12,5,2,9,8,10,2,4,1,10,4,6,6,6,9,4,2,2,4,3,3,9,0,4,5,0,8,6,3,3,1,2,2,4,1,3,3,1,3,4,1,0,0,0,1,3
S01010167,Glasgow City,352,,3,6,0,3,2,2,0,0,3,0,5,1,5,1,1,2,1,0,4,1,5,4,4,1,5,2,4,4,8,5,0,6,1,3,3,5,7,3,6,5,3,8,3,1,7,4,10,3,6,4,1,11,0,6,4,4,2,2,4,9,6,7,4,7,7,6,4,8,9,12,10,6,1,6,5,4,4,4,8,2,4,2,2,2,0,0,3,2,0,1,3
S01010168,Glasgow City,220,,4,4,7,2,4,5,9,2,2,1,2,1,3,4,0,3,1,3,2,1,5,3,4,3,1,3,4,3,2,3,6,4,0,3,3,0,1,6,0,6,6,3,4,2,1,6,1,3,0,8,1,4,2,1,5,3,4,3,1,1,3,1,4,5,3,2,0,3,2,0,4,2,1,1,3,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1
S01010169,Glasgow City,374,,5,8,9,5,3,2,10,1,8,7,12,10,6,12,9,8,5,4,9,2,2,7,2,5,10,2,8,7,6,9,7,0,0,7,9,3,8,3,1,7,5,3,3,2,7,4,3,5,6,0,2,9,7,10,8,7,0,5,1,1,1,2,8,3,0,2,2,2,1,2,2,0,4,0,3,6,1,3,0,1,0,0,0,1,0,0,0,0,0,1,3
S01010170,Glasgow City,248,,5,1,5,8,4,2,4,8,0,6,2,3,2,3,1,3,2,0,0,1,1,1,6,4,10,12,4,3,1,2,2,4,4,4,4,2,4,2,3,3,1,0,5,4,5,4,0,2,3,2,3,0,5,7,5,3,4,4,2,3,0,2,1,4,7,4,1,4,3,1,0,3,4,3,2,3,2,1,0,0,0,0,0,0,1,1,0,0,0,1,2
S01010171,Glasgow City,530,,8,5,11,9,15,15,5,11,9,8,5,8,3,3,4,8,4,8,10,12,10,11,10,13,17,15,8,7,2,13,7,7,10,2,9,4,13,1,5,5,5,7,0,5,10,12,9,10,6,5,6,11,5,3,7,2,6,7,6,4,3,6,0,3,3,3,8,3,7,5,3,3,2,2,3,4,0,2,2,2,1,1,1,0,1,0,0,0,0,3,3
S01010172,Glasgow City,351,,3,2,1,4,3,7,2,5,4,0,0,6,6,3,4,1,3,1,6,1,1,0,4,2,5,1,4,3,1,2,12,12,0,2,15,2,6,8,6,4,4,0,3,5,7,4,9,3,5,7,3,4,7,4,5,3,7,6,4,6,3,9,3,6,2,5,0,8,3,4,3,3,1,3,6,2,7,3,7,1,2,3,6,3,4,2,2,0,0,0,2
S01010173,Glasgow City,349,,8,3,4,5,5,8,7,3,2,2,7,6,5,5,0,6,5,4,4,8,5,4,9,8,8,2,3,4,6,3,3,5,5,5,0,4,7,7,1,4,5,6,2,3,2,9,2,4,3,0,7,9,3,6,11,6,7,4,0,4,3,3,3,5,3,4,3,3,2,2,5,2,3,4,0,0,3,4,2,2,0,1,2,3,1,2,0,0,1,0,0
S01010174,Glasgow City,942,,2,3,5,2,6,1,5,0,1,1,4,0,4,0,4,9,5,3,2,5,2,12,24,35,28,25,20,46,38,12,18,22,37,10,37,22,22,9,21,29,19,27,15,31,12,13,23,12,9,17,22,6,22,9,18,13,19,5,8,9,11,6,4,7,9,2,4,5,8,7,3,4,4,7,0,0,1,2,1,3,2,3,1,1,3,0,0,2,2,0,0
S01010175,Glasgow City,242,,6,5,3,2,7,5,5,3,1,4,0,5,0,5,0,2,9,1,1,5,1,2,0,5,4,0,5,3,8,1,5,3,0,3,0,1,5,0,1,5,2,3,5,5,4,2,0,3,1,2,7,1,3,7,8,2,2,2,8,5,2,2,3,1,2,4,1,1,5,2,2,2,2,0,3,1,1,3,3,3,0,2,0,0,2,1,0,0,1,0,0
S01010176,Glasgow City,337,,5,5,5,3,2,2,3,2,2,5,4,4,0,7,7,5,6,4,6,2,3,0,4,6,4,3,2,13,3,1,5,4,1,3,4,4,5,10,5,3,4,4,2,1,4,4,3,2,2,3,7,8,5,5,6,9,7,6,6,1,5,3,7,4,4,7,0,6,2,5,9,4,4,0,5,3,2,1,1,1,2,0,1,0,2,2,0,1,0,0,5
S01010177,Glasgow City,319,,8,9,14,5,3,3,7,7,14,6,13,6,6,6,1,1,4,3,7,7,3,7,3,3,3,10,5,5,0,10,0,4,3,4,3,2,5,0,6,3,2,9,2,1,5,3,0,5,1,5,3,0,7,2,5,5,2,0,0,4,0,3,8,3,4,3,3,1,1,5,1,0,3,2,0,0,2,2,1,2,1,0,0,0,0,1,1,0,1,0,1
S01010178,Glasgow City,484,,12,8,7,11,17,10,3,9,12,14,4,8,12,11,16,8,11,7,10,8,11,12,6,7,7,7,11,12,4,14,4,6,4,5,2,4,5,3,6,5,2,7,3,3,2,6,2,3,12,3,2,8,6,3,2,6,9,8,5,3,5,0,6,6,4,0,6,2,4,6,0,2,0,1,5,3,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0
S01010179,Glasgow City,344,,6,5,4,6,9,6,6,5,4,5,7,5,4,6,1,4,4,2,4,3,3,4,5,10,6,5,1,6,0,5,1,4,6,1,10,9,3,6,6,3,4,1,2,1,5,3,1,2,8,3,4,6,5,4,8,11,3,2,5,4,3,3,9,7,4,6,1,3,3,6,2,2,3,4,2,0,0,1,1,3,3,0,2,0,0,1,1,1,0,0,1
S01010180,Glasgow City,376,,10,8,16,7,10,14,20,10,4,4,8,5,6,3,6,10,2,3,2,0,4,2,1,4,5,6,11,9,5,10,9,4,4,8,11,3,7,9,0,2,3,13,5,3,1,9,1,5,6,2,11,2,5,3,1,0,8,2,1,5,1,3,3,3,2,3,0,0,0,1,0,1,2,1,1,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1
S01010181,Glasgow City,284,,3,1,3,2,5,5,5,3,3,6,2,3,3,6,6,4,13,4,1,3,8,4,6,5,1,9,3,4,0,7,1,0,3,3,3,8,6,4,6,0,2,3,1,4,1,5,2,3,2,3,8,3,1,2,4,4,3,5,6,3,2,2,4,0,4,4,3,4,2,0,0,2,2,3,2,2,2,1,4,1,4,3,3,1,0,0,1,0,1,0,0
S01010182,Glasgow City,337,,6,3,2,6,4,3,4,2,4,1,1,1,7,1,1,2,4,1,1,6,1,0,0,3,5,0,5,4,3,6,9,4,5,6,5,6,6,5,9,10,4,0,3,3,3,5,2,4,6,8,8,4,1,5,8,10,9,5,10,8,6,8,2,1,8,4,3,3,9,3,2,1,2,8,6,0,1,0,1,2,5,1,1,1,1,0,0,0,0,0,0
S01010183,Glasgow City,199,,3,2,1,4,3,4,0,3,0,4,4,2,0,0,2,1,1,0,1,0,3,3,1,1,6,0,5,1,3,1,2,4,4,1,1,0,0,1,1,2,3,1,3,4,5,0,6,5,7,1,2,3,3,6,4,4,3,4,3,1,3,6,3,0,6,0,1,4,7,2,2,0,3,0,0,0,2,2,0,0,1,2,2,2,3,1,3,1,0,0,0
S01010184,Glasgow City,270,,3,1,7,2,9,4,4,3,2,0,0,3,3,2,6,0,0,1,3,6,6,7,3,0,7,7,5,9,4,9,4,4,7,7,0,0,3,3,4,1,4,2,1,8,4,1,5,4,3,2,4,5,2,2,4,4,5,1,0,3,0,7,2,2,2,0,6,3,3,3,1,3,0,3,2,2,3,1,1,1,2,0,1,1,3,2,1,1,1,0,0
