"Table 1c: Estimated population by sex, single year of age, 2011 Data Zone area, and council area: 30 June 2016 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,Council Area,All Ages,,,,,FEMALES,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,FEMALES,,,,,,,,,,,,,FEMALES,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01008599,City of Edinburgh,417,,3,5,3,6,2,4,6,3,8,7,5,7,0,0,7,1,2,2,3,1,9,9,10,13,11,10,3,2,6,6,5,4,3,6,5,4,3,9,4,5,8,1,3,0,9,7,5,5,7,8,3,9,8,3,3,4,6,10,6,7,3,9,7,4,2,10,0,2,2,4,3,7,3,5,0,2,3,2,4,1,3,5,3,4,1,1,1,6,0,1,5
S01008600,City of Edinburgh,570,,2,4,10,9,11,5,18,5,11,12,12,10,1,14,0,6,3,6,3,0,8,3,9,10,14,13,6,16,6,5,7,12,5,10,6,2,16,3,13,16,9,10,5,7,7,12,6,9,5,7,9,12,3,3,4,9,5,2,3,2,3,7,4,2,8,7,4,3,5,5,2,2,4,2,3,10,5,3,1,1,1,0,5,2,1,3,2,4,1,0,19
S01008601,City of Edinburgh,963,,2,2,0,5,0,2,1,3,0,1,2,4,2,1,3,3,6,5,138,330,148,63,34,32,15,7,9,8,4,5,6,3,3,3,2,3,3,3,1,6,0,2,2,3,2,1,2,0,1,2,4,4,6,3,1,4,2,5,2,2,4,5,1,1,1,2,0,1,1,3,1,2,3,2,1,2,3,0,1,3,0,3,1,1,0,1,0,1,1,2,0
S01008602,City of Edinburgh,371,,2,6,3,4,1,3,3,3,5,1,0,2,3,1,0,0,1,1,9,31,25,22,14,14,10,8,17,11,11,9,8,10,1,9,8,4,6,4,2,0,8,6,6,6,3,5,0,2,2,4,3,2,2,4,0,5,2,1,6,2,1,0,0,3,2,1,2,1,0,2,0,0,3,1,1,3,0,0,0,0,3,0,2,0,0,3,1,1,0,0,0
S01008603,City of Edinburgh,598,,1,0,2,2,2,4,7,1,4,2,0,0,0,0,1,2,0,1,3,20,40,65,58,43,23,25,30,28,21,19,16,8,15,8,5,4,2,2,6,7,3,0,7,3,6,2,0,4,4,5,4,4,0,2,3,3,3,8,3,2,0,6,11,2,2,0,4,4,0,0,2,0,2,1,0,3,4,1,0,2,2,0,1,1,1,2,3,0,0,0,1
S01008604,City of Edinburgh,582,,4,4,4,7,5,3,6,2,4,3,5,3,3,2,4,1,1,2,1,10,23,30,34,44,29,29,15,15,19,12,14,9,9,10,14,9,9,10,6,6,7,1,4,4,3,3,0,8,8,5,4,3,5,2,5,6,9,4,1,2,3,3,6,5,6,4,5,3,1,6,5,3,5,2,2,1,1,1,4,0,1,1,1,2,2,1,1,1,0,0,2
S01008605,City of Edinburgh,344,,1,3,4,5,0,6,2,0,3,2,3,1,3,5,3,3,1,5,1,4,28,10,21,5,11,14,17,16,11,4,4,12,1,5,1,2,2,2,3,1,4,4,12,2,3,3,4,4,1,2,4,3,5,5,6,3,4,0,0,3,3,5,5,3,1,3,2,2,2,3,3,0,2,3,1,1,0,0,2,0,1,1,0,0,0,0,0,2,0,0,2
S01008606,City of Edinburgh,382,,1,10,7,5,2,6,8,3,2,2,5,4,8,2,4,5,1,6,1,0,3,1,3,4,3,4,10,2,12,6,1,1,5,5,3,5,2,6,3,0,8,4,7,8,3,9,10,8,10,3,10,2,4,5,7,12,4,8,7,4,5,2,3,4,4,7,6,4,3,6,0,4,3,6,2,3,3,2,2,4,2,0,0,2,3,1,0,0,2,2,3
S01008607,City of Edinburgh,316,,3,2,0,2,4,8,6,3,2,5,8,4,7,3,2,4,4,0,1,1,0,0,3,1,5,1,0,7,0,4,1,0,0,1,2,0,1,2,3,0,2,6,5,8,5,3,5,7,2,7,6,11,3,2,2,2,3,2,5,6,4,5,4,1,4,2,10,7,7,9,4,8,6,2,3,5,1,4,4,8,1,1,1,0,1,5,5,4,1,3,4
S01008608,City of Edinburgh,406,,2,1,4,4,2,5,5,3,5,3,5,5,1,5,1,6,2,4,6,1,2,2,2,4,3,12,5,9,1,2,2,3,1,1,3,9,3,3,1,9,6,8,5,8,6,5,6,6,1,4,4,4,1,8,4,9,2,4,9,5,7,9,3,9,11,3,9,8,2,3,7,6,2,8,5,5,3,3,5,6,5,6,0,2,2,4,5,2,2,3,9
S01008609,City of Edinburgh,587,,1,3,7,7,8,2,6,6,10,4,3,8,7,5,3,8,4,6,8,6,2,0,9,7,9,5,1,3,1,1,1,3,5,5,3,1,1,12,10,7,10,6,7,4,4,13,10,10,9,5,4,6,7,11,5,6,4,8,5,4,10,4,6,10,5,9,15,7,3,17,6,3,9,6,5,4,9,8,5,3,2,13,3,4,6,6,8,12,9,10,34
S01008610,City of Edinburgh,480,,3,3,2,0,3,6,1,3,4,3,5,2,3,3,0,8,4,5,5,17,19,22,21,4,9,11,10,9,0,5,3,2,3,6,5,6,4,3,5,6,0,3,4,4,2,3,3,1,9,0,9,4,7,5,4,3,4,2,5,4,2,3,2,3,8,4,7,4,9,7,5,3,4,4,6,5,3,8,3,9,4,2,8,5,7,4,5,4,7,8,18
S01008611,City of Edinburgh,709,,2,4,2,5,2,4,0,4,4,3,3,2,4,4,5,0,2,4,29,68,72,59,39,36,36,22,20,14,14,14,8,6,13,11,7,8,6,3,9,10,6,4,1,5,8,0,1,5,4,4,1,1,3,5,8,1,4,2,4,7,5,6,6,2,5,1,7,0,3,4,3,1,3,3,3,3,0,0,2,2,1,2,1,3,2,2,3,0,1,0,3
S01008612,City of Edinburgh,417,,2,2,1,6,4,2,1,1,5,6,1,0,1,1,0,0,2,1,2,9,40,37,40,19,35,23,7,12,8,11,14,9,10,9,9,2,1,0,0,2,1,9,1,3,4,4,2,2,2,2,2,1,1,0,3,3,6,3,0,2,4,0,3,0,0,1,2,1,0,2,2,2,2,1,2,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,3
S01008613,City of Edinburgh,422,,4,5,2,5,3,5,3,6,3,9,0,6,3,3,5,0,4,3,3,9,17,14,25,12,10,10,8,8,6,6,5,4,2,7,4,3,1,0,1,3,6,7,3,5,7,9,7,10,2,3,6,6,6,7,4,2,2,7,3,5,5,5,2,3,5,2,4,3,2,6,2,0,2,5,2,0,2,2,3,3,3,1,2,2,6,2,1,0,0,1,12
S01008614,City of Edinburgh,358,,4,0,6,0,0,2,3,0,0,3,1,0,1,1,0,0,1,1,2,11,33,48,34,26,17,23,12,16,8,13,2,1,0,7,1,1,1,1,0,0,0,1,2,4,1,3,3,3,4,1,5,0,2,2,0,1,4,2,1,4,3,3,1,1,1,1,0,3,1,2,3,2,1,2,2,0,2,2,0,0,2,1,0,0,0,0,1,0,0,1,0
S01008615,City of Edinburgh,525,,0,5,1,5,1,5,5,5,6,7,3,5,2,1,3,4,1,2,1,23,64,56,62,20,10,11,9,10,9,6,8,7,8,8,3,2,2,4,0,3,2,2,0,7,0,7,6,5,1,5,2,3,6,3,5,6,4,3,1,4,4,1,2,1,0,2,4,4,2,3,6,1,0,2,0,1,0,0,1,2,1,1,3,3,2,2,2,0,2,4,10
S01008616,City of Edinburgh,338,,2,3,1,5,4,0,3,1,3,1,2,1,1,2,1,2,2,1,2,11,27,39,49,21,16,11,6,7,6,5,3,0,2,4,1,4,3,4,9,5,2,1,5,1,2,3,2,1,3,3,1,1,3,5,2,0,2,1,1,1,2,0,4,0,2,4,4,1,0,0,2,1,2,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
S01008617,City of Edinburgh,403,,1,3,3,4,1,6,1,3,0,4,5,0,2,4,3,3,2,2,2,27,36,57,49,18,11,7,5,8,7,4,2,2,4,4,2,3,4,6,0,3,0,5,6,3,5,3,2,8,0,2,6,0,1,2,5,3,2,1,1,4,0,0,2,2,1,3,6,2,2,3,2,0,2,0,2,1,0,0,0,3,2,0,1,0,0,1,0,1,0,0,0
S01008618,City of Edinburgh,370,,0,3,3,3,2,0,0,1,4,2,0,4,1,1,0,2,1,3,5,14,48,49,46,20,9,9,13,5,9,7,7,7,1,2,6,4,4,2,7,2,2,4,0,0,2,3,1,0,1,1,3,1,5,3,0,2,6,2,2,2,1,1,2,2,2,0,0,0,2,0,0,0,0,3,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,3
S01008619,City of Edinburgh,260,,0,2,3,0,2,5,3,5,1,2,0,1,0,0,0,4,0,1,3,8,19,26,22,21,10,5,5,5,4,9,2,2,2,5,2,2,3,3,3,4,3,1,2,0,2,1,2,3,2,1,0,2,1,2,2,1,1,3,4,1,3,1,4,3,3,3,2,1,3,0,1,0,2,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
S01008620,City of Edinburgh,412,,4,0,0,0,1,4,0,4,1,1,2,2,6,3,1,0,1,1,3,21,41,60,38,24,16,14,14,10,7,12,10,6,3,5,6,3,3,0,2,3,1,5,2,3,5,6,5,1,4,0,0,1,1,3,2,0,8,5,1,3,1,0,2,1,3,2,1,0,0,1,0,2,0,2,2,1,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0
S01008621,City of Edinburgh,430,,3,3,6,6,0,2,5,1,0,4,1,0,1,1,2,0,1,1,2,24,43,50,48,32,17,16,12,4,9,7,5,10,4,3,2,4,4,7,0,4,6,3,3,3,2,6,4,5,2,0,0,0,1,2,0,8,1,0,2,3,2,3,1,2,2,3,1,3,3,1,1,3,0,2,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,1,0
S01008622,City of Edinburgh,259,,2,1,2,0,4,4,0,2,1,2,1,0,0,1,1,0,2,1,2,10,16,11,13,10,10,4,8,11,3,2,5,3,4,6,3,3,3,3,1,3,2,3,2,2,3,3,4,6,3,2,1,0,3,2,2,6,4,5,0,0,2,3,3,2,3,1,0,4,3,4,2,1,2,1,2,1,2,0,3,1,3,1,1,0,0,0,0,1,1,0,1
S01008623,City of Edinburgh,475,,4,1,3,4,5,5,7,3,6,1,2,3,3,5,1,5,0,2,0,17,38,33,30,29,21,16,10,8,6,6,8,5,4,2,2,2,1,3,7,3,1,4,4,8,3,3,5,5,3,7,6,2,3,2,6,3,5,3,0,7,4,1,4,5,4,5,7,7,0,5,4,6,3,2,4,1,3,2,2,0,1,0,2,0,1,1,3,0,0,1,6
S01008624,City of Edinburgh,412,,5,4,3,3,6,8,2,3,3,3,4,8,3,3,0,3,4,3,4,0,1,2,6,3,4,0,6,7,0,3,1,4,1,5,3,3,4,11,5,1,4,9,2,5,7,3,2,4,6,9,7,1,4,4,3,4,6,3,3,6,6,1,4,9,6,5,5,10,4,8,4,5,6,3,7,6,12,7,11,6,8,2,3,2,3,2,4,6,2,2,19
S01008625,City of Edinburgh,303,,0,5,2,2,1,4,3,3,3,4,2,5,4,4,2,4,6,4,1,0,0,3,3,2,6,4,0,8,2,2,0,4,2,1,3,5,3,4,2,4,7,0,2,2,1,9,3,6,6,10,4,5,7,2,5,3,9,2,8,6,4,10,1,4,3,5,10,9,2,4,2,2,1,7,1,2,3,2,1,1,3,0,1,0,2,0,2,1,0,0,6
S01008626,City of Edinburgh,498,,5,6,11,2,1,5,5,4,2,11,4,5,8,4,4,2,7,7,3,0,8,7,5,10,3,0,12,7,9,15,10,4,7,6,9,0,8,7,5,10,12,9,7,6,7,7,12,8,6,7,5,17,5,5,8,4,6,4,7,6,6,3,9,3,3,6,6,9,4,9,5,7,3,5,4,1,3,2,4,3,1,8,2,2,0,1,0,2,0,0,1
S01008627,City of Edinburgh,428,,1,6,5,3,1,4,9,7,8,2,8,4,4,3,5,2,9,4,2,1,0,1,6,7,2,1,9,0,0,2,3,6,6,3,2,3,11,0,6,6,4,3,1,7,4,8,6,12,14,3,7,11,3,10,4,5,2,2,6,4,2,2,6,7,6,2,3,5,5,7,3,2,7,2,1,1,3,2,4,5,5,5,1,3,7,5,2,5,1,5,36
S01008628,City of Edinburgh,371,,3,2,1,2,3,1,7,7,1,4,2,4,3,2,3,2,3,3,2,0,1,0,8,2,1,11,17,5,12,0,11,14,8,3,7,5,8,7,4,5,6,4,6,5,10,3,2,7,6,1,4,4,4,6,5,5,0,3,1,3,4,7,7,0,4,3,2,1,2,4,2,5,3,2,3,2,2,1,0,1,4,2,2,4,2,2,2,3,3,4,19
S01008629,City of Edinburgh,351,,1,4,2,2,4,0,4,6,1,7,1,3,6,4,3,4,1,5,1,1,10,7,11,1,8,12,8,8,9,9,13,3,4,2,1,10,12,8,4,1,4,2,3,5,3,1,4,6,4,6,4,3,5,3,5,8,1,2,3,1,3,6,6,1,1,4,4,3,2,2,4,2,2,2,0,3,2,0,1,4,2,1,1,5,7,0,2,2,0,1,4
S01008630,City of Edinburgh,303,,1,0,2,2,2,3,4,1,4,2,2,0,0,1,2,4,2,1,2,4,8,11,7,8,9,5,13,11,15,12,5,7,4,6,2,6,5,10,3,7,4,2,1,3,5,4,2,1,2,3,3,1,1,5,5,3,0,2,3,1,3,1,1,0,2,2,3,0,1,2,3,4,1,1,3,2,2,2,2,3,4,1,6,1,0,1,2,1,0,0,5
S01008631,City of Edinburgh,445,,5,4,3,3,0,6,4,5,7,2,7,3,0,4,2,2,1,0,1,3,9,11,8,8,8,15,17,14,11,18,12,14,16,3,9,17,6,15,6,4,5,5,8,9,5,6,1,6,8,5,3,4,5,4,3,0,3,6,6,3,2,5,8,6,0,4,3,5,1,1,2,3,1,4,6,2,2,1,0,2,2,1,1,0,2,1,0,1,1,0,0
S01008632,City of Edinburgh,407,,1,2,1,2,2,1,4,1,2,2,5,0,2,1,3,0,2,0,0,2,3,4,5,8,8,18,10,13,25,7,14,18,1,14,12,4,8,6,2,9,2,3,5,4,9,0,5,6,6,5,4,6,9,1,4,4,7,7,4,3,5,4,6,4,2,3,4,5,1,7,2,3,2,3,2,4,0,0,1,4,1,1,2,2,5,1,4,3,0,2,8
S01008633,City of Edinburgh,507,,1,4,7,5,5,5,9,5,5,3,1,6,4,6,6,1,5,7,7,4,7,3,7,0,3,7,5,6,1,0,3,5,4,2,3,7,3,2,5,2,9,3,5,4,10,6,4,6,10,2,6,8,6,5,11,3,6,6,5,7,12,9,11,7,6,6,5,9,8,7,8,11,8,8,6,3,9,7,6,7,5,1,8,3,11,4,5,5,3,3,13
S01008634,City of Edinburgh,351,,2,0,3,7,1,7,3,4,3,7,5,2,1,1,4,1,5,4,2,5,6,8,12,14,7,12,5,4,6,2,6,0,4,7,8,1,3,4,2,0,2,4,1,2,6,3,6,10,6,4,6,8,6,2,4,7,5,6,6,1,3,6,6,4,11,6,2,5,2,2,3,1,1,3,2,3,1,2,4,2,1,2,0,0,0,0,2,2,1,0,1
S01008635,City of Edinburgh,487,,2,2,3,2,5,5,9,7,5,1,3,3,7,7,10,2,1,3,2,7,14,28,13,10,17,10,7,7,11,12,3,7,7,9,4,4,1,3,4,6,1,7,10,12,10,6,6,8,8,9,8,6,5,3,2,5,4,3,7,7,4,5,5,6,2,3,5,2,4,3,0,2,1,1,2,4,3,3,1,2,2,0,0,0,4,6,5,6,1,2,13
S01008636,City of Edinburgh,494,,1,4,2,1,2,4,5,2,9,3,3,0,5,3,2,4,7,2,5,0,17,29,39,14,17,9,9,9,11,5,5,6,3,4,8,8,8,5,3,5,8,6,4,4,5,5,5,2,8,5,6,3,7,1,3,6,6,6,3,6,5,5,3,4,7,2,5,4,6,9,7,4,3,2,2,2,5,5,2,1,4,1,6,2,6,0,2,5,3,1,4
S01008637,City of Edinburgh,428,,3,2,1,2,5,2,7,0,6,0,3,4,3,5,6,2,3,8,2,2,10,9,11,8,6,10,5,12,4,5,5,12,9,12,4,8,9,5,4,6,3,5,1,4,7,7,3,2,1,11,9,6,4,7,7,2,2,3,3,4,1,2,4,1,1,4,4,2,2,5,6,2,4,5,2,1,3,3,3,1,7,2,3,6,6,4,2,4,4,1,22
S01008638,City of Edinburgh,513,,2,3,5,2,2,4,6,0,1,4,1,1,3,0,3,5,0,3,1,12,25,34,22,26,14,19,12,11,10,9,7,7,12,4,11,4,3,3,2,1,4,6,5,6,2,1,3,4,5,2,3,6,0,4,3,3,4,3,1,1,4,4,5,4,2,4,3,4,3,3,7,4,4,3,2,6,1,5,2,8,2,8,0,6,7,0,5,8,5,8,26
S01008639,City of Edinburgh,473,,7,1,3,3,5,2,2,4,7,2,2,5,4,1,3,1,4,1,2,2,7,5,16,12,19,25,23,19,11,19,23,5,11,14,7,16,13,20,2,1,8,8,2,13,9,2,4,3,5,7,3,3,4,4,6,5,6,4,3,3,5,4,0,8,2,2,3,1,2,0,1,2,0,0,0,4,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
S01008640,City of Edinburgh,455,,4,2,1,3,5,5,3,4,2,1,2,4,4,2,3,2,5,3,2,13,26,19,30,20,19,17,19,14,17,14,9,12,9,8,14,8,8,7,3,10,4,3,3,0,4,6,2,0,4,5,4,3,5,4,1,1,3,4,8,6,2,3,1,2,2,0,0,2,3,6,2,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1
S01008641,City of Edinburgh,512,,2,4,5,4,4,3,3,0,2,3,3,1,1,3,0,2,5,2,4,10,44,39,37,34,26,31,12,11,19,12,21,15,7,7,10,4,3,3,6,1,4,3,0,8,3,6,6,2,2,7,6,5,1,4,2,2,2,2,4,2,1,0,5,7,2,3,4,0,2,0,0,2,0,0,0,1,1,2,0,0,0,0,0,2,3,0,0,1,0,0,2
S01008642,City of Edinburgh,462,,7,4,8,4,2,3,5,2,5,3,6,1,7,5,5,3,1,1,2,2,14,21,16,21,16,12,17,13,14,7,7,10,9,11,13,6,3,8,1,4,2,8,7,6,1,3,2,7,8,14,5,5,1,6,0,5,2,7,6,6,6,6,2,6,2,3,2,3,2,6,5,4,1,0,1,1,3,0,1,1,1,2,1,0,0,0,1,2,0,0,0
S01008643,City of Edinburgh,437,,4,5,0,2,5,0,5,4,3,9,8,4,5,3,4,4,3,2,2,3,2,15,20,15,12,26,16,11,11,2,12,8,9,5,12,9,6,11,8,9,7,9,4,5,7,4,6,5,7,0,2,5,7,4,8,5,3,4,4,4,5,1,6,0,4,5,3,0,1,1,1,1,0,0,0,2,0,3,1,0,1,1,3,1,0,1,0,0,0,1,1
S01008644,City of Edinburgh,388,,2,1,6,1,2,1,3,2,3,3,4,0,2,3,3,1,3,1,2,7,13,21,18,10,10,13,10,16,12,8,11,11,8,9,3,3,3,3,0,1,8,4,10,2,3,3,5,2,6,1,2,6,3,5,3,10,1,0,1,4,9,4,7,4,3,3,1,0,2,1,0,3,5,0,1,1,2,0,1,2,1,3,3,3,3,2,3,4,2,0,3
S01008645,City of Edinburgh,447,,3,3,1,6,4,6,2,2,2,7,2,1,5,1,1,2,0,2,3,8,26,23,32,23,28,24,20,6,9,17,5,15,9,5,8,3,2,2,1,0,4,3,0,1,11,6,5,6,4,7,2,1,3,6,1,3,2,3,1,2,1,3,3,3,2,0,0,3,0,3,2,1,2,1,1,1,3,5,2,1,3,2,3,0,3,1,2,0,0,1,5
S01008646,City of Edinburgh,452,,7,4,4,6,3,3,0,4,3,1,2,0,0,0,0,0,2,0,0,4,8,12,21,8,12,10,6,19,14,25,25,17,21,9,15,5,10,7,6,12,10,0,6,8,3,3,2,3,0,4,2,9,4,5,8,7,3,4,5,3,2,3,2,0,3,5,1,4,4,2,0,2,1,2,2,1,2,5,4,2,1,0,0,4,3,0,1,1,0,0,1
S01008647,City of Edinburgh,276,,1,0,2,2,2,2,5,1,3,3,2,0,1,1,0,3,0,0,1,1,7,8,6,4,11,8,12,15,14,16,15,4,9,5,8,4,12,1,2,6,4,6,1,3,2,2,1,5,0,1,1,2,1,3,4,7,1,6,2,3,1,2,2,1,1,0,1,1,0,2,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0
S01008648,City of Edinburgh,314,,2,3,2,2,1,5,3,0,1,0,1,1,0,0,1,1,0,0,0,8,8,8,4,19,10,15,11,18,18,2,24,16,7,1,9,5,10,5,9,2,10,4,1,3,3,2,0,2,0,1,6,2,3,1,0,1,1,1,3,1,1,0,0,1,2,2,4,2,1,1,0,2,0,1,0,1,0,1,4,3,1,0,3,1,1,2,0,0,1,0,2
S01008649,City of Edinburgh,514,,5,2,3,0,0,0,3,4,0,3,1,2,2,2,0,1,2,0,2,1,5,7,7,8,15,22,26,20,30,42,28,24,20,19,17,9,18,7,10,13,3,1,4,5,1,7,2,1,3,3,2,4,3,2,2,5,5,2,2,2,0,3,3,1,2,0,2,0,0,1,0,3,1,2,0,3,1,1,4,1,0,1,3,3,2,6,5,0,4,0,23
S01008650,City of Edinburgh,411,,2,1,1,8,3,3,1,1,2,1,1,0,0,1,2,1,0,2,1,4,9,12,12,15,30,13,7,28,32,10,16,23,23,16,9,9,9,9,9,6,4,8,0,0,4,4,0,1,2,2,3,6,2,1,5,0,7,3,2,1,1,1,0,1,4,0,2,1,1,0,1,1,1,3,0,0,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0
S01008651,City of Edinburgh,805,,6,1,1,1,1,0,3,0,0,0,2,0,0,0,0,0,4,5,31,107,75,29,62,34,29,34,36,52,38,45,25,23,9,16,14,11,7,6,4,7,3,4,3,3,5,3,5,5,2,2,3,2,5,4,2,0,3,1,1,5,1,2,0,4,3,1,2,0,2,0,1,3,0,2,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1
S01008652,City of Edinburgh,254,,2,1,0,3,1,1,2,1,0,0,0,3,0,1,0,0,0,2,0,0,5,10,10,2,9,14,15,10,7,12,10,15,5,11,2,8,4,4,1,1,7,5,5,0,3,0,0,5,3,6,0,1,2,3,1,5,1,7,4,3,1,0,3,3,0,0,0,0,2,2,1,0,0,0,3,1,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0
S01008653,City of Edinburgh,299,,2,0,0,2,6,4,2,1,0,2,0,2,4,2,0,3,0,2,1,5,11,15,9,6,10,13,7,8,12,9,7,9,9,6,4,6,7,8,2,7,5,1,3,4,2,3,3,5,1,3,4,1,6,0,2,3,3,1,4,6,0,3,5,2,2,2,0,1,2,1,0,1,0,0,1,2,1,2,1,0,0,0,2,0,0,2,0,1,1,1,3
S01008654,City of Edinburgh,437,,4,5,3,3,1,4,2,2,2,0,3,1,2,0,0,0,0,1,1,10,12,16,14,13,24,22,29,23,28,14,12,19,16,7,5,8,7,6,5,9,10,7,9,5,3,3,4,2,6,3,0,3,2,4,3,6,2,2,2,0,2,0,4,2,3,3,1,0,0,1,0,0,2,1,1,1,3,0,0,0,1,0,1,0,1,0,1,0,0,0,0
S01008655,City of Edinburgh,427,,1,4,1,2,4,10,0,0,2,0,1,0,1,4,0,2,0,1,1,8,6,29,19,11,15,26,32,17,28,12,23,11,8,11,5,8,9,0,6,7,6,2,3,6,8,8,2,6,0,1,3,1,3,3,4,1,4,3,1,0,1,1,0,1,4,3,2,0,3,2,1,0,0,1,0,3,0,1,1,1,1,1,2,1,1,0,0,3,0,1,2
S01008656,City of Edinburgh,260,,1,1,3,2,5,1,1,2,0,1,0,0,0,1,0,2,0,0,0,4,4,9,13,8,14,19,16,11,13,5,5,12,11,8,12,0,6,6,4,0,2,2,0,4,4,0,2,4,3,1,0,3,0,0,0,3,1,2,0,3,2,1,3,0,3,0,2,0,0,0,2,1,0,0,1,1,1,3,0,0,0,0,3,0,0,0,0,0,0,3,0
S01008657,City of Edinburgh,381,,1,3,0,4,3,2,0,2,0,0,3,0,1,2,0,3,3,4,4,10,14,10,8,12,8,21,10,14,14,15,8,7,7,5,3,14,9,14,14,10,12,1,3,1,4,10,6,6,6,3,1,7,3,4,1,1,2,0,7,1,0,0,4,1,3,4,2,2,1,8,2,0,0,1,1,2,0,0,4,0,2,0,0,0,1,0,0,0,0,0,2
S01008658,City of Edinburgh,714,,5,9,3,4,2,2,1,1,0,2,0,3,0,1,3,2,0,10,25,37,37,32,40,42,62,44,16,16,17,27,16,14,13,16,9,12,11,8,10,7,10,2,0,8,7,3,2,2,1,6,5,8,5,5,3,2,6,6,3,1,4,3,3,3,5,2,2,2,3,2,5,3,0,3,0,0,4,6,1,2,3,3,2,0,3,0,3,1,2,0,0
S01008659,City of Edinburgh,345,,4,3,4,1,1,0,3,0,0,0,1,0,0,1,1,1,2,1,2,3,23,26,28,21,13,20,18,19,9,11,10,8,6,4,3,3,2,3,8,2,4,0,5,7,0,4,4,2,2,7,0,1,0,3,1,2,2,1,2,0,0,0,3,3,0,3,1,4,2,2,0,2,1,1,1,3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,2
S01008660,City of Edinburgh,413,,2,1,6,2,0,0,0,1,0,2,0,4,0,1,3,0,3,7,4,13,37,16,26,30,18,18,13,10,11,14,9,7,6,8,5,6,7,7,8,8,8,1,10,2,5,5,3,1,1,4,4,0,3,2,3,3,6,3,0,8,2,2,2,2,5,1,0,2,3,2,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2
S01008661,City of Edinburgh,572,,3,1,5,1,0,0,0,2,2,3,0,0,0,3,0,4,4,6,16,49,54,39,37,38,23,28,21,19,13,12,6,0,10,11,5,8,10,9,2,9,7,3,3,0,8,1,3,0,1,5,4,2,4,3,3,2,6,4,5,3,5,0,0,5,5,2,2,3,3,3,4,4,0,3,3,2,0,0,0,1,0,1,2,1,2,1,0,0,0,0,0
S01008662,City of Edinburgh,228,,0,2,3,0,0,2,0,0,1,2,0,1,1,0,1,2,1,2,13,26,29,14,8,9,9,9,13,3,6,3,3,3,5,1,3,1,0,2,3,0,3,2,4,4,3,0,4,0,2,2,2,1,3,3,0,1,0,1,1,0,0,0,1,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S01008663,City of Edinburgh,477,,0,2,0,1,1,5,0,2,0,1,0,0,0,2,1,1,3,1,10,17,38,54,43,28,19,10,21,14,22,15,14,10,6,9,9,4,3,10,1,4,4,0,2,3,4,0,1,0,0,10,4,1,3,0,5,3,2,1,5,2,4,1,2,1,5,3,0,2,0,3,0,1,0,3,1,0,2,1,3,0,0,0,2,3,1,0,2,1,0,0,5
S01008664,City of Edinburgh,413,,5,4,4,0,2,0,3,2,1,0,3,0,1,0,1,1,1,1,1,7,17,25,18,28,12,7,19,26,18,15,11,14,7,8,9,9,8,7,7,7,12,4,3,6,4,2,0,2,0,6,1,6,0,4,2,0,1,5,4,5,4,4,0,1,4,3,1,1,1,1,0,0,2,2,0,3,2,0,1,0,0,2,0,0,2,0,1,0,1,1,0
