"Table 1b: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
S01007800,,411,,8,4,7,3,8,10,4,6,0,11,13,10,9,11,3,9,4,8,10,2,4,9,7,1,9,10,4,3,2,2,8,10,3,1,4,0,1,4,0,3,4,4,5,4,2,9,7,9,7,6,7,3,3,7,4,5,2,5,3,6,5,3,4,4,6,5,5,5,3,5,1,2,4,0,3,3,2,6,2,1,1,0,0,3,0,0,5,2,0,1,3
S01007801,,480,,4,6,10,7,7,4,11,3,13,4,3,10,5,5,10,8,12,13,18,19,16,31,12,4,1,10,0,12,0,3,0,2,6,7,3,9,4,2,2,5,2,7,3,3,0,3,6,10,3,8,12,8,4,2,3,3,5,8,7,2,1,9,11,8,2,0,7,6,4,3,3,2,7,2,0,3,5,1,0,1,1,0,2,1,1,0,0,0,0,0,0
S01007802,,259,,4,6,3,6,3,3,7,2,0,7,4,7,5,6,5,4,3,1,1,2,2,6,3,5,4,1,7,7,3,3,1,7,0,5,5,6,3,6,5,2,4,7,4,7,2,3,4,4,3,8,6,4,2,6,5,4,1,2,3,1,2,2,1,1,4,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
S01007803,,458,,6,11,5,11,9,10,2,7,8,4,9,9,9,9,6,11,17,5,7,5,3,9,10,9,8,6,9,3,7,3,11,6,6,2,2,0,0,1,3,7,3,2,3,4,8,8,6,3,10,6,4,5,7,7,4,12,2,8,7,5,8,3,2,2,4,3,4,4,5,4,3,6,2,0,2,2,3,5,1,2,1,0,0,2,2,0,0,6,0,0,3
S01007804,,283,,8,6,7,9,8,7,5,7,3,10,4,4,11,3,8,4,0,3,4,3,3,0,6,2,10,6,2,5,1,3,1,9,6,6,4,4,1,2,6,5,0,1,0,3,1,2,2,1,1,2,3,3,1,4,5,7,3,3,4,3,5,3,2,3,4,3,0,2,2,0,0,2,0,2,4,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1
S01007805,,241,,6,5,4,9,6,4,6,6,7,12,5,7,4,6,7,3,7,5,3,5,2,6,5,1,4,2,2,5,3,6,1,6,4,1,2,1,2,2,6,3,2,1,1,3,2,3,4,4,0,4,3,2,3,0,1,0,2,3,6,0,2,2,1,2,2,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
S01007806,,297,,3,5,6,12,4,7,8,4,1,0,1,0,2,1,2,5,7,1,3,0,0,0,5,4,5,7,5,0,11,7,10,0,2,8,2,6,3,3,2,7,2,3,3,1,3,2,4,2,1,4,3,5,4,1,2,7,7,4,9,4,2,5,3,4,3,4,2,4,4,3,2,1,2,3,1,3,3,2,6,2,0,2,1,1,0,2,0,0,2,0,0
S01007807,,364,,4,6,6,4,8,4,5,9,10,7,3,2,3,8,4,9,2,3,11,1,3,0,2,4,3,1,4,9,4,11,8,12,7,8,2,0,2,2,4,5,6,1,2,3,4,8,5,8,7,7,4,9,9,7,6,7,8,6,7,2,1,3,4,4,1,0,4,1,2,2,1,3,1,1,0,1,1,2,1,3,2,1,1,0,0,1,3,1,0,0,3
S01007808,,403,,4,10,6,4,10,2,2,8,5,7,12,9,5,9,9,7,8,1,8,7,3,4,5,5,4,7,5,11,4,9,10,2,1,4,5,2,0,2,4,9,11,6,4,6,6,9,4,4,8,6,6,7,8,3,1,5,7,2,6,4,3,4,5,5,4,4,6,1,7,4,3,3,0,1,0,3,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0
S01007809,,430,,2,4,3,9,3,3,2,0,1,5,4,7,3,3,3,8,4,6,1,8,4,2,10,3,5,5,6,9,3,4,4,7,6,5,1,1,2,5,3,1,2,6,4,7,6,5,6,6,5,6,3,8,8,9,8,4,11,4,6,5,8,6,4,8,10,10,6,7,8,3,7,6,4,1,2,8,2,4,8,7,3,2,2,3,3,2,3,0,2,3,4
S01007810,,394,,6,6,5,6,2,3,6,6,2,6,9,0,4,6,8,2,9,9,11,8,0,8,3,4,9,4,10,5,5,10,4,6,0,2,6,6,11,2,6,5,1,0,6,5,8,2,3,6,2,8,4,6,2,5,3,3,4,6,2,12,2,5,7,5,6,6,6,5,5,5,4,2,3,6,3,2,0,3,2,1,0,2,1,2,1,0,0,0,0,1,1
S01007811,,392,,11,11,7,10,8,6,9,8,4,4,7,8,15,5,6,4,10,8,4,5,3,4,4,1,3,6,3,9,2,5,6,5,2,9,2,0,5,8,3,6,2,4,10,1,1,7,0,4,3,6,8,8,3,6,1,7,5,0,8,8,3,4,3,0,3,4,3,6,4,1,1,1,3,1,6,4,3,3,3,2,1,1,2,0,0,1,0,0,0,1,0
S01007812,,416,,7,10,9,8,3,9,13,11,9,7,6,17,8,10,9,6,5,11,3,7,3,5,4,8,5,9,3,13,0,8,3,9,4,6,10,3,2,2,3,0,6,5,5,8,5,8,10,8,10,8,5,0,4,3,0,0,3,6,4,3,6,4,2,6,2,4,3,3,2,0,1,1,4,0,1,0,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0
S01007813,,375,,5,7,10,4,10,7,8,10,9,7,7,8,6,5,5,4,3,2,3,5,7,0,8,3,3,8,6,7,5,4,6,5,2,11,7,5,4,3,4,6,6,3,4,3,0,3,4,3,4,9,7,0,1,0,2,7,2,4,5,3,5,3,5,4,3,2,8,5,3,1,4,7,2,1,5,1,0,3,1,1,4,1,0,1,0,0,0,0,0,1,5
S01007814,,273,,3,4,2,1,3,2,5,0,2,3,5,5,2,9,5,2,1,3,0,3,0,4,5,5,3,6,3,4,5,6,2,3,3,3,1,5,3,4,6,2,3,1,2,7,5,4,7,5,2,6,2,3,3,4,4,5,2,1,2,4,4,7,5,3,4,4,2,9,3,4,2,0,4,3,1,1,2,2,0,0,1,3,2,0,0,0,1,0,0,1,0
S01007815,,412,,3,4,1,2,3,4,2,0,2,2,0,2,2,3,6,11,6,5,4,6,2,0,10,16,11,3,5,5,0,5,4,0,3,1,1,1,0,2,1,4,5,4,2,8,3,3,5,8,4,11,6,9,2,7,12,12,11,6,0,7,11,9,8,5,8,6,6,4,6,10,9,4,2,1,4,7,4,2,1,6,5,3,2,4,2,2,1,1,0,4,8
S01007816,,327,,4,4,3,3,3,7,3,3,5,3,3,8,1,7,7,2,3,2,2,2,6,3,1,3,5,5,2,2,2,6,6,1,6,10,3,1,2,3,1,3,3,3,4,3,7,5,4,0,2,1,1,11,6,6,4,5,5,8,7,7,4,0,9,2,4,8,6,8,7,3,4,5,2,3,1,4,3,2,2,4,1,3,1,1,0,0,1,0,1,0,0
S01007817,,185,,2,3,4,3,2,0,1,1,5,4,2,4,0,4,1,0,2,2,4,2,0,0,3,1,2,0,3,0,1,2,2,1,2,3,1,1,2,1,2,4,2,1,1,2,4,0,2,2,1,4,6,2,4,1,0,1,4,3,4,1,3,2,1,6,2,0,4,3,3,3,5,3,4,2,2,6,4,3,1,1,1,1,0,1,0,0,2,0,0,0,0
S01007818,,351,,6,3,7,4,5,4,3,4,0,6,3,4,4,4,6,4,5,10,5,3,1,5,3,6,2,0,8,7,4,5,4,5,5,6,2,3,2,0,0,1,3,7,1,12,6,7,7,6,7,5,6,6,8,5,6,5,4,7,7,5,2,8,3,4,1,5,4,5,6,6,2,5,2,3,4,1,1,2,0,1,2,1,1,0,0,0,0,1,0,1,1
S01007819,,426,,6,4,7,6,2,6,7,6,4,4,7,3,4,7,4,7,8,3,2,4,5,4,5,5,7,5,7,4,2,8,5,2,4,7,7,3,9,3,5,4,4,4,8,5,3,9,7,7,5,7,8,8,3,5,13,4,5,9,4,5,2,1,6,3,3,3,4,4,4,2,6,6,6,4,8,1,3,6,1,7,2,3,4,2,3,4,1,0,0,0,2
S01007820,,444,,5,2,4,7,0,5,0,3,3,7,4,2,3,9,9,2,11,5,10,11,5,10,7,16,5,6,9,5,3,3,7,4,11,1,2,4,6,6,3,0,1,0,6,11,4,8,5,12,6,7,2,13,7,4,5,5,4,7,4,5,4,7,7,1,6,5,4,9,5,7,4,5,3,4,4,4,6,4,7,1,2,3,2,1,0,1,1,3,1,0,2
S01007821,,254,,3,1,5,4,3,6,2,5,2,1,1,3,4,1,1,1,2,3,5,2,3,1,1,4,7,4,0,3,4,0,5,2,0,5,4,2,3,0,3,1,3,0,4,3,3,4,2,2,9,5,4,2,6,2,5,3,5,9,4,6,2,2,1,3,2,3,3,4,0,3,1,2,1,2,3,4,6,3,4,4,2,1,2,3,2,0,1,1,1,0,0
S01007822,,348,,3,4,3,1,0,3,2,1,5,1,1,9,4,3,4,12,5,4,4,0,7,4,7,3,2,5,2,4,2,7,2,3,6,1,3,6,4,1,4,1,2,3,5,4,0,1,3,4,6,4,6,6,5,4,5,6,12,5,8,5,3,9,7,5,2,7,7,7,7,2,5,2,2,5,4,2,3,5,2,1,8,3,2,3,1,2,1,0,2,2,0
S01007823,,349,,2,3,6,5,1,5,3,2,0,3,0,3,0,1,4,2,4,9,3,6,2,4,5,5,4,4,14,1,6,7,2,3,7,8,6,9,1,1,3,1,2,5,3,4,1,10,1,1,7,3,6,7,4,4,2,8,9,6,7,6,6,4,12,4,2,2,7,4,3,1,5,8,5,5,2,3,4,2,1,0,3,1,7,0,1,1,2,3,0,0,0
S01007824,,364,,6,2,2,0,4,3,7,4,2,2,4,2,5,5,2,6,3,6,5,5,3,2,5,10,4,3,0,4,3,0,11,7,1,3,4,0,2,0,7,1,3,3,6,0,3,7,8,7,3,6,2,5,3,7,3,5,5,9,6,9,8,6,5,6,4,3,1,7,5,3,6,1,2,3,10,6,2,6,3,5,1,0,2,5,3,1,4,4,3,0,4
S01007825,,471,,5,8,0,6,8,5,2,8,3,5,2,3,5,2,3,3,6,7,5,3,4,7,13,6,7,5,8,2,14,2,4,8,5,0,4,4,2,1,3,3,3,4,3,5,3,6,15,9,6,13,5,4,4,8,9,9,13,11,12,7,5,6,6,6,4,13,8,11,4,5,2,3,7,0,3,5,2,5,5,3,4,5,2,5,2,2,2,0,1,0,5
S01007826,,291,,2,3,1,4,7,7,4,0,2,8,3,7,4,6,9,5,6,3,4,4,1,4,4,9,6,6,3,1,5,3,1,4,3,5,2,5,3,2,3,3,3,7,5,5,0,3,2,6,4,3,0,6,3,7,0,3,2,4,3,1,4,0,5,6,2,3,2,3,1,1,0,0,3,2,2,3,3,3,0,5,3,1,2,1,2,2,0,1,0,0,2
S01007827,,278,,4,5,7,4,3,4,0,2,1,6,0,4,1,1,3,2,3,1,4,0,3,3,6,9,13,8,3,2,8,3,7,5,5,1,4,7,0,9,0,6,4,6,2,4,2,2,5,0,6,5,4,3,3,4,5,2,8,6,4,4,6,4,0,1,5,3,1,2,2,2,2,3,0,0,1,1,0,1,0,2,1,0,1,0,1,1,1,1,0,0,0
S01007828,,476,,3,8,2,2,2,6,2,3,2,3,6,0,5,2,2,0,4,2,2,2,1,3,7,9,5,9,5,15,9,10,13,17,11,8,7,10,13,4,9,0,7,6,6,6,4,6,11,6,8,10,11,6,5,8,10,5,1,12,0,3,5,3,3,4,5,11,4,6,3,7,4,7,2,3,2,3,4,6,3,5,7,3,2,4,0,5,2,1,2,1,5
S01007829,,260,,2,2,0,2,1,1,1,1,0,2,0,1,0,1,0,1,0,2,3,1,0,1,3,3,3,7,5,6,7,0,5,4,2,3,6,10,9,4,1,1,3,5,0,0,0,2,6,5,6,2,6,2,4,2,6,3,6,4,2,3,2,1,2,8,2,4,3,8,3,1,5,1,4,3,3,5,1,5,7,3,2,1,5,5,4,0,0,0,1,0,3
S01007830,,475,,4,8,6,4,5,5,0,5,4,2,0,3,3,3,2,5,5,3,7,4,7,3,9,11,14,13,15,6,1,8,8,6,5,5,1,14,5,4,3,8,6,5,5,5,10,6,7,6,5,6,3,3,3,7,7,4,3,6,6,11,4,6,2,7,5,5,8,8,8,12,3,3,4,5,7,5,10,1,5,2,3,3,2,7,4,1,3,2,0,1,1
S01007831,,478,,4,9,4,4,7,5,3,11,6,8,6,5,6,4,5,17,7,5,4,1,7,4,9,9,6,11,0,6,7,12,15,7,7,6,8,2,6,2,6,4,5,6,8,7,4,1,4,7,9,0,4,0,8,4,9,8,3,9,8,4,4,3,6,2,6,9,4,9,7,3,6,6,2,5,1,3,2,5,4,6,2,2,1,0,7,4,0,2,1,1,2
S01007832,,309,,3,2,4,1,2,5,1,4,1,5,2,1,4,2,1,4,2,8,1,2,4,0,5,4,6,5,5,2,9,13,7,8,5,3,2,3,4,7,2,0,4,3,5,1,4,4,6,7,1,6,6,6,5,3,6,3,5,5,4,4,2,0,7,4,6,5,5,8,1,6,1,1,2,2,1,3,1,3,1,1,2,1,1,3,0,1,0,0,2,0,2
S01007833,,350,,3,5,2,1,4,1,3,5,2,6,2,0,0,2,1,2,0,5,4,0,1,4,1,3,3,8,1,3,2,3,1,2,2,1,0,3,2,5,2,2,3,1,4,6,2,2,8,10,4,2,3,3,6,8,2,5,3,5,8,3,3,5,7,5,7,3,8,7,5,6,9,5,9,1,4,8,8,4,7,10,3,1,3,3,6,6,3,3,2,1,13
S01007834,,336,,3,4,7,8,4,4,7,3,3,3,4,2,4,3,3,0,1,3,1,2,3,5,10,6,7,9,14,16,5,12,6,3,7,4,9,4,7,3,7,6,5,3,5,8,3,7,1,2,5,1,6,1,6,3,8,1,5,0,2,4,5,2,3,2,1,3,2,5,1,2,3,1,2,1,0,1,3,1,2,1,1,0,2,1,0,1,0,0,0,2,0
S01007835,,327,,4,2,4,2,4,5,0,3,5,6,2,2,4,2,4,2,4,3,4,2,2,3,2,10,0,5,1,5,5,1,6,1,6,8,4,5,4,5,0,4,1,0,1,6,4,6,3,3,6,7,5,7,7,4,4,7,7,5,3,2,8,4,1,5,6,8,5,2,3,4,5,4,2,1,5,3,3,3,2,2,2,7,2,1,4,1,4,0,0,1,0
S01007836,,232,,3,1,3,0,0,3,4,0,3,2,1,0,2,2,1,1,1,1,2,0,0,0,3,2,4,0,5,3,7,4,7,4,3,2,6,1,0,1,0,4,3,6,0,6,4,4,0,0,4,2,5,2,9,3,2,3,3,2,4,7,7,8,2,7,5,3,3,5,1,4,1,0,0,4,2,1,1,1,2,2,2,1,2,3,0,0,3,3,2,0,2
S01007837,,343,,2,1,4,1,3,2,2,1,4,2,3,4,3,3,2,4,2,5,5,3,2,1,5,8,6,6,0,5,3,2,5,0,3,3,4,0,4,2,4,0,3,5,2,3,2,3,1,5,1,5,2,4,4,10,7,2,8,9,9,5,7,8,8,5,4,15,6,8,5,3,4,4,7,5,2,4,6,1,3,6,5,5,5,2,2,2,1,0,0,1,0
S01007838,,381,,2,4,3,4,4,1,3,0,2,2,1,3,5,1,4,2,2,7,1,3,6,4,3,6,1,6,3,4,3,0,9,4,3,5,3,5,3,2,2,6,5,4,5,4,3,11,3,3,5,6,3,10,9,6,6,6,5,4,8,7,4,11,2,6,4,7,7,4,4,3,3,8,6,3,6,8,6,0,4,1,7,2,1,7,5,4,3,3,3,2,2
S01007839,,323,,4,10,4,3,3,3,3,2,4,5,1,0,1,3,1,1,3,1,1,3,4,2,10,5,4,5,9,0,9,8,3,2,3,5,0,6,0,1,5,4,4,4,5,8,3,4,0,6,10,5,9,5,3,3,2,7,1,4,5,3,3,2,0,3,1,3,1,0,4,2,6,3,0,4,8,4,0,3,5,3,5,7,2,3,4,2,2,1,0,1,9
S01007840,,347,,2,5,4,4,4,4,5,7,3,1,2,1,6,4,3,3,4,1,4,1,2,11,3,12,8,5,5,5,8,7,3,17,7,7,7,4,4,4,2,6,1,0,5,5,5,7,6,4,6,6,1,8,4,3,5,2,5,8,1,1,0,0,3,3,0,3,4,1,2,4,2,6,2,2,4,2,4,2,1,4,2,4,3,2,0,4,0,3,0,0,2
S01007841,,290,,7,7,6,5,6,1,6,5,6,2,1,3,4,3,3,0,3,2,3,1,2,3,8,6,6,6,3,3,2,11,2,4,1,9,5,1,0,5,7,2,5,2,5,5,3,1,4,6,4,1,1,2,9,2,5,0,6,3,4,0,4,3,3,3,3,3,0,3,2,2,3,2,2,2,4,3,1,3,2,1,3,0,2,2,3,1,1,0,0,1,0
S01007842,,364,,3,9,5,7,6,11,1,1,3,3,12,10,6,2,2,2,6,7,3,4,1,5,5,6,9,10,7,10,11,9,8,5,4,1,6,3,3,4,2,9,5,7,4,0,7,1,5,7,5,8,3,4,5,4,2,5,13,8,4,1,2,2,6,0,3,2,1,3,3,3,1,1,3,1,2,1,2,3,1,1,0,0,1,1,0,1,0,0,0,1,0
S01007843,,318,,5,6,5,7,5,3,5,9,6,8,2,4,1,3,5,6,3,1,0,3,3,0,5,3,13,18,2,6,7,4,4,6,6,3,2,3,5,5,2,2,2,5,5,3,3,5,0,2,5,4,6,7,5,9,4,6,9,3,2,1,5,1,2,1,1,2,1,1,4,0,3,1,0,1,5,3,2,1,0,3,2,1,2,1,1,1,0,1,0,0,0
S01007844,,439,,8,5,3,5,7,4,9,5,5,5,2,3,6,5,9,4,5,1,3,5,4,7,4,12,7,1,2,6,6,15,0,17,10,7,13,10,4,9,3,7,8,11,4,1,10,5,5,11,12,8,7,5,3,5,6,2,3,14,7,4,5,5,4,6,2,3,3,1,0,5,3,0,2,1,3,1,1,1,1,5,3,3,2,0,0,3,1,0,1,0,0
S01007845,,420,,13,5,7,5,10,15,7,10,5,0,4,5,10,4,5,6,4,8,5,3,2,8,5,4,5,3,3,8,2,4,10,4,15,9,3,8,0,6,5,1,1,6,2,4,7,5,7,3,3,8,9,8,2,10,5,5,4,7,6,4,7,6,4,5,3,0,5,6,7,0,1,3,3,5,2,1,2,2,2,2,5,1,0,1,2,0,0,0,1,0,2
S01007846,,350,,7,9,2,6,7,6,4,5,2,4,5,6,5,5,0,5,4,5,8,5,3,4,7,3,4,8,2,3,14,3,6,4,7,6,3,1,6,2,4,3,5,4,5,9,2,4,2,3,7,0,0,3,5,5,6,6,4,6,4,6,11,0,4,4,1,6,4,0,6,0,2,3,2,4,2,2,4,2,0,2,4,2,0,1,1,0,0,1,1,0,2
S01007847,,408,,7,1,17,3,6,3,12,6,8,5,6,4,5,0,1,4,9,5,1,2,8,3,7,3,6,13,8,3,2,3,5,10,10,6,7,0,0,4,6,4,3,1,5,6,3,7,6,5,1,4,4,7,8,9,7,2,3,3,10,6,2,8,7,2,2,6,2,10,5,4,2,4,0,1,4,4,5,0,3,3,1,3,1,3,0,1,0,4,4,1,3
S01007848,,398,,7,4,5,4,4,4,8,2,8,1,7,6,2,3,4,1,12,6,3,2,2,4,6,4,3,9,7,6,4,5,8,4,5,11,6,2,9,8,8,7,4,6,0,2,5,5,2,7,6,6,8,5,9,10,6,8,4,2,8,3,4,3,6,4,8,5,8,4,5,3,3,6,4,2,4,1,0,3,1,2,1,1,0,0,2,0,0,0,0,0,1
S01007849,,417,,9,8,11,7,8,12,2,8,11,4,11,5,8,9,8,2,2,7,5,4,1,5,8,8,1,10,8,6,6,12,12,8,10,6,4,7,0,5,7,2,1,7,6,9,0,8,8,4,4,7,5,0,2,6,6,4,6,4,2,5,5,3,0,4,2,3,3,1,4,6,1,0,2,1,1,1,1,1,1,1,3,4,0,0,1,1,2,0,1,0,3
S01007850,,331,,4,6,8,2,5,0,3,4,3,5,6,4,3,4,1,8,2,5,4,0,3,9,10,7,5,4,0,4,4,8,2,2,4,4,3,1,2,2,3,5,2,2,2,6,7,5,2,3,3,5,6,4,5,4,4,5,8,9,6,0,5,6,5,6,1,3,4,5,1,5,3,0,2,5,4,4,4,4,3,3,0,2,2,1,1,1,1,2,0,0,1
S01007851,,462,,3,6,3,2,7,9,7,1,3,3,3,4,8,6,6,2,6,5,7,5,3,5,8,7,8,2,9,4,0,6,3,4,7,3,2,6,4,2,1,5,4,5,6,7,6,5,5,5,6,8,14,7,6,4,6,7,5,9,4,6,4,4,5,3,4,7,15,9,3,5,5,2,3,10,5,5,9,2,6,4,5,7,5,9,3,2,0,2,1,4,4
S01007852,,324,,3,11,1,4,5,3,0,1,1,3,5,1,1,2,1,1,1,3,3,3,2,5,9,9,7,10,1,8,11,6,9,7,6,1,2,4,4,5,2,6,4,6,5,4,7,9,8,3,4,0,4,5,5,7,0,5,8,5,4,6,6,2,2,1,5,0,2,6,6,2,2,1,1,2,4,0,2,0,0,0,0,3,2,3,2,1,0,1,0,0,2
S01007853,,327,,2,3,3,5,1,5,3,5,3,2,1,2,2,1,1,0,1,3,6,5,3,5,11,4,9,7,11,6,8,6,2,0,0,5,2,1,4,2,2,3,2,2,4,1,4,5,3,5,7,3,2,1,6,11,7,4,5,2,4,3,3,5,1,5,4,5,3,6,5,7,4,4,2,1,0,4,4,3,7,5,4,1,3,5,0,1,3,2,0,2,2
S01007854,,558,,4,6,13,8,6,6,15,7,7,5,8,4,9,5,6,5,7,14,5,7,4,4,11,11,4,3,4,15,9,16,18,12,5,3,5,0,6,5,4,10,8,4,8,6,11,7,8,8,5,8,12,6,8,2,12,10,1,8,6,7,5,3,5,6,6,6,1,6,9,6,7,1,0,3,2,4,10,2,2,2,2,4,4,5,3,3,2,2,2,0,4
S01007855,,276,,5,2,1,11,1,2,6,4,2,1,3,2,2,2,0,0,4,0,1,0,2,0,4,7,5,3,3,6,3,7,6,8,0,2,3,0,3,5,8,5,5,3,5,3,3,1,9,6,6,11,7,4,5,5,5,1,3,3,5,4,2,1,5,3,3,2,1,4,4,2,2,2,2,2,1,2,4,0,3,1,0,0,2,1,1,0,0,0,0,1,2
S01007856,,436,,2,5,5,6,11,0,4,6,6,5,7,6,7,10,5,14,10,1,11,8,5,7,5,4,7,4,10,7,5,5,6,6,3,4,5,6,4,4,6,6,3,0,5,3,6,6,6,8,5,2,5,7,3,10,7,5,7,1,4,6,8,6,2,4,4,3,11,7,5,4,6,5,3,2,5,3,1,4,3,1,3,0,3,2,0,0,0,2,1,0,1
S01007857,,212,,3,5,1,6,3,5,2,0,7,2,5,6,5,2,3,2,2,5,1,3,4,1,4,5,3,4,0,4,1,3,5,3,4,3,1,3,1,3,0,0,0,7,4,4,3,2,3,2,5,3,3,2,4,3,1,3,3,1,0,5,4,2,0,1,3,1,0,2,3,0,1,2,3,0,1,1,2,0,2,1,0,0,1,3,0,0,1,0,0,0,0
S01007858,,485,,4,6,4,8,2,4,3,5,7,3,6,4,2,5,0,7,6,2,8,6,3,5,5,5,4,10,3,11,8,3,6,5,2,8,2,7,7,12,5,6,5,3,9,7,10,6,7,15,5,3,4,11,9,5,7,4,9,6,5,9,4,2,4,5,11,5,6,7,6,5,10,6,3,4,8,9,3,3,4,7,4,3,3,5,3,1,2,1,0,1,2
S01007859,,277,,8,3,4,9,2,4,5,5,3,8,4,8,2,6,3,4,3,4,8,3,3,2,2,4,2,2,1,0,1,1,11,4,3,4,3,1,3,1,2,4,4,5,5,6,10,3,4,2,3,4,3,5,8,6,3,5,4,1,0,2,3,0,1,3,2,5,4,3,2,2,1,2,0,3,2,3,1,0,1,0,0,1,0,0,0,1,3,1,0,0,0
S01007860,,319,,4,0,7,6,9,2,5,4,5,7,8,4,5,6,12,13,1,4,8,4,1,2,7,4,7,7,2,5,4,1,1,5,6,3,3,9,1,2,6,7,5,7,7,5,12,2,7,9,4,2,10,8,3,2,1,2,5,2,0,2,3,4,2,0,0,2,6,1,0,1,1,0,0,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S01007861,,333,,3,2,8,4,4,6,2,4,1,5,7,2,3,12,4,8,7,10,2,5,1,3,3,7,3,7,5,7,0,4,9,1,2,6,8,4,3,0,7,0,0,1,4,5,4,2,2,4,1,3,0,6,5,5,10,3,3,5,7,6,3,3,6,5,3,1,4,10,2,3,3,3,3,3,4,2,3,2,4,1,2,3,1,1,1,1,0,0,1,0,0
S01007862,,333,,9,10,8,5,8,5,6,7,3,5,3,2,2,1,3,4,0,8,2,3,4,3,3,6,4,8,5,3,9,6,2,4,3,6,2,4,0,2,1,4,3,2,3,5,5,1,6,2,10,0,8,3,9,5,3,3,3,2,7,0,7,3,4,3,6,3,6,5,1,4,7,2,1,3,4,2,6,1,2,0,1,3,2,1,3,0,0,0,0,0,0
S01007863,,459,,14,10,16,9,13,16,5,8,7,14,10,7,5,3,4,6,3,4,3,5,3,4,8,7,3,7,17,6,6,12,12,4,0,6,5,3,7,3,7,2,4,2,5,8,3,4,5,6,8,6,5,1,3,10,8,7,1,5,9,6,3,2,5,3,5,3,3,7,3,3,5,5,3,0,2,4,1,1,4,1,2,1,0,1,0,2,0,0,0,0,0
S01007864,,441,,9,10,3,12,7,7,8,0,6,3,7,8,2,5,6,3,0,2,6,3,2,5,4,8,5,9,11,7,7,6,5,6,7,10,8,7,6,3,6,4,3,4,4,4,5,3,5,13,8,5,5,3,6,10,2,11,4,4,3,0,7,2,2,5,4,8,8,5,6,2,5,8,5,9,4,1,4,3,3,2,3,3,0,2,1,0,1,0,0,0,3
S01007865,,426,,5,7,9,9,9,8,7,13,12,5,6,8,8,10,2,10,6,12,6,0,2,3,4,2,5,1,3,3,1,5,7,9,7,9,6,9,6,14,7,6,6,6,8,14,14,8,9,12,8,10,7,6,8,4,8,3,4,2,2,3,1,1,2,2,2,1,2,1,1,1,3,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
S01007866,,282,,2,1,3,2,6,6,3,1,4,5,3,8,6,6,5,4,4,5,2,2,2,2,2,2,4,6,5,2,0,7,5,4,6,7,3,7,9,1,8,3,0,8,3,6,10,6,2,5,5,7,5,4,4,5,3,7,3,2,4,6,3,3,4,4,0,0,0,1,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
S01007867,,313,,8,2,9,3,10,4,3,2,3,6,5,4,5,1,7,1,4,4,3,0,0,1,4,3,1,2,1,2,5,5,3,5,10,5,1,0,8,7,11,3,12,4,9,3,0,3,2,7,0,9,2,2,0,7,8,5,6,1,2,3,2,4,2,3,0,1,4,2,3,0,4,1,2,3,3,1,1,3,2,4,3,4,0,2,2,2,1,2,0,1,5
S01007868,,406,,2,3,2,5,3,7,1,8,3,6,0,3,2,1,2,3,4,4,4,4,4,3,8,4,7,4,5,1,3,2,3,5,4,7,3,6,2,5,2,5,0,3,2,2,8,5,7,3,4,5,2,8,9,12,6,5,16,7,9,10,8,13,8,5,6,9,6,15,8,4,6,4,4,2,2,5,4,1,7,1,1,3,1,1,0,3,0,3,2,1,0
