"Table 1b: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,,,,MALES,,,MALES,,,,,,,,,,MALES,,,,,,,,,,MALES,,,,,,,,,,MALES,,,,,,,,,,MALES,,,,,,,,,,MALES,,,,,,,,,,MALES,,,,,,,,,,MALES,,,,,,,,,,MALES,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01008699,,399,,4,6,3,5,4,6,3,9,4,5,3,4,6,2,2,5,3,7,4,4,1,4,7,1,6,6,9,5,8,8,4,9,11,8,4,3,5,2,4,5,6,8,0,4,7,6,9,5,3,4,10,5,8,7,6,5,6,2,1,5,5,7,1,3,5,4,4,3,1,2,2,2,2,6,5,3,3,4,2,4,6,3,7,1,0,0,1,4,2,0,1
S01008700,,290,,4,7,3,2,1,1,5,5,3,3,2,8,7,5,5,4,6,1,7,1,2,0,2,5,2,2,1,1,1,4,3,0,2,1,1,3,0,4,1,4,7,1,3,4,8,2,2,6,4,5,6,6,5,3,3,6,9,3,1,2,1,4,1,8,5,3,2,6,3,4,5,2,2,4,3,3,1,4,1,1,1,1,1,3,5,2,2,2,0,1,4
S01008701,,202,,6,1,4,3,5,5,1,4,0,3,2,5,1,1,3,4,2,3,2,0,5,0,1,8,1,5,0,4,4,3,3,4,2,3,5,1,5,6,6,3,4,6,6,5,3,3,2,1,7,1,1,3,2,3,4,2,2,4,3,2,1,1,0,1,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0
S01008702,,284,,6,7,5,2,5,2,2,1,0,2,1,1,2,2,2,3,2,3,2,10,4,10,8,10,7,13,6,12,7,16,12,9,7,10,4,4,7,5,4,4,4,7,2,0,3,1,0,4,1,4,3,3,2,2,2,3,0,3,1,1,1,0,3,2,1,2,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
S01008703,,461,,5,12,7,3,9,6,7,4,5,7,8,6,1,4,2,1,7,6,5,11,13,8,3,3,5,8,8,7,10,2,3,14,18,7,7,5,13,5,3,9,10,6,1,2,10,12,10,10,5,12,8,2,2,6,2,3,8,5,4,7,6,8,6,6,4,5,1,3,2,1,2,4,1,2,3,2,3,1,3,2,0,1,0,1,1,1,0,0,0,0,0
S01008704,,346,,6,9,2,5,9,8,4,7,7,4,4,0,7,7,3,14,2,2,5,5,2,3,3,2,2,2,5,2,5,9,3,0,7,8,10,3,5,4,6,5,3,4,8,9,6,8,6,2,6,7,4,3,5,5,4,7,2,4,2,2,3,3,5,5,7,2,1,0,3,4,0,2,2,2,2,1,1,3,2,0,1,0,1,0,2,0,0,0,0,1,0
S01008705,,245,,3,2,9,9,3,5,4,4,1,4,3,6,4,0,2,6,2,1,2,4,6,3,3,2,5,6,1,2,2,2,3,5,5,7,5,6,2,7,1,5,2,5,2,3,3,3,1,2,1,1,4,6,3,4,2,0,3,1,3,3,3,0,0,2,4,1,2,4,1,0,2,5,1,1,5,2,1,0,0,1,0,1,0,0,0,1,1,0,1,0,2
S01008706,,288,,8,5,7,10,6,11,6,7,2,7,6,6,6,10,1,5,5,3,6,6,4,4,7,3,4,4,4,8,7,3,2,1,7,4,0,5,4,5,4,2,3,2,5,4,4,1,4,3,5,1,6,2,5,2,1,3,2,0,1,1,1,2,1,0,4,1,0,2,1,1,3,0,2,2,0,1,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0
S01008707,,416,,12,16,6,5,17,8,10,3,1,11,6,3,5,13,6,10,4,2,8,8,4,5,5,9,10,2,2,9,11,13,6,9,6,6,9,5,3,1,6,11,8,6,7,3,4,6,3,5,5,7,2,3,2,3,6,5,2,5,5,5,0,3,4,4,5,4,3,2,0,2,1,1,0,3,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
S01008708,,475,,7,6,6,8,4,6,5,8,3,4,11,3,2,4,5,5,7,6,13,3,9,5,3,4,5,3,7,5,1,2,3,6,5,4,6,18,4,11,14,4,8,3,8,9,4,13,12,10,10,6,7,5,10,9,5,8,9,8,8,8,3,6,5,7,7,9,4,2,3,1,3,1,2,1,6,1,2,0,1,1,1,1,1,0,2,2,1,1,2,2,2
S01008709,,344,,3,10,9,8,6,9,3,4,8,8,9,11,7,7,6,5,6,8,4,8,3,3,2,3,3,3,6,2,5,5,6,6,2,8,3,1,3,6,6,5,3,4,8,4,3,6,8,4,6,2,5,3,2,3,3,2,6,6,3,3,2,3,1,2,3,5,1,3,2,2,1,3,3,0,1,2,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0
S01008710,,230,,3,4,10,5,6,9,2,6,2,1,3,5,2,4,3,4,4,5,1,4,0,5,1,4,5,2,1,3,2,9,7,5,10,4,1,3,3,3,2,2,0,2,6,4,2,1,4,6,2,4,2,3,0,3,3,4,0,4,1,3,2,1,1,2,1,2,1,2,0,1,0,2,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
S01008711,,334,,4,4,8,6,8,7,1,3,6,4,2,6,3,1,3,7,1,3,9,3,3,2,4,5,3,5,7,4,7,5,4,8,4,3,5,2,4,4,6,6,3,4,5,1,2,4,3,4,6,1,7,10,5,7,5,7,5,5,2,2,3,4,6,5,2,4,3,5,0,2,2,3,2,4,2,2,2,4,1,1,1,0,1,0,1,1,0,1,2,1,1
S01008712,,537,,9,4,4,8,4,5,6,7,7,7,5,9,8,6,8,7,7,7,10,8,6,4,10,9,8,7,4,4,4,5,5,4,7,7,6,7,7,7,8,4,4,4,4,7,3,9,8,6,9,5,9,7,6,9,7,5,11,7,8,9,4,9,9,7,10,4,7,6,8,5,5,4,4,6,7,10,5,2,2,5,1,4,4,1,2,3,4,1,0,0,2
S01008713,,297,,7,6,3,10,4,2,2,2,1,7,3,2,2,7,9,11,4,5,2,10,8,7,2,3,5,6,7,8,1,2,3,4,2,1,4,6,1,1,5,7,4,4,2,1,3,4,3,5,5,6,2,6,6,7,5,3,2,4,3,4,3,0,2,2,5,1,2,1,1,5,1,0,1,1,1,1,0,1,0,3,2,0,0,0,1,2,0,0,0,0,0
S01008714,,269,,1,5,3,4,3,4,2,3,3,2,1,2,3,2,4,2,4,3,3,1,2,5,4,6,1,2,2,3,1,2,3,1,7,7,4,5,1,2,3,3,1,2,4,2,2,4,7,5,5,8,4,4,8,6,5,1,4,1,0,3,4,2,1,5,5,3,3,4,1,1,3,3,1,2,3,3,4,3,2,4,0,2,3,5,2,1,1,0,0,0,3
S01008715,,357,,6,5,4,1,4,3,5,6,2,4,3,3,2,1,3,2,4,8,10,5,1,3,9,5,3,5,2,1,2,3,2,2,2,4,1,0,3,2,6,3,4,1,6,6,6,5,5,4,5,2,6,11,7,6,7,8,4,8,7,6,10,3,6,3,5,5,3,4,2,3,6,5,3,3,2,2,2,5,10,1,2,3,5,0,2,5,0,0,3,0,0
S01008716,,239,,4,5,3,3,1,0,2,0,3,4,1,1,1,2,2,4,0,3,2,3,5,5,3,2,0,0,4,0,3,3,6,8,3,4,3,3,1,4,2,5,3,2,2,3,3,8,2,5,5,2,4,7,2,6,3,6,3,1,3,3,5,1,1,1,3,3,1,0,4,2,1,2,2,1,1,3,1,3,3,4,2,3,1,4,0,0,0,1,2,1,2
S01008717,,206,,4,6,4,5,2,2,1,1,4,2,3,3,2,2,4,2,5,1,6,0,3,3,5,2,1,2,3,1,3,3,2,5,3,3,4,1,4,2,1,4,5,3,6,5,2,2,7,4,2,0,6,6,1,3,4,0,3,3,3,1,2,1,4,1,3,2,2,0,0,1,0,1,2,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
S01008718,,246,,3,1,1,4,2,1,1,3,3,2,1,2,3,0,6,2,4,4,5,2,6,3,3,2,0,3,6,6,4,1,7,5,4,2,2,2,1,1,2,3,1,3,4,1,6,1,4,2,3,5,6,7,7,8,2,5,5,3,3,2,4,2,4,7,4,2,2,2,2,1,2,1,3,1,2,2,0,3,3,1,1,2,1,1,0,0,0,0,0,1,1
S01008719,,483,,13,11,9,9,4,6,9,4,5,12,8,6,7,4,7,4,8,4,4,8,12,5,5,6,5,5,7,3,9,10,13,6,6,8,7,4,7,5,11,4,7,8,5,8,6,6,5,5,6,9,7,2,9,10,5,5,7,2,9,8,12,1,4,3,5,5,2,4,2,4,4,4,3,3,4,1,3,2,4,0,1,0,1,0,0,1,1,0,0,0,0
S01008720,,226,,2,0,1,4,1,0,4,1,0,3,1,1,1,2,2,1,1,3,4,1,6,0,3,9,2,2,5,8,1,4,2,2,1,4,2,3,4,2,2,2,2,2,3,7,5,3,3,5,3,3,1,4,6,4,5,3,4,0,1,5,8,5,5,6,6,1,0,3,2,1,2,2,2,2,2,2,1,3,0,1,1,1,0,1,1,1,1,0,0,0,0
S01008721,,397,,6,2,4,8,3,2,2,3,5,7,2,7,7,3,3,10,5,8,2,5,5,7,9,10,4,4,4,3,6,1,3,4,2,6,3,7,7,4,2,7,10,7,7,5,6,3,17,5,8,6,11,15,12,12,6,6,4,6,3,3,4,6,3,5,8,1,1,3,3,1,0,3,5,1,0,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0
S01008722,,529,,3,4,4,6,6,8,4,10,1,4,6,6,4,5,10,6,12,5,7,8,5,6,5,8,0,8,2,2,2,3,1,2,3,0,4,5,6,7,6,8,3,5,9,7,8,8,4,13,8,5,7,10,2,8,8,5,6,4,9,7,8,10,8,12,15,7,3,8,9,8,4,9,6,9,4,6,8,8,4,7,8,6,2,5,5,2,3,3,1,1,2
S01008723,,327,,1,5,1,0,3,4,0,1,6,2,2,4,4,3,5,3,3,8,21,18,7,6,4,3,2,6,0,3,0,2,4,7,6,6,1,4,4,1,2,3,1,3,4,1,12,9,0,9,6,3,10,4,6,4,8,5,0,6,1,7,3,5,3,7,3,6,5,2,1,1,1,1,2,4,0,3,2,3,2,1,1,0,1,1,1,0,1,2,0,0,1
S01008724,,428,,7,5,7,6,5,7,5,6,6,6,5,6,5,4,6,2,5,8,3,0,3,4,4,7,5,5,1,2,2,3,1,1,3,4,7,5,6,8,6,5,7,7,9,6,8,8,5,6,3,5,9,8,6,7,4,7,4,6,4,9,4,7,6,5,8,5,2,2,3,4,4,5,6,5,10,5,3,2,6,3,2,5,3,1,2,1,2,0,0,1,2
S01008725,,370,,5,4,6,5,6,3,5,7,6,6,2,3,5,4,7,4,3,8,2,3,3,3,4,6,3,2,1,3,2,4,6,0,1,1,3,4,4,2,6,10,12,1,4,5,7,6,8,3,8,8,6,8,7,7,5,6,8,7,8,6,5,2,4,4,7,4,1,4,4,4,0,3,4,3,3,2,5,0,2,4,2,3,1,1,0,0,2,2,0,1,1
S01008726,,270,,4,1,8,3,4,3,8,5,3,4,2,6,3,3,0,3,4,0,0,4,3,1,4,3,2,2,0,0,1,1,2,1,2,1,3,2,1,4,9,5,6,8,3,4,5,4,5,2,7,4,8,11,5,6,1,1,6,4,4,6,3,6,1,4,3,3,2,6,3,2,1,1,2,2,2,0,1,3,1,2,0,1,2,0,0,0,1,0,3,0,0
S01008727,,496,,5,4,4,10,7,6,10,5,4,8,7,5,11,3,3,5,8,6,7,3,1,4,4,2,5,6,3,3,2,7,7,4,7,7,8,5,4,3,8,6,10,10,11,13,12,4,3,12,10,1,9,12,10,2,3,8,8,6,11,8,9,2,6,10,12,7,5,1,6,7,2,3,2,3,1,4,1,4,5,4,4,1,1,2,2,2,1,1,0,1,7
S01008728,,253,,3,5,7,3,5,3,3,4,5,7,2,2,9,6,5,6,7,1,5,6,0,1,2,1,0,0,0,5,0,4,2,4,7,4,4,6,6,6,7,6,3,5,5,4,0,2,6,5,2,2,5,3,3,1,0,4,2,0,1,5,0,5,3,1,1,0,0,2,4,0,1,2,3,0,0,3,0,3,0,1,1,0,1,1,2,0,0,0,1,1,0
S01008729,,340,,2,7,7,3,5,6,6,8,1,8,2,6,6,6,6,6,5,2,6,3,3,2,0,2,5,3,2,3,3,2,1,1,3,0,1,4,7,4,6,8,12,4,3,6,7,5,10,10,6,4,6,5,7,6,2,5,4,3,6,5,6,5,4,5,1,1,5,4,4,1,2,1,2,2,4,2,0,2,2,3,0,1,1,0,1,0,1,0,1,0,2
S01008730,,381,,0,1,5,6,11,5,6,6,3,8,4,3,1,10,5,3,4,5,1,1,2,3,2,3,5,10,6,0,7,10,11,5,10,8,13,10,12,13,6,9,5,6,8,6,7,4,3,6,11,5,7,6,5,4,5,2,8,5,8,5,6,4,1,2,3,0,3,2,1,0,3,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
S01008731,,204,,3,0,1,2,1,2,1,1,0,2,2,1,4,2,2,1,1,3,3,2,2,1,0,2,2,2,2,2,1,2,4,1,1,2,6,5,2,3,6,1,0,5,4,3,1,6,0,2,4,1,4,4,1,3,3,0,4,6,4,1,6,1,2,2,0,3,4,3,6,4,2,1,1,4,3,1,1,0,3,2,3,1,2,1,1,1,4,2,0,0,3
S01008732,,293,,1,7,4,6,6,6,2,3,6,3,2,1,2,4,3,2,3,3,3,0,6,1,1,3,4,6,1,8,2,0,3,7,3,0,3,11,8,6,2,7,4,7,6,6,5,6,3,9,7,1,0,6,2,0,1,7,3,1,5,6,7,3,2,3,5,3,2,2,2,1,4,3,1,3,3,2,1,2,0,2,2,3,0,2,0,0,1,0,0,0,0
S01008733,,376,,10,5,3,6,2,3,1,1,1,1,1,1,1,0,2,3,1,0,2,1,3,5,7,7,6,4,7,7,5,11,9,6,11,11,10,10,11,5,6,7,13,8,4,7,7,4,8,3,3,4,5,7,6,7,4,8,6,1,4,4,5,3,5,6,7,3,4,4,3,0,1,2,1,2,5,6,3,1,1,1,1,1,1,1,2,1,0,0,0,0,0
S01008734,,262,,2,3,5,0,3,5,2,1,4,6,3,1,2,3,4,0,1,3,6,1,4,2,2,2,3,2,1,2,2,2,4,1,3,5,4,1,10,3,1,7,6,0,8,3,8,2,5,3,6,5,3,4,5,3,3,3,5,6,5,4,5,3,1,2,8,1,2,1,3,2,2,3,1,3,3,0,3,2,0,0,1,3,2,2,1,1,2,2,0,0,0
S01008735,,469,,3,3,5,9,8,8,4,4,5,8,3,4,5,6,6,9,5,6,11,5,5,10,3,4,6,4,5,1,0,4,0,3,1,5,2,5,5,10,2,9,5,7,10,10,7,6,9,5,9,6,5,4,6,7,12,11,6,5,7,7,5,7,4,5,9,3,7,5,6,4,7,6,8,7,2,2,8,2,4,6,2,3,3,1,2,1,3,1,1,0,0
S01008736,,343,,1,1,4,2,2,7,3,5,3,2,8,2,1,8,4,4,5,11,4,2,2,1,4,1,2,3,4,4,2,1,1,3,3,1,3,1,3,5,5,1,2,6,9,3,7,6,6,5,8,9,7,2,11,9,1,4,10,9,2,2,0,2,4,2,5,4,4,4,6,4,2,8,2,5,5,2,6,5,4,4,5,0,2,3,3,0,2,1,1,1,0
S01008737,,383,,0,1,5,5,2,9,9,4,2,2,3,4,4,5,6,5,1,8,8,3,9,3,4,5,3,3,5,0,1,2,2,2,3,2,3,4,3,4,2,6,8,9,7,1,2,5,3,5,6,5,5,3,6,4,7,7,4,6,3,6,6,8,7,3,11,3,3,4,4,10,4,5,4,5,3,3,5,3,2,3,5,6,3,3,4,1,1,3,1,2,4
S01008738,,361,,2,3,5,6,6,9,2,5,5,3,5,3,3,3,3,2,5,3,7,5,3,5,3,3,3,1,0,1,1,5,2,2,3,1,1,4,2,8,6,2,4,5,3,6,7,6,3,10,6,6,2,7,4,2,7,4,7,3,8,2,7,2,3,10,9,5,6,4,5,5,3,8,5,7,5,3,2,2,5,4,5,5,0,2,1,1,1,2,0,1,0
S01008739,,265,,5,3,3,2,3,4,1,4,2,3,2,0,2,3,4,2,6,6,9,2,4,2,0,4,4,2,2,0,3,1,2,3,2,1,4,4,5,2,4,1,1,6,3,2,6,3,2,7,4,4,4,2,5,5,2,6,0,5,7,7,3,5,2,5,8,3,6,3,3,0,3,4,6,1,0,4,1,0,2,2,2,1,0,1,0,2,1,0,0,0,0
S01008740,,274,,3,2,4,3,4,6,3,4,6,2,3,2,5,3,3,3,2,6,9,2,2,4,0,1,2,2,1,0,4,1,3,2,2,0,4,8,9,2,1,3,2,1,2,6,2,2,3,6,5,3,4,7,4,3,4,2,4,3,7,3,4,2,4,3,7,3,3,4,7,6,3,5,4,3,1,0,2,1,3,2,1,1,2,0,0,2,1,0,0,0,1
S01008741,,463,,1,2,6,4,5,3,9,5,10,4,7,6,8,7,0,7,10,7,9,1,7,3,4,6,5,3,3,6,4,2,4,3,1,2,2,7,1,5,3,4,5,8,10,6,5,3,8,10,11,5,3,10,9,6,10,5,7,8,1,4,7,6,5,6,14,4,5,7,9,4,5,5,2,5,4,10,4,4,6,5,6,6,3,2,1,1,2,2,0,0,3
S01008742,,221,,6,1,0,1,2,0,0,1,3,0,1,2,1,2,0,1,0,3,1,5,2,5,2,4,3,4,1,2,7,6,2,0,4,2,4,2,2,4,0,1,2,1,1,3,5,5,6,4,2,2,4,2,2,4,0,4,2,1,4,1,3,2,3,4,3,5,2,4,3,5,3,4,1,3,2,2,2,2,4,2,6,3,0,1,1,1,1,0,2,1,4
S01008743,,421,,6,4,8,5,5,2,4,3,4,4,4,5,7,1,1,0,6,3,3,5,5,4,3,5,7,10,7,14,7,9,13,9,10,7,10,10,8,6,7,5,9,10,5,5,3,7,2,5,5,5,4,4,3,5,4,5,3,3,3,1,6,2,2,5,5,6,4,6,5,3,5,2,11,4,1,3,3,3,1,1,2,3,1,2,0,0,2,2,1,0,3
S01008744,,507,,4,8,7,2,11,7,7,7,5,4,5,10,3,3,12,5,8,6,11,4,8,2,7,11,3,5,11,3,9,4,4,6,6,8,9,8,8,6,7,10,5,7,5,4,8,10,15,5,7,7,10,7,6,6,8,8,4,7,4,8,4,1,7,1,5,7,4,4,5,4,4,1,3,6,3,4,5,5,1,7,3,3,3,4,0,4,0,1,3,0,0
S01008745,,218,,3,3,1,4,2,3,2,3,1,3,4,2,4,1,2,1,1,5,5,1,2,0,2,3,2,1,1,3,6,4,4,4,2,1,2,3,0,5,0,4,2,6,2,0,3,6,8,5,3,2,1,3,1,7,2,3,7,3,4,4,4,3,3,0,1,1,0,6,0,1,3,2,1,1,1,2,2,0,0,2,2,1,3,3,1,0,0,1,1,1,0
S01008746,,525,,2,7,11,5,9,1,3,3,3,6,5,4,3,10,11,6,3,2,3,9,15,5,6,15,6,7,10,8,10,11,18,13,9,8,5,7,10,9,10,17,9,9,14,8,6,1,7,5,5,11,12,2,3,9,4,7,7,8,5,4,6,9,3,6,3,2,7,1,3,4,2,2,2,2,1,3,2,4,1,3,3,2,1,2,2,3,1,0,0,2,2
S01008747,,230,,3,2,4,4,0,1,3,1,1,4,2,4,2,3,2,2,3,3,2,1,2,2,3,3,3,0,1,1,4,2,1,3,2,1,2,2,2,4,5,3,2,4,11,0,3,4,4,4,8,4,5,3,3,3,3,3,6,2,0,1,1,2,1,5,4,4,2,2,1,3,4,2,3,5,3,3,1,6,3,1,1,1,1,1,3,0,0,0,0,0,1
S01008748,,307,,6,2,2,5,7,4,3,2,1,0,3,2,2,2,4,4,2,4,5,4,2,3,2,2,3,3,1,3,1,1,2,4,0,2,0,1,4,2,0,6,8,3,6,6,3,9,7,4,10,2,3,1,3,4,3,6,5,2,5,5,2,4,6,6,4,7,2,8,8,4,5,1,3,3,5,4,7,3,3,4,1,2,3,3,1,0,4,1,0,1,1
S01008749,,485,,11,3,4,5,3,6,3,4,4,1,3,8,8,4,3,7,8,6,8,4,7,4,4,9,7,9,2,2,3,0,2,7,3,4,4,5,6,6,8,6,5,3,6,3,6,5,8,4,10,8,11,8,9,8,6,8,6,8,8,16,5,6,8,6,5,5,2,7,6,6,6,7,5,7,7,7,3,0,2,1,6,5,5,4,4,4,3,1,1,1,3
S01008750,,339,,4,3,0,4,1,5,5,0,2,4,2,3,5,4,6,7,4,3,5,1,4,5,3,3,2,1,0,2,1,1,1,2,1,0,4,5,3,5,3,3,1,5,1,1,3,6,5,10,5,4,6,6,11,4,5,5,5,7,3,6,10,4,2,7,4,8,6,9,4,5,9,5,1,2,6,5,4,4,5,3,5,1,1,0,3,3,1,2,2,0,2
S01008751,,304,,3,9,2,2,3,6,4,6,6,5,9,3,4,2,3,1,5,1,2,2,1,5,6,3,0,2,2,4,2,5,5,6,2,1,3,0,5,3,6,5,8,2,3,0,5,5,1,2,1,5,7,3,10,5,3,4,3,6,3,3,2,4,3,7,4,7,3,4,6,4,0,1,4,4,3,3,1,1,3,2,3,2,1,5,0,1,0,1,1,0,1
S01008752,,355,,10,6,2,4,4,4,4,3,0,4,7,5,2,2,3,2,2,0,3,6,2,3,5,5,5,7,3,4,9,12,8,8,7,3,8,3,2,1,3,3,7,6,8,4,12,7,5,7,3,7,11,2,4,4,1,4,7,2,2,1,4,1,3,6,6,1,3,3,4,5,1,2,5,4,0,6,5,2,1,2,1,0,2,4,4,0,0,0,1,0,1
S01008753,,239,,6,2,2,1,2,1,1,4,3,3,2,3,3,3,4,2,2,3,2,1,6,4,0,7,3,2,4,4,2,6,5,3,5,2,7,2,0,2,3,6,1,5,3,4,3,4,2,4,8,5,0,2,8,4,2,2,2,4,1,4,1,2,5,4,3,2,0,4,0,1,1,1,2,2,5,4,1,1,2,1,1,0,0,0,0,0,1,0,1,2,1
S01008754,,304,,5,5,2,2,0,1,2,2,1,3,1,4,3,2,1,4,0,2,2,0,1,2,7,3,4,11,14,7,6,12,8,9,9,10,3,6,4,6,4,6,4,3,6,10,6,5,3,3,4,6,7,4,0,0,0,4,2,3,3,3,6,4,3,6,8,2,3,1,2,0,3,2,2,1,0,2,2,2,2,0,0,0,0,0,1,2,0,0,0,0,0
S01008755,,470,,9,9,5,7,9,1,8,1,0,4,5,1,6,3,1,2,3,4,3,6,2,3,5,10,8,10,12,11,11,15,16,12,8,11,20,9,8,5,13,6,9,7,5,6,5,12,7,5,5,12,6,3,6,8,6,6,3,6,3,5,6,6,1,7,1,0,6,1,1,1,0,2,2,3,2,0,3,1,4,2,3,2,0,2,3,1,2,0,0,0,1
S01008756,,347,,6,4,1,1,4,0,4,3,2,3,2,1,2,0,1,4,3,1,1,0,3,4,6,8,8,4,8,5,5,5,3,8,10,6,8,22,6,7,8,6,7,5,5,8,4,8,5,6,8,5,5,6,2,3,7,0,1,3,6,7,3,5,4,2,1,4,2,3,1,2,1,5,3,2,2,0,3,2,2,2,4,1,2,2,1,1,2,0,0,0,1
S01008757,,322,,5,3,7,4,5,4,5,1,2,1,5,3,3,3,4,1,2,3,1,2,2,3,2,1,1,3,2,5,5,4,5,6,2,3,2,7,2,7,2,2,2,5,4,7,2,7,8,7,8,2,2,5,2,5,11,9,9,7,5,2,3,8,5,5,3,3,8,6,5,7,1,1,1,5,5,2,2,2,2,1,1,4,0,0,0,0,0,1,0,2,0
S01008758,,380,,9,3,5,3,5,3,1,1,4,4,2,7,3,5,4,3,4,4,4,5,4,5,4,11,2,7,7,5,6,7,8,4,6,9,3,10,3,2,7,6,2,9,3,8,4,4,6,7,7,6,10,5,3,7,5,9,2,4,2,5,6,2,2,5,1,1,4,3,4,4,6,2,3,3,2,2,4,3,4,2,1,2,1,4,2,0,0,0,0,2,2
S01008759,,249,,4,4,6,10,2,4,2,3,2,4,2,2,5,3,1,3,3,1,2,4,1,3,3,4,3,2,2,2,1,1,2,3,2,5,4,7,6,3,6,5,3,4,4,6,7,3,7,1,2,1,3,2,5,4,4,1,2,2,0,3,2,3,2,4,5,2,0,0,2,0,3,2,1,6,4,1,0,2,3,2,1,1,1,1,0,0,1,0,0,2,2
S01008760,,460,,11,4,15,6,1,8,5,11,7,4,3,4,8,9,7,4,5,8,7,5,3,4,4,1,3,3,10,10,2,12,6,3,3,3,2,6,8,9,6,7,10,9,9,10,8,5,11,9,8,9,13,3,0,6,9,5,4,6,4,3,5,3,3,4,7,3,8,6,3,1,8,7,1,2,0,4,1,1,0,0,3,1,2,2,1,1,1,0,2,0,2
S01008761,,358,,2,5,5,6,1,5,8,6,5,4,1,2,4,8,4,1,4,2,7,6,5,6,7,5,6,8,3,5,8,15,15,8,7,6,7,12,5,9,11,9,2,8,3,3,3,6,1,1,4,0,1,2,4,4,2,7,8,5,4,3,0,3,3,3,5,5,1,1,2,1,1,0,0,2,0,1,0,1,1,3,0,1,1,1,1,2,2,1,0,2,0
S01008762,,286,,2,6,0,3,7,1,2,0,7,1,1,5,4,5,2,3,5,1,3,3,2,3,4,1,4,3,7,6,1,0,4,3,4,6,2,7,5,1,4,5,0,2,3,9,2,2,5,6,6,8,8,2,7,9,2,2,4,1,5,4,3,2,5,3,1,1,7,1,1,4,3,4,3,1,2,2,1,4,2,3,4,1,3,2,1,0,0,1,0,0,1
S01008763,,417,,5,6,3,7,3,2,3,4,5,6,4,3,6,1,2,4,3,3,3,1,4,2,8,9,3,4,1,4,2,9,4,6,7,13,6,8,8,12,7,8,14,10,11,11,11,8,9,9,5,4,2,4,8,11,6,9,4,4,5,5,1,4,2,1,6,6,2,5,4,5,3,1,1,2,4,0,2,1,1,2,1,2,1,4,2,0,2,1,0,1,1
S01008764,,322,,6,6,2,7,6,2,4,1,3,6,1,1,1,3,3,0,3,4,4,3,4,9,2,2,5,5,4,4,2,5,3,2,4,10,6,5,5,6,6,3,4,2,6,4,9,11,4,7,4,3,7,5,5,10,4,5,3,2,4,4,5,4,6,3,4,4,2,3,2,6,1,1,1,5,1,1,0,1,1,1,1,1,0,1,0,3,0,2,1,0,0
S01008765,,391,,6,7,6,9,10,5,3,7,1,2,4,4,3,4,7,3,2,5,6,3,5,3,5,3,2,9,4,4,4,4,10,8,2,2,9,6,10,7,4,8,4,11,9,9,11,11,9,4,9,11,4,5,4,5,4,4,4,5,6,3,0,0,3,4,6,3,5,3,3,3,1,3,4,4,1,1,0,0,0,0,3,4,0,0,0,0,1,0,0,0,1
S01008766,,483,,8,7,7,3,5,7,4,6,7,7,8,4,4,8,5,7,3,4,8,3,3,4,3,5,2,8,6,3,6,9,3,7,7,3,6,6,3,8,5,8,9,8,7,10,6,13,8,12,3,7,6,8,5,8,8,5,9,5,7,3,5,8,7,9,7,4,6,4,5,3,4,7,2,2,7,2,3,6,3,7,2,2,0,0,1,4,1,0,3,1,1
S01008767,,279,,1,4,3,4,2,4,5,1,3,3,0,2,1,4,2,3,2,6,3,1,7,3,4,6,4,2,6,1,5,0,3,4,1,4,3,5,3,3,2,3,7,7,6,10,10,4,7,3,2,6,4,3,5,2,4,4,3,4,6,2,7,2,5,1,4,1,4,0,5,0,4,3,1,2,0,0,4,5,1,1,1,2,0,1,0,0,0,0,1,0,2
