"Table 1b: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
S01007697,,515,,11,2,4,4,1,2,2,0,0,3,5,1,2,2,0,2,5,2,4,4,5,11,24,20,11,24,19,17,14,13,16,11,13,17,11,0,11,12,1,6,0,8,5,4,9,3,3,4,3,6,11,4,4,3,2,6,1,7,3,1,6,5,5,10,2,6,8,6,7,3,6,0,3,1,6,10,5,1,2,1,2,1,1,5,4,2,3,1,2,0,2
S01007698,,636,,9,10,6,5,6,3,0,3,0,1,2,2,2,0,1,2,7,7,6,27,31,39,33,23,31,27,22,11,9,17,23,12,22,13,19,4,6,5,8,6,2,3,7,10,12,1,9,4,13,12,6,5,9,8,5,2,5,4,7,6,2,0,4,0,3,2,5,1,2,1,0,3,0,2,2,2,0,0,3,0,0,0,2,2,1,1,2,0,1,3,2
S01007699,,401,,4,9,4,3,3,6,7,3,4,6,0,0,4,3,3,7,2,2,3,7,21,14,16,16,15,14,20,13,14,12,17,12,9,7,3,9,8,8,7,6,1,0,6,1,6,3,5,2,1,2,1,2,3,2,3,0,1,5,2,1,0,3,2,3,6,4,3,2,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1
S01007700,,485,,6,6,2,7,5,3,3,8,5,8,9,0,3,2,2,2,4,2,4,3,6,15,8,9,3,7,10,7,8,13,6,4,4,13,9,5,5,4,11,7,9,3,5,9,8,3,3,4,5,2,6,10,12,7,7,10,8,3,8,4,11,11,6,8,8,6,6,4,3,3,8,3,0,5,3,2,5,4,4,2,3,2,2,2,5,2,0,0,1,2,0
S01007701,,266,,1,4,1,3,0,0,1,1,2,1,0,2,1,0,1,1,0,2,3,4,8,9,11,13,5,9,14,14,5,4,10,5,5,3,6,2,4,2,1,0,4,1,7,3,9,1,3,4,3,0,0,5,4,3,0,2,4,3,2,4,2,4,3,3,3,4,1,2,2,3,1,0,1,3,1,1,1,2,0,0,1,2,3,1,1,0,0,0,0,1,0
S01007702,,598,,1,3,0,0,3,2,6,3,2,6,0,3,0,0,0,2,0,1,68,87,52,42,31,41,30,20,18,13,17,11,8,5,8,10,6,9,7,6,6,8,2,4,2,6,2,4,1,4,1,0,6,2,3,3,1,0,4,0,1,1,0,1,1,0,1,0,0,2,0,1,1,1,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
S01007703,,386,,10,7,3,2,2,1,3,6,5,6,2,5,2,2,1,4,2,3,3,0,10,16,6,11,13,8,2,6,2,14,6,7,1,6,3,2,6,2,2,3,6,4,6,6,4,4,4,11,6,8,9,8,3,5,5,4,10,9,4,5,4,4,2,4,4,4,5,3,4,2,1,0,2,3,3,1,4,6,1,1,2,2,0,1,1,2,2,0,0,0,2
S01007704,,482,,13,4,3,7,2,6,6,6,1,0,7,1,4,5,1,3,4,7,6,9,22,21,11,16,15,25,10,16,12,11,3,10,6,9,6,4,4,4,6,3,8,2,4,6,8,9,5,11,3,1,8,5,6,4,7,3,8,2,5,6,7,2,3,6,1,0,2,0,2,4,7,1,1,4,2,4,1,4,5,0,0,1,0,0,1,1,1,1,0,0,1
S01007705,,430,,1,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,1,6,24,48,64,34,35,32,19,20,17,15,12,7,17,7,6,4,3,3,4,2,0,0,2,0,3,3,5,2,7,4,0,1,0,1,0,2,3,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01007706,,415,,2,2,0,1,0,1,1,1,0,0,0,1,0,1,1,0,2,1,3,25,33,76,44,40,25,18,18,19,16,12,8,6,3,5,4,1,4,0,0,2,0,0,4,3,4,2,0,2,1,1,1,1,1,1,4,2,1,1,0,0,1,0,2,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
S01007707,,515,,9,9,5,3,3,3,6,3,3,1,0,2,0,1,0,3,0,1,2,10,25,24,38,26,23,20,19,25,18,15,24,20,15,14,11,7,11,7,9,4,3,6,1,2,3,3,5,7,2,4,4,4,1,3,3,6,3,1,1,2,0,2,0,3,1,2,3,2,3,2,1,1,1,3,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0
S01007708,,351,,1,6,4,4,6,4,1,3,3,6,4,1,6,7,1,5,2,6,1,2,5,5,9,8,0,17,8,5,15,5,6,12,9,7,11,2,1,3,3,5,2,5,11,6,5,2,0,7,10,6,3,0,5,9,3,2,4,6,4,1,1,4,1,3,7,1,3,3,2,0,1,2,1,2,3,0,1,3,1,1,2,2,2,0,1,0,0,1,2,0,1
S01007709,,291,,4,4,0,0,3,5,0,1,1,0,2,0,1,1,0,2,3,2,4,2,1,7,8,7,4,11,15,16,8,8,13,5,7,5,5,3,5,1,1,4,2,7,2,2,6,6,2,2,6,6,4,4,3,3,2,4,7,2,6,2,3,4,3,0,1,3,4,1,1,1,1,3,1,0,2,2,3,3,2,2,0,1,0,0,0,1,0,1,0,0,1
S01007710,,507,,7,4,1,2,4,3,8,0,2,3,1,0,4,2,1,1,0,4,1,6,16,30,38,20,36,30,31,25,19,15,12,14,7,7,12,5,6,1,6,3,1,7,5,8,3,4,4,11,7,4,2,2,3,6,3,7,3,5,1,0,1,5,5,4,4,0,5,2,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
S01007711,,559,,4,4,5,0,3,0,3,2,1,1,3,5,3,1,3,0,4,6,6,18,56,42,39,24,27,18,17,13,13,16,16,9,9,9,5,3,3,2,2,1,2,6,1,1,5,10,9,1,4,6,5,5,12,6,2,7,8,2,4,3,3,2,4,2,5,3,3,3,4,3,2,1,1,6,2,2,1,1,2,3,2,2,3,0,0,0,0,2,0,0,2
S01007712,,395,,2,1,2,5,2,5,2,1,2,0,1,1,0,3,1,1,0,2,5,19,22,17,14,19,15,18,25,17,10,4,4,6,3,6,7,6,6,2,4,8,5,3,6,3,5,4,2,3,6,4,0,3,3,3,5,3,0,4,5,5,5,3,4,0,2,7,3,2,4,4,3,1,1,0,2,0,2,1,3,0,0,0,1,1,1,2,0,0,1,0,2
S01007713,,221,,6,1,4,0,2,4,0,0,1,0,2,3,0,2,1,5,3,0,1,3,2,1,10,12,4,1,9,7,9,4,2,2,0,6,4,3,4,6,3,4,1,3,4,5,0,0,5,3,1,3,3,6,6,4,2,2,3,2,1,3,3,1,0,0,4,5,2,3,0,1,0,1,0,3,0,2,1,0,0,1,0,1,1,0,3,0,0,0,1,0,0
S01007714,,336,,6,6,2,1,0,6,1,6,4,1,4,3,1,2,1,3,7,3,3,10,2,7,6,11,7,8,7,8,8,6,6,10,6,7,6,6,3,3,1,1,5,1,0,3,5,3,9,2,5,8,2,13,5,7,5,3,2,1,5,2,3,6,4,3,5,2,4,2,1,3,4,0,3,2,2,4,3,1,4,0,0,2,0,0,1,0,1,0,1,0,0
S01007715,,252,,3,4,1,3,1,4,3,0,2,0,10,0,5,6,2,1,2,0,6,0,12,11,9,11,4,3,6,8,9,10,3,6,6,2,5,2,5,2,4,0,4,2,2,1,0,2,3,2,3,4,4,4,2,2,2,2,6,0,0,0,0,2,3,4,1,1,0,2,3,0,0,0,2,0,1,1,1,3,0,1,2,1,2,1,0,2,1,0,0,0,2
S01007716,,524,,6,6,5,8,4,5,1,4,0,0,1,0,1,0,1,1,0,3,4,9,10,14,17,9,18,11,25,16,20,8,9,14,12,8,4,0,11,4,8,3,2,8,9,8,0,7,3,7,9,4,8,2,2,9,6,1,8,6,3,5,13,6,2,7,9,9,5,5,5,5,2,8,4,1,6,5,9,3,5,2,2,4,4,2,1,3,3,2,1,2,2
S01007717,,450,,6,10,1,6,0,6,9,6,9,4,6,5,4,10,4,1,6,1,3,4,10,8,6,19,13,7,11,5,5,4,11,12,7,7,7,5,6,1,6,1,5,1,6,4,2,11,5,8,17,6,6,5,5,7,12,3,9,4,6,7,6,6,6,6,6,1,2,4,0,1,1,7,0,3,4,4,1,1,0,0,2,1,2,1,1,0,1,0,1,0,1
S01007718,,352,,6,5,0,0,2,0,3,2,1,2,4,0,0,6,0,0,4,2,0,0,4,5,8,12,8,7,9,13,14,11,14,1,3,10,3,4,7,7,1,1,5,2,8,3,7,7,3,2,11,2,3,8,6,4,3,4,3,3,8,5,2,4,2,3,5,7,4,3,5,3,4,2,2,3,4,2,0,5,3,1,2,3,1,3,1,0,0,0,0,0,2
S01007719,,468,,5,5,3,2,2,0,1,1,2,1,2,4,4,2,0,5,0,3,0,0,6,5,9,5,14,5,15,15,7,10,2,10,13,3,5,8,5,14,10,1,0,5,12,5,6,11,4,3,9,12,12,8,9,10,5,11,7,5,8,6,7,6,5,8,6,5,8,9,6,3,0,7,1,3,4,6,6,2,1,4,6,1,1,1,4,2,0,1,0,3,0
S01007720,,323,,4,4,2,6,0,4,0,0,1,0,2,1,3,0,2,5,5,0,5,2,6,3,4,7,4,4,6,5,2,3,3,6,0,1,1,3,5,2,0,1,2,2,7,2,7,9,6,4,4,3,5,5,6,3,7,3,3,3,3,6,2,5,4,1,5,3,11,7,2,4,7,6,8,6,0,6,4,9,6,5,5,3,3,3,3,0,0,0,0,1,2
S01007721,,346,,5,6,3,2,1,3,3,3,0,1,1,2,0,3,3,4,5,6,1,5,2,4,14,6,10,3,4,8,8,1,11,14,1,3,5,2,4,7,4,2,5,5,4,2,6,3,6,7,1,8,7,3,6,4,6,8,7,3,6,4,3,6,3,1,6,6,4,2,2,2,3,5,3,0,3,1,5,2,2,2,0,3,2,2,2,1,2,0,0,0,2
S01007722,,474,,5,7,4,3,6,7,3,6,6,4,2,3,4,1,3,5,1,7,2,1,4,8,10,8,9,18,13,3,8,2,6,6,10,3,6,6,9,2,7,4,4,2,8,11,8,13,12,7,9,6,5,10,8,8,9,1,10,7,7,7,6,5,3,3,6,3,4,5,6,6,7,1,4,4,4,7,3,5,4,1,2,3,1,0,1,1,0,0,3,1,1
S01007723,,467,,7,6,9,2,5,5,2,4,2,6,3,2,3,4,0,0,3,3,4,3,2,4,6,10,6,13,10,5,8,8,3,9,3,5,5,7,2,12,3,6,8,12,7,0,7,10,3,9,3,3,8,5,7,3,7,5,10,3,9,6,7,6,5,3,12,7,7,7,5,6,4,7,10,8,3,3,2,7,4,3,5,5,5,1,5,0,4,0,0,0,1
S01007724,,370,,6,4,7,2,6,0,2,4,6,3,1,6,2,2,1,1,9,4,5,1,5,9,13,12,9,16,11,10,20,16,10,2,8,2,6,8,8,10,1,2,5,4,14,4,2,6,4,5,3,4,4,6,3,1,4,4,6,0,4,5,7,5,4,2,2,6,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
S01007725,,393,,4,4,1,2,5,1,2,3,2,4,7,0,1,3,2,2,5,3,4,5,7,12,9,8,7,12,6,6,18,11,3,4,11,11,3,6,3,7,3,9,5,0,9,5,4,4,11,4,4,15,3,4,8,7,4,6,8,7,4,3,4,2,4,6,0,4,2,3,4,3,4,3,4,1,1,1,1,3,3,3,2,1,1,0,0,0,0,1,0,1,0
S01007726,,413,,3,6,6,3,2,0,0,1,0,5,1,3,6,4,1,5,2,8,4,4,4,8,9,14,24,13,13,12,10,22,11,5,4,11,4,8,9,3,5,3,2,4,2,5,5,9,1,3,8,8,13,11,0,10,7,1,4,5,4,7,4,1,2,3,1,0,3,4,2,2,2,3,0,4,2,3,4,2,2,3,0,0,0,0,0,1,0,0,0,0,0
S01007727,,510,,3,5,5,3,0,2,3,0,3,2,7,5,8,4,7,4,5,7,2,13,11,11,19,17,13,32,17,19,21,19,13,13,13,7,9,5,2,10,5,6,7,3,0,12,9,4,5,4,9,2,5,5,8,8,5,7,4,3,3,3,2,3,7,6,6,5,1,2,4,2,4,1,0,3,1,2,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
S01007728,,467,,11,8,4,6,5,4,1,7,6,3,3,4,6,2,10,4,5,6,5,4,13,24,23,24,19,11,13,12,13,8,12,7,6,7,7,3,2,5,6,5,2,5,7,6,7,5,4,6,2,1,9,5,3,12,4,4,0,7,0,4,2,4,4,4,5,1,1,3,3,3,3,2,1,1,0,2,4,0,0,0,1,1,1,1,0,3,0,0,0,0,0
S01007729,,390,,4,7,3,3,2,1,8,0,4,1,0,1,2,2,2,8,5,2,2,2,8,10,16,8,26,11,12,11,7,19,11,1,4,4,3,10,0,4,4,1,3,6,7,15,5,3,5,6,9,3,5,8,10,5,8,4,4,8,3,2,9,3,2,0,2,3,0,6,3,2,2,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0
S01007730,,401,,5,7,10,8,6,2,3,3,3,0,2,1,2,1,1,2,1,0,2,2,9,14,5,7,19,18,13,11,11,9,19,13,12,12,2,9,7,5,11,5,12,5,6,3,10,7,1,6,3,2,3,4,4,6,4,2,6,2,1,4,5,2,5,5,2,3,0,2,1,0,1,0,1,1,0,1,3,1,1,0,0,0,3,1,0,0,0,0,0,0,0
S01007731,,353,,4,3,3,0,0,1,5,1,1,3,3,4,6,1,1,4,6,5,4,8,7,8,7,11,14,10,13,9,8,8,3,5,3,8,10,9,2,9,0,3,2,9,8,10,11,4,4,7,4,11,4,0,4,6,7,0,5,4,3,2,3,8,4,2,2,2,3,2,1,1,1,2,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
S01007732,,389,,10,3,5,4,5,3,2,0,4,1,0,2,1,0,1,3,1,2,1,3,4,18,18,15,21,7,20,17,15,10,12,8,13,4,7,10,10,10,6,6,5,6,6,7,2,4,1,1,2,2,2,4,5,3,2,2,0,4,6,2,0,5,1,6,1,1,5,0,6,0,1,1,3,2,1,1,1,1,0,3,0,1,0,0,0,0,0,1,0,0,0
S01007733,,451,,7,7,14,1,6,3,5,7,3,5,9,9,5,11,3,7,3,2,4,2,5,6,4,6,6,7,8,9,8,6,7,10,5,8,10,4,2,7,6,5,3,9,3,9,11,4,7,2,4,11,5,7,7,4,9,6,5,4,5,7,13,5,7,8,0,4,4,3,5,4,3,2,4,0,3,0,4,2,2,1,2,2,3,2,0,1,0,2,0,0,1
S01007734,,404,,3,2,0,3,3,5,2,6,5,5,2,2,2,5,4,10,6,2,2,4,6,3,10,2,6,4,3,4,5,0,3,6,7,5,5,5,3,5,5,1,4,8,5,3,6,5,7,6,9,4,4,7,0,4,2,6,16,3,9,8,7,6,11,7,8,10,6,3,5,4,4,3,3,2,4,4,3,5,4,4,2,6,2,0,3,2,2,2,1,1,3
S01007735,,393,,2,3,5,2,5,1,1,2,1,4,3,6,10,4,5,6,4,2,4,7,1,8,8,4,8,5,0,0,5,4,1,6,4,2,3,5,0,3,1,3,3,2,4,0,6,8,6,6,3,11,8,8,9,13,9,8,10,12,6,4,3,7,4,10,9,2,10,4,3,4,3,3,4,5,2,3,3,3,2,5,2,2,2,4,2,3,1,0,1,1,2
S01007736,,370,,5,5,3,5,4,4,4,3,6,4,2,4,1,5,7,6,3,7,4,1,2,3,9,4,6,12,2,12,10,7,4,6,4,3,0,4,2,4,6,2,7,1,3,5,5,6,3,3,4,5,11,6,7,8,7,7,0,5,8,2,3,5,3,2,3,5,5,3,1,2,3,2,2,0,2,3,5,4,5,7,3,5,0,3,2,1,3,0,0,0,0
S01007737,,500,,9,7,7,2,14,5,9,7,1,1,3,3,7,5,3,8,8,6,5,2,6,1,7,7,6,15,3,12,13,7,7,9,1,12,10,6,7,5,8,2,6,2,4,4,6,5,6,8,11,5,7,7,9,6,10,7,9,3,13,3,3,3,5,7,6,6,8,5,5,4,2,5,5,2,6,2,5,4,2,3,3,1,2,3,2,2,1,3,3,0,5
S01007738,,331,,7,1,5,3,5,1,2,2,2,1,2,6,2,0,4,6,3,5,6,3,1,4,6,4,7,3,3,7,3,7,2,1,0,0,0,8,5,1,4,3,3,5,2,5,4,3,6,6,0,2,15,6,2,7,0,4,7,2,2,3,5,4,3,3,6,7,3,2,6,3,0,5,5,3,5,4,6,5,4,1,3,7,4,3,2,2,0,2,4,3,2
S01007739,,260,,1,0,1,4,1,2,2,3,3,1,1,3,1,5,0,3,2,4,0,2,2,4,6,2,2,4,5,3,2,4,0,6,1,4,1,0,3,4,1,0,6,1,2,1,3,0,4,5,5,1,1,2,2,3,3,3,9,2,1,2,8,3,6,4,5,5,4,6,4,4,5,5,4,5,2,5,4,4,0,3,4,2,1,1,7,2,2,1,1,3,1
S01007740,,275,,3,3,4,2,2,0,4,1,4,5,2,1,2,0,4,2,2,0,1,1,5,3,7,1,7,3,1,2,5,2,1,2,4,3,6,3,4,4,4,1,0,3,2,5,3,8,5,4,1,4,3,6,1,6,5,6,4,5,6,4,3,5,2,7,6,2,6,3,4,5,4,2,5,4,1,2,1,4,0,1,0,1,1,3,1,0,0,2,3,1,4
S01007741,,332,,2,6,2,4,1,5,5,3,5,1,1,2,0,4,2,0,3,3,3,4,0,6,6,5,0,1,3,0,3,3,7,9,5,3,1,2,3,0,6,8,4,1,4,2,6,7,3,5,4,3,7,7,2,6,2,1,4,6,5,3,4,2,4,4,6,12,5,6,3,2,9,4,4,2,7,2,5,4,6,2,5,4,4,3,2,3,2,0,2,1,4
S01007742,,263,,1,3,4,1,1,2,3,2,1,1,1,1,2,1,5,2,3,2,3,3,3,2,2,0,3,5,3,3,6,1,7,4,3,3,2,0,0,3,2,3,3,3,2,3,1,1,1,7,4,7,4,6,6,3,3,5,9,2,3,5,4,2,5,5,4,4,12,0,1,4,4,1,4,2,1,6,0,0,3,1,5,4,2,1,3,1,2,2,0,2,3
S01007743,,468,,7,8,14,5,7,6,7,7,1,2,4,3,6,3,3,6,8,8,3,5,4,5,7,7,14,7,6,6,4,7,14,10,3,7,6,4,11,6,4,2,8,6,2,5,8,11,10,6,11,7,2,9,5,4,7,12,8,9,6,8,2,3,5,3,4,5,8,5,1,3,7,4,5,1,2,2,2,1,0,1,1,0,0,1,1,0,1,2,0,2,5
S01007744,,349,,7,8,6,8,8,5,8,11,4,7,4,1,2,7,6,1,8,5,4,4,1,3,9,5,3,6,7,6,2,2,6,2,2,1,3,8,7,0,1,2,0,4,5,2,5,4,3,3,5,7,7,6,4,3,6,5,5,4,4,5,1,9,3,8,4,7,5,0,3,3,0,2,4,4,3,2,3,1,3,3,0,1,1,0,1,0,0,0,0,0,1
S01007745,,342,,3,5,2,10,0,0,4,3,4,9,1,3,4,1,1,2,4,1,4,2,4,3,2,6,8,5,3,8,3,4,4,5,2,5,8,0,5,1,1,5,9,5,4,9,2,4,2,8,10,4,8,8,4,10,12,6,3,4,5,7,3,3,1,6,3,4,3,4,5,2,2,1,2,4,3,2,2,4,3,2,1,0,0,2,1,2,3,1,1,0,3
S01007746,,425,,7,5,6,7,8,7,2,5,5,9,7,8,6,5,5,4,7,4,4,3,7,4,6,7,5,3,5,5,6,2,7,2,5,8,5,5,1,2,6,5,7,5,3,11,3,5,5,7,8,10,6,9,7,8,5,3,6,1,9,5,9,7,2,7,6,11,8,4,3,1,2,2,2,4,2,1,1,4,2,1,1,1,5,3,0,0,0,0,0,0,3
S01007747,,231,,3,9,8,6,1,1,0,3,3,2,1,2,4,0,3,0,4,2,2,1,5,2,3,2,2,7,3,2,5,1,4,6,4,1,4,4,0,3,2,3,2,3,2,1,10,6,3,4,2,2,1,1,2,1,2,7,3,0,3,3,5,5,2,0,8,2,7,1,5,2,2,1,2,0,2,0,2,2,1,1,0,2,0,0,0,1,0,0,0,0,2
S01007748,,341,,9,13,1,12,3,4,5,4,8,4,0,6,6,0,4,1,0,3,2,4,3,7,6,2,11,8,5,10,5,4,6,1,5,6,8,6,5,1,3,3,8,5,3,6,7,5,6,7,2,2,6,6,9,4,6,2,4,2,4,6,5,1,2,6,1,5,6,2,0,2,2,0,0,0,2,0,2,2,2,0,0,0,2,2,1,0,0,0,2,0,0
S01007749,,351,,4,0,6,3,6,2,4,3,3,7,1,9,6,3,7,6,3,3,3,0,3,6,4,6,4,6,6,0,9,3,4,4,1,1,3,2,3,3,3,2,2,4,6,5,7,2,7,6,4,2,4,3,6,3,7,6,4,10,8,9,4,1,3,4,12,5,5,6,7,2,10,3,2,3,6,1,2,2,0,2,1,3,2,0,2,1,0,2,1,1,1
S01007750,,368,,0,2,4,5,3,2,4,3,7,3,6,3,3,3,1,2,2,3,2,1,4,3,6,6,5,5,2,2,4,0,3,4,0,6,2,1,1,0,2,2,4,4,5,2,4,5,4,4,1,3,7,6,2,4,9,12,6,5,11,10,6,5,7,5,6,7,6,7,7,4,7,4,5,5,7,7,6,2,4,4,7,2,0,7,1,5,2,3,4,1,0
S01007751,,370,,3,9,3,2,2,7,6,6,4,2,4,2,6,4,4,3,7,3,3,2,2,3,3,3,7,2,3,3,0,2,5,5,1,2,1,2,4,0,3,7,2,5,2,3,5,5,7,4,5,5,8,4,7,11,5,6,4,8,4,3,5,4,8,5,10,5,5,3,6,5,6,6,2,5,3,3,5,1,4,3,4,5,1,6,4,2,4,3,0,0,4
S01007752,,356,,2,4,1,3,5,4,5,3,5,1,1,2,3,6,0,1,5,1,2,1,2,8,5,9,2,2,0,2,2,1,5,4,3,1,3,1,0,5,0,4,2,1,6,7,4,6,4,2,4,5,7,4,1,2,10,3,1,4,7,8,3,4,8,5,4,5,5,3,7,6,6,2,4,3,9,5,6,8,4,7,9,4,4,3,5,5,2,3,3,3,9
S01007753,,264,,6,7,9,2,8,5,3,4,1,3,4,4,4,5,2,2,5,4,2,1,2,1,0,3,3,3,2,1,2,3,6,3,9,3,2,2,5,7,0,5,5,6,3,4,2,6,3,1,1,6,2,2,2,3,6,3,2,6,6,2,4,4,0,9,2,5,3,1,1,2,2,3,0,0,1,1,0,0,3,1,1,1,0,1,0,1,0,0,0,1,3
S01007754,,407,,5,8,11,7,14,6,11,5,2,7,8,1,5,4,5,8,5,6,2,3,9,6,9,3,2,2,7,2,5,6,4,8,1,6,7,0,3,8,3,6,2,6,0,5,7,9,5,6,2,7,8,5,5,9,9,3,4,5,8,4,3,2,6,1,4,5,2,4,1,5,4,4,2,6,2,3,3,7,1,2,3,0,0,2,0,2,0,1,3,0,0
S01007755,,363,,9,3,12,3,11,11,0,5,5,0,6,1,1,1,8,3,4,8,3,3,1,8,5,5,4,7,2,11,4,5,8,2,6,3,9,8,1,5,4,3,4,6,2,5,5,4,1,6,3,3,2,4,3,3,4,6,4,2,4,7,2,4,10,5,3,5,4,4,1,2,4,6,2,3,3,2,1,1,0,4,1,1,3,4,4,1,1,2,1,0,3
S01007756,,265,,3,3,3,4,3,7,4,3,3,4,4,3,3,2,2,6,7,2,2,3,1,1,9,4,6,4,1,2,2,2,1,1,4,2,5,7,0,3,2,5,3,6,6,1,2,3,3,1,3,2,3,2,3,3,6,4,3,6,4,1,2,1,4,1,4,8,6,5,2,2,3,1,1,2,0,5,4,1,0,2,1,2,2,0,0,3,2,0,0,1,2
S01007757,,408,,2,0,5,7,4,4,3,4,3,7,5,4,7,5,7,5,4,5,4,3,5,6,2,6,3,0,2,1,3,3,3,5,5,7,2,1,2,4,2,2,4,6,10,7,2,3,7,10,4,4,8,7,8,2,6,5,3,4,0,2,10,3,10,6,2,5,9,6,9,7,5,5,7,7,4,6,6,4,8,6,6,3,4,3,7,1,1,1,2,0,1
S01007758,,424,,0,0,4,1,5,0,6,2,5,1,3,8,1,5,0,3,7,7,4,3,0,4,7,5,7,3,1,0,1,3,6,2,3,2,2,7,3,1,2,7,5,6,5,1,7,3,3,4,7,4,12,9,3,9,4,8,9,8,4,6,6,5,17,3,4,3,7,4,5,7,4,9,11,13,7,7,2,9,4,2,10,2,8,10,3,3,2,0,2,2,5
S01007759,,454,,2,4,4,1,3,2,1,0,2,2,0,4,2,4,7,3,5,3,5,1,1,5,6,4,8,6,9,5,14,13,5,11,0,12,5,8,6,9,9,2,6,9,2,7,5,11,11,6,5,9,10,9,3,10,6,8,12,3,6,2,6,14,8,9,3,5,6,5,7,3,1,4,4,4,3,5,3,3,3,3,0,3,6,2,5,1,1,1,0,0,3
S01007760,,275,,2,3,3,4,1,4,2,1,1,4,3,1,4,2,2,4,3,6,0,4,2,5,1,3,0,2,1,3,0,0,0,0,4,1,2,2,1,3,1,4,4,6,3,4,3,5,6,5,4,6,5,0,5,4,8,5,4,3,3,6,6,3,6,4,3,8,9,2,4,3,4,1,3,0,3,3,3,3,1,3,3,3,2,3,5,0,0,1,1,2,5
S01007761,,421,,3,2,5,5,4,8,4,5,3,1,3,0,4,4,5,4,9,3,3,0,4,6,6,5,6,6,11,6,0,2,7,4,4,2,1,3,3,2,2,4,3,3,7,4,6,7,6,7,7,5,9,6,6,8,9,14,8,11,3,8,10,8,8,4,7,9,4,8,4,6,2,1,1,2,5,8,2,4,3,6,0,4,8,1,3,3,0,0,0,3,1
S01007762,,345,,5,4,4,3,3,1,2,2,2,2,0,4,3,2,4,12,2,2,1,0,1,1,2,0,3,5,2,7,4,9,13,5,2,4,2,5,3,4,0,8,0,3,10,7,7,3,4,3,8,8,6,1,4,3,3,5,4,7,4,6,4,5,0,6,10,9,5,4,6,5,4,4,2,3,1,5,0,1,2,4,4,3,1,0,3,2,2,2,4,2,8
S01007763,,245,,3,1,5,3,4,1,1,3,0,1,3,0,3,0,0,5,1,1,3,3,1,0,3,3,1,0,6,0,2,3,8,1,0,6,4,4,1,1,2,3,5,6,6,2,3,0,1,3,1,3,2,0,2,3,4,1,4,1,3,0,1,2,4,5,5,1,4,5,3,5,5,2,3,4,5,5,4,5,2,2,4,7,6,1,4,0,2,2,0,1,6
S01007764,,357,,2,4,3,1,5,2,2,2,3,5,2,6,5,2,5,6,7,5,4,2,4,6,8,10,3,5,4,4,4,1,1,5,7,4,3,0,3,2,5,3,9,9,3,4,7,6,7,2,6,5,5,12,7,6,4,3,4,5,6,5,7,5,3,5,2,6,3,4,5,2,1,3,2,6,7,4,2,3,5,2,1,3,0,0,2,1,0,0,0,1,2
S01007765,,322,,2,1,2,1,6,1,5,2,1,4,4,5,3,6,7,2,1,4,6,2,1,3,1,4,3,3,0,4,5,1,2,4,3,0,4,4,2,4,7,7,2,4,3,6,4,3,4,6,4,4,6,4,5,5,8,4,9,3,8,2,3,2,4,3,3,3,7,2,2,2,7,9,6,5,7,4,3,6,4,2,3,3,3,1,2,0,0,2,1,0,2
