"Table 1b: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
S01010618,,367,,3,4,7,0,5,2,4,4,5,7,0,2,2,5,3,1,4,5,4,4,1,6,4,6,3,4,3,1,3,3,6,5,11,7,8,3,5,3,4,2,5,2,9,3,5,3,9,9,9,6,8,5,7,7,6,8,7,8,9,4,7,1,7,4,10,8,2,6,3,1,4,5,3,3,1,3,0,0,3,2,2,1,1,0,1,0,0,1,0,0,0
S01010619,,319,,5,3,7,1,3,2,0,6,5,4,5,3,3,1,3,1,6,4,1,6,4,9,6,6,7,4,5,6,7,8,23,5,10,6,6,3,6,9,3,1,8,4,11,2,1,3,8,6,1,7,3,3,2,5,2,1,3,6,1,3,1,4,3,5,2,0,3,0,1,0,1,1,3,0,0,0,0,2,3,2,1,0,0,0,1,0,0,0,0,2,1
S01010620,,366,,4,1,0,2,7,5,2,1,1,1,2,4,3,0,0,1,3,2,5,10,5,6,8,12,14,14,14,22,17,19,6,13,8,11,11,9,7,0,1,6,7,8,7,0,8,4,4,3,3,5,4,4,4,7,1,8,0,5,1,1,2,3,1,3,1,0,1,2,0,4,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
S01010621,,497,,7,1,3,5,5,6,2,5,4,6,9,3,6,7,3,0,6,1,3,5,5,12,16,5,12,4,8,7,11,10,6,10,3,12,6,6,11,9,12,8,7,5,5,7,5,5,8,8,8,6,7,17,9,5,8,7,10,6,6,6,11,5,5,6,5,2,9,6,2,0,4,2,2,2,4,3,5,0,3,2,1,2,2,0,0,0,0,3,0,2,4
S01010622,,287,,3,3,8,2,5,8,3,3,3,6,2,7,4,1,2,6,4,2,1,4,4,5,0,0,5,4,0,9,9,6,8,5,5,0,2,7,1,2,9,8,1,1,3,3,6,3,3,2,6,4,8,4,5,8,4,0,4,4,4,3,3,2,5,7,1,2,2,1,5,0,0,1,0,2,1,2,1,1,0,1,0,0,1,1,0,0,2,1,2,0,1
S01010623,,411,,17,9,12,11,15,17,5,16,5,11,6,8,11,7,2,1,7,3,2,0,2,6,8,9,7,7,6,9,8,13,13,9,7,9,7,16,8,4,4,6,13,9,1,0,0,3,2,3,7,3,4,3,1,1,3,2,2,1,1,4,4,2,5,4,0,0,2,1,0,0,0,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
S01010624,,285,,6,4,7,4,3,2,7,1,1,6,7,3,1,4,2,2,3,3,5,0,2,3,5,8,7,3,7,5,7,5,2,4,0,9,4,2,5,9,7,6,6,3,5,3,4,3,5,7,5,3,1,3,0,4,6,2,5,6,0,0,3,3,4,6,2,1,2,4,2,0,2,1,2,2,1,3,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
S01010625,,364,,1,0,2,2,3,5,3,4,5,4,1,7,2,3,5,4,6,2,4,3,0,0,0,2,3,1,1,4,1,1,6,6,8,5,3,3,5,3,2,2,5,5,6,4,4,4,12,7,5,3,8,0,2,7,8,5,3,6,4,8,6,11,5,1,8,7,8,4,6,7,6,6,5,3,7,6,3,6,5,4,3,3,0,4,1,2,1,2,1,0,5
S01010626,,425,,0,1,4,5,2,2,6,3,5,4,5,3,3,4,6,2,5,7,6,5,1,2,4,1,4,8,0,6,8,2,1,3,3,2,5,4,2,7,3,4,3,3,8,6,6,6,6,11,9,9,3,3,10,6,8,3,3,3,5,13,6,1,6,8,4,9,9,9,3,9,5,5,0,3,8,11,6,6,6,2,2,9,1,5,3,4,3,1,2,1,6
S01010627,,439,,4,4,4,3,5,1,7,3,4,3,6,6,4,0,1,1,2,2,4,3,9,6,5,5,12,7,10,11,10,15,4,12,4,9,11,7,6,8,13,3,12,6,1,3,3,5,8,5,6,7,8,5,2,4,1,6,5,7,3,9,11,9,1,0,7,1,7,10,4,5,2,1,2,2,2,2,3,0,0,7,2,4,3,4,2,2,1,0,0,2,3
S01010628,,535,,7,6,3,5,2,3,5,0,3,7,1,0,5,3,7,6,5,3,5,5,1,11,6,13,13,15,11,12,10,13,13,22,27,16,14,9,11,8,17,1,6,11,13,14,4,7,8,5,5,5,8,4,10,3,13,7,9,6,4,7,2,2,0,2,1,5,2,3,4,4,3,1,1,2,2,6,2,1,0,2,1,3,1,5,2,1,1,1,0,2,0
S01010629,,448,,4,3,9,3,5,0,2,5,6,8,1,8,10,8,10,8,7,6,5,3,5,8,5,2,1,6,10,9,6,4,0,2,1,0,6,4,7,8,7,1,2,1,8,4,8,5,11,7,6,2,10,3,5,5,10,6,4,6,3,7,8,11,4,13,3,5,5,3,6,7,8,5,3,9,4,2,2,5,1,4,1,3,1,4,2,0,2,3,1,1,6
S01010630,,256,,5,6,6,4,1,2,7,5,4,0,1,6,1,2,0,3,3,3,3,2,1,2,2,6,2,3,1,5,0,2,5,8,2,0,6,9,4,2,6,2,2,7,4,4,1,2,3,5,4,2,5,2,0,2,4,4,4,3,4,4,5,3,4,2,4,3,3,1,4,3,1,3,2,0,0,3,1,3,0,1,3,0,2,2,1,0,1,1,1,1,0
S01010631,,267,,3,6,4,1,4,5,1,4,3,1,0,1,0,0,4,2,0,1,3,2,4,0,3,4,0,3,7,8,6,10,9,2,13,16,11,3,3,0,7,4,3,8,2,2,4,5,1,0,0,1,3,1,1,6,3,1,3,4,2,1,3,6,3,3,4,2,1,5,1,2,3,2,1,0,0,0,2,2,0,2,1,3,1,2,1,0,1,2,2,0,3
S01010632,,447,,6,6,11,0,3,2,7,2,4,4,6,9,7,3,2,8,3,5,3,7,4,6,9,6,7,7,5,3,5,8,2,11,5,6,7,9,4,8,6,7,9,2,4,7,4,3,7,3,7,10,5,1,11,12,6,6,13,4,7,3,5,3,2,1,6,6,1,3,3,4,6,5,4,4,3,5,6,4,4,0,4,1,3,2,5,1,2,1,0,1,5
S01010633,,496,,7,6,11,12,10,12,7,7,8,4,11,2,8,5,10,5,10,7,10,5,6,4,3,10,6,8,6,8,1,5,8,6,5,4,6,12,5,7,4,4,7,3,4,3,7,10,2,9,7,7,8,10,8,8,10,8,4,3,4,10,8,2,3,4,5,6,4,5,6,4,0,8,3,2,3,4,1,6,1,3,1,1,2,1,0,0,1,2,0,0,3
S01010634,,326,,5,2,7,8,7,3,5,1,1,3,2,3,8,4,7,3,5,9,6,1,4,0,6,9,3,7,3,9,6,5,5,6,2,9,5,7,1,0,6,1,4,1,4,0,4,5,7,3,4,3,5,3,6,2,2,4,4,4,4,6,4,4,2,6,3,2,6,2,4,4,2,0,1,3,5,2,3,2,1,1,2,0,1,1,2,2,1,0,1,0,0
S01010635,,408,,8,6,2,3,5,3,7,5,7,13,5,4,5,3,5,4,12,3,7,7,5,3,1,0,6,3,2,1,2,4,5,3,7,9,10,8,4,6,4,2,10,3,7,4,5,0,7,6,6,12,9,6,5,8,9,5,4,2,2,2,3,3,6,7,5,7,5,5,3,4,5,3,2,0,5,6,6,5,3,4,1,1,2,0,0,0,0,2,1,1,2
S01010636,,379,,3,4,11,8,0,2,0,2,5,3,2,3,4,0,4,2,5,3,4,8,1,5,2,5,2,4,7,5,0,4,4,2,4,9,6,6,6,10,8,7,6,6,5,8,3,4,6,4,11,6,5,6,5,7,6,10,3,4,5,7,5,6,5,5,5,3,3,0,9,6,3,7,5,2,3,3,3,1,2,2,1,4,2,0,2,1,0,1,1,0,2
S01010637,,299,,3,1,6,0,3,0,1,2,1,0,1,0,0,0,0,0,2,0,3,1,3,3,3,8,6,2,9,15,8,4,8,3,5,7,0,3,5,3,6,0,2,3,3,3,8,4,8,6,6,8,3,8,6,0,4,3,6,5,9,5,3,3,6,0,5,4,6,3,2,3,3,3,1,3,3,2,1,1,2,4,4,0,5,1,0,2,2,0,0,0,2
S01010638,,373,,6,2,2,2,4,2,2,0,5,2,2,0,3,2,2,3,3,4,11,5,1,4,2,11,0,5,6,4,5,11,4,9,4,3,4,4,8,2,0,6,5,1,4,7,4,5,5,2,9,7,1,8,3,1,7,6,0,5,4,2,5,2,9,4,6,2,8,5,5,4,7,7,2,4,3,3,7,4,4,5,5,5,8,3,5,1,0,0,0,2,7
S01010639,,533,,2,8,3,7,7,5,3,6,4,9,7,4,7,4,4,4,8,8,3,9,8,3,11,6,9,9,5,13,11,15,3,8,12,10,10,13,7,6,5,8,14,10,12,8,5,9,8,6,9,6,9,5,4,9,6,8,4,5,10,6,9,6,7,4,4,7,8,0,2,3,6,4,3,2,3,2,6,2,3,3,1,1,1,1,0,1,0,1,2,2,2
S01010640,,394,,2,6,3,0,1,2,0,1,2,2,3,2,3,7,3,5,4,7,3,7,1,6,11,10,5,11,7,8,14,12,4,8,17,8,3,2,10,4,0,5,3,7,6,9,4,5,9,5,2,8,7,14,3,5,6,0,4,9,5,9,10,3,1,6,3,5,3,5,0,5,7,3,1,0,0,0,2,1,1,1,0,0,0,3,0,1,1,0,3,0,0
S01010641,,519,,4,13,9,11,7,6,7,5,7,6,6,2,3,4,11,4,6,5,2,6,2,5,11,5,2,7,14,10,10,7,14,9,14,7,12,20,9,14,11,11,13,13,7,5,5,8,6,1,5,7,6,8,4,9,9,3,6,9,4,4,3,3,1,7,4,3,3,4,4,6,2,4,5,2,1,0,3,0,4,0,1,2,0,0,1,1,0,0,2,1,2
S01010642,,449,,7,11,5,12,9,9,9,4,6,7,6,15,13,3,4,13,1,7,10,0,4,9,10,1,5,8,4,6,9,3,8,3,6,4,8,3,2,4,2,7,4,16,7,5,6,6,7,9,9,7,4,6,5,4,6,3,3,0,9,2,1,3,3,2,7,5,4,2,2,7,3,2,5,4,2,2,3,2,3,3,2,2,0,1,2,0,1,0,0,0,1
S01010643,,352,,3,6,8,4,17,10,4,7,7,5,9,6,10,8,12,4,4,4,6,6,4,5,5,5,2,9,6,6,4,0,0,5,9,5,1,6,3,4,4,6,4,8,5,5,1,2,0,3,3,7,7,4,1,2,7,5,5,5,4,3,1,4,2,3,3,2,5,6,1,3,3,4,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
S01010644,,346,,5,5,3,4,4,8,9,1,7,7,6,5,1,1,1,3,4,9,5,7,1,6,6,10,4,9,4,6,11,0,6,3,5,3,5,3,3,6,1,7,5,1,6,7,3,4,7,9,4,5,5,9,3,4,3,11,4,2,3,8,6,7,1,3,3,2,2,3,1,4,1,2,5,2,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
S01010645,,259,,2,5,1,1,4,2,1,1,0,0,1,2,3,0,2,3,3,3,2,3,0,3,6,2,7,5,3,3,0,6,3,3,4,4,1,0,0,3,2,7,5,5,2,7,5,11,5,4,10,4,5,5,2,4,4,6,4,5,4,4,4,4,3,2,4,8,7,5,1,2,3,0,1,1,1,1,1,1,3,1,0,0,0,0,0,1,1,2,0,0,0
S01010646,,324,,2,1,5,3,1,3,2,1,4,2,2,3,3,4,2,5,3,3,8,2,7,4,3,2,6,0,4,4,0,7,5,3,2,7,0,6,3,3,4,3,5,3,1,2,5,6,7,7,5,5,4,5,5,9,3,7,10,2,10,4,7,4,2,6,6,7,8,6,2,3,2,1,1,3,3,1,2,3,2,3,0,3,1,0,3,2,2,0,1,1,2
S01010647,,337,,3,5,1,1,2,1,3,3,3,1,0,1,3,3,1,2,5,2,5,4,5,7,9,1,7,4,1,9,9,3,5,5,2,4,4,0,1,2,5,0,4,0,2,9,4,7,3,3,2,8,8,5,6,6,4,6,7,5,8,7,11,2,4,6,5,7,5,6,4,1,6,1,1,2,1,4,2,2,1,2,4,3,5,2,1,1,1,1,0,4,6
S01010648,,319,,1,1,3,1,2,6,3,5,2,2,2,6,0,4,2,5,2,4,0,5,4,4,5,5,2,5,6,1,3,2,8,2,5,6,6,4,1,1,4,2,3,5,6,4,1,7,5,5,5,4,6,3,4,4,10,4,3,10,7,7,14,9,7,1,5,2,2,6,2,2,5,4,3,4,4,2,2,1,0,3,1,1,2,0,1,0,1,0,0,0,0
S01010649,,286,,2,3,2,4,3,3,3,4,2,4,2,1,4,4,2,3,2,6,3,6,1,4,4,5,2,6,3,1,0,3,3,0,3,7,8,4,1,5,4,6,0,5,3,1,2,2,3,4,7,3,2,1,4,3,3,3,4,3,6,4,2,5,5,3,1,3,5,2,2,3,9,4,2,3,3,3,0,2,3,0,2,3,3,6,5,2,1,2,2,0,4
S01010650,,370,,8,7,2,6,4,7,9,6,3,6,1,7,5,6,5,2,2,4,5,5,0,7,3,5,1,3,8,6,6,2,3,4,6,5,2,7,6,3,7,6,5,5,4,12,8,8,12,1,7,7,4,9,1,4,3,3,12,6,3,1,3,7,2,8,1,3,6,1,1,4,1,2,0,3,0,4,2,3,0,1,1,2,1,3,1,1,1,2,0,1,0
S01010651,,315,,6,4,4,8,6,5,5,4,4,3,7,2,3,9,6,2,3,2,5,4,2,2,8,3,0,3,4,3,3,3,3,4,7,10,2,2,4,8,3,2,3,5,2,1,2,1,7,4,4,8,4,3,0,8,5,7,3,6,9,7,6,7,2,6,4,5,3,3,1,1,2,3,2,1,1,1,1,2,1,1,0,1,0,1,1,1,0,0,0,0,1
S01010652,,379,,6,6,5,3,7,4,5,5,7,3,4,2,5,2,7,2,9,1,6,7,5,2,3,3,1,0,0,6,4,6,8,5,2,6,6,4,4,5,7,9,1,1,6,2,4,11,2,7,10,10,7,4,9,5,8,3,7,12,8,4,5,6,3,10,3,3,3,3,6,2,3,2,3,5,1,4,2,1,1,3,1,4,0,0,0,0,1,0,0,1,0
S01010653,,275,,1,5,1,1,1,0,1,1,0,0,2,1,1,3,2,1,4,4,3,7,3,4,1,4,1,5,5,5,4,2,4,8,1,0,3,4,4,5,0,3,7,4,3,3,6,2,6,5,4,5,1,6,3,6,5,4,2,8,6,15,4,3,4,1,2,2,5,9,3,1,5,1,3,3,3,2,0,3,1,1,1,3,1,1,3,0,1,1,0,0,2
S01010654,,383,,6,3,8,2,9,9,8,3,1,4,2,4,8,2,3,9,4,0,8,1,7,2,8,5,8,1,4,14,10,0,4,5,12,5,6,8,6,6,6,4,3,4,6,5,1,8,2,5,5,4,3,4,7,6,10,9,3,4,5,3,7,2,3,6,6,5,3,3,3,1,6,4,1,4,1,5,1,3,2,0,1,0,0,0,1,0,0,1,1,0,1
S01010655,,485,,1,6,4,8,3,6,4,8,4,7,7,11,6,11,4,5,6,6,6,0,3,3,7,3,2,6,1,8,1,3,1,2,1,2,4,6,1,8,4,7,2,6,11,11,12,16,4,10,8,13,10,10,10,9,9,4,8,12,7,5,5,2,7,11,9,4,11,12,6,3,3,4,3,2,4,0,7,0,7,2,3,2,2,2,2,0,0,2,1,3,3
S01010656,,255,,2,4,4,4,2,6,5,5,5,4,3,3,4,3,2,3,3,6,2,1,1,1,3,2,1,1,4,2,5,3,1,3,5,5,4,3,3,1,4,6,3,5,3,1,4,2,7,5,4,5,3,3,1,1,6,3,0,2,4,4,4,2,4,3,5,8,2,1,2,3,4,4,2,1,0,4,0,3,0,2,2,1,1,0,2,0,0,0,0,0,0
S01010657,,339,,0,5,0,3,2,3,0,5,4,3,7,3,3,7,5,6,3,6,2,6,5,5,4,3,2,5,2,2,3,8,9,5,3,1,3,3,3,1,1,0,0,2,4,6,0,7,11,7,5,9,7,7,10,5,2,5,2,5,6,8,5,8,8,7,4,6,4,1,1,8,9,7,3,1,3,1,1,2,0,3,1,0,2,0,1,2,0,0,0,2,0
S01010658,,373,,1,4,5,5,4,5,4,7,8,4,10,4,6,4,1,8,0,7,1,3,0,2,3,5,4,4,3,3,1,0,0,1,0,2,2,1,3,5,3,2,1,4,2,7,4,3,6,3,10,10,7,4,10,6,5,7,9,6,11,12,5,2,5,2,8,8,14,4,6,4,7,6,4,5,3,6,3,4,0,4,2,0,2,0,0,0,0,1,2,0,4
S01010659,,324,,1,5,1,3,2,5,4,1,5,4,6,6,4,4,3,6,3,0,7,0,2,0,3,4,3,1,1,4,1,1,3,3,5,2,0,2,2,5,0,3,3,4,4,3,4,7,8,9,9,2,7,5,8,6,3,5,5,6,4,4,5,8,6,3,9,7,6,8,7,4,6,3,4,6,3,1,2,2,0,1,0,3,1,3,1,2,0,1,0,0,1
S01010660,,304,,0,3,3,1,6,2,5,3,1,3,4,3,4,8,9,4,2,2,3,4,4,5,6,4,2,3,2,1,1,3,1,5,2,2,0,2,5,6,5,3,4,2,6,7,5,7,2,4,9,0,3,5,3,4,7,4,5,3,2,1,2,6,5,6,7,6,3,1,8,6,2,5,5,3,0,1,0,2,2,2,3,3,0,1,3,1,0,1,1,1,3
S01010661,,259,,5,1,6,0,4,1,3,2,1,3,1,1,2,2,2,4,2,3,0,0,1,0,4,4,4,5,4,6,7,4,3,1,2,3,0,1,2,4,1,2,2,2,4,7,4,2,2,4,1,9,9,6,4,3,1,6,1,8,5,2,6,6,5,5,2,2,4,5,4,2,3,4,1,0,1,1,4,3,1,4,2,1,4,3,0,1,1,1,0,0,0
S01010662,,366,,3,4,2,2,6,2,7,7,2,3,1,2,3,5,7,9,2,9,7,7,2,3,3,1,7,0,4,2,2,1,0,4,5,3,2,0,1,7,3,1,3,4,7,3,12,10,4,8,7,1,6,5,6,3,9,9,7,6,8,6,7,2,4,11,9,8,6,0,8,4,1,3,2,4,2,3,1,2,4,6,2,4,0,3,0,0,2,2,0,1,0
S01010663,,460,,5,3,3,5,4,4,9,6,5,4,1,9,2,2,6,4,4,12,2,3,4,2,2,1,6,5,5,3,0,5,2,4,4,4,7,4,3,7,5,4,3,7,5,4,3,3,7,14,18,5,2,5,5,6,12,7,8,10,11,7,7,12,10,11,4,10,9,7,4,7,7,7,0,6,3,5,7,3,2,5,5,2,2,1,0,3,1,5,2,0,1
S01010664,,408,,0,5,2,3,3,4,6,6,5,4,4,3,3,3,9,4,2,10,5,0,6,5,2,6,6,3,6,3,6,3,1,3,2,1,2,0,4,3,6,5,2,3,3,14,1,4,7,12,10,7,12,9,6,8,6,8,11,7,8,6,5,7,5,2,3,5,7,7,6,3,6,4,4,4,5,6,4,3,3,4,5,2,2,0,2,0,3,0,0,0,3
S01010665,,464,,4,2,5,3,6,3,0,3,6,4,10,5,7,5,9,5,3,6,5,4,4,1,2,1,1,1,4,6,5,0,0,0,4,5,3,5,6,2,3,7,7,9,13,6,6,10,8,11,9,9,10,9,8,4,3,7,12,5,6,13,8,16,6,1,14,9,8,8,7,6,6,5,4,3,3,2,7,4,2,2,5,2,1,3,3,1,3,1,0,1,3
S01010666,,473,,4,4,4,4,6,8,4,7,4,8,5,12,12,4,8,11,4,6,8,8,5,6,0,0,2,4,1,1,6,4,1,5,4,4,4,5,3,8,4,5,6,2,6,11,4,10,9,12,8,7,5,9,9,5,9,10,6,15,3,4,9,7,6,7,8,4,5,5,9,7,3,3,5,6,2,2,3,4,5,3,0,3,0,1,3,2,0,2,0,1,5
S01010667,,343,,5,1,5,5,2,5,1,2,3,3,3,10,4,8,2,8,5,9,5,0,0,3,1,4,3,2,0,0,6,1,6,6,5,2,0,4,0,4,4,2,7,5,3,0,6,4,2,4,9,6,3,2,11,13,8,9,8,3,7,3,5,3,3,7,6,8,4,7,0,2,3,3,4,8,4,3,1,2,3,2,0,4,3,0,1,1,1,0,0,0,3
S01010668,,545,,3,5,3,5,6,2,7,4,1,4,1,6,6,6,7,4,7,10,6,6,2,9,4,3,6,7,3,11,4,4,0,8,5,6,6,4,7,4,7,8,9,2,4,9,10,4,14,7,12,7,11,14,4,9,11,10,12,7,8,6,12,8,11,6,9,12,13,12,7,9,7,9,7,4,4,1,2,2,5,7,3,3,1,1,2,4,1,0,2,0,4
S01010669,,327,,1,2,2,5,1,3,6,3,7,4,3,7,6,3,6,3,7,4,4,3,4,3,3,0,1,2,0,3,4,1,2,1,5,1,4,4,2,3,3,0,4,4,6,4,3,4,6,6,3,7,6,6,0,7,6,5,10,3,8,3,7,4,8,5,5,5,5,3,2,4,3,6,1,2,6,5,2,3,3,1,0,2,6,2,1,0,0,1,4,0,4
S01010670,,319,,1,1,2,2,5,1,3,3,3,2,3,6,4,4,7,3,4,7,6,6,2,5,3,5,0,1,2,5,2,0,1,0,2,0,1,1,1,4,3,1,6,3,1,7,2,6,4,8,6,4,1,14,6,7,7,13,8,6,2,6,7,6,5,4,3,6,6,2,7,6,2,4,4,4,3,6,1,1,4,2,0,1,2,2,1,0,0,0,0,1,0
S01010671,,380,,6,1,7,1,6,10,0,2,5,2,5,4,7,4,4,6,7,2,4,11,5,3,0,2,3,5,3,1,1,0,0,1,4,6,3,5,4,1,5,2,2,2,6,7,3,7,8,6,3,9,7,6,5,5,7,6,2,7,7,8,8,5,9,6,6,8,12,4,10,10,2,4,4,1,1,7,4,4,2,0,0,1,2,3,1,1,2,0,1,0,1
S01010672,,317,,3,3,0,1,5,3,0,2,5,3,11,3,4,2,5,7,7,4,5,5,8,6,2,7,0,2,1,0,6,0,4,7,7,1,0,1,5,4,4,3,3,3,4,4,4,2,7,7,4,5,10,6,4,3,4,7,4,5,9,2,4,3,7,4,3,2,2,4,0,1,4,0,0,1,5,1,5,2,0,2,4,5,2,3,2,1,3,0,0,1,3
S01010673,,491,,1,4,6,7,2,8,2,4,4,7,8,8,5,11,6,4,3,3,6,5,4,1,7,6,7,6,4,3,3,2,6,7,6,7,2,7,4,4,6,5,3,6,6,7,5,8,8,6,5,5,9,7,7,9,10,5,10,12,9,6,4,10,10,12,5,8,16,8,4,7,7,8,5,8,0,6,2,1,2,3,2,5,1,1,2,2,0,3,0,1,4
S01010674,,481,,4,6,10,4,0,2,5,3,9,6,8,4,11,4,2,6,2,10,7,4,4,2,3,6,6,3,9,1,5,5,8,4,5,5,4,7,0,8,5,11,3,4,6,7,9,10,11,3,7,12,5,10,9,9,7,8,11,6,9,6,12,12,11,10,11,6,4,4,7,7,7,3,6,5,4,1,1,1,3,1,2,0,0,0,0,1,0,2,0,0,0
S01010675,,311,,2,5,5,2,2,5,1,2,1,7,0,3,1,3,2,3,0,3,2,2,7,2,3,2,2,0,0,4,0,4,4,3,3,1,0,1,2,0,3,1,0,3,6,2,1,6,4,6,8,9,6,5,3,8,8,4,9,8,3,2,9,12,7,3,2,8,7,3,8,9,6,2,3,0,5,6,0,4,4,4,1,2,3,0,0,2,2,1,0,0,4
S01010676,,470,,4,8,4,3,7,5,9,2,7,5,1,6,8,5,4,6,4,2,2,2,2,9,8,4,6,7,9,3,0,3,3,7,2,8,4,4,4,5,5,4,13,4,5,5,4,14,7,10,3,6,8,5,5,7,6,6,2,11,3,10,8,7,10,11,8,9,8,8,1,9,7,7,4,5,11,3,4,6,5,4,0,2,1,1,2,1,1,1,0,0,1
S01010677,,240,,2,1,5,2,3,1,2,2,3,2,3,1,0,5,6,5,5,1,4,2,2,1,0,1,0,4,4,1,1,0,2,2,2,1,3,0,0,0,0,5,1,4,0,1,4,1,2,2,4,3,7,4,7,4,5,8,1,10,2,3,7,2,6,3,3,7,8,3,1,4,2,4,4,3,2,2,5,4,0,0,1,2,0,0,2,1,3,2,0,0,2
S01010678,,304,,6,0,2,5,1,2,2,2,4,0,0,2,3,6,3,4,5,8,4,4,2,3,0,1,3,2,4,0,0,2,0,1,0,4,1,2,1,2,4,4,2,0,5,6,8,9,5,8,6,7,4,4,6,3,3,5,11,9,10,11,8,2,1,6,1,8,6,1,5,3,5,3,5,3,2,2,5,3,3,2,0,2,0,1,0,0,0,2,0,3,1
S01010679,,266,,1,2,3,2,4,4,6,1,1,1,1,2,1,4,2,0,1,4,2,3,2,0,3,3,6,1,3,5,4,3,4,4,2,1,0,2,0,5,1,1,2,4,9,7,6,4,4,6,3,2,5,2,8,1,6,2,2,3,8,8,5,6,6,7,5,6,1,3,3,3,4,2,1,1,1,0,2,3,2,0,3,3,1,3,3,1,0,0,1,1,2
S01010680,,292,,3,3,2,5,4,0,5,1,1,4,4,6,0,1,2,1,3,6,3,3,2,4,1,0,4,1,0,0,4,7,2,3,9,0,9,2,3,0,7,6,2,5,6,2,2,2,3,4,0,5,3,5,6,7,6,3,7,5,3,0,5,3,8,10,9,5,4,5,2,3,4,10,0,4,3,2,3,2,6,1,0,0,0,0,0,1,1,3,0,0,1
S01010681,,565,,8,10,7,14,11,6,11,6,10,15,5,4,9,4,2,10,9,14,8,9,8,6,10,5,10,6,6,9,8,9,10,8,12,6,7,9,3,8,9,7,7,7,8,2,9,8,13,12,6,8,7,9,4,5,10,10,4,11,10,4,6,8,2,9,6,7,6,3,3,3,3,1,1,5,3,2,1,1,4,1,0,0,2,0,0,0,2,1,0,0,3
S01010682,,492,,6,6,8,4,8,3,8,4,7,7,9,5,4,11,6,12,4,8,5,6,0,4,8,3,3,1,1,3,0,6,6,3,4,3,5,5,8,0,3,0,6,6,3,12,4,8,4,13,16,9,13,7,8,4,8,9,15,8,10,13,8,12,13,2,8,4,6,11,6,9,0,6,4,4,2,5,1,3,3,3,2,1,0,2,1,1,0,2,0,0,0
S01010683,,507,,6,7,5,8,7,10,4,4,7,2,5,6,6,2,4,5,3,2,5,4,5,2,7,5,5,1,2,1,4,6,5,1,2,7,2,3,4,4,4,4,4,7,8,9,8,6,6,6,8,14,10,9,18,6,4,16,4,8,9,8,6,12,11,8,12,8,10,10,10,10,5,9,3,2,4,3,1,5,7,3,3,2,0,2,3,4,2,0,0,4,4
S01010684,,369,,2,1,3,1,1,1,1,5,3,2,6,1,3,2,4,7,1,0,4,2,0,1,3,0,0,3,6,6,0,2,4,6,2,1,2,3,3,2,0,6,7,4,4,6,3,4,1,3,4,5,7,12,5,5,8,7,9,7,9,11,8,4,17,7,15,6,6,9,9,7,6,8,7,3,3,6,5,3,0,1,6,1,1,3,1,0,1,2,1,1,1
S01010685,,315,,2,2,0,0,2,1,0,4,0,0,3,1,2,1,4,1,3,3,3,3,1,4,3,5,3,1,2,2,10,3,0,1,1,0,2,0,0,2,5,2,4,4,1,2,5,6,4,3,3,2,9,4,8,6,9,6,4,6,7,6,10,9,11,9,8,10,9,7,10,7,4,1,1,5,2,7,0,4,3,2,0,1,2,2,1,1,1,2,1,1,3
S01010686,,375,,2,1,2,2,1,4,0,6,3,5,5,3,10,3,6,6,4,4,6,6,1,1,1,2,4,1,5,2,5,0,2,2,5,1,2,3,5,1,6,4,4,3,7,2,0,8,8,7,5,5,11,8,6,10,4,6,7,9,6,2,14,8,8,7,11,7,5,5,2,4,0,4,3,8,3,5,5,3,2,3,5,0,1,5,4,0,1,1,1,0,0
