"Table 1c: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,,,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,,,,Females,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
S01008365,,353,,3,1,2,4,1,3,3,1,3,1,2,8,6,3,7,2,4,6,5,3,3,7,2,3,4,5,0,1,1,0,1,0,4,3,4,4,1,3,5,2,1,3,5,5,2,5,3,7,5,7,6,6,4,4,5,4,5,8,9,2,6,8,6,8,9,10,6,9,8,9,6,4,7,1,3,3,2,5,2,6,0,4,2,0,2,2,1,3,1,1,2
S01008366,,520,,3,3,2,4,4,5,4,7,9,9,5,5,9,4,6,8,6,5,3,4,17,6,1,7,5,2,4,4,4,4,6,3,0,5,4,2,4,5,7,4,14,6,3,6,7,5,10,8,3,8,5,6,9,7,4,8,6,6,8,8,4,9,1,6,3,6,5,7,5,4,0,2,7,5,7,7,6,3,9,9,7,12,9,3,5,7,1,3,6,9,17
S01008367,,386,,5,5,1,1,6,2,5,0,2,2,3,6,3,2,4,6,7,3,2,4,17,9,5,1,5,4,1,0,2,2,3,0,11,4,6,5,6,3,2,5,6,3,10,4,9,5,6,6,3,8,6,6,7,4,3,5,3,9,4,7,6,3,4,7,6,7,7,6,4,2,2,2,5,2,8,4,2,6,3,4,3,7,2,3,1,3,0,1,0,0,2
S01008368,,364,,4,5,8,2,5,4,2,2,6,3,4,4,6,10,4,4,1,5,4,1,2,6,6,4,5,3,0,2,4,2,1,4,0,5,3,2,4,2,4,3,7,1,3,6,6,5,7,7,10,5,6,8,9,7,3,7,8,6,5,5,4,7,5,3,3,7,5,4,2,2,2,5,5,1,4,5,8,3,4,2,1,2,1,2,1,1,4,1,1,2,0
S01008369,,283,,1,2,2,1,7,1,4,1,3,3,7,2,4,5,2,1,7,2,2,2,7,3,4,3,4,2,6,0,4,3,2,5,6,1,4,1,2,1,5,4,3,7,6,4,4,7,1,3,9,5,3,3,2,4,6,8,6,5,3,4,2,3,4,4,4,5,2,1,3,1,2,1,5,3,0,2,7,0,1,2,2,1,0,1,1,0,1,2,0,1,3
S01008370,,357,,0,4,9,2,1,7,4,6,5,2,4,6,5,7,3,5,3,2,2,4,3,10,3,5,8,3,2,0,2,2,2,1,4,9,5,3,4,9,0,1,5,8,2,7,7,7,8,5,10,8,8,5,9,3,4,5,6,6,6,3,3,3,2,1,4,5,3,4,4,3,6,3,3,4,1,2,4,3,4,0,1,4,2,1,1,1,2,2,0,1,1
S01008371,,424,,4,1,7,7,7,7,3,7,8,7,12,12,1,6,6,7,7,3,7,6,2,6,6,4,2,2,0,3,0,0,4,4,5,2,1,5,5,7,7,7,5,8,5,4,9,7,7,4,6,12,5,7,9,4,5,8,6,7,6,8,6,3,5,4,10,7,3,3,0,3,4,3,1,5,2,1,8,3,5,3,5,1,0,3,2,2,1,1,1,0,0
S01008372,,411,,2,6,6,3,6,9,5,8,4,6,11,4,5,6,4,4,8,4,2,4,3,3,1,6,4,5,5,4,5,1,2,3,4,2,5,5,8,8,6,4,5,11,6,3,11,5,2,8,5,7,5,9,6,6,5,6,5,11,0,3,3,9,2,3,4,8,11,3,7,4,6,2,5,2,7,6,3,1,6,1,2,0,0,2,1,0,0,1,0,0,2
S01008373,,415,,4,7,3,6,6,5,6,6,5,6,10,7,7,5,3,10,4,10,7,11,1,2,5,3,4,3,2,3,2,1,4,4,2,4,4,4,7,3,11,4,6,3,16,11,7,6,9,5,8,8,9,7,10,7,5,3,2,5,4,3,6,2,7,5,6,4,3,3,2,7,5,3,3,1,3,1,2,3,0,2,1,2,0,5,2,1,0,0,0,0,1
S01008374,,368,,2,5,6,4,1,4,5,10,5,3,7,5,5,3,6,3,2,4,2,2,5,2,7,4,5,2,0,5,2,3,2,1,2,3,2,0,0,6,4,7,7,6,7,2,3,5,5,6,14,9,7,7,3,9,4,5,6,12,5,4,5,8,2,2,4,6,6,4,3,3,3,6,8,1,1,3,4,4,4,5,1,1,0,0,4,3,1,0,1,0,3
S01008375,,396,,7,1,4,7,4,10,3,5,2,4,3,3,7,3,6,3,6,6,5,3,5,7,6,5,7,2,5,2,3,2,4,2,2,1,1,5,3,4,2,7,7,5,6,5,8,12,9,6,7,9,6,2,10,8,6,6,6,9,9,3,5,1,6,3,2,4,9,5,2,5,6,2,3,1,3,4,4,1,4,5,0,2,1,1,2,2,0,2,4,0,1
S01008376,,276,,2,1,6,5,7,3,7,4,7,5,2,4,2,4,3,3,5,2,2,2,3,2,3,1,1,0,4,3,0,3,2,4,5,2,2,0,1,2,7,5,2,4,8,6,8,3,4,3,5,3,7,3,4,4,5,9,3,4,2,4,3,0,2,3,4,3,3,0,4,4,1,3,4,2,2,3,2,1,0,4,0,3,1,2,2,0,0,0,1,0,2
S01008377,,385,,4,6,3,9,6,5,2,6,6,6,7,0,2,4,5,7,4,9,3,4,5,1,7,3,4,3,2,5,2,6,5,2,6,5,0,4,5,6,7,5,4,6,3,8,6,6,5,6,8,12,11,7,3,7,6,7,6,5,4,6,3,1,5,3,2,1,4,2,1,4,4,3,2,4,3,3,2,3,2,4,3,3,1,1,1,3,2,2,1,0,5
S01008378,,548,,6,9,5,7,3,12,7,6,6,4,6,5,8,7,2,9,9,8,12,6,2,5,3,2,5,2,3,1,1,3,5,3,5,6,10,9,5,7,6,1,5,6,5,7,9,9,8,12,8,2,8,19,3,9,8,7,4,9,2,13,1,5,5,7,7,7,5,7,4,3,6,3,2,3,7,4,8,8,11,8,1,3,7,6,9,12,9,1,2,6,7
S01008379,,284,,1,1,3,7,4,2,2,2,3,6,4,4,4,3,4,4,5,0,3,2,5,7,2,1,3,6,2,0,2,1,3,1,2,2,0,6,2,4,3,1,4,4,3,4,1,6,5,5,4,1,4,0,2,6,7,3,5,4,4,10,1,5,4,5,4,4,6,8,6,0,3,2,1,4,3,5,3,3,1,3,1,4,3,1,1,1,0,1,0,0,2
S01008380,,317,,5,5,9,3,5,3,1,8,3,0,7,5,1,6,2,2,5,2,6,2,2,1,5,0,4,0,4,0,0,2,2,0,4,5,1,8,1,3,4,7,6,3,10,7,8,5,4,7,5,7,7,4,8,4,10,8,2,5,8,3,6,2,2,0,4,2,8,2,5,2,1,3,6,4,0,2,2,0,2,0,2,1,1,1,0,0,1,0,2,0,2
S01008381,,344,,6,5,6,6,4,9,2,5,9,8,2,2,6,5,3,3,7,4,2,5,0,4,4,0,3,6,2,1,3,3,0,3,8,5,4,6,5,14,7,9,7,9,7,6,4,7,2,5,3,3,2,9,9,10,2,5,3,10,3,1,1,6,2,3,5,5,2,1,0,5,4,2,1,1,1,3,1,1,1,0,1,1,0,1,2,0,0,0,1,0,0
S01008382,,340,,8,1,6,6,9,3,3,1,12,4,1,5,4,4,6,2,4,3,4,3,4,5,1,2,2,1,3,1,2,3,3,1,0,5,7,9,8,6,4,8,4,0,5,4,9,3,6,3,5,8,6,6,3,3,4,3,9,3,4,7,1,3,3,0,8,4,4,4,5,4,2,4,3,4,4,0,2,7,2,0,2,1,2,3,1,1,0,1,1,2,3
S01008383,,250,,4,5,4,4,7,4,8,1,2,3,0,3,4,3,5,3,5,0,1,3,7,3,0,1,5,4,0,2,1,1,1,1,2,2,1,3,3,6,6,4,5,4,3,2,3,3,7,3,6,4,5,4,1,8,7,2,2,6,2,1,2,2,3,1,2,3,7,3,1,3,2,1,0,2,1,3,1,5,1,0,0,1,2,0,1,0,1,0,0,2,0
S01008384,,501,,4,4,6,4,3,3,10,6,2,3,8,5,8,6,8,6,9,5,10,3,3,4,5,2,4,6,5,3,3,5,2,11,6,0,4,3,6,8,1,7,11,7,5,11,3,10,8,8,13,10,12,12,8,4,8,11,13,7,16,2,9,5,3,4,2,7,9,8,9,4,5,5,3,4,1,3,4,4,4,4,0,4,6,3,4,1,1,3,0,0,2
S01008385,,346,,2,7,9,3,7,3,6,3,6,7,7,3,2,2,3,6,4,4,0,7,2,3,2,1,5,3,3,0,0,0,1,2,0,5,5,2,2,3,3,5,3,9,5,4,2,8,7,4,2,6,5,9,8,5,3,7,6,6,5,2,3,7,2,1,9,3,6,3,10,4,2,8,3,2,2,3,3,5,4,4,2,1,3,7,0,0,0,1,0,1,3
S01008386,,412,,11,6,4,3,2,8,5,5,4,2,3,4,3,5,3,3,4,4,6,3,3,4,6,4,5,3,0,5,3,10,3,5,5,6,1,9,7,2,7,4,1,6,3,6,14,9,4,3,8,10,8,8,8,10,8,7,6,5,6,3,8,2,3,3,8,3,5,5,5,5,3,4,3,3,2,4,2,2,3,2,5,1,2,2,3,1,3,0,2,2,3
S01008387,,327,,3,4,5,2,6,1,4,5,3,5,6,6,4,3,3,8,7,4,6,5,2,2,3,0,2,3,2,7,7,3,4,3,1,2,7,1,3,6,5,6,5,5,9,8,7,7,7,3,4,5,10,8,7,3,4,5,2,3,1,5,5,1,1,4,2,3,3,2,2,5,2,3,0,2,0,5,4,1,4,2,3,2,1,0,0,0,0,1,0,0,2
S01008388,,342,,5,3,3,7,6,3,2,11,6,5,3,5,4,4,2,6,3,6,6,9,4,2,6,4,0,5,5,3,0,2,6,3,4,2,5,4,0,7,7,5,9,4,6,2,5,8,7,6,5,10,6,9,7,7,10,6,6,7,6,7,4,4,3,2,3,3,0,1,2,1,2,0,2,2,1,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0
S01008389,,380,,1,0,2,4,2,2,2,2,0,3,3,5,4,4,4,2,4,2,3,3,0,3,2,4,0,2,4,1,0,5,1,0,0,0,1,2,4,0,0,1,1,2,1,4,7,1,9,7,5,6,4,6,4,3,2,5,2,5,4,2,3,2,8,3,9,8,7,7,9,7,6,8,4,5,4,6,5,7,10,7,6,11,7,11,6,7,10,9,2,7,17
S01008390,,327,,5,0,6,7,5,3,5,2,2,2,5,6,2,4,1,4,8,2,3,1,1,1,4,4,3,3,3,0,1,0,0,3,2,2,3,5,2,2,4,4,3,4,9,1,7,5,4,7,6,3,8,5,1,9,5,3,7,5,4,7,4,8,6,2,4,6,4,7,3,6,3,3,8,4,1,4,3,2,3,4,2,1,2,1,2,2,1,4,1,1,2
S01008391,,430,,3,1,7,4,5,7,4,3,3,5,9,8,8,4,6,6,4,4,7,1,1,1,2,4,2,3,3,2,0,0,1,4,3,2,4,6,0,3,2,3,4,2,4,7,5,7,6,4,6,3,8,3,9,4,8,7,8,8,5,4,6,3,4,5,6,7,6,6,4,5,3,8,5,2,7,10,7,5,9,4,3,9,5,4,8,5,4,5,4,6,8
S01008392,,466,,7,7,10,7,11,8,4,7,5,3,8,5,5,9,7,6,6,7,5,3,2,5,7,5,6,3,2,3,2,3,0,6,6,1,6,6,11,5,7,8,8,5,11,11,9,4,7,9,14,8,14,8,11,7,3,4,3,2,9,10,8,6,6,4,3,3,2,9,0,7,6,2,2,1,3,2,1,4,1,3,0,2,2,2,3,0,1,0,0,1,1
S01008393,,457,,2,7,5,2,3,1,5,6,9,7,5,7,3,3,4,8,3,7,5,6,5,7,2,2,5,3,1,2,3,2,1,0,5,2,2,5,2,4,1,3,11,10,1,3,6,13,6,2,3,10,5,13,6,5,6,5,5,8,5,6,7,6,7,3,7,9,12,3,3,6,7,3,7,5,4,3,4,11,2,9,4,6,7,11,3,6,6,2,5,2,3
S01008394,,450,,6,10,8,6,15,13,10,12,8,3,8,16,13,4,5,6,6,5,4,3,3,2,0,4,5,3,4,0,0,1,3,2,2,2,7,5,9,6,7,8,10,12,7,7,8,9,10,2,7,10,8,6,6,7,8,6,7,4,2,6,5,8,7,3,4,0,4,4,3,2,4,3,1,2,1,5,3,3,2,4,1,0,0,0,0,1,0,0,2,0,2
S01008395,,273,,2,1,2,2,2,2,1,2,6,5,5,4,3,4,2,3,3,7,4,5,4,5,3,4,5,4,7,1,3,0,4,5,4,5,2,5,6,1,3,3,8,3,3,4,6,4,5,3,6,3,4,3,4,5,3,7,6,7,5,2,2,4,6,3,1,4,3,1,2,1,1,0,1,2,0,3,1,2,1,0,1,1,0,0,1,1,0,0,0,0,1
S01008396,,342,,1,2,2,1,0,0,1,3,3,6,1,4,4,1,3,5,5,4,3,3,2,3,5,2,0,2,3,7,0,2,0,4,0,1,2,2,5,2,1,1,4,2,1,3,4,6,5,4,5,1,6,5,4,5,3,5,4,7,5,4,7,5,3,4,7,7,11,4,4,7,7,0,5,5,4,7,9,7,4,5,4,5,7,7,4,6,2,4,1,0,11
S01008397,,452,,3,3,4,5,3,6,2,1,4,7,7,5,4,9,10,4,6,2,4,6,6,8,8,5,4,4,1,0,2,1,4,3,4,4,10,3,7,5,4,0,8,5,6,8,4,7,5,3,11,8,9,10,11,5,7,9,9,10,6,9,13,9,5,7,4,8,10,8,7,4,8,3,7,2,4,2,2,3,3,2,4,2,1,0,1,1,2,0,0,0,2
S01008398,,311,,3,4,3,3,7,5,2,2,6,5,0,4,4,5,5,2,3,4,3,1,4,3,2,4,3,0,3,0,2,0,1,1,1,0,5,3,4,5,0,4,4,5,2,6,3,5,3,4,7,7,6,3,3,3,5,3,9,5,1,9,3,4,1,2,5,3,2,2,1,9,6,5,1,5,2,5,5,1,6,1,0,3,5,9,1,4,1,5,1,1,3
S01008399,,312,,2,6,0,3,2,1,7,3,7,0,2,3,1,1,4,4,4,3,0,2,5,2,1,3,0,4,0,1,2,1,4,1,0,6,2,1,3,2,1,0,2,5,4,1,3,6,2,5,2,8,4,4,8,6,8,0,4,4,6,2,5,7,5,7,3,7,5,6,2,5,5,1,6,5,2,7,5,3,2,3,2,7,5,6,4,2,5,4,2,1,5
S01008400,,377,,2,3,3,2,3,7,6,12,7,6,3,4,5,4,7,6,4,4,3,6,6,3,5,0,1,5,3,1,1,5,3,2,5,4,4,3,10,2,5,6,6,3,2,6,5,7,7,4,7,5,9,1,4,9,5,5,5,6,2,4,6,1,9,5,2,2,6,4,6,5,3,2,5,5,2,0,3,3,4,3,3,3,1,3,1,3,1,1,3,3,6
S01008401,,527,,9,6,4,3,4,7,8,6,5,5,6,4,3,2,6,3,5,2,5,5,5,6,8,7,3,11,5,2,3,1,8,6,3,4,5,7,4,6,6,7,8,6,6,3,6,5,5,5,9,6,10,9,6,5,5,11,7,9,7,9,5,12,4,8,10,8,5,3,5,9,11,5,3,2,7,6,2,6,6,8,7,7,10,3,6,7,4,0,2,2,12
S01008402,,546,,1,2,2,4,3,2,6,6,9,10,8,3,3,12,9,3,9,12,4,7,9,5,4,5,9,4,4,6,2,1,2,0,2,0,2,2,2,3,0,3,2,9,10,9,8,6,15,4,10,6,5,10,11,5,10,10,10,13,8,6,10,13,6,3,5,16,6,10,9,10,10,7,9,5,6,6,7,7,7,6,6,7,2,5,6,4,1,2,1,4,3
S01008403,,303,,4,2,2,1,8,3,1,2,9,5,4,2,5,5,3,8,3,6,5,1,6,1,4,2,4,2,7,2,0,2,0,0,1,1,0,0,6,4,9,1,3,6,7,5,5,3,9,5,3,4,6,5,1,5,1,4,4,6,1,4,6,5,0,3,5,4,2,2,2,1,8,4,6,6,3,6,5,0,3,1,0,0,2,4,2,1,1,0,0,0,3
S01008404,,512,,4,3,2,3,12,3,7,5,4,4,4,4,3,6,5,7,1,1,12,7,3,10,3,5,2,1,3,6,0,2,0,0,4,0,2,6,8,6,7,8,6,7,2,4,9,6,9,4,8,6,8,6,7,4,7,13,9,10,9,5,4,3,9,6,8,5,4,6,5,3,7,2,1,3,6,4,4,8,2,9,1,8,10,8,4,8,8,3,3,7,41
S01008405,,379,,10,3,2,9,4,7,9,5,4,5,4,4,6,7,5,7,4,8,6,0,0,5,2,3,3,4,6,2,0,3,0,6,3,4,2,3,6,1,2,5,5,6,8,7,6,4,5,5,10,9,9,4,8,6,7,6,5,6,9,6,6,6,7,4,1,2,6,2,4,7,6,4,0,1,1,1,4,3,2,0,0,3,1,1,0,1,1,0,1,1,3
S01008406,,533,,3,1,5,5,5,5,3,7,7,5,5,8,5,4,4,5,3,3,3,2,5,6,8,4,3,4,0,5,2,2,2,5,3,2,3,11,4,8,4,3,7,4,12,5,9,9,5,3,5,7,5,6,5,4,9,7,8,4,6,8,4,7,8,12,3,10,5,5,7,3,4,6,8,6,6,5,7,5,7,6,9,12,6,7,8,9,7,2,7,4,38
S01008407,,274,,4,1,1,3,0,2,2,1,2,1,3,0,5,3,2,1,2,2,1,1,1,1,5,6,4,2,3,2,1,1,6,3,4,5,2,0,1,5,3,2,4,3,0,4,1,3,4,5,2,7,5,4,3,2,4,8,8,3,4,2,2,6,5,3,1,3,5,2,2,3,4,4,4,3,4,3,1,4,1,1,3,3,1,5,3,3,4,2,6,1,12
S01008408,,359,,0,6,6,7,2,3,8,7,4,3,7,4,3,2,2,7,3,4,7,4,6,1,1,2,5,2,0,5,1,1,4,5,0,5,6,6,4,5,6,1,12,3,8,8,8,3,8,10,7,4,5,7,6,7,5,5,9,5,5,5,3,2,2,4,5,4,4,0,3,4,0,1,3,4,3,1,1,5,2,3,3,2,2,1,2,0,2,1,0,0,7
S01008409,,485,,3,6,4,6,8,1,3,4,2,1,2,6,1,6,6,9,7,5,5,3,3,7,5,8,2,4,8,4,9,4,4,6,10,2,4,6,3,5,2,5,4,4,7,10,6,6,11,3,10,3,6,8,6,6,8,6,9,7,13,5,5,4,8,6,3,5,2,7,4,4,2,5,3,4,2,5,2,7,7,8,6,2,7,4,1,1,5,2,4,5,28
S01008410,,344,,3,0,2,0,2,1,3,0,4,0,5,5,0,5,3,3,1,3,1,4,3,2,2,3,7,3,1,1,3,3,4,4,2,6,2,2,2,5,5,6,0,2,5,2,3,5,5,4,6,5,6,6,3,6,6,0,5,4,8,3,2,3,1,7,3,8,4,3,5,7,8,3,5,1,4,5,4,2,10,9,5,6,5,4,8,1,7,5,5,0,9
S01008411,,297,,2,0,4,1,1,3,2,3,1,2,2,3,2,4,6,2,4,7,2,2,3,4,4,4,4,6,5,0,3,3,1,2,3,0,3,1,4,2,6,9,4,3,3,7,8,6,6,6,4,3,4,4,6,7,5,0,7,8,7,3,6,1,2,2,2,5,9,6,4,3,5,3,2,3,3,2,0,0,3,1,2,1,2,2,3,0,0,1,2,0,1
S01008412,,367,,2,10,2,5,7,3,3,5,2,1,4,3,4,5,2,5,6,10,6,8,5,8,1,6,2,6,0,1,4,0,0,3,1,6,3,5,2,3,3,1,3,3,12,6,4,5,8,6,6,11,7,10,5,9,8,6,10,3,3,5,1,1,3,4,4,4,7,3,3,3,1,2,5,5,4,4,4,5,1,1,2,2,2,3,2,2,0,1,0,1,4
S01008413,,280,,3,0,3,3,0,4,3,2,5,3,5,3,7,3,2,4,6,1,6,4,2,1,3,2,5,3,2,4,2,0,8,1,1,3,0,4,2,5,5,5,0,6,0,3,6,3,6,3,5,6,2,7,3,7,4,11,6,6,4,5,3,7,4,6,2,1,5,1,0,0,3,3,0,0,2,1,2,2,2,1,1,0,3,0,3,2,1,1,0,2,4
S01008414,,230,,3,9,3,1,3,4,8,4,1,4,1,3,3,3,0,2,1,5,1,3,4,2,2,0,4,3,1,0,0,2,1,1,2,1,1,8,4,3,1,2,3,8,4,3,4,0,5,0,5,2,2,4,3,5,3,4,5,4,4,1,2,9,2,3,0,5,4,2,3,0,2,1,1,2,2,1,0,3,3,0,4,2,2,0,0,0,1,1,1,0,1
S01008415,,433,,4,3,2,8,5,2,5,5,8,8,5,3,5,10,9,2,3,6,2,7,3,6,7,6,1,8,8,5,2,7,3,6,4,12,11,10,6,5,7,2,5,5,4,10,5,4,7,8,2,7,8,11,3,13,5,5,3,2,6,4,3,5,3,4,8,5,4,2,3,2,5,6,4,4,2,1,2,2,3,1,3,8,1,1,2,2,2,2,3,1,1
S01008416,,485,,1,9,3,6,0,7,6,1,7,4,0,4,2,6,6,7,9,6,5,6,11,7,4,10,6,8,6,3,3,8,5,10,8,3,4,5,6,8,10,7,8,4,2,11,10,9,7,5,12,16,13,10,5,13,8,3,5,9,4,4,8,5,7,1,7,5,4,1,3,3,5,3,5,2,4,1,4,6,3,3,2,3,2,0,1,2,1,0,6,1,2
S01008417,,370,,1,5,4,0,3,2,2,1,3,3,1,5,9,3,3,5,9,9,6,6,1,3,4,4,3,3,1,1,1,2,3,3,4,3,0,3,2,5,3,6,6,8,1,1,5,8,5,10,4,10,4,4,8,8,7,2,8,4,5,4,4,10,6,4,3,13,12,6,9,8,6,7,2,2,5,1,2,1,4,2,1,3,2,2,1,1,1,0,0,2,3
S01008418,,368,,2,3,5,5,3,4,2,2,4,1,1,4,4,6,3,3,3,4,5,5,0,3,3,2,8,1,5,1,5,1,3,3,6,7,5,5,4,7,2,2,5,2,4,10,7,5,2,4,6,2,7,3,5,5,5,7,4,6,4,9,4,5,6,6,9,5,10,5,4,10,6,4,4,2,6,4,4,7,3,1,3,1,3,4,0,0,2,1,2,1,2
S01008419,,261,,0,2,3,6,1,5,3,9,4,9,0,9,4,3,7,3,6,2,1,5,0,2,6,1,0,2,3,1,1,0,1,1,0,2,0,4,2,5,4,7,5,4,4,5,7,2,5,10,6,7,6,3,2,4,3,3,6,3,2,0,5,2,3,1,1,2,5,1,2,1,5,2,1,0,4,1,1,1,1,2,0,1,0,1,0,0,0,0,0,1,6
S01008420,,251,,1,2,6,2,2,8,3,3,1,1,3,1,5,0,1,1,1,3,2,2,4,2,0,3,4,1,4,2,1,2,3,1,0,4,1,7,3,5,2,2,1,6,1,5,2,2,5,4,7,2,4,5,3,2,5,5,7,2,6,4,5,1,2,3,2,7,4,7,3,1,4,5,1,3,1,1,4,4,0,4,2,2,2,1,0,2,1,0,0,1,1
S01008421,,470,,7,7,5,4,6,11,2,5,7,6,4,8,0,6,7,5,5,4,6,1,5,2,4,7,2,4,7,4,4,1,5,9,4,8,7,9,13,13,8,6,10,7,8,4,8,3,14,11,9,6,9,1,0,4,6,5,1,8,9,3,5,9,7,3,13,4,6,3,7,9,4,2,5,2,2,3,3,2,3,2,2,5,3,2,5,0,2,2,1,0,0
S01008422,,321,,2,7,2,2,4,6,4,3,5,6,4,1,4,2,6,4,5,4,2,2,3,2,1,3,2,2,2,0,0,0,1,1,3,1,1,0,3,7,5,5,4,1,4,3,5,6,9,9,4,5,3,4,4,2,8,2,5,4,4,4,4,7,4,6,4,11,14,3,1,1,6,3,3,1,2,4,0,1,1,6,0,4,3,3,1,2,3,1,3,3,9
S01008423,,538,,1,2,5,1,12,7,7,6,9,7,8,7,10,9,6,12,10,8,7,6,1,3,6,1,2,1,0,1,4,0,0,1,8,4,4,3,4,5,3,11,9,14,5,12,10,14,11,13,19,18,10,7,6,7,6,7,11,6,6,7,9,9,9,4,11,6,10,8,7,2,6,0,5,8,4,7,4,6,4,3,3,2,1,2,2,2,2,1,0,1,0
S01008424,,403,,3,3,3,3,3,2,3,5,0,2,3,2,6,5,4,5,2,4,0,3,6,2,1,4,5,4,1,0,0,1,1,1,4,0,3,1,7,5,3,2,2,5,7,5,8,10,8,8,5,6,7,4,4,2,8,6,4,9,6,2,7,9,2,9,8,6,13,9,6,10,9,3,10,6,7,6,2,8,6,8,5,2,10,2,1,1,3,2,1,1,3
S01008425,,"1,406",,3,3,3,2,2,4,11,1,7,4,7,4,4,6,1,10,7,14,154,217,83,100,72,82,69,32,36,29,22,15,14,12,10,10,7,11,7,5,6,11,10,11,3,4,7,7,7,6,4,10,3,3,12,10,9,8,6,7,6,7,10,7,8,8,7,12,6,4,8,8,5,9,3,6,6,5,7,6,7,3,3,10,7,1,2,2,1,3,1,1,3
S01008426,,307,,1,3,4,0,1,2,2,3,3,1,2,2,3,1,2,4,4,4,6,0,1,5,2,1,5,2,3,2,4,2,4,3,1,3,3,6,2,4,3,5,4,4,3,5,4,6,6,4,3,4,3,8,6,2,6,4,4,4,4,2,2,3,9,8,3,3,4,4,6,5,4,7,2,3,4,4,2,6,1,1,5,5,6,4,1,0,2,2,1,2,3
S01008427,,531,,5,5,2,7,8,4,11,9,6,3,9,3,5,7,5,4,3,6,6,7,4,9,6,5,6,8,3,5,7,2,6,7,1,12,9,11,12,8,7,5,7,7,8,13,3,11,10,8,6,6,11,9,15,10,16,17,9,6,11,9,6,8,6,6,9,7,6,5,5,4,4,7,3,1,0,3,1,0,0,1,0,4,2,0,1,1,0,0,0,1,0
S01008428,,358,,4,1,2,4,4,4,4,3,2,2,3,9,5,5,3,6,4,2,3,5,0,0,2,5,1,0,2,3,4,6,5,4,1,1,4,7,6,2,4,7,6,10,7,4,2,3,6,4,5,8,4,3,2,4,8,1,2,3,8,1,4,10,6,3,5,7,6,3,3,6,1,8,6,3,2,3,2,9,5,5,6,2,4,4,2,1,4,0,0,4,4
S01008429,,427,,2,3,6,3,3,4,0,9,3,3,2,3,4,7,3,4,5,7,7,3,2,2,5,1,4,3,4,0,2,2,2,2,0,0,5,4,8,5,5,5,7,8,5,7,8,3,11,5,4,9,6,11,10,7,5,6,6,9,6,3,6,8,4,5,6,6,8,7,3,3,3,7,3,5,6,9,7,5,12,1,8,5,3,4,3,2,2,3,1,0,4
S01008430,,351,,2,2,3,1,5,3,2,2,0,8,7,0,2,4,8,2,5,4,2,3,5,3,3,2,3,3,5,1,1,4,2,3,2,4,1,3,4,3,4,4,8,5,2,5,4,9,6,6,6,8,7,7,9,5,3,2,5,6,3,4,2,4,6,7,5,2,4,7,3,2,3,3,4,5,5,6,4,5,6,3,5,1,1,7,7,0,4,3,1,1,0
S01008431,,411,,5,0,4,3,3,4,4,4,3,1,0,4,0,8,7,8,7,6,5,4,2,2,4,5,0,3,3,5,1,3,0,0,3,2,4,6,5,3,9,11,2,4,7,6,6,5,5,9,5,6,7,5,8,5,6,2,4,12,11,3,8,6,5,4,5,10,2,3,4,5,11,4,9,6,3,6,6,6,7,3,4,3,7,4,3,1,2,2,2,0,1
S01008432,,340,,2,1,2,3,1,7,0,4,2,1,4,1,0,5,4,4,0,4,5,3,0,6,1,2,5,2,3,1,5,3,2,3,2,4,4,3,1,1,2,4,4,3,5,3,4,0,5,12,4,8,5,5,4,10,7,5,2,4,3,8,1,6,3,7,5,2,7,9,7,8,2,2,5,8,6,6,4,8,5,7,0,1,4,3,3,2,0,4,2,1,4
S01008433,,422,,6,3,3,5,4,3,1,2,3,5,0,8,0,2,4,3,8,7,6,3,2,0,5,8,4,4,5,3,5,1,5,6,2,13,2,4,7,2,2,5,5,10,6,7,4,9,3,6,6,2,7,4,3,5,5,9,10,5,11,5,12,7,10,11,8,9,12,10,11,7,7,5,3,5,1,2,2,2,2,3,2,3,1,0,2,0,0,0,1,1,0
