"Table 1c: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,Females,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
S01007360,,290,,3,0,2,3,0,1,0,1,3,1,2,1,2,2,3,2,5,0,2,4,2,3,2,2,1,2,0,3,3,0,4,2,1,1,0,2,1,2,1,0,3,5,2,4,2,2,9,6,2,5,3,1,5,3,9,5,6,3,2,7,7,7,4,9,12,8,4,5,8,3,4,5,8,5,2,9,8,0,1,3,8,6,0,1,3,1,0,1,2,0,3
S01007361,,538,,4,0,1,1,2,0,3,0,3,2,0,6,5,4,7,3,20,9,8,6,3,2,7,3,0,4,0,4,0,5,5,5,1,0,3,5,4,3,7,3,2,6,5,5,5,7,11,7,13,11,6,11,11,5,4,10,3,3,11,5,10,9,15,9,16,16,8,11,6,13,4,9,13,10,3,11,8,7,5,4,7,8,8,2,5,3,1,6,3,4,15
S01007362,,412,,3,5,6,3,2,3,8,2,4,3,4,4,5,6,5,6,12,3,6,0,6,0,5,5,0,4,5,2,3,4,2,2,2,2,4,2,4,4,2,4,5,5,2,2,3,3,5,6,8,3,8,5,6,6,7,2,5,7,3,6,6,5,6,4,5,11,5,5,5,6,7,8,8,8,6,7,4,4,6,6,4,4,4,5,1,4,1,4,3,2,9
S01007363,,373,,3,3,5,2,5,3,1,3,2,3,3,4,2,2,1,3,6,1,3,0,4,1,3,2,4,0,3,3,1,0,0,3,3,4,1,3,2,2,0,2,4,6,3,4,4,3,7,5,3,5,2,6,4,7,7,5,4,3,6,12,10,12,8,7,4,7,5,9,5,9,1,8,5,7,5,8,4,10,7,3,3,8,5,2,4,4,4,1,3,2,7
S01007364,,475,,11,3,3,9,4,8,6,3,9,7,3,7,7,10,3,13,4,3,8,7,7,0,1,3,2,9,11,7,0,8,4,8,10,6,6,4,5,3,9,7,5,9,7,12,12,7,8,4,8,7,9,7,6,6,6,8,6,7,4,5,4,2,2,5,7,7,2,7,2,5,1,4,6,4,0,1,2,1,2,2,8,2,4,3,2,1,3,0,1,2,2
S01007365,,241,,2,3,4,2,0,3,2,0,0,2,3,6,2,2,0,4,1,2,2,4,4,1,6,5,1,2,2,1,4,2,4,3,3,4,2,2,0,2,0,2,5,2,4,3,1,5,5,5,4,4,5,0,2,4,2,3,2,4,3,6,1,2,4,5,1,4,3,2,1,2,3,4,2,1,1,2,5,2,2,1,9,5,3,1,1,1,3,1,1,1,4
S01007366,,246,,1,3,3,3,3,2,2,3,2,1,2,3,2,0,3,0,3,4,3,3,4,7,2,0,1,0,3,0,3,6,2,2,4,0,4,0,3,3,1,4,1,0,2,0,3,0,1,4,5,4,3,1,3,3,4,3,2,1,2,2,7,4,1,5,4,2,4,5,3,6,1,5,8,3,3,2,3,6,1,5,3,4,4,4,1,2,1,2,0,1,7
S01007367,,288,,3,6,1,3,3,2,0,1,3,2,3,3,0,3,1,3,2,4,4,4,4,5,3,0,4,3,3,1,3,5,1,2,0,4,2,4,3,4,5,2,1,0,4,8,7,3,3,4,4,2,7,4,6,5,5,2,2,3,3,4,7,7,8,6,3,3,3,2,3,10,4,3,0,6,6,2,4,5,3,2,6,1,0,4,0,0,1,3,0,0,0
S01007368,,274,,3,3,3,5,4,5,5,3,5,3,2,2,3,2,2,0,2,5,4,5,4,3,3,8,6,0,2,2,3,5,2,4,2,4,2,6,6,1,4,2,6,3,5,3,2,3,5,10,5,5,2,3,3,5,4,0,5,4,3,2,6,2,4,6,5,1,3,1,2,0,3,3,3,2,1,3,3,3,0,2,0,0,1,4,3,0,0,0,0,0,0
S01007369,,383,,4,5,9,5,4,6,1,5,7,10,3,3,5,0,3,3,3,1,5,3,3,1,2,6,6,0,0,5,4,2,8,6,0,9,5,7,12,6,7,7,2,7,5,1,6,3,2,8,7,1,5,7,8,7,8,3,6,6,5,5,7,4,7,5,3,7,5,4,9,3,5,2,5,5,4,3,2,3,4,2,1,0,3,0,1,1,0,0,0,2,3
S01007370,,372,,3,3,8,2,3,3,7,1,6,1,1,3,4,3,1,1,6,3,4,0,8,9,6,6,4,8,5,3,0,3,3,2,6,1,8,5,0,4,5,8,4,6,9,8,4,6,7,6,7,7,6,3,10,5,4,9,7,0,4,5,4,9,6,3,2,7,9,3,3,4,3,5,1,0,4,5,4,2,1,3,2,1,1,2,1,3,3,0,0,3,4
S01007371,,368,,6,5,2,3,3,4,1,4,3,4,4,6,7,5,5,5,7,8,3,2,4,2,4,7,3,5,4,3,4,2,1,5,5,3,3,5,3,4,6,9,6,4,7,6,3,9,7,7,3,5,4,4,2,6,10,5,7,6,9,0,9,2,4,2,5,3,3,7,2,6,0,4,4,5,3,4,4,2,1,1,3,1,1,1,3,2,2,1,1,0,3
S01007372,,457,,3,1,1,3,5,2,1,5,4,6,8,4,5,7,3,3,3,4,2,2,4,1,1,4,2,1,2,8,3,4,0,4,2,0,3,2,4,4,2,4,8,4,6,10,8,6,6,1,7,5,7,8,8,5,2,9,10,6,6,3,9,10,4,10,8,3,7,7,3,9,6,7,4,10,5,10,4,6,5,8,6,7,5,7,2,4,6,6,2,3,22
S01007373,,299,,1,1,2,0,0,0,1,1,1,4,2,5,3,5,1,3,3,3,5,0,3,1,1,0,1,1,4,0,4,0,2,1,4,2,1,1,1,4,2,4,4,6,1,3,2,4,6,0,8,5,7,3,3,3,7,4,9,3,6,3,5,4,11,4,5,17,11,5,9,5,6,6,3,7,4,2,1,4,2,3,1,3,2,1,1,1,1,2,1,2,5
S01007374,,265,,4,4,4,3,1,3,6,2,4,2,0,1,3,3,4,4,2,4,0,1,2,4,2,6,2,5,3,1,0,1,1,5,2,3,1,2,3,4,4,7,1,5,4,3,13,7,1,4,1,4,8,6,2,1,8,3,7,4,2,5,7,1,5,8,3,2,3,4,5,1,1,0,3,1,2,1,1,3,2,1,2,1,0,1,1,0,1,0,1,0,2
S01007375,,214,,1,1,2,0,0,0,0,0,1,0,1,1,2,4,1,2,3,1,2,2,2,1,1,1,2,1,0,4,0,0,0,2,0,3,2,1,0,3,1,2,1,0,3,1,5,0,5,5,5,10,3,6,5,5,3,5,4,3,4,6,2,4,5,2,7,7,5,7,1,1,1,4,1,2,7,4,3,4,1,2,2,3,0,3,1,1,1,0,0,2,2
S01007376,,448,,6,4,12,9,4,4,5,1,7,3,4,5,3,4,3,5,4,10,9,11,5,5,3,4,3,6,5,3,8,3,10,6,5,3,1,3,5,2,6,5,7,7,7,12,5,6,7,5,5,8,3,8,3,10,11,7,7,5,10,4,8,7,5,2,10,7,6,3,4,4,1,5,7,0,2,2,0,6,6,0,4,3,1,4,3,2,0,0,1,0,4
S01007377,,338,,3,3,3,3,1,3,6,3,8,5,1,6,1,0,3,3,5,4,3,5,0,3,1,1,0,2,0,2,1,0,3,3,2,2,7,5,5,2,3,4,3,0,6,6,9,2,9,10,5,9,4,8,8,4,9,8,7,5,7,6,8,5,6,5,6,5,3,5,6,5,3,5,3,5,3,3,2,5,2,2,2,1,0,2,0,0,1,0,2,0,3
S01007378,,303,,1,0,0,4,4,1,5,8,7,4,1,1,1,6,1,3,0,3,3,7,8,2,6,7,3,2,4,4,4,2,0,5,4,1,2,2,3,1,2,6,5,3,9,3,3,7,7,5,5,9,1,12,6,6,2,3,8,0,3,2,6,7,3,6,2,5,5,5,5,2,1,3,4,1,1,4,4,0,1,0,2,2,1,2,0,1,1,1,1,0,0
S01007379,,269,,5,5,6,5,1,1,1,2,5,2,1,3,5,2,1,2,3,3,7,2,3,1,1,5,0,1,2,3,4,5,4,3,7,1,3,0,2,2,1,2,4,5,3,3,2,4,5,4,6,3,7,4,3,6,2,2,2,3,6,0,5,1,2,5,1,0,6,3,4,4,3,1,3,4,4,4,1,1,3,3,4,5,5,3,3,1,1,0,0,0,3
S01007380,,295,,5,3,3,7,5,1,0,5,3,4,3,4,0,7,10,6,4,5,3,1,0,0,4,1,3,4,0,5,3,10,2,3,6,4,1,3,2,6,1,8,4,0,6,2,4,6,4,11,4,4,4,5,3,7,2,5,5,2,9,3,4,3,2,4,7,3,6,0,4,3,1,2,2,0,1,3,1,1,2,1,1,0,4,0,0,0,0,1,0,0,4
S01007381,,274,,1,3,2,0,3,0,6,1,6,0,6,3,1,2,4,3,5,4,1,2,2,3,2,1,0,1,1,1,3,0,1,1,0,5,0,0,1,2,2,2,1,3,4,3,3,8,2,5,6,0,4,6,6,4,5,3,2,4,5,5,5,2,6,2,4,9,4,3,2,2,2,3,3,3,5,7,3,3,3,0,4,3,1,4,3,6,2,2,3,0,15
S01007382,,324,,3,1,3,4,3,1,3,6,4,2,3,7,2,2,7,4,2,8,0,5,6,0,0,1,0,0,2,0,0,1,2,3,6,5,0,5,2,3,1,6,3,10,7,5,6,6,7,11,6,8,2,5,4,12,4,0,4,4,5,10,4,3,9,2,7,2,5,8,6,1,0,3,4,4,4,3,7,1,4,3,1,2,1,1,0,0,0,1,2,1,3
S01007383,,370,,1,6,5,3,2,0,2,2,1,2,2,3,1,3,4,4,7,3,3,2,1,5,6,1,2,1,1,5,7,6,2,1,2,0,3,4,4,4,4,2,3,6,0,4,3,10,6,13,3,3,5,10,3,5,6,11,11,6,5,4,7,7,3,3,5,3,10,7,7,11,9,3,9,4,3,5,4,2,3,4,3,5,3,1,0,2,3,1,1,1,7
S01007384,,376,,5,8,7,5,6,2,5,1,9,2,4,1,3,9,3,5,3,1,6,4,1,1,2,2,5,1,3,3,5,4,5,8,3,5,0,4,7,6,3,8,16,11,9,6,5,8,5,4,10,2,5,6,6,8,3,3,4,3,3,8,2,2,13,2,0,4,3,2,5,0,4,6,5,2,5,3,4,1,4,2,4,3,4,1,0,1,1,1,2,0,0
S01007385,,454,,5,1,3,3,3,5,6,3,2,3,6,4,5,8,1,0,5,5,4,2,3,6,2,7,6,2,3,5,2,4,10,8,1,4,4,5,1,2,3,3,7,8,2,7,7,4,2,8,3,7,7,9,7,8,5,9,3,6,12,11,3,7,7,11,8,8,3,4,8,4,4,7,8,11,5,6,6,4,5,4,7,3,3,4,2,7,6,2,3,3,4
S01007386,,397,,1,0,1,2,4,4,3,4,3,4,4,6,3,5,5,4,4,2,4,4,0,2,8,1,3,7,0,0,0,0,2,2,3,0,3,1,4,1,4,5,0,7,6,6,8,3,7,9,4,11,8,7,3,4,6,10,6,9,2,4,5,9,5,11,13,14,6,6,5,6,5,7,6,6,5,10,5,5,5,3,3,3,2,3,2,1,1,2,2,4,4
S01007387,,413,,2,2,0,3,6,1,0,5,7,2,9,7,4,4,5,7,4,7,6,2,4,7,4,4,1,0,1,1,2,1,1,0,2,1,7,0,3,3,5,2,2,2,7,5,8,12,8,7,7,8,8,7,9,5,9,12,6,5,10,5,7,7,6,9,13,12,9,11,5,7,3,2,3,3,5,4,1,2,3,1,5,2,0,5,0,1,3,1,0,2,7
S01007388,,348,,3,0,6,2,2,3,2,2,1,2,6,8,4,0,3,7,6,6,6,5,4,5,3,6,3,6,1,1,0,1,3,2,1,5,1,4,4,1,6,5,2,3,10,2,3,5,3,8,8,10,10,6,10,4,8,7,4,2,4,6,8,2,2,2,5,10,9,3,6,1,3,4,6,8,3,3,4,2,2,2,1,3,1,2,0,1,1,1,0,0,2
S01007389,,334,,13,8,6,15,9,8,10,5,8,5,8,5,6,4,2,13,7,5,5,4,2,6,1,5,11,8,9,4,2,6,8,7,9,4,9,2,8,5,9,4,5,10,3,4,5,0,3,3,2,6,4,3,3,2,2,3,0,0,2,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
S01007390,,283,,8,2,9,6,8,12,5,4,1,11,2,4,5,4,7,1,3,3,3,2,6,4,4,3,5,5,9,5,10,7,4,2,4,4,2,3,5,0,3,3,9,10,6,8,3,5,4,3,4,4,4,3,1,4,2,1,3,2,3,5,1,0,1,1,1,2,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S01007391,,300,,0,2,2,1,1,2,0,3,4,2,6,2,2,3,5,5,4,3,4,2,3,2,1,6,1,5,3,0,3,0,0,2,0,0,2,0,3,2,2,4,7,6,4,4,5,8,5,6,2,12,4,3,6,8,9,9,10,1,4,3,4,3,5,3,6,6,9,5,4,2,3,4,2,4,4,3,2,4,3,2,5,0,1,1,0,0,1,3,1,0,2
S01007392,,241,,0,1,0,2,1,1,2,1,2,2,2,4,3,4,4,1,1,2,2,3,2,1,0,6,2,2,1,2,0,3,0,1,1,0,0,3,0,1,0,1,4,5,3,4,3,2,5,3,5,5,2,2,4,6,5,6,4,4,4,4,0,5,8,4,5,7,5,10,5,2,3,1,3,1,1,3,4,2,3,1,3,3,3,1,1,3,5,1,1,2,1
S01007393,,472,,2,1,3,3,5,4,1,1,3,2,7,5,9,6,4,9,14,6,8,2,0,2,8,6,1,0,0,5,1,3,0,0,2,2,3,4,1,3,2,5,1,3,5,3,5,3,3,8,4,2,1,10,4,5,2,3,8,6,1,5,4,5,10,9,8,11,4,6,8,7,10,6,6,2,6,5,7,4,6,10,6,12,8,7,6,13,9,7,7,4,34
S01007394,,374,,1,1,3,4,2,1,4,3,6,1,4,0,3,6,2,3,2,2,2,4,3,5,2,0,2,2,2,2,1,0,3,0,4,3,0,0,6,7,2,1,0,2,6,5,5,6,5,4,4,6,11,6,3,4,4,4,6,9,3,3,4,4,5,7,7,5,2,3,4,9,7,3,8,8,7,4,5,10,7,6,11,5,4,3,9,4,4,3,1,3,17
S01007395,,390,,2,8,6,2,2,4,2,3,2,2,0,2,2,2,2,5,3,5,0,4,5,3,4,11,2,0,7,9,4,9,1,4,4,5,4,5,4,4,7,5,10,5,6,2,7,10,7,4,4,6,6,2,10,1,8,4,2,3,2,3,7,5,2,10,7,0,7,2,4,5,5,4,5,2,6,2,2,4,5,5,5,3,3,3,4,3,1,3,3,3,13
S01007396,,431,,4,1,4,5,9,5,4,1,3,5,4,3,2,7,2,0,3,0,4,4,6,5,4,5,6,7,0,11,5,1,4,13,5,1,3,6,0,5,4,7,14,7,8,6,3,3,9,7,5,11,5,2,5,4,2,4,6,2,2,6,7,6,8,9,4,10,5,10,7,9,4,5,4,10,5,1,4,4,5,3,0,6,0,2,4,3,3,3,2,1,8
S01007397,,442,,2,3,1,4,4,0,4,1,2,4,6,3,5,6,8,5,4,5,5,4,8,5,6,5,0,3,4,3,4,1,5,5,6,3,3,3,3,5,1,7,1,9,4,7,11,7,5,2,6,8,13,8,9,2,6,4,9,8,6,4,8,10,8,9,5,12,4,6,7,6,4,4,5,1,8,12,2,8,7,3,7,3,4,2,0,2,2,1,4,1,2
S01007398,,363,,6,6,7,6,6,3,8,4,7,4,9,5,4,4,3,6,4,2,5,7,7,4,4,4,5,6,4,1,7,8,5,4,7,1,3,7,7,4,3,5,6,0,7,5,10,5,8,7,3,4,7,11,5,3,7,6,4,4,2,4,1,1,7,6,2,4,3,1,5,1,0,2,3,3,2,0,3,1,0,1,0,2,0,1,1,1,0,1,0,0,1
S01007399,,294,,7,3,2,1,3,7,4,0,8,4,6,4,2,4,4,0,6,5,2,5,5,3,3,2,5,2,0,3,6,7,2,8,0,2,4,5,5,2,5,2,6,2,8,2,9,4,5,3,3,10,6,7,0,2,4,6,3,6,2,7,6,1,5,2,4,4,6,2,3,0,2,1,3,2,1,1,1,2,0,0,1,0,0,0,1,1,0,0,1,0,1
S01007400,,368,,5,1,1,7,2,3,1,3,4,4,6,4,5,2,5,3,1,6,3,5,3,1,6,6,4,3,2,3,3,0,0,5,2,1,3,4,1,2,1,3,3,8,6,9,4,8,4,5,2,6,2,6,10,4,5,3,5,9,10,3,5,8,2,8,6,8,5,4,2,5,3,4,9,6,4,3,4,3,5,5,2,3,3,5,4,2,1,3,2,1,7
S01007401,,338,,6,3,3,5,3,1,3,8,1,1,3,3,6,2,4,3,3,3,4,0,1,6,5,3,5,2,2,0,5,2,1,3,0,4,0,3,4,1,7,4,15,6,5,7,4,5,5,11,3,6,3,6,8,9,8,4,5,7,2,6,6,3,4,1,6,9,4,1,6,2,4,7,3,4,3,1,3,2,2,2,1,3,3,3,2,0,3,0,1,0,1
S01007402,,326,,2,3,2,1,2,2,1,4,4,3,4,4,1,6,3,6,5,2,6,3,6,2,3,2,3,1,3,4,2,0,4,1,2,1,5,2,2,5,2,4,4,6,9,2,5,3,4,5,6,11,7,5,4,4,5,4,8,6,6,2,6,2,2,4,7,8,6,5,6,4,4,6,0,3,1,4,3,3,4,4,6,2,2,3,1,1,2,1,1,1,0
S01007403,,434,,14,2,20,5,15,13,12,14,9,4,6,8,3,8,5,2,10,9,7,6,6,4,4,1,6,8,9,6,10,9,6,8,5,15,8,1,7,5,9,16,9,8,6,3,9,3,6,8,6,4,5,2,1,6,5,0,2,5,0,2,1,3,1,2,3,0,1,3,0,2,0,1,1,1,0,0,2,2,2,0,0,0,0,1,0,3,0,0,0,0,0
S01007404,,203,,1,1,3,2,2,2,1,5,3,3,4,1,3,2,4,2,1,3,0,3,0,0,1,0,0,0,1,0,3,4,2,2,2,1,1,3,2,1,0,3,4,2,7,5,4,5,2,1,5,2,0,4,1,7,1,8,4,3,1,2,1,1,3,3,7,1,2,5,4,2,4,3,3,0,3,1,2,1,3,0,4,1,0,1,2,1,2,1,0,0,2
S01007405,,339,,5,3,3,1,4,4,5,3,2,4,4,1,4,6,7,1,1,3,8,5,2,3,2,1,1,4,0,2,3,1,3,7,3,1,3,7,1,4,7,10,7,8,8,5,7,4,6,5,9,4,6,4,5,7,8,3,8,4,7,8,4,3,7,6,9,5,1,5,2,3,0,2,4,5,3,1,2,4,1,0,1,4,0,0,1,1,0,0,0,1,2
S01007406,,323,,2,2,2,2,2,4,5,4,5,3,2,3,5,5,2,5,0,2,3,4,3,4,0,4,2,1,2,5,1,1,0,2,0,2,5,3,3,4,1,2,5,7,3,6,5,6,6,3,3,4,4,5,6,3,2,5,10,4,7,8,5,3,8,5,7,4,7,7,5,11,3,2,6,1,3,1,1,6,4,2,3,4,2,1,2,0,1,2,2,0,6
S01007407,,349,,4,3,2,4,2,5,0,5,1,6,0,3,1,0,7,5,3,4,2,3,3,3,5,1,7,2,0,0,3,3,0,2,3,2,2,2,6,3,4,2,8,7,10,0,7,3,5,4,6,7,4,7,9,4,6,4,2,0,7,4,3,9,2,3,7,10,6,7,8,4,5,5,2,5,3,3,3,5,5,2,1,2,3,3,4,3,2,0,4,1,12
S01007408,,305,,2,2,4,1,1,1,5,6,5,4,3,1,1,5,3,3,7,4,4,3,3,3,2,3,0,1,5,0,3,6,2,3,4,6,4,8,1,7,5,5,5,4,5,5,7,7,7,1,4,11,5,4,7,2,6,5,1,1,1,4,2,3,5,8,8,5,5,3,4,4,2,1,1,3,2,0,3,2,2,1,1,1,2,1,1,0,2,1,0,1,3
S01007409,,356,,2,3,0,4,2,4,3,3,2,4,3,0,2,1,3,3,4,3,2,2,4,4,3,3,2,12,6,5,1,1,1,4,4,5,5,3,5,5,2,6,2,3,6,5,4,4,5,4,4,6,4,7,7,5,4,5,9,3,4,7,4,10,7,6,1,3,5,9,9,2,4,3,3,3,4,1,7,2,2,5,3,3,3,4,0,3,2,3,2,1,13
S01007410,,357,,4,3,2,5,6,5,10,4,4,1,6,1,2,4,6,7,8,4,6,8,5,6,3,4,3,2,10,2,4,0,6,5,3,5,3,7,5,3,6,5,7,5,5,4,5,5,3,7,12,5,3,7,6,4,4,1,2,5,3,3,3,6,2,4,3,7,0,3,5,3,3,7,2,3,4,3,2,2,2,3,3,0,2,1,0,1,0,2,1,0,1
S01007411,,460,,9,9,9,7,6,6,7,9,4,6,2,5,2,2,5,1,6,3,4,4,12,6,7,7,11,5,9,7,7,7,3,4,8,8,10,3,7,3,4,8,5,9,5,5,12,8,5,6,5,6,5,3,2,5,2,8,4,8,3,3,2,10,1,3,6,7,5,4,3,6,3,5,3,7,3,6,1,3,3,2,5,2,4,2,1,2,3,0,1,1,5
S01007412,,258,,4,4,1,4,2,1,5,4,5,4,1,1,7,5,4,3,2,5,4,0,1,4,3,3,0,4,5,2,3,2,0,5,2,2,3,0,2,3,2,3,4,5,2,4,0,4,6,3,2,7,1,2,3,3,8,4,2,2,2,4,0,4,2,4,3,3,3,1,2,0,2,5,3,4,3,7,4,4,0,4,1,1,0,5,2,3,0,0,1,2,2
S01007413,,462,,7,5,5,9,4,2,4,9,3,4,0,5,2,8,13,4,7,3,3,6,3,7,9,4,3,5,5,5,10,9,5,4,5,6,9,10,5,5,6,9,10,8,2,6,11,7,12,3,11,9,12,16,7,6,4,8,7,8,7,9,6,7,9,3,6,4,2,9,2,1,0,3,5,1,0,1,1,0,2,0,3,0,1,3,0,0,1,0,1,1,0
S01007414,,343,,1,0,6,4,7,6,5,4,8,5,7,5,7,3,1,3,9,7,6,6,4,3,2,1,3,2,4,2,0,1,3,6,2,5,2,7,10,4,7,10,11,6,9,4,9,9,4,10,1,10,8,4,3,5,4,8,5,8,4,2,1,3,2,6,5,3,2,1,3,1,1,0,1,2,1,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
S01007415,,459,,6,2,6,6,6,8,10,9,7,4,2,6,4,5,4,8,2,5,3,0,8,7,7,2,4,8,3,8,5,7,4,4,4,6,8,14,6,1,6,10,3,8,7,3,5,8,2,8,8,13,6,3,7,6,8,6,9,7,6,5,4,7,7,8,7,3,2,8,5,3,4,5,1,4,4,7,3,2,5,1,1,2,2,3,0,1,1,3,1,1,1
S01007416,,295,,6,3,6,4,7,7,5,5,9,2,2,5,4,0,3,2,3,9,3,6,5,5,6,4,8,6,6,2,1,3,5,7,3,4,3,5,2,3,8,5,11,2,1,8,2,4,6,7,7,1,5,5,1,6,3,3,5,2,3,6,2,1,3,1,1,1,1,3,1,1,0,0,2,1,0,2,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0
S01007417,,526,,11,4,8,11,8,11,8,13,9,6,3,7,2,6,1,1,7,6,3,5,3,6,3,5,6,12,8,8,6,6,4,7,10,2,11,5,7,4,7,15,9,8,7,13,8,15,7,10,7,9,10,9,10,7,6,6,6,8,2,6,6,6,5,6,8,8,4,9,8,4,6,3,2,7,2,0,2,2,1,1,2,0,1,1,0,0,2,0,1,0,1
S01007418,,362,,2,3,3,2,1,6,5,5,5,6,2,4,5,3,6,5,8,5,8,3,0,4,2,3,4,2,1,3,8,4,5,4,4,6,3,3,3,4,5,9,3,3,9,8,5,3,1,10,15,6,5,11,6,3,8,3,1,8,6,1,3,4,6,7,7,8,3,3,1,3,4,2,1,4,3,2,3,0,1,0,1,2,0,2,1,1,0,2,1,3,5
S01007419,,452,,6,8,5,7,6,3,2,12,5,5,3,8,9,6,11,10,6,8,6,8,8,3,7,7,1,5,4,14,9,9,11,7,9,3,2,7,4,7,6,13,6,8,3,6,9,9,9,4,6,8,9,14,8,0,2,2,3,3,11,4,3,5,1,3,2,8,2,4,4,4,0,1,1,0,3,3,3,0,0,0,1,1,2,0,1,1,2,2,0,0,1
S01007420,,407,,5,3,9,12,4,8,8,8,7,2,4,2,3,6,6,5,7,3,9,10,0,3,5,1,4,4,4,5,6,5,6,5,9,5,14,5,6,10,15,9,10,4,7,5,7,6,6,2,9,12,5,7,3,3,7,5,5,5,1,7,3,4,3,6,3,2,2,4,3,2,2,2,2,0,0,3,2,1,1,0,0,1,0,1,0,0,2,0,0,0,0
S01007421,,332,,1,7,5,4,6,3,6,1,7,2,4,5,2,3,2,3,3,3,2,3,2,1,3,2,3,1,2,3,3,7,6,3,5,6,6,4,4,6,9,6,7,6,7,8,8,5,6,6,8,2,3,5,5,9,9,5,5,0,6,4,1,0,6,3,2,5,4,5,5,2,3,4,4,2,1,1,3,1,0,2,0,1,0,1,3,0,1,1,2,0,1
S01007422,,321,,2,7,1,6,4,6,4,3,3,5,4,2,2,1,2,2,1,1,2,2,2,3,1,3,4,5,0,1,1,4,4,2,8,3,1,4,1,3,5,3,7,3,3,6,5,1,3,12,6,10,4,4,6,7,2,5,3,3,3,7,5,4,7,0,4,9,1,8,2,6,4,5,1,4,1,1,4,3,3,1,1,2,0,5,1,0,3,1,2,3,12
S01007423,,386,,9,2,6,5,10,7,7,5,3,0,7,3,1,0,2,3,2,2,1,0,5,3,6,0,1,3,0,5,8,6,10,10,11,6,7,9,12,3,6,5,11,16,9,6,6,6,3,1,5,3,7,7,4,4,8,3,1,2,7,4,6,5,4,5,3,4,2,4,4,2,4,3,1,1,2,2,4,3,3,3,0,2,2,1,3,3,0,0,2,1,3
S01007424,,395,,1,0,5,3,6,5,0,2,2,3,2,3,4,5,7,3,3,5,3,1,1,2,3,1,4,2,3,3,3,6,1,3,3,1,4,0,3,2,2,10,6,0,4,5,9,8,4,4,6,4,8,7,2,5,9,4,11,8,10,7,11,8,7,9,8,12,7,9,10,7,2,8,2,4,7,10,2,3,3,5,4,2,3,1,3,1,1,1,2,0,2
S01007425,,444,,6,4,6,8,6,1,6,2,4,6,6,5,7,8,2,5,3,6,4,4,2,10,1,3,4,1,8,6,2,2,4,2,6,6,10,1,4,4,2,4,9,6,5,9,7,8,9,6,9,8,4,10,6,7,7,4,5,9,6,4,6,2,7,9,8,8,10,8,5,5,5,4,5,4,7,3,4,4,4,3,1,2,3,3,3,1,1,0,0,0,0
S01007426,,320,,2,1,2,3,5,2,3,1,2,3,5,3,4,2,2,7,3,2,3,3,2,3,1,1,2,2,1,1,2,1,3,5,9,1,5,4,4,2,8,4,5,4,3,6,5,6,5,3,2,1,5,5,7,7,3,7,7,5,5,4,4,6,5,3,5,4,6,4,4,1,10,4,2,2,4,4,1,4,4,2,1,1,6,4,2,1,2,2,2,1,5
S01007427,,341,,3,6,5,2,1,2,2,4,3,2,3,4,2,2,2,3,6,5,0,3,3,9,1,4,7,10,6,3,0,6,4,3,3,6,2,1,3,2,1,7,5,5,2,5,6,5,4,3,10,2,9,7,8,5,5,4,3,3,2,8,6,3,3,4,5,9,5,5,2,4,5,3,6,6,2,2,7,3,4,2,1,1,2,2,1,0,2,1,1,1,1
S01007428,,467,,5,0,6,2,5,4,3,4,2,5,5,4,9,2,7,1,7,2,8,5,8,2,5,4,6,5,5,5,5,7,3,7,0,8,6,0,5,7,0,5,9,5,3,8,13,14,12,6,8,5,8,6,10,7,4,2,5,2,3,7,5,7,10,3,10,5,9,7,8,3,9,4,6,6,3,3,0,5,3,5,3,4,5,2,4,2,3,3,3,3,8
