"Table 1c: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,Females,,,,,,,,,,,,Females,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
S01010335,,440,,4,5,1,1,3,3,4,7,6,3,3,7,4,6,3,5,7,9,7,7,7,2,5,4,8,5,2,3,2,1,3,8,0,7,2,6,2,2,4,6,4,5,5,4,7,8,4,6,9,11,3,7,5,8,2,3,4,5,3,3,4,3,7,5,7,10,4,3,6,2,4,4,5,9,4,8,9,6,5,5,6,4,5,5,3,4,1,8,2,1,11
S01010336,,345,,6,4,1,11,6,8,5,5,6,4,2,4,0,6,3,4,3,2,1,9,8,8,9,8,6,10,5,5,6,5,3,7,5,8,8,3,7,5,5,7,3,4,2,9,6,6,8,4,3,5,4,1,2,3,0,2,3,3,1,3,2,2,1,5,2,5,2,3,1,4,1,5,1,3,0,1,2,1,2,1,2,1,0,3,0,2,0,1,0,0,2
S01010337,,336,,2,1,0,0,2,5,1,0,3,3,5,4,5,4,2,2,5,5,5,6,11,5,0,4,5,0,2,3,2,7,3,0,3,5,3,6,0,3,1,3,2,6,10,4,5,6,9,9,7,2,7,9,5,9,5,3,4,4,4,7,3,5,4,3,3,10,3,5,6,3,3,4,8,2,3,0,3,7,2,2,1,2,0,1,3,2,1,0,0,0,4
S01010338,,409,,6,1,11,1,7,7,5,8,0,2,4,6,8,6,4,5,4,7,5,3,7,5,5,8,10,7,1,4,0,12,6,12,10,9,0,6,10,7,7,9,3,4,3,7,6,6,8,8,3,5,9,6,2,8,6,2,4,2,0,0,3,4,5,9,5,8,1,8,2,1,2,2,4,6,2,2,2,2,1,2,2,1,1,0,1,0,4,0,0,0,2
S01010339,,375,,6,5,5,2,3,3,2,3,6,7,1,4,5,1,6,8,5,7,4,6,3,7,2,1,4,6,3,4,5,0,5,3,4,4,8,0,4,6,9,1,1,9,5,5,7,6,7,6,7,5,3,3,2,4,8,5,4,4,4,1,2,7,7,3,5,2,5,3,5,4,3,6,6,9,7,2,4,4,2,2,2,6,4,2,2,1,0,0,0,0,6
S01010340,,408,,6,7,7,5,4,8,4,5,8,3,3,3,2,3,5,8,5,5,3,9,7,3,7,9,5,5,8,9,7,4,6,5,8,9,6,2,6,7,5,3,5,6,4,6,3,3,5,8,9,6,5,3,10,7,6,6,4,2,2,3,5,1,2,4,3,3,1,7,3,3,3,2,4,10,2,6,0,4,3,1,5,3,2,1,0,0,1,0,1,0,1
S01010341,,306,,3,2,6,3,4,0,7,5,2,1,2,5,2,2,3,4,5,6,3,3,3,4,4,1,3,4,2,2,0,4,0,0,3,7,4,6,4,5,2,6,5,4,6,8,4,5,3,8,5,7,6,4,8,3,3,5,4,8,3,6,4,7,4,3,3,2,3,6,2,3,3,4,3,4,1,2,3,2,4,1,3,0,0,1,0,0,0,0,0,0,1
S01010342,,313,,2,2,2,2,1,1,0,4,0,3,3,3,1,1,2,4,6,3,3,13,4,8,4,4,2,2,5,4,1,6,3,1,3,2,3,1,4,5,5,3,2,9,4,10,9,8,9,3,9,8,9,8,2,6,6,6,4,6,5,5,5,2,3,4,4,1,3,7,1,2,2,1,3,2,1,3,5,4,2,1,0,0,1,0,0,2,0,0,0,0,0
S01010343,,486,,2,7,7,7,5,7,6,4,5,2,2,5,8,6,6,3,9,5,11,12,11,11,3,4,6,7,7,6,1,10,5,11,7,6,4,5,8,2,10,1,4,8,7,7,11,11,10,13,14,12,18,16,10,10,12,9,6,7,2,5,2,6,6,4,6,2,1,2,4,0,1,1,1,5,2,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1
S01010344,,342,,4,5,3,4,4,2,4,5,0,2,2,3,4,2,1,6,4,7,9,3,4,4,8,1,7,4,4,4,3,2,3,5,3,7,8,3,2,3,3,7,2,9,5,4,9,5,5,5,5,3,9,4,8,3,6,5,2,2,4,3,4,1,1,3,7,0,3,7,5,4,5,5,6,2,6,0,2,5,2,4,2,0,2,2,2,1,0,0,3,0,1
S01010345,,321,,5,4,4,4,8,2,9,4,4,8,7,4,7,1,5,5,2,11,4,4,4,5,5,1,3,7,2,6,1,3,9,6,8,2,2,4,9,3,4,6,8,4,1,14,5,9,6,9,10,14,7,2,6,4,0,2,3,1,1,4,1,2,0,1,0,3,1,0,0,2,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3
S01010346,,560,,7,1,6,4,4,10,3,3,1,4,7,14,6,9,6,5,3,8,11,4,10,2,5,6,5,3,2,2,5,3,7,3,7,9,4,6,9,12,0,4,6,12,13,7,6,11,7,13,10,14,6,17,14,16,7,11,6,3,10,9,8,9,12,6,9,3,4,3,4,5,4,1,2,5,7,4,3,4,4,6,7,1,3,4,4,3,1,6,1,1,8
S01010347,,650,,6,11,7,10,8,7,6,3,6,3,3,11,13,8,4,4,5,5,31,46,29,21,20,8,12,10,6,5,10,7,7,13,10,12,3,5,5,2,7,4,16,7,11,8,6,8,8,4,9,12,8,5,5,6,6,8,4,2,6,5,1,3,7,5,5,5,6,3,5,4,4,7,6,5,5,4,2,3,5,7,2,2,2,1,4,1,2,3,2,1,1
S01010348,,546,,5,11,4,10,4,5,6,4,4,3,8,9,5,1,4,7,6,6,4,3,3,7,2,9,9,4,10,9,11,12,12,12,10,6,3,5,8,5,9,2,5,4,11,5,5,4,7,5,4,6,4,9,4,6,9,7,6,8,7,10,5,6,8,7,11,8,9,12,4,5,4,1,4,13,7,3,8,6,5,4,5,7,2,2,2,7,4,0,0,0,4
S01010349,,480,,2,6,4,3,4,3,3,2,1,3,2,9,5,8,6,10,7,6,4,7,6,0,3,2,8,4,2,9,10,7,8,3,2,6,7,4,5,4,5,7,7,5,3,10,4,3,3,6,5,7,5,10,8,4,6,9,4,4,7,2,16,7,3,11,11,17,8,11,1,5,7,4,7,5,4,3,4,6,6,4,3,4,1,6,2,6,0,2,2,2,3
S01010350,,534,,7,6,5,9,10,4,5,5,4,14,11,8,7,5,6,10,5,8,2,4,6,9,14,5,13,11,8,9,3,3,10,8,4,10,2,7,11,9,9,9,5,2,5,7,6,5,5,9,7,15,11,9,3,7,5,6,11,3,1,4,9,3,4,3,9,4,5,3,4,8,4,5,4,4,5,6,5,3,4,3,2,3,1,3,1,1,2,1,0,0,4
S01010351,,514,,7,7,4,1,7,6,5,9,4,5,8,4,7,14,5,11,7,11,7,5,15,10,12,4,12,7,12,14,16,4,9,7,5,9,12,6,11,7,7,8,10,7,6,11,5,5,9,6,3,10,8,5,7,4,6,4,2,8,2,5,5,3,2,3,2,1,5,1,3,2,2,5,4,0,1,1,2,2,5,4,1,0,2,1,4,1,3,2,0,1,2
S01010352,,275,,0,4,1,1,2,1,0,0,1,2,2,1,2,3,0,2,1,1,5,3,3,6,2,5,3,5,7,8,4,8,3,5,4,5,1,3,2,2,5,4,2,0,6,2,2,7,2,10,2,6,4,3,3,5,2,2,5,2,5,4,3,4,2,2,2,6,3,4,5,3,1,0,5,4,4,3,3,3,3,3,2,1,5,1,0,1,1,4,2,1,3
S01010353,,472,,14,3,8,15,3,9,7,7,9,4,6,5,3,2,3,5,4,7,0,13,6,6,5,10,14,11,10,8,15,13,3,11,7,9,6,4,10,5,0,3,3,6,6,5,9,6,9,5,4,9,5,6,3,7,5,4,4,2,3,2,3,0,3,4,2,3,6,3,2,3,7,5,3,5,1,4,3,4,3,2,3,2,3,4,3,1,1,0,0,0,3
S01010354,,418,,9,10,0,1,3,3,6,2,3,4,5,4,2,2,7,4,5,2,3,10,7,8,7,3,7,11,7,5,4,12,8,12,5,5,6,3,5,4,4,2,6,6,10,5,6,3,7,5,7,9,9,8,3,6,2,3,7,7,6,4,6,3,5,4,4,2,3,2,3,4,1,8,3,3,3,2,3,9,1,3,1,2,0,2,2,5,0,2,0,2,1
S01010355,,419,,5,6,10,1,7,4,4,5,3,7,2,5,4,4,1,6,4,6,3,5,6,7,8,7,13,16,10,5,10,6,8,3,3,9,11,4,6,6,6,4,3,6,6,5,13,5,4,4,7,9,4,5,4,4,5,3,8,1,3,4,3,5,3,5,2,4,6,1,5,4,5,3,3,3,2,1,2,2,0,4,5,0,1,1,2,0,1,1,2,0,0
S01010356,,380,,4,5,5,2,4,5,1,2,8,2,7,7,5,2,5,3,5,3,2,3,9,7,8,2,4,14,8,0,7,6,8,6,7,14,7,3,13,10,2,6,6,0,9,6,8,6,11,7,9,12,8,6,7,4,1,3,9,6,3,3,3,1,3,2,1,1,0,4,1,4,2,0,0,3,0,2,1,2,1,1,0,0,0,0,0,0,0,1,1,0,1
S01010357,,293,,4,4,2,3,6,3,4,4,0,3,6,3,0,1,1,1,2,3,1,4,7,9,16,1,0,6,2,2,3,4,6,5,3,2,5,7,6,2,1,4,0,5,6,6,6,5,2,4,7,3,3,3,2,6,8,4,6,6,4,3,0,4,1,4,4,4,3,2,4,2,2,6,2,0,4,2,3,0,1,0,3,1,2,1,0,0,2,0,1,0,0
S01010358,,395,,4,4,6,5,0,5,6,1,6,1,0,2,1,3,2,4,4,0,2,8,4,3,5,6,6,8,5,7,2,3,6,6,9,11,4,0,2,6,4,6,7,4,6,4,6,2,7,6,7,4,7,4,6,3,6,6,7,7,0,3,5,8,7,9,4,5,7,1,2,1,1,4,7,10,5,5,6,6,5,7,4,1,3,3,2,2,1,1,1,0,3
S01010359,,444,,7,5,7,7,7,2,1,2,3,5,5,3,3,9,4,11,2,6,4,2,8,10,7,10,10,6,6,3,6,10,8,6,4,6,6,6,6,5,13,6,2,4,4,8,3,2,4,8,4,6,7,5,5,5,10,6,5,1,3,5,2,3,6,6,2,6,2,1,3,3,5,4,4,7,3,4,2,5,3,4,7,4,3,5,3,2,2,2,1,1,5
S01010360,,307,,4,5,0,4,5,6,7,4,3,3,1,1,0,4,3,12,4,4,5,5,6,5,3,3,5,5,5,6,0,7,1,6,4,4,5,8,5,4,2,10,5,2,4,0,3,5,6,13,4,8,6,6,4,3,3,1,4,6,6,0,1,3,10,6,2,3,2,1,4,0,1,0,2,1,0,0,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0
S01010361,,264,,4,4,6,4,5,1,3,3,1,0,0,0,1,3,2,4,0,3,2,3,5,4,0,6,6,7,6,3,6,3,3,4,8,5,5,5,3,3,8,5,6,2,3,3,1,4,5,5,3,2,4,2,4,1,1,2,4,1,0,2,1,7,2,4,2,4,3,2,1,2,3,4,2,2,5,3,2,1,1,1,2,3,1,1,0,3,0,0,1,0,2
S01010362,,277,,3,0,1,2,1,2,4,1,2,2,0,1,3,1,2,2,0,1,0,0,12,11,4,7,10,5,5,3,5,3,4,5,4,4,3,7,2,4,2,4,0,6,4,3,5,2,5,4,2,4,6,5,1,8,6,2,2,2,2,3,2,1,1,4,3,5,4,1,2,1,1,4,2,5,2,5,5,3,3,1,7,1,5,1,0,0,2,1,0,0,1
S01010363,,381,,4,4,5,2,0,2,3,1,3,1,6,0,4,0,3,5,3,3,1,7,3,6,7,10,5,6,8,12,5,6,9,1,7,7,6,8,8,3,7,3,4,7,6,6,5,4,7,6,6,4,11,3,6,1,7,2,6,7,3,4,9,5,4,7,4,6,3,3,5,3,1,4,3,1,0,1,2,5,0,2,2,2,2,2,3,2,1,3,0,1,6
S01010364,,461,,4,8,2,3,6,5,4,8,5,5,4,4,1,8,3,5,4,8,2,8,8,4,4,5,4,5,3,0,7,3,2,7,7,8,3,5,5,2,7,6,8,6,8,7,6,13,5,11,7,4,11,4,4,8,9,8,10,7,9,7,12,8,7,11,6,8,3,5,0,2,2,6,4,3,2,5,1,2,4,2,1,4,3,0,4,0,1,3,1,1,6
S01010365,,541,,6,4,4,2,7,6,0,5,9,3,3,5,2,5,1,2,5,2,4,6,5,9,12,11,7,6,5,4,6,10,3,6,3,8,2,3,9,3,7,8,7,7,6,10,7,12,3,8,13,10,14,14,13,6,15,9,9,11,8,9,5,5,12,5,6,10,3,5,4,4,6,5,2,7,3,3,4,9,1,4,1,0,3,1,3,5,4,2,5,4,11
S01010366,,534,,8,5,9,4,6,1,3,5,0,1,1,1,3,5,0,3,4,5,2,4,15,12,9,21,5,14,9,17,16,11,3,14,14,13,7,5,6,8,7,2,7,6,12,4,9,4,12,6,8,10,4,9,6,3,6,7,7,7,10,7,5,1,7,7,8,11,4,3,8,2,6,5,1,6,2,1,5,4,2,3,3,1,4,3,1,1,1,1,0,0,6
S01010367,,890,,7,9,6,0,2,4,5,3,2,2,0,4,4,5,5,8,5,8,48,68,52,37,47,62,33,24,17,14,14,10,10,11,16,10,7,2,5,8,6,7,13,7,8,6,10,8,7,9,8,9,10,9,6,8,9,6,16,10,4,7,6,7,10,8,12,7,6,6,4,3,3,3,5,4,4,4,2,7,1,2,4,1,4,2,3,5,1,2,0,0,7
S01010368,,412,,1,0,6,4,5,4,2,3,1,3,2,2,5,0,7,4,3,2,1,2,3,9,3,10,4,4,4,2,7,7,10,5,2,3,2,2,5,3,7,4,7,7,4,6,2,11,2,10,6,9,5,7,7,6,5,9,4,5,6,6,2,8,4,9,5,6,4,3,2,5,1,4,1,3,2,3,6,1,4,3,3,0,2,1,2,1,5,5,1,5,34
S01010369,,375,,4,2,5,5,1,3,2,1,0,4,2,1,1,2,3,3,1,2,1,6,1,7,12,11,10,7,16,14,19,18,5,6,9,9,7,4,9,10,5,1,8,12,7,4,3,1,7,2,3,9,7,6,1,6,4,6,5,2,3,2,7,4,8,6,3,1,1,4,2,0,0,1,1,0,1,1,1,0,2,2,0,0,0,1,1,0,0,0,1,0,0
S01010370,,350,,4,1,1,0,4,0,5,2,3,4,5,1,4,2,2,3,5,1,5,5,17,17,20,12,8,10,0,12,11,9,9,9,5,4,3,3,4,5,9,1,4,1,5,3,6,6,9,5,4,3,7,6,0,7,0,8,6,5,4,1,6,0,5,1,1,5,1,0,3,2,1,0,1,0,1,1,1,1,1,1,0,0,1,0,2,0,0,0,0,0,0
S01010371,,551,,6,9,4,3,9,4,2,0,0,2,2,2,1,3,2,4,3,2,8,12,19,29,27,28,12,19,12,17,17,9,14,4,13,12,11,6,6,8,11,9,7,7,14,3,6,8,3,6,6,5,6,3,5,4,5,4,8,6,4,2,6,9,9,4,4,1,3,4,0,5,1,4,3,1,1,1,2,3,1,1,4,1,0,3,1,0,1,0,2,1,2
S01010372,,262,,4,0,4,2,3,3,2,4,0,2,3,0,1,1,1,2,1,1,4,3,9,7,4,8,8,5,8,4,7,7,4,0,1,4,5,3,2,2,4,6,3,3,6,9,6,5,1,6,1,6,4,0,3,1,4,9,3,1,1,7,6,4,1,0,6,1,3,2,3,0,1,3,4,0,0,1,0,2,2,2,1,0,0,0,1,0,1,0,0,0,0
S01010373,,397,,8,5,7,1,0,2,1,3,3,1,1,1,0,1,3,0,0,0,2,2,5,13,14,21,17,26,10,6,16,17,9,13,13,10,6,4,11,11,5,5,4,1,7,5,1,5,2,5,5,9,0,2,4,2,1,3,6,4,4,3,5,0,1,2,3,5,5,2,2,3,1,3,1,3,1,1,0,3,1,1,0,0,1,1,0,1,0,1,0,1,3
S01010374,,504,,3,8,6,3,4,1,2,5,4,5,7,2,3,2,5,1,1,3,2,12,25,18,30,22,16,11,9,8,15,7,11,3,8,9,8,6,4,5,11,5,7,4,9,11,10,1,2,10,6,9,8,9,6,3,3,6,3,3,7,1,4,6,5,3,6,2,5,4,3,1,0,4,2,6,3,0,2,2,3,4,5,2,0,1,1,1,1,0,0,0,0
S01010375,,247,,0,1,1,0,1,1,0,2,3,1,0,2,1,1,0,2,1,3,3,23,32,30,29,12,12,11,5,5,5,3,4,3,3,1,1,4,2,0,1,1,4,0,2,0,2,2,1,0,0,0,2,0,1,0,4,0,1,1,0,1,1,0,1,2,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3
S01010376,,342,,0,2,1,1,4,0,1,2,0,0,2,1,0,0,0,2,3,2,2,14,15,31,23,32,22,29,16,9,7,7,10,8,3,6,5,1,2,3,6,4,0,4,3,1,1,1,3,5,0,3,2,3,2,2,3,3,1,1,2,0,0,2,2,1,4,1,1,2,0,1,2,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0
S01010377,,536,,7,5,2,4,3,3,4,4,3,4,3,1,6,1,4,1,1,2,7,27,56,39,58,38,27,10,13,13,9,11,13,17,8,6,9,8,9,3,3,5,1,5,5,4,3,3,3,7,2,1,4,6,2,4,0,1,1,0,2,5,6,1,0,2,3,4,1,1,2,3,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S01010378,,439,,3,2,2,7,3,0,0,1,0,2,1,0,1,0,0,1,1,5,2,30,88,56,42,24,26,10,11,9,6,6,4,4,5,3,6,5,5,4,5,2,0,4,4,1,3,0,1,0,4,3,2,3,2,3,0,1,4,2,2,0,0,2,0,1,1,1,2,0,0,0,0,0,0,0,1,2,1,0,1,0,3,0,0,1,0,0,0,0,0,1,1
S01010379,,648,,3,4,0,1,2,4,2,3,2,0,1,0,2,4,1,3,2,4,13,41,100,85,50,55,33,25,10,10,12,7,11,7,7,4,3,4,5,6,4,1,2,7,4,6,1,2,0,3,1,4,6,5,4,6,5,1,3,2,5,4,3,3,4,2,3,3,3,3,2,0,0,0,1,1,1,1,1,1,1,2,1,0,1,1,0,1,1,0,0,0,6
S01010380,,517,,4,5,3,5,2,1,1,0,0,2,1,4,5,1,3,2,3,2,2,10,13,25,23,33,16,11,23,14,11,14,12,12,16,7,7,6,8,8,4,3,2,5,4,4,3,6,9,12,4,2,3,6,6,3,4,12,8,8,8,4,4,5,3,7,4,5,0,5,2,6,3,4,1,3,4,1,5,0,1,2,1,1,0,3,2,0,1,0,1,1,7
S01010381,,313,,1,2,0,1,1,3,2,0,2,1,1,1,0,1,2,0,3,1,1,10,15,25,20,21,21,20,21,25,11,8,13,6,2,8,3,3,4,2,2,2,2,4,3,1,3,2,0,3,1,1,1,2,1,2,0,2,2,2,2,0,0,4,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0
S01010382,,421,,4,4,2,0,2,1,2,0,0,0,1,3,0,4,1,1,2,1,1,10,24,20,22,24,15,21,19,16,13,13,16,12,12,13,12,8,8,3,0,5,3,3,3,10,2,0,5,2,4,4,1,5,6,4,4,2,3,4,2,1,2,1,0,2,0,1,5,2,2,3,0,2,1,1,1,2,1,1,1,1,1,1,2,1,1,0,0,1,1,0,1
S01010383,,345,,2,2,3,1,1,2,1,3,0,3,1,2,2,4,4,3,3,3,4,14,9,11,21,20,8,5,10,7,7,10,7,6,7,7,4,6,6,4,4,1,5,3,2,1,6,9,2,5,8,2,2,8,5,3,3,3,4,6,3,1,1,3,2,1,5,0,0,1,3,4,2,4,2,0,3,3,1,0,4,1,2,1,0,1,1,1,0,0,0,0,0
S01010384,,525,,5,2,1,2,0,4,3,0,2,0,0,1,0,0,1,2,0,4,3,6,29,36,27,18,49,17,24,20,13,27,14,21,15,13,7,15,10,5,2,7,6,4,7,7,5,3,9,1,5,3,4,0,2,0,2,1,4,4,4,3,1,1,3,4,2,5,1,3,0,1,2,1,3,0,1,1,3,2,1,3,0,1,1,1,2,0,1,0,1,0,1
S01010385,,456,,2,5,1,2,0,2,2,1,1,1,1,0,1,1,3,1,1,4,1,9,13,26,24,23,18,20,22,13,16,11,10,10,9,8,9,10,9,6,7,5,4,3,2,4,6,0,3,3,9,6,4,3,7,7,3,6,0,0,4,3,1,1,3,3,5,5,3,5,2,2,5,6,0,1,2,4,3,4,0,2,0,2,2,3,0,0,2,0,0,1,4
S01010386,,468,,8,3,0,3,0,2,3,1,2,1,2,5,4,3,4,1,2,2,6,6,11,11,12,19,16,12,15,15,13,14,9,12,17,10,2,4,6,4,7,5,10,3,9,2,8,11,8,6,6,7,5,6,2,1,3,6,3,4,5,6,2,3,6,2,2,4,4,3,7,3,1,3,9,1,2,1,5,3,1,1,5,1,3,1,0,1,2,4,1,0,4
S01010387,,508,,4,4,3,7,4,5,2,0,1,1,0,3,0,1,1,0,1,2,1,11,19,35,22,23,23,23,25,14,26,9,19,9,14,11,5,3,3,4,2,3,4,1,6,2,6,8,3,5,4,2,5,7,4,4,3,5,8,6,5,7,7,2,5,3,2,2,6,4,1,3,0,0,3,5,3,4,2,1,2,3,4,2,0,0,1,0,2,2,0,0,1
S01010388,,519,,1,4,4,1,1,1,0,3,1,6,2,0,3,4,4,4,3,3,5,1,15,16,17,21,16,22,16,10,15,4,15,9,12,5,4,6,5,6,5,7,6,10,6,7,5,5,4,8,9,9,5,8,6,10,6,8,10,3,4,7,5,3,5,3,4,5,3,4,9,4,1,6,3,2,8,5,3,3,2,8,6,10,0,1,1,0,1,0,0,0,1
S01010389,,534,,5,4,8,3,3,0,1,1,4,1,2,0,1,1,0,0,2,2,1,19,21,11,17,34,34,28,26,31,24,13,26,15,10,11,14,12,14,11,6,6,5,1,5,7,5,3,13,5,4,3,8,3,4,3,3,7,2,7,4,2,3,1,4,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
S01010390,,567,,4,4,0,1,0,5,1,0,2,1,3,3,2,1,2,1,4,2,2,4,9,11,14,16,12,23,34,24,33,31,24,18,14,16,11,11,11,15,9,8,5,9,7,8,7,5,14,10,10,3,5,6,5,9,4,4,3,5,4,5,2,4,5,1,3,4,0,3,1,1,1,3,1,1,3,3,2,0,1,1,1,3,0,1,2,1,1,1,0,0,3
S01010391,,429,,6,3,4,4,1,1,0,0,4,3,0,0,1,5,3,5,2,2,0,0,8,16,11,15,7,22,17,20,19,18,15,15,10,14,4,11,10,5,6,10,6,8,5,4,3,9,4,4,5,3,4,7,4,6,1,4,4,2,6,5,1,1,1,2,1,2,1,0,1,4,1,2,2,1,1,1,3,2,0,2,0,0,1,1,1,1,1,1,1,0,2
S01010392,,333,,5,2,7,0,1,1,1,0,0,0,2,1,1,2,2,2,2,3,0,2,5,5,13,11,11,16,18,15,14,18,11,16,10,8,10,4,14,5,6,3,5,4,0,0,6,5,4,6,2,3,2,3,5,3,5,6,4,0,0,4,0,1,1,4,1,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
S01010393,,524,,4,4,3,1,0,2,2,1,2,0,0,0,0,2,0,1,2,1,3,1,4,11,15,15,23,25,30,21,21,20,19,4,13,10,11,6,8,6,8,6,9,10,6,6,4,4,3,6,3,7,3,5,4,9,2,6,7,6,6,8,5,4,5,1,4,4,4,2,1,1,5,5,3,4,5,4,2,4,4,3,4,3,2,3,6,2,2,3,2,0,8
S01010394,,400,,4,5,2,0,2,0,2,2,4,2,2,2,3,3,3,5,3,0,7,6,6,9,8,5,6,10,8,5,12,6,3,11,9,5,5,0,0,8,2,1,11,6,5,3,9,5,5,7,3,11,2,5,12,7,4,0,4,3,3,3,6,7,4,1,3,3,3,5,5,4,3,5,1,3,5,3,8,3,7,4,6,4,1,3,5,1,3,3,1,2,4
S01010395,,522,,11,4,4,2,1,1,5,0,2,1,2,3,2,2,1,5,2,2,1,4,5,15,22,15,25,15,20,17,22,22,7,13,11,5,10,8,6,12,7,8,11,3,4,5,5,7,5,11,6,4,4,1,6,5,3,5,4,3,5,7,3,2,8,4,5,1,2,3,4,4,4,3,0,3,8,5,3,5,4,5,3,0,1,0,4,1,0,1,3,3,6
S01010396,,526,,5,3,6,3,1,3,3,1,1,2,2,0,1,1,1,2,6,2,4,13,16,11,15,8,25,21,19,14,10,11,14,3,12,13,4,5,12,5,3,4,9,7,7,11,7,5,7,6,6,2,4,7,6,8,4,6,6,11,3,4,9,5,5,3,4,5,3,9,5,2,3,2,5,1,4,5,3,3,2,4,6,5,4,3,1,2,2,1,0,2,7
S01010397,,287,,3,5,2,1,1,3,0,2,0,2,1,1,0,1,0,0,0,3,2,13,9,14,8,9,7,6,7,6,7,10,4,8,5,4,7,4,3,2,3,1,4,6,3,0,2,4,3,7,4,5,7,2,9,3,4,7,2,3,3,0,3,0,3,2,0,2,2,5,0,4,1,0,2,1,2,2,1,1,0,1,0,3,0,1,0,0,1,2,2,2,2
S01010398,,645,,7,1,8,3,2,3,5,6,2,2,3,5,3,0,3,1,4,1,3,5,15,21,20,14,15,19,25,29,29,17,13,19,18,12,8,12,16,10,8,8,7,6,8,3,7,6,4,10,13,4,5,6,9,4,2,5,5,5,7,2,4,4,4,4,6,5,4,5,6,3,4,2,5,1,0,5,0,5,7,5,4,4,4,1,4,5,2,4,4,4,17
S01010399,,525,,5,7,5,5,2,3,1,3,1,0,2,3,2,0,0,2,0,0,4,3,4,10,7,17,21,12,27,30,18,23,26,21,16,14,15,4,14,5,4,10,6,8,6,5,4,6,9,3,5,1,4,7,7,7,8,3,3,4,2,5,3,1,7,4,3,7,5,1,5,6,2,0,4,1,3,2,4,1,3,1,2,1,0,0,0,0,1,3,2,1,3
S01010400,,575,,6,4,10,4,4,6,4,7,9,8,4,7,3,8,5,5,7,1,7,6,8,18,16,10,13,7,11,12,6,12,9,6,9,5,7,10,6,3,3,8,10,13,10,3,8,9,10,8,11,16,8,4,15,11,7,9,10,6,9,4,8,2,4,11,4,3,6,3,5,7,3,4,3,1,6,3,2,2,1,1,2,1,2,2,1,4,0,3,2,0,4
S01010401,,393,,4,3,3,3,0,2,1,1,1,0,2,0,0,3,2,3,4,0,0,3,15,26,13,16,9,9,12,11,3,12,10,5,10,11,4,3,6,2,3,0,5,5,5,3,2,2,5,4,3,6,2,4,8,9,5,2,3,2,3,6,4,3,1,6,3,5,2,2,6,0,3,3,3,4,4,0,2,3,3,3,3,5,6,6,1,2,1,2,5,1,2
S01010402,,548,,3,7,6,3,0,2,1,6,5,1,5,3,6,4,3,3,3,2,1,1,5,11,10,15,14,16,21,10,13,23,10,18,15,7,10,8,5,5,8,11,7,10,10,13,10,8,12,6,15,2,5,10,5,9,5,6,12,6,7,6,4,5,7,3,5,1,6,4,0,1,3,2,1,5,0,2,1,5,2,6,1,1,2,0,5,2,1,2,3,3,1
S01010403,,532,,5,3,8,7,9,5,2,2,2,3,6,2,0,1,1,2,1,4,1,4,7,15,18,14,15,5,4,7,8,10,8,8,10,6,5,9,7,5,12,10,6,9,8,9,10,5,6,9,14,9,7,6,4,8,7,7,6,5,4,8,4,5,10,10,7,5,5,7,0,1,4,4,3,3,3,3,3,3,1,5,5,3,3,2,6,5,2,3,1,2,16
