"Table 1b: Estimated population by sex, single year of age and 2011 Data Zone area: 30 June 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area,,All Ages,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,,Males,,,,,,,,,,,,
,,,,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90+
S01008597,,423,,5,3,2,0,4,5,6,10,6,2,6,2,2,8,2,5,4,2,8,4,8,5,2,6,7,5,2,4,5,2,5,2,4,0,5,1,0,7,4,3,0,4,8,11,6,9,9,3,7,5,5,9,5,3,8,6,10,6,6,8,5,8,8,9,5,4,3,9,7,4,2,1,4,9,3,3,5,9,4,3,1,6,4,3,2,2,3,2,0,1,3
S01008598,,355,,3,3,6,1,4,5,6,5,1,1,1,2,2,2,1,1,1,6,1,11,40,31,17,10,6,9,8,5,5,7,3,3,5,8,6,3,4,5,6,2,0,7,0,4,0,3,3,2,3,2,7,0,3,4,4,2,3,7,0,4,2,3,3,2,2,0,0,4,4,2,4,0,2,1,5,1,0,1,3,3,2,1,1,0,0,0,1,0,0,0,4
S01008599,,469,,2,5,7,2,7,3,5,2,3,2,1,5,7,6,2,3,6,5,4,16,20,23,14,26,10,16,23,4,7,8,6,6,8,11,5,4,4,3,3,2,1,4,6,5,3,7,1,7,7,8,6,9,4,8,4,5,8,3,9,3,1,3,4,1,5,5,3,5,4,6,2,2,3,3,1,1,1,2,4,1,2,1,1,0,1,0,1,1,1,0,0
S01008600,,557,,9,7,10,6,12,7,11,11,9,10,13,6,8,1,3,7,4,8,2,3,12,8,8,10,20,16,7,11,4,8,9,4,9,9,3,14,5,9,13,9,13,11,9,10,6,6,8,13,3,5,9,10,6,6,7,3,6,5,4,3,6,3,4,9,2,4,1,1,3,1,2,3,3,2,0,4,3,4,0,3,1,3,3,1,0,1,1,2,2,0,7
S01008601,,809,,3,2,2,2,0,2,0,4,2,2,5,1,0,2,2,2,7,4,100,237,109,57,31,26,19,16,12,10,8,7,6,4,3,3,1,3,0,4,5,3,2,5,2,2,4,7,0,3,2,4,4,4,2,2,3,7,1,1,4,4,3,4,4,1,1,2,2,1,3,1,1,0,2,3,0,4,0,0,1,0,1,1,0,1,0,0,1,0,1,0,2
S01008602,,333,,6,3,2,3,0,1,1,1,0,2,1,0,1,2,1,3,1,1,14,22,11,17,21,14,13,7,7,6,6,6,10,12,4,9,5,6,6,2,10,5,3,5,3,8,2,0,7,1,2,2,2,3,3,1,6,3,4,0,6,2,4,0,0,2,0,1,2,2,3,1,2,0,1,0,1,0,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1
S01008603,,537,,2,3,2,1,4,4,3,1,2,3,2,3,0,0,1,0,0,1,2,17,33,51,50,30,18,18,22,21,16,11,8,10,15,12,7,10,11,7,8,6,2,4,1,7,5,3,7,2,2,1,9,4,7,2,3,5,4,2,4,4,3,1,7,4,2,0,6,2,1,2,2,1,0,3,0,0,0,0,1,1,0,1,2,0,3,0,0,1,0,0,1
S01008604,,515,,5,2,1,3,6,2,1,4,4,3,5,3,3,5,2,5,3,6,4,10,15,29,25,22,24,22,10,20,16,15,15,16,10,13,13,1,3,2,0,2,5,8,4,4,9,4,14,4,1,5,7,4,4,2,9,8,5,3,6,3,2,3,2,5,1,5,4,3,7,4,5,2,1,0,0,1,0,3,2,0,0,2,0,2,1,0,0,0,0,0,1
S01008605,,395,,4,2,8,2,1,1,6,1,5,6,4,5,4,3,2,0,4,2,2,9,20,12,21,13,19,11,6,9,13,7,8,8,6,2,2,8,8,9,10,4,8,8,3,3,3,2,6,3,5,6,6,10,4,2,4,3,5,3,4,6,4,2,4,3,3,0,3,1,1,2,1,2,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
S01008606,,400,,3,4,7,5,6,7,7,7,10,8,10,10,3,6,6,6,7,9,6,9,5,1,4,4,5,16,8,3,1,2,2,4,1,1,2,1,5,1,6,0,6,7,10,8,7,8,2,0,7,5,6,2,8,5,10,2,3,10,4,4,1,4,3,3,2,6,8,4,3,2,5,3,3,5,5,4,4,3,2,0,2,2,0,2,0,0,0,0,0,0,2
S01008607,,301,,1,3,1,1,3,6,4,5,0,3,6,4,5,5,3,2,3,2,3,2,2,5,1,5,2,6,3,4,5,0,4,1,2,0,0,1,3,3,1,0,1,3,4,1,6,6,5,1,8,8,2,3,3,5,8,3,4,3,4,2,4,1,4,5,10,8,5,9,5,3,5,6,5,5,6,1,6,1,2,2,1,2,3,1,2,3,1,2,1,2,0
S01008608,,360,,1,7,4,2,7,3,4,4,7,3,4,4,3,4,1,6,4,3,1,5,1,4,2,3,6,6,6,7,7,8,3,0,4,3,2,7,3,4,1,5,4,4,7,1,2,5,6,3,3,4,5,3,6,6,6,2,6,5,1,8,2,3,5,3,7,6,8,5,7,4,5,3,1,2,5,2,3,5,3,8,6,4,3,0,2,0,3,2,0,2,5
S01008609,,452,,1,8,3,6,9,8,9,4,7,7,9,10,8,11,5,3,5,6,0,5,5,1,2,8,8,3,2,6,2,3,2,6,1,2,3,5,7,6,2,3,7,7,9,3,10,6,12,6,3,5,0,4,8,5,7,5,7,5,8,8,4,6,5,5,4,3,8,5,11,2,3,10,5,3,3,1,7,4,4,3,3,4,1,0,1,0,1,4,3,1,12
S01008610,,343,,4,4,5,2,4,2,2,4,2,4,1,4,2,2,5,3,3,4,2,4,8,4,12,8,13,4,4,13,0,1,7,11,2,2,2,3,5,5,5,3,3,1,1,5,5,1,0,5,7,5,2,8,5,7,4,3,3,5,3,2,4,3,5,2,2,8,5,4,5,2,4,3,3,3,4,4,2,1,2,0,2,4,6,2,1,3,1,2,2,2,2
S01008611,,588,,2,3,4,2,7,1,3,2,4,3,1,1,1,3,4,3,0,1,19,37,45,35,32,25,36,22,19,26,14,13,17,14,8,7,8,6,7,2,5,2,6,1,3,3,4,4,7,9,6,3,5,3,10,2,2,5,3,2,2,3,3,8,4,3,3,4,3,2,5,2,1,3,4,0,0,3,2,1,2,0,1,1,0,1,3,1,0,0,0,0,1
S01008612,,303,,2,3,4,0,1,3,0,4,0,4,6,1,1,1,1,2,0,1,1,4,17,20,16,13,10,8,6,6,7,6,7,6,6,3,6,5,4,4,6,13,16,4,2,4,0,4,3,5,4,3,3,5,4,3,1,3,0,4,2,3,6,1,2,0,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
S01008613,,362,,3,2,1,2,2,0,2,0,10,2,6,2,1,5,5,5,3,2,8,2,16,23,17,13,8,10,9,6,4,3,10,5,2,2,8,3,3,4,3,0,8,7,3,3,4,3,7,8,3,3,4,6,3,1,2,4,5,6,5,2,5,2,2,2,1,2,2,3,7,1,4,4,1,2,1,4,1,2,1,2,2,1,1,0,2,2,0,1,1,1,3
S01008614,,343,,1,2,4,3,0,2,2,0,0,3,1,1,1,2,0,1,0,1,1,7,15,41,37,10,15,19,25,12,8,6,5,13,4,5,4,5,4,5,1,1,0,2,3,1,1,2,1,1,3,2,1,3,5,4,2,6,0,1,4,1,0,0,4,3,4,2,3,1,1,1,3,0,1,3,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1
S01008615,,390,,2,1,1,1,2,3,5,4,3,2,5,2,0,1,4,2,1,1,3,11,21,32,43,21,10,9,6,9,2,8,6,5,7,7,1,5,9,2,3,9,0,3,8,5,4,0,2,4,2,5,1,7,3,8,3,4,4,6,6,0,1,4,5,3,1,5,3,0,1,2,0,1,4,0,1,1,1,0,1,1,3,1,0,0,1,3,1,0,0,0,2
S01008616,,305,,2,2,3,2,2,2,3,1,0,0,3,0,1,1,1,1,0,2,1,4,18,49,27,21,13,6,6,9,6,10,5,3,3,5,7,3,2,4,3,4,2,3,1,7,2,3,0,2,4,5,2,1,2,2,2,4,2,1,0,1,1,2,4,1,0,0,2,1,0,2,0,2,2,0,0,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
S01008617,,376,,1,2,3,2,4,0,6,0,0,2,3,2,0,0,1,2,7,1,4,10,31,56,47,29,9,17,8,2,10,3,6,3,5,3,4,4,4,4,3,5,0,3,1,9,2,2,5,3,3,2,1,1,5,2,6,0,2,1,1,0,0,0,2,0,3,3,3,2,3,0,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
S01008618,,326,,4,3,2,1,3,0,5,4,1,4,1,2,2,0,3,0,0,2,1,9,37,45,23,23,17,15,10,5,6,6,4,8,1,2,3,2,6,1,1,0,1,0,5,4,5,5,4,0,4,0,1,5,3,1,2,0,1,0,0,1,2,1,3,1,1,0,1,2,0,1,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
S01008619,,240,,1,3,0,4,0,0,5,3,1,1,0,1,3,0,2,0,0,1,2,4,15,23,14,15,8,4,4,5,4,6,5,4,1,3,1,5,6,4,7,7,0,8,2,1,1,2,1,3,2,1,0,3,5,2,4,3,2,3,1,2,0,5,1,1,3,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,1,0,0
S01008620,,383,,2,8,4,3,2,5,2,4,3,2,6,1,2,1,4,4,3,3,2,8,33,36,24,26,14,9,12,13,13,6,8,9,11,3,4,2,0,0,2,7,7,5,5,0,5,4,4,8,1,1,0,2,1,3,6,2,1,1,3,1,2,3,1,0,1,3,1,0,1,3,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1
S01008621,,362,,4,3,2,6,4,2,1,4,2,1,3,2,2,1,3,4,1,1,3,6,27,53,32,25,15,8,6,6,4,10,7,6,8,6,5,2,0,2,2,1,5,0,1,7,1,1,8,4,2,0,5,3,0,1,3,1,2,5,0,2,2,0,0,3,2,1,3,2,2,0,2,4,1,1,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0
S01008622,,251,,1,4,2,0,2,5,1,6,1,1,3,1,1,0,1,0,0,2,5,7,19,16,12,7,11,10,4,7,5,7,5,6,3,4,4,3,3,1,2,3,0,1,1,6,3,1,0,7,4,4,2,3,1,8,1,0,2,1,2,2,3,0,0,4,1,3,4,2,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
S01008623,,446,,7,4,3,2,0,5,7,1,2,2,6,4,0,9,0,5,3,1,2,10,26,31,26,18,22,16,9,6,9,1,7,10,7,4,4,4,3,5,6,2,2,1,3,3,3,9,6,7,1,8,1,8,1,2,3,5,6,0,4,2,3,2,6,2,7,4,0,4,6,4,2,2,2,1,3,4,1,0,6,2,2,0,2,3,3,2,1,0,4,1,3
S01008624,,397,,4,6,5,4,6,3,2,6,1,1,3,7,1,8,6,3,8,4,3,0,0,4,2,1,1,7,2,4,5,1,1,4,2,6,5,7,4,5,3,5,5,4,1,5,1,2,8,10,5,1,8,12,7,9,5,3,6,3,0,2,6,6,7,3,4,5,11,2,7,7,11,6,7,9,5,4,3,0,5,5,6,3,1,0,8,4,2,1,1,2,9
S01008625,,274,,2,0,5,3,2,6,6,4,6,5,3,1,3,2,5,2,5,4,7,1,2,0,3,2,2,2,2,0,0,5,2,0,1,1,1,1,3,3,3,3,0,6,4,2,4,0,1,4,4,3,7,2,10,5,6,7,7,4,9,1,9,5,4,2,1,7,3,6,5,0,4,4,7,2,3,0,0,1,4,1,3,2,0,3,1,1,1,1,0,0,0
S01008626,,452,,5,5,10,4,6,8,6,7,7,7,1,3,8,3,9,9,6,6,5,3,6,5,3,4,9,8,5,11,4,10,5,3,8,5,1,10,10,7,9,1,13,13,8,7,7,9,5,3,11,3,3,5,4,5,5,6,9,7,5,3,7,3,7,3,4,3,2,6,3,3,8,1,3,2,3,4,1,3,0,2,6,1,2,1,0,1,0,0,0,0,0
S01008627,,373,,5,2,7,9,5,9,1,6,7,3,4,5,5,9,8,6,5,9,4,5,2,0,0,2,0,2,7,1,1,13,5,0,0,5,6,2,5,6,5,3,9,4,4,3,10,4,6,5,9,10,5,3,9,3,5,5,3,4,6,4,3,6,5,4,7,5,3,3,3,4,3,3,1,1,0,1,1,2,2,1,0,3,1,1,1,0,2,2,1,1,13
S01008628,,326,,2,3,3,1,5,1,1,2,4,2,4,1,3,1,1,0,2,1,2,4,5,3,6,8,10,16,9,14,4,2,11,13,6,7,4,6,9,8,4,3,1,3,11,2,11,2,4,3,1,5,8,3,3,7,5,2,3,1,2,4,1,0,1,5,2,3,2,1,2,3,4,2,3,1,3,1,1,3,1,4,0,0,0,1,0,1,4,1,0,2,2
S01008629,,284,,6,9,5,3,2,2,4,3,4,6,6,2,4,6,0,1,0,3,1,0,2,3,5,4,9,1,5,9,3,5,3,4,4,5,7,5,8,4,5,9,5,3,1,5,3,4,1,4,2,5,6,4,5,3,7,5,3,2,1,5,6,6,0,3,3,4,1,1,4,1,1,0,0,0,2,1,1,0,1,2,1,0,0,0,1,2,0,0,1,0,1
S01008630,,299,,2,4,2,1,1,4,5,2,1,1,4,1,1,1,0,0,1,3,1,7,7,18,14,14,12,14,8,11,6,11,9,13,6,6,6,5,4,3,4,5,6,1,4,8,3,2,1,3,0,3,4,2,2,1,3,0,3,2,1,2,2,2,1,5,0,0,0,2,0,0,1,0,3,1,1,1,1,3,0,0,0,0,2,0,1,1,0,2,0,0,1
S01008631,,478,,6,4,3,5,4,4,3,4,5,5,2,1,2,0,2,2,0,2,3,2,4,5,6,11,12,14,19,18,19,18,15,18,12,18,19,10,15,10,11,8,10,5,7,5,10,5,5,3,4,9,4,0,7,3,6,8,5,5,5,1,7,5,0,4,2,2,4,3,1,2,4,3,2,4,0,0,2,1,1,0,2,0,0,1,0,0,0,0,0,0,0
S01008632,,442,,2,3,1,2,3,2,2,0,4,0,0,1,5,3,1,1,0,3,0,3,1,3,4,5,5,10,16,11,19,13,18,16,18,7,11,8,4,20,7,1,2,8,10,8,9,7,9,8,4,2,4,7,9,11,4,2,9,6,9,8,3,6,8,3,6,2,4,5,5,4,3,3,5,1,2,3,0,0,2,3,1,0,2,0,0,1,0,1,0,0,0
S01008633,,458,,3,4,3,4,4,3,5,7,8,6,4,4,9,4,6,7,6,7,3,1,2,0,3,6,5,17,10,15,4,5,6,4,6,1,4,1,4,3,8,4,7,2,9,8,7,5,7,0,10,2,12,8,3,3,8,6,4,3,4,11,3,5,5,5,8,6,5,7,2,4,7,5,5,4,5,1,6,1,13,4,1,4,2,2,4,5,2,2,2,3,5
S01008634,,388,,4,3,1,2,3,3,6,6,5,7,10,7,6,4,3,3,2,7,4,4,7,16,22,18,22,7,12,8,3,3,3,2,2,8,4,2,1,2,2,1,0,2,5,2,2,3,8,4,3,4,3,3,2,4,7,10,4,4,2,3,6,6,8,4,4,2,7,3,4,2,2,3,4,1,1,3,2,1,1,4,0,1,1,3,0,0,0,3,0,2,0
S01008635,,336,,4,3,0,1,4,4,5,6,5,3,1,4,1,0,4,3,3,2,1,3,8,10,6,5,5,7,4,7,5,2,3,2,4,4,2,5,7,9,8,7,6,6,1,4,12,6,2,8,5,4,2,1,6,4,5,5,5,5,9,6,5,3,5,8,7,3,3,1,4,2,2,3,1,2,0,2,2,1,1,1,0,1,0,0,0,1,2,2,2,0,3
S01008636,,361,,3,4,4,3,1,4,3,10,3,7,1,1,0,1,3,6,3,6,2,4,9,11,5,14,8,9,7,7,5,5,3,6,6,4,4,5,4,2,3,6,3,4,0,3,4,11,1,3,7,5,3,10,7,1,4,7,4,1,6,5,3,9,5,0,5,0,5,5,6,2,2,2,6,0,2,3,2,6,5,1,4,0,1,0,0,2,2,0,0,0,2
S01008637,,361,,3,2,2,4,6,3,1,2,5,4,9,7,2,5,4,5,3,3,1,1,3,6,2,8,7,6,3,5,9,10,11,8,4,6,4,4,5,0,4,7,2,7,2,5,9,6,7,7,7,5,4,3,6,6,6,6,3,3,5,8,5,3,5,2,1,3,3,1,5,4,3,4,3,0,2,2,1,2,3,1,1,2,2,4,2,0,0,1,1,2,2
S01008638,,393,,3,2,5,1,4,4,1,3,4,2,1,4,2,2,2,0,1,2,4,11,15,19,15,13,12,8,11,8,12,10,9,6,3,9,5,2,6,0,1,4,2,17,0,1,2,5,0,4,6,4,7,6,1,8,5,3,1,1,4,3,2,3,4,1,2,3,3,7,5,4,3,1,7,2,5,1,1,1,0,2,4,1,4,4,1,2,3,3,2,1,5
S01008639,,477,,4,4,2,5,2,6,4,3,5,3,1,6,4,2,2,4,3,2,1,4,13,14,6,12,20,18,15,4,13,18,9,19,25,7,6,13,23,10,8,7,0,0,10,3,6,10,3,8,7,2,5,3,3,5,6,5,7,5,5,3,4,5,2,3,2,3,2,7,3,1,1,1,2,1,1,1,0,1,0,1,4,2,1,1,1,0,1,0,1,0,2
S01008640,,379,,1,4,2,2,0,2,1,5,6,1,1,3,3,4,0,2,3,5,4,5,9,22,25,21,12,14,24,13,12,5,6,15,9,11,6,3,5,0,0,3,0,4,4,6,1,4,2,12,3,6,5,2,3,3,2,2,1,1,5,3,4,8,0,1,1,4,2,2,2,1,1,0,1,4,1,0,1,0,0,2,2,1,1,0,0,0,1,0,0,0,1
S01008641,,428,,6,1,0,6,5,2,0,2,0,1,0,0,0,1,1,1,3,1,8,18,25,23,22,28,28,21,22,9,19,9,11,9,17,10,8,6,2,1,7,4,6,4,8,4,6,3,3,4,3,1,0,1,6,2,3,3,2,1,3,2,0,1,4,0,1,4,0,3,2,1,2,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1
S01008642,,481,,4,3,9,1,2,7,3,4,3,5,1,2,4,5,5,2,0,4,3,14,16,17,27,28,17,20,14,12,11,8,10,15,6,14,17,8,7,9,3,5,10,5,1,4,2,8,2,8,0,6,2,4,5,4,5,3,3,3,4,3,2,4,1,3,4,4,3,3,6,1,4,4,3,4,0,1,2,1,0,0,1,0,1,0,0,0,0,1,0,1,0
S01008643,,348,,3,7,6,5,6,2,4,6,0,3,2,3,0,5,2,3,4,0,3,4,5,4,7,0,14,9,10,10,5,6,4,12,5,6,5,14,8,5,11,14,4,2,8,2,5,1,4,9,7,5,4,5,3,5,4,6,2,1,5,6,3,4,5,0,3,1,4,2,3,2,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,3,0,0,1
S01008644,,413,,3,5,2,4,5,3,3,3,6,1,1,4,2,1,3,2,1,1,3,8,24,24,31,15,12,10,8,16,7,8,13,14,7,2,9,3,1,6,2,6,2,1,13,3,7,6,3,9,6,2,2,1,5,5,5,3,4,0,0,3,5,2,3,5,2,3,5,0,2,2,1,1,0,0,0,0,0,3,0,1,2,1,1,3,0,5,2,2,1,1,1
S01008645,,386,,4,5,6,5,7,7,1,1,4,3,2,2,4,3,2,4,7,2,2,10,19,19,17,18,15,16,10,9,15,10,6,11,8,7,6,5,5,5,1,2,5,3,1,1,13,4,5,2,1,7,3,1,3,2,4,3,1,3,2,2,3,3,3,1,2,0,0,2,0,1,1,4,0,1,2,0,0,1,2,1,3,1,2,0,1,0,0,0,0,0,1
S01008646,,429,,6,1,2,5,11,4,4,5,4,3,4,2,1,4,1,3,3,3,0,1,4,10,3,11,20,19,34,7,14,23,12,9,6,16,3,13,12,3,2,12,0,9,1,4,8,7,3,2,6,4,10,4,6,2,2,5,3,2,0,7,5,2,1,2,0,0,0,2,1,4,2,3,0,1,2,1,2,3,2,0,1,2,2,3,1,0,0,0,1,1,0
S01008647,,354,,2,3,2,2,5,2,4,3,1,1,1,0,0,0,0,2,0,2,1,0,3,5,5,13,14,17,26,12,10,12,20,20,12,15,11,9,10,6,4,8,7,9,5,10,2,0,0,4,5,4,4,3,4,1,1,1,1,2,1,0,2,2,1,3,2,1,2,1,0,1,1,1,1,2,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0
S01008648,,263,,5,4,5,0,0,4,0,0,0,0,0,1,1,2,1,2,0,0,0,2,1,3,8,5,12,21,8,17,5,15,7,7,20,7,1,8,3,4,1,4,8,6,5,3,5,3,1,1,0,3,4,2,0,0,0,1,3,2,2,0,1,1,1,5,3,1,2,1,0,0,1,1,0,1,0,2,2,1,1,0,0,0,1,3,0,1,1,0,0,0,0
S01008649,,481,,7,5,2,1,3,5,1,1,0,0,1,1,2,0,0,1,0,0,1,1,0,6,8,7,13,13,28,20,23,14,27,29,16,11,15,24,16,9,19,9,10,6,14,0,4,5,8,6,4,2,3,5,6,0,3,6,3,3,2,8,0,1,2,4,3,2,1,2,3,0,1,1,1,1,0,4,1,1,0,1,1,1,2,1,4,1,0,1,2,1,1
S01008650,,376,,3,4,1,2,2,1,1,0,2,1,0,0,1,0,0,0,1,0,1,3,5,6,1,9,13,16,27,8,10,17,18,21,19,20,23,10,16,9,10,4,4,0,5,3,1,18,5,0,2,2,5,0,6,5,4,2,2,1,1,1,0,2,1,2,0,2,1,3,1,1,0,0,1,0,1,1,0,2,1,1,1,0,0,0,0,0,1,2,0,0,0
S01008651,,688,,3,0,6,1,0,0,1,1,2,2,0,2,0,0,0,2,1,1,10,46,53,19,34,44,50,22,19,26,22,31,22,32,12,19,11,14,15,8,10,7,5,11,6,4,8,4,4,6,6,6,10,3,3,11,4,5,1,6,8,1,1,4,1,2,1,5,0,3,3,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
S01008652,,314,,1,0,1,3,1,3,2,1,0,0,3,1,1,0,0,0,0,2,0,2,1,8,9,8,17,11,3,7,5,14,11,7,18,13,1,7,12,6,1,5,11,2,12,3,1,9,6,9,11,4,4,7,0,8,6,2,4,4,3,2,0,0,1,1,3,0,0,1,2,0,2,1,1,1,0,2,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0
S01008653,,454,,3,2,2,0,1,4,1,3,2,3,1,1,1,1,0,0,3,1,6,18,18,16,32,13,16,17,18,26,19,22,10,19,15,9,9,3,2,5,4,3,8,11,12,4,3,2,5,5,3,3,1,4,2,4,3,4,8,5,2,0,1,2,3,5,0,2,1,4,4,1,2,0,0,3,2,0,0,1,0,1,1,0,0,2,0,1,0,0,0,0,0
S01008654,,545,,2,3,2,3,4,3,1,0,0,3,0,1,1,0,1,1,0,1,2,2,19,18,22,16,22,16,28,24,30,17,10,16,12,18,16,19,17,17,14,17,3,18,7,7,2,3,11,3,11,5,7,4,0,10,9,3,0,0,2,5,4,4,4,2,3,3,1,2,0,0,3,0,0,1,2,0,0,0,1,1,2,1,1,0,0,1,0,0,0,1,0
S01008655,,395,,6,4,3,0,2,0,4,0,6,0,1,1,1,1,1,1,0,1,2,13,21,8,15,10,12,13,14,25,21,23,19,16,10,3,13,6,3,7,5,6,6,3,0,11,4,0,0,1,4,3,1,3,1,4,3,3,1,0,3,5,3,2,3,2,2,3,2,4,2,0,4,0,4,1,0,2,1,0,0,0,0,1,0,1,2,0,1,0,0,0,2
S01008656,,391,,1,3,2,2,1,1,3,2,2,1,0,0,1,1,0,1,0,0,1,0,4,5,5,4,21,21,21,6,8,24,15,24,17,8,14,7,8,6,3,6,4,0,9,4,12,6,8,4,6,6,1,10,5,7,10,4,3,3,0,5,2,5,3,4,1,2,2,2,3,1,0,1,1,1,0,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0
S01008657,,360,,0,3,2,8,5,5,1,0,0,1,3,0,0,5,0,2,2,1,2,13,12,12,11,15,5,17,14,6,24,10,14,14,7,8,5,5,5,6,5,4,10,3,8,1,5,0,2,7,2,0,5,4,3,6,3,1,6,2,2,0,7,0,2,4,2,0,3,1,1,0,2,3,4,0,1,0,1,0,1,1,1,0,2,1,0,0,0,0,0,0,1
S01008658,,733,,3,3,3,1,0,1,2,5,0,2,3,2,2,0,0,2,3,4,21,34,29,44,33,49,36,26,31,19,19,21,18,18,18,16,14,15,18,19,14,11,12,1,8,11,5,6,6,10,10,5,8,4,7,6,3,4,6,3,6,3,4,6,7,5,0,3,1,2,3,0,1,4,0,1,1,1,0,1,0,1,2,0,4,0,3,0,0,0,0,0,0
S01008659,,357,,1,2,3,1,0,0,4,0,1,2,2,1,0,2,1,3,4,1,2,15,16,24,21,16,12,10,12,10,9,11,6,6,2,10,3,6,7,4,12,7,4,8,0,9,0,2,6,5,2,12,5,0,2,5,1,2,2,3,0,3,1,1,4,1,2,2,1,2,2,2,2,3,2,2,1,1,0,0,1,2,0,0,2,0,0,1,0,0,0,0,2
S01008660,,504,,2,1,1,2,6,4,0,6,1,2,2,0,1,0,1,0,2,1,3,11,23,35,30,25,21,21,20,18,10,20,16,10,13,4,14,10,9,9,6,8,10,5,6,4,10,3,6,4,3,5,5,4,2,6,0,1,8,8,6,2,0,2,4,8,3,2,2,0,3,3,1,2,1,2,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0
S01008661,,476,,0,2,4,0,1,1,1,0,2,4,1,1,2,0,0,2,2,1,8,17,41,23,22,24,16,21,22,20,13,22,9,19,14,6,5,6,5,7,9,0,5,1,4,7,1,3,6,5,5,4,4,1,6,5,4,3,6,2,1,1,3,4,5,2,2,0,0,5,5,3,2,1,0,1,4,1,1,0,2,1,1,0,3,0,1,0,0,0,1,0,1
S01008662,,308,,1,5,0,2,2,4,0,1,0,0,2,1,1,1,0,3,1,1,16,22,30,28,19,16,4,14,6,8,13,5,6,7,2,1,4,3,5,2,2,1,5,2,4,4,7,3,2,1,0,1,3,2,1,1,1,1,0,4,6,2,1,2,1,2,0,1,1,1,2,0,1,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
S01008663,,465,,4,3,1,3,2,1,0,2,0,0,1,0,1,1,0,2,1,1,2,3,21,32,32,26,16,20,21,26,13,10,18,14,12,7,4,8,8,9,6,7,9,8,4,2,6,5,5,5,12,2,2,4,4,4,4,0,1,7,1,1,0,6,0,5,0,1,5,2,2,5,1,1,2,1,3,0,0,0,0,0,1,0,1,0,2,0,0,2,0,1,0
S01008664,,382,,4,1,4,2,6,2,0,2,2,0,5,1,1,2,2,0,2,5,1,6,11,21,27,24,8,12,16,13,15,16,12,16,6,4,13,4,5,4,2,6,6,2,6,7,0,0,4,1,3,5,6,0,4,3,2,2,6,2,0,5,3,4,4,3,4,4,2,0,1,1,0,1,0,2,0,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0
S01008665,,610,,5,6,4,3,3,2,5,1,3,2,0,2,3,5,3,2,3,4,23,36,45,32,20,19,25,16,17,11,15,15,10,12,16,19,11,11,6,11,8,10,5,12,9,8,5,9,1,2,1,5,7,8,7,11,4,2,0,4,5,12,3,7,6,0,3,3,5,2,1,0,3,1,1,0,0,2,4,1,1,0,0,1,0,0,2,0,0,0,1,1,1
